date,rank,team,games,wins,losses,draws,win_rate,games_behind,recent_10,streak,home_record,away_record,season,recent10_wins,recent10_draws,recent10_losses,recent10_win_rate,home_wins,home_draws,home_losses,home_win_rate,away_wins,away_draws,away_losses,away_win_rate,streak_type,streak_count,games_played_ratio,remaining_games,home_away_win_diff,month,win_rate_delta_30d,rank_delta_30d,recent20_win_rate,recent30_win_rate,games_behind_5th,wins_to_5th
2016-04-01,6,KIA,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-0,0-0-1,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,1,0.006944444444444444,143,0.0,4,,,,,,
2016-04-02,2,KIA,2,1,1,0,0.5,1.0,1승0무1패,1승,0-0-0,1-0-1,2016,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1,1,0.013888888888888888,142,-0.5,4,,,,,,
2016-04-03,4,KIA,2,1,1,0,0.5,1.0,1승0무1패,1승,0-0-0,1-0-1,2016,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1,1,0.013888888888888888,142,-0.5,4,,,,,,
2016-04-05,2,KIA,3,2,1,0,0.667,0.5,2승0무1패,2승,1-0-0,1-0-1,2016,2.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1,2,0.020833333333333332,141,0.5,4,,,,,-0.5,0.0
2016-04-06,2,KIA,3,2,1,0,0.667,0.5,2승0무1패,2승,1-0-0,1-0-1,2016,2.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1,2,0.020833333333333332,141,0.5,4,,,,,,
2016-04-07,5,KIA,4,2,2,0,0.5,1.0,2승0무2패,1패,1-0-1,1-0-1,2016,2.0,0.0,2.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,-1,1,0.027777777777777776,140,0.0,4,,,,,0.0,0.0
2016-04-08,9,KIA,5,2,3,0,0.4,1.5,2승0무3패,2패,1-0-1,1-0-2,2016,2.0,0.0,3.0,0.4,1.0,0.0,1.0,0.5,1.0,0.0,2.0,0.3333333333333333,-1,2,0.034722222222222224,139,0.16666666666666669,4,,,,,,
2016-04-09,5,KIA,6,3,3,0,0.5,1.0,3승0무3패,1승,1-0-1,2-0-2,2016,3.0,0.0,3.0,0.5,1.0,0.0,1.0,0.5,2.0,0.0,2.0,0.5,1,1,0.041666666666666664,138,0.0,4,,,,,0.0,0.0
2016-04-10,8,KIA,7,3,4,0,0.429,1.5,3승0무4패,1패,1-0-1,2-0-3,2016,3.0,0.0,4.0,0.42857142857142855,1.0,0.0,1.0,0.5,2.0,0.0,3.0,0.4,-1,1,0.04861111111111111,137,0.09999999999999998,4,,,,,,
2016-04-12,4,KIA,8,4,4,0,0.5,1.5,4승0무4패,1승,1-0-1,3-0-3,2016,4.0,0.0,4.0,0.5,1.0,0.0,1.0,0.5,3.0,0.0,3.0,0.5,1,1,0.05555555555555555,136,0.0,4,,,,,,
2016-04-13,9,KIA,9,4,5,0,0.444,2.0,4승0무5패,1패,1-0-1,3-0-4,2016,4.0,0.0,5.0,0.4444444444444444,1.0,0.0,1.0,0.5,3.0,0.0,4.0,0.42857142857142855,-1,1,0.0625,135,0.07142857142857145,4,,,,,,
2016-04-14,9,KIA,10,4,6,0,0.4,3.0,4승0무6패,2패,1-0-1,3-0-5,2016,4.0,0.0,6.0,0.4,1.0,0.0,1.0,0.5,3.0,0.0,5.0,0.375,-1,2,0.06944444444444445,134,0.125,4,,,,,,
2016-04-15,9,KIA,11,5,6,0,0.455,3.0,5승0무5패,1승,2-0-1,3-0-5,2016,5.0,0.0,5.0,0.5,2.0,0.0,1.0,0.6666666666666666,3.0,0.0,5.0,0.375,1,1,0.0763888888888889,133,0.29166666666666663,4,,,,,0.5,1.0
2016-04-17,9,KIA,12,5,7,0,0.417,4.0,4승0무6패,1패,2-0-2,3-0-5,2016,4.0,0.0,6.0,0.4,2.0,0.0,2.0,0.5,3.0,0.0,5.0,0.375,-1,1,0.08333333333333333,132,0.125,4,,,,,1.0,2.0
2016-04-19,8,KIA,13,6,7,0,0.462,4.0,4승0무6패,1승,3-0-2,3-0-5,2016,4.0,0.0,6.0,0.4,3.0,0.0,2.0,0.6,3.0,0.0,5.0,0.375,1,1,0.09027777777777778,131,0.22499999999999998,4,,,,,1.0,2.0
2016-04-20,9,KIA,14,6,8,0,0.429,5.0,4승0무6패,1패,3-0-3,3-0-5,2016,4.0,0.0,6.0,0.4,3.0,0.0,3.0,0.5,3.0,0.0,5.0,0.375,-1,1,0.09722222222222222,130,0.125,4,,,,,1.5,2.0
