season,team,top5_hitter_avg,top5_hitter_hr_sum,top5_hitter_rbi_sum,top5_hitter_ops_avg,top3_hitter_ops_avg,ops_concentration,top5_hitter_obp_avg,top5_hitter_slg_avg
2016,KIA,0.30879999999999996,109,426,0.9001999999999999,0.9243333333333332,1.0268088572909724,0.3836,0.5166000000000001
2016,KT,0.31320000000000003,67,332,0.8634000000000001,0.8523333333333335,0.9871824569531311,0.3894,0.47400000000000003
2016,LG,0.31379999999999997,72,415,0.8527999999999999,0.8799999999999999,1.0318949343339587,0.3814,0.47139999999999993
2016,NC,0.317,102,450,0.921,0.9250000000000002,1.0043431053203042,0.4029999999999999,0.518
2016,SK,0.29819999999999997,111,397,0.8493999999999999,0.878,1.0336708264657406,0.36080000000000007,0.4885999999999999
2016,넥센,0.30820000000000003,68,379,0.8538,0.8503333333333334,0.9959397204653706,0.38,0.47379999999999994
2016,두산,0.3162,87,453,0.8880000000000001,0.8903333333333334,1.0026276276276276,0.38839999999999997,0.49959999999999993
2016,롯데,0.3136,72,382,0.8726,0.8936666666666667,1.0241424096569638,0.4016,0.471
2016,삼성,0.32199999999999995,79,449,0.8944000000000001,0.9266666666666667,1.0360763267740012,0.3964,0.49800000000000005
2016,한화,0.33459999999999995,94,468,0.9189999999999999,0.9496666666666668,1.0333696046427279,0.4053999999999999,0.5136000000000001
