순위,선수ID,선수명,팀명,ERA,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
1,65398,임규빈,키움,0.00,0,0,0,0,0,0,0,0,1,0.00
2,61268,양현,키움,1.99,3,0,1,9,3,0,3,58,32,1.81
3,74359,오주원,키움,2.32,0,0,3,34,25,0,3,50,65,0.77
4,67828,김성민,키움,2.56,0,0,2,16,4,0,5,53,72,0.74
5,63342,조상우,키움,2.66,0,0,2,28,27,4,4,37,52,0.71
6,61456,윤영삼,키움,2.87,0,0,3,14,10,0,4,45,75,0.60
8,64051,이영준,키움,2.97,0,0,1,9,4,0,4,38,35,1.09
9,76430,김태혁,키움,3.02,0,0,3,1,40,0,8,46,52,0.88
12,62363,한현희,키움,3.41,0,0,7,6,22,0,3,54,60,0.90
13,62937,신재영,키움,3.68,6,1,0,3,0,0,3,31,32,0.97
14,66018,김선기,키움,4.18,6,3,0,1,0,0,2,30,35,0.86
15,67603,이승호,키움,4.48,23,8,0,1,0,0,10,134,128,1.05
16,62360,김태훈,키움,4.50,5,3,5,4,2,0,7,86,63,1.37
17,68341,안우진,키움,5.20,15,6,1,2,1,0,7,81,96,0.84
18,63348,조성운,키움,7.20,0,0,0,4,0,0,0,5,6,0.83
19,69399,윤정현,키움,9.00,0,0,0,2,0,0,0,1,3,0.33
20,75342,이보근,키움,9.72,0,0,0,3,3,0,3,15,19,0.79
21,69328,박주성,키움,13.50,0,0,0,4,0,0,0,2,9,0.22
22,67365,양지율,키움,15.19,0,0,0,2,0,0,0,9,5,1.80
23,69360,조영건,키움,81.00,1,0,0,0,0,0,0,0,0,-
1,76858,박희수,SK,1.57,0,0,0,12,4,1,7,33,30,1.10
2,69813,하재훈,SK,1.98,0,0,5,47,40,1,6,50,52,0.96
3,69839,백승건,SK,2.33,0,0,0,3,0,0,3,13,24,0.54
4,61895,서진용,SK,2.38,0,0,3,5,37,0,7,51,67,0.76
7,64893,박민호,SK,2.68,0,0,3,11,6,0,3,47,72,0.65
8,66444,이케빈,SK,3.00,1,0,0,0,0,0,0,4,2,2.00
9,62056,정영일,SK,3.21,0,0,1,7,9,0,1,34,48,0.71
10,75138,신재웅,SK,3.32,1,0,1,7,1,0,0,23,24,0.96
11,62698,소사,SK,3.82,16,9,0,0,0,0,5,63,116,0.54
14,79847,김태훈,SK,3.88,0,0,4,10,45,0,5,78,48,1.63
15,79130,강지광,SK,3.95,0,0,2,1,6,0,3,27,33,0.82
16,66859,김주한,SK,5.25,1,0,1,7,1,0,1,13,10,1.30
17,65343,김택형,SK,5.79,0,0,2,6,2,0,2,21,21,1.00
18,78819,백청훈,SK,6.75,0,0,0,1,1,1,0,3,5,0.60
19,64768,조이현,SK,8.03,1,0,0,2,0,0,2,10,15,0.67
20,64805,이승진,SK,8.05,2,0,0,10,1,0,1,19,22,0.86
21,68830,김정우,SK,9.00,0,0,0,1,0,0,0,0,3,0.00
22,71845,채병용,SK,9.82,0,0,0,1,2,0,0,1,5,0.20
23,75250,박정배,SK,10.07,0,0,1,9,1,0,2,26,21,1.24
24,74748,정재원,SK,16.88,0,0,0,3,0,0,0,3,5,0.60
25,67863,이원준,SK,19.29,1,0,0,0,0,0,0,2,3,0.67
1,61962,김정후,LG,0.00,0,0,0,1,0,0,0,0,4,0.00
1,71118,이동현,LG,0.00,0,0,0,1,1,0,1,4,5,0.80
1,65117,이상규,LG,0.00,0,0,0,0,0,0,0,1,0,-
4,67119,고우석,LG,1.52,0,0,8,54,40,2,7,49,80,0.61
5,78148,정찬헌,LG,1.64,0,0,1,9,7,0,2,11,9,1.22
7,64155,임지섭,LG,2.70,0,0,0,2,0,0,1,5,5,1.00
9,76650,진해수,LG,3.43,0,0,3,5,24,0,4,46,38,1.21
10,69111,한선태,LG,3.68,0,0,0,2,0,0,1,7,10,0.70
11,69159,정우영,LG,3.72,0,0,4,7,22,0,7,117,32,3.66
12,66145,김대현,LG,3.78,2,0,5,3,11,0,4,68,79,0.86
13,79825,여건욱,LG,3.94,0,0,0,15,1,0,1,14,48,0.29
14,60845,문광은,LG,4.09,0,0,1,8,5,0,2,30,34,0.88
16,63111,류제국,LG,4.22,11,0,0,0,0,0,4,61,61,1.00
17,61145,이우찬,LG,4.85,13,5,0,1,3,0,16,120,68,1.76
18,61101,임찬규,LG,4.97,13,3,0,3,2,0,6,73,110,0.66
19,69158,강정현,LG,5.06,1,0,0,3,0,0,1,6,17,0.35
20,63145,배재준,LG,5.23,12,3,0,2,0,0,7,67,69,0.97
21,73801,송은범,LG,5.25,0,0,2,11,14,1,5,75,56,1.34
22,67116,오석주,LG,5.40,0,0,0,3,0,0,0,3,8,0.38
22,63103,류원석,LG,5.40,0,0,0,0,0,0,0,3,3,1.00
24,74167,심수창,LG,6.17,1,0,1,1,0,0,1,9,12,0.75
25,79140,최동환,LG,6.26,0,0,1,10,0,0,0,16,40,0.40
26,76355,장원삼,LG,7.98,3,0,0,2,0,0,0,20,16,1.25
27,69168,이상영,LG,16.88,0,0,0,3,0,0,1,3,2,1.50
1,67962,소이현,NC,0.00,0,0,0,1,0,0,0,0,2,0.00
1,69969,전사민,NC,0.00,0,0,0,1,0,0,0,2,0,-
3,78352,임창민,NC,2.40,0,0,0,6,2,0,0,13,16,0.81
4,69953,프리드릭,NC,2.75,12,7,0,2,0,0,9,73,76,0.96
6,63991,박진우,NC,3.14,18,5,4,0,2,0,12,163,146,1.12
7,65933,구창모,NC,3.20,19,10,0,2,1,0,7,100,100,1.00
8,60339,김건태,NC,3.68,0,0,0,7,10,0,6,46,66,0.70
9,60263,이재학,NC,3.75,23,10,0,0,0,0,10,148,135,1.10
10,64995,배재환,NC,3.81,0,0,3,12,23,0,3,52,43,1.21
11,63959,임정호,NC,3.86,0,0,0,0,2,0,0,5,3,1.67
12,76118,원종현,NC,3.90,0,0,3,47,40,4,5,59,54,1.09
13,66920,최성영,NC,3.94,15,3,1,2,2,0,2,59,114,0.52
14,75867,김진성,NC,4.29,0,0,1,8,7,0,4,35,49,0.71
15,79358,강윤구,NC,4.47,0,0,3,3,20,0,7,51,56,0.91
16,63950,장현식,NC,4.61,0,0,5,6,10,0,2,53,56,0.95
17,69934,버틀러,NC,4.76,13,3,0,0,0,0,6,102,65,1.57
18,61329,윤지웅,NC,4.97,0,0,1,6,0,0,1,16,11,1.45
19,76757,유원상,NC,5.23,1,0,0,10,1,0,2,23,25,0.92
20,68900,김영규,NC,5.29,10,5,0,4,3,0,7,60,82,0.73
21,69974,배민서,NC,5.40,0,0,0,1,0,0,0,5,3,1.67
22,65042,홍성무,NC,6.28,0,0,0,7,0,0,1,19,13,1.46
23,62929,이민호,NC,6.52,0,0,0,6,1,0,0,11,15,0.73
24,63936,윤강민,NC,8.22,1,0,0,2,0,0,1,13,3,4.33
25,69962,송명기,NC,9.00,1,0,0,1,0,0,0,2,5,0.40
26,65964,이우석,NC,10.13,0,0,0,3,0,0,0,2,8,0.25
27,78366,민태호,NC,11.81,0,0,0,0,0,0,0,7,3,2.33
28,62920,노건우,NC,12.27,0,0,0,2,1,0,0,6,5,1.20
29,66960,정수민,NC,16.39,1,0,0,3,0,0,1,12,8,1.50
1,68050,강백호,KT,0.00,0,0,0,0,1,0,0,1,2,0.50
1,68036,최이준,KT,0.00,0,0,0,1,0,0,1,1,1,1.00
3,78517,하준호,KT,1.13,0,0,0,1,0,0,0,5,9,0.56
4,67066,이종혁,KT,1.69,0,0,0,2,0,0,1,5,6,0.83
5,65062,김재윤,KT,2.27,0,0,2,13,16,0,1,41,51,0.80
6,60337,김대유,KT,2.33,0,0,0,10,0,0,5,16,35,0.46
7,65060,주권,KT,2.99,0,0,6,12,29,1,6,74,92,0.80
8,65827,조한욱,KT,3.38,0,0,0,2,0,0,1,3,4,0.75
9,75340,전유수,KT,3.39,1,0,3,13,6,1,4,85,60,1.42
10,64047,조현우,KT,3.52,0,0,0,3,0,0,0,10,4,2.50
12,65516,배제성,KT,3.76,21,10,0,4,0,0,18,135,144,0.94
14,67008,이대은,KT,4.08,8,1,3,30,18,1,7,99,96,1.03
15,69041,손동현,KT,4.75,3,0,2,7,5,0,4,50,55,0.91
17,65048,김민수,KT,4.96,11,4,4,3,3,1,8,95,81,1.17
18,75258,금민철,KT,5.05,14,1,0,0,0,0,8,73,64,1.14
19,69068,이선우,KT,5.40,0,0,0,1,0,0,0,2,1,2.00
20,65058,정성곤,KT,5.53,0,0,3,20,24,0,2,46,72,0.64
21,63104,조근종,KT,5.91,0,0,0,2,3,0,1,11,14,0.79
22,66064,김태오,KT,6.00,0,0,0,0,1,0,0,6,3,2.00
23,65056,엄상백,KT,8.04,0,0,2,10,2,0,4,33,36,0.92
24,67048,이정현,KT,9.75,2,0,0,4,0,0,0,7,19,0.37
25,69054,이상동,KT,14.21,0,0,0,4,0,0,1,4,12,0.33
26,69047,전용주,KT,15.00,0,0,0,1,0,0,1,4,4,1.00
27,64029,류희운,KT,23.14,1,0,0,0,0,0,0,3,3,1.00
1,65643,문경찬,KIA,1.31,0,0,1,43,28,0,2,38,74,0.51
2,63638,박준표,KIA,2.09,0,0,5,6,12,0,8,86,41,2.10
4,66609,전상현,KIA,3.12,0,0,1,15,21,0,3,39,75,0.52
5,60634,임기준,KIA,3.44,0,0,2,10,9,0,3,47,36,1.31
6,63628,고영창,KIA,3.50,0,0,1,8,11,0,9,85,49,1.73
7,67646,박진태,KIA,4.32,2,0,0,0,0,0,2,10,8,1.25
8,64615,차명진,KIA,4.36,6,3,0,1,0,0,3,28,47,0.60
10,68639,하준영,KIA,4.96,0,0,6,8,14,0,2,40,59,0.68
11,65616,이민우,KIA,5.43,6,1,1,13,3,0,3,57,62,0.92
13,69620,김기훈,KIA,5.56,16,3,0,0,0,0,5,52,127,0.41
14,62754,임기영,KIA,5.73,8,2,0,2,0,0,6,54,46,1.17
15,76350,김세현,KIA,6.23,0,0,0,1,0,0,2,8,13,0.62
16,65665,이준영,KIA,6.35,1,0,1,8,0,0,5,46,63,0.73
16,65618,황인준,KIA,6.35,2,0,0,1,0,0,0,12,11,1.09
18,62648,김윤동,KIA,6.55,0,0,1,8,6,1,1,9,11,0.82
19,61643,홍건희,KIA,7.16,14,1,1,4,0,0,6,70,107,0.65
20,69645,장유호,KIA,7.71,0,0,0,6,0,0,3,20,22,0.91
21,67604,강이준,KIA,11.00,3,0,0,0,0,0,0,9,16,0.56
22,67640,유승철,KIA,11.25,0,0,0,1,0,0,0,1,5,0.20
23,69646,양승철,KIA,12.12,1,0,1,4,0,0,1,21,15,1.40
24,65639,박정수,KIA,12.60,0,0,0,1,0,0,3,6,4,1.50
25,68616,김승범,KIA,18.00,0,0,0,1,0,0,0,1,2,0.50
1,60146,이승현,삼성,1.95,0,0,2,3,11,0,6,46,29,1.59
2,73117,우규민,삼성,2.75,0,0,2,28,20,2,6,66,66,1.00
3,61457,임현준,삼성,3.40,0,0,1,11,7,0,1,25,68,0.37
4,77927,장필준,삼성,3.62,0,0,3,17,33,2,7,74,73,1.01
5,69439,라이블리,삼성,3.95,9,4,0,1,0,0,3,51,55,0.93
6,67421,최지광,삼성,4.10,0,0,3,19,13,0,8,64,66,0.97
8,67467,김시현,삼성,4.41,0,0,0,6,0,0,3,13,22,0.59
9,68403,김무신,삼성,4.63,2,0,1,1,0,0,1,13,11,1.18
11,68419,최지명,삼성,4.81,15,4,2,3,1,0,10,108,113,0.96
12,69446,원태인,삼성,4.82,20,4,0,3,1,0,9,109,153,0.71
13,69413,맥과이어,삼성,5.05,21,4,0,1,0,0,7,103,115,0.90
14,61365,김대우,삼성,5.13,0,0,5,12,0,0,4,57,72,0.79
15,99445,권오준,삼성,5.23,0,0,3,17,3,0,4,39,56,0.70
16,69435,헤일리,삼성,5.75,19,5,0,0,0,0,14,98,67,1.46
17,67443,장지훈,삼성,6.28,0,0,0,6,1,0,1,13,18,0.72
18,66492,김승현,삼성,6.39,0,0,1,2,0,0,1,19,17,1.12
19,79440,정인욱,삼성,7.06,2,0,0,2,0,0,1,19,30,0.63
20,66451,최충연,삼성,7.36,2,0,0,6,6,0,2,34,33,1.03
21,65496,홍정우,삼성,10.13,0,0,0,4,0,0,0,9,8,1.13
1,68701,김진욱,한화,0.00,0,0,0,1,0,0,1,2,0,-
2,74857,정우람,한화,1.54,0,0,4,49,30,3,7,44,70,0.63
5,73738,안영명,한화,3.92,0,0,4,7,18,0,6,73,50,1.46
6,67703,박상원,한화,3.97,0,0,1,13,10,0,7,72,57,1.26
7,67737,김진영,한화,4.05,5,0,0,0,0,0,4,26,32,0.81
8,60757,김경태,한화,4.09,0,0,0,2,0,0,1,17,4,4.25
9,62611,임준섭,한화,4.20,6,1,0,7,1,0,4,71,46,1.54
10,69745,김도현,한화,4.26,8,3,1,3,0,0,7,28,63,0.44
11,67762,김성훈,한화,4.84,1,0,0,7,0,0,2,11,27,0.41
12,69762,박윤철,한화,5.10,3,0,0,4,0,0,1,29,40,0.73
13,79764,장민재,한화,5.43,22,6,0,3,0,0,12,127,113,1.12
14,65769,김범수,한화,5.68,16,3,2,2,6,0,7,95,117,0.81
15,60768,이태양,한화,5.81,1,0,1,8,18,0,7,57,70,0.81
16,63765,김종수,한화,5.81,0,0,2,11,0,0,6,26,29,0.90
17,60140,신정락,한화,5.84,1,0,5,5,10,0,3,46,48,0.96
18,63791,송창현,한화,6.39,2,0,0,0,0,0,0,15,18,0.83
19,65764,김민우,한화,6.75,12,2,0,1,0,0,5,82,68,1.21
19,64760,황영국,한화,6.75,0,0,0,4,1,0,1,4,1,4.00
21,68703,박성웅,한화,7.98,6,0,0,6,5,0,3,38,44,0.86
22,73750,윤규진,한화,10.38,0,0,0,1,0,0,0,5,7,0.71
23,64554,문동욱,한화,12.06,1,0,1,4,0,0,2,19,16,1.19
24,66741,김재영,한화,12.96,1,0,0,1,1,0,1,6,12,0.50
25,64759,서균,한화,14.54,0,0,0,1,1,0,0,4,7,0.57
26,63961,윤호솔,한화,17.18,0,0,0,1,0,0,0,2,7,0.29
27,63749,이충호,한화,45.00,0,0,0,0,0,0,0,0,3,0.00
28,74731,송창식,한화,54.00,0,0,0,0,0,0,0,0,0,-
1,69516,김현수,롯데,1.42,0,0,0,2,0,0,0,5,11,0.45
2,65067,조무근,롯데,1.86,0,0,0,4,0,0,2,8,15,0.53
3,79545,진명호,롯데,3.41,0,0,3,6,10,0,8,70,55,1.27
4,65509,차재용,롯데,3.72,0,0,0,4,0,0,0,5,18,0.28
6,75321,손승락,롯데,3.93,0,0,4,23,19,0,3,60,51,1.18
7,63512,박진형,롯데,4.02,0,0,2,19,13,2,2,36,39,0.92
8,64021,박세웅,롯데,4.20,12,3,0,0,0,0,6,68,61,1.11
9,60559,박시영,롯데,4.23,6,0,1,5,6,0,4,45,75,0.60
10,62655,홍성민,롯데,4.26,0,0,0,5,2,0,1,16,16,1.00
12,77591,송승준,롯데,4.40,1,0,0,2,0,0,0,15,14,1.07
13,76225,김건국,롯데,4.46,5,1,2,3,3,0,6,85,54,1.57
14,69550,톰슨,롯데,4.74,11,2,0,1,0,0,2,72,52,1.38
15,72523,고효준,롯데,4.76,0,0,2,13,22,0,4,46,59,0.78
16,77318,장시환,롯데,4.95,27,6,0,0,0,0,15,132,118,1.12
17,79293,오현택,롯데,4.97,0,0,1,4,0,0,1,16,13,1.23
18,68556,정성종,롯데,5.44,0,0,1,14,0,0,7,56,54,1.04
19,69539,서준원,롯데,5.47,16,4,0,2,1,0,12,128,84,1.52
20,62528,김원중,롯데,5.63,17,4,1,5,2,0,5,89,119,0.75
21,74630,박근홍,롯데,6.11,0,0,1,3,1,0,3,19,18,1.06
22,63543,구승민,롯데,6.25,0,0,1,16,14,2,2,30,36,0.83
23,64718,최설우,롯데,6.41,0,0,0,5,1,0,0,17,19,0.89
24,69594,박진,롯데,9.00,0,0,0,1,0,0,0,0,2,0.00
25,72862,윤길현,롯데,10.80,0,0,1,2,0,0,1,5,4,1.25
26,64565,이인복,롯데,11.68,0,0,0,4,0,0,1,20,9,2.22
27,62595,정태승,롯데,27.00,0,0,0,0,0,0,0,1,0,-
27,68501,최하늘,롯데,27.00,1,0,0,0,0,0,0,2,3,0.67
29,68529,이승헌,롯데,31.50,1,0,0,0,0,0,1,3,2,1.50
30,67588,윤성빈,롯데,81.00,1,0,0,0,0,0,0,1,0,-
