날짜,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
20190323,1,SK,1,1,0,0,1.000,0,1승0무0패,1승,1-0-0,0-0-0
20190323,1,두산,1,1,0,0,1.000,0,1승0무0패,1승,1-0-0,0-0-0
20190323,1,키움,1,1,0,0,1.000,0,1승0무0패,1승,0-0-0,1-0-0
20190323,1,LG,1,1,0,0,1.000,0,1승0무0패,1승,0-0-0,1-0-0
20190323,1,NC,1,1,0,0,1.000,0,1승0무0패,1승,1-0-0,0-0-0
20190323,6,한화,1,0,1,0,0.000,1,0승0무1패,1패,0-0-0,0-0-1
20190323,6,KIA,1,0,1,0,0.000,1,0승0무1패,1패,0-0-1,0-0-0
20190323,6,삼성,1,0,1,0,0.000,1,0승0무1패,1패,0-0-0,0-0-1
20190323,6,롯데,1,0,1,0,0.000,1,0승0무1패,1패,0-0-1,0-0-0
20190323,6,KT,1,0,1,0,0.000,1,0승0무1패,1패,0-0-0,0-0-1
20190324,1,SK,2,2,0,0,1.000,0,2승0무0패,2승,2-0-0,0-0-0
20190324,1,LG,2,2,0,0,1.000,0,2승0무0패,2승,0-0-0,2-0-0
20190324,3,두산,2,1,1,0,0.500,1,1승0무1패,1패,1-0-1,0-0-0
20190324,3,한화,2,1,1,0,0.500,1,1승0무1패,1승,0-0-0,1-0-1
20190324,3,키움,2,1,1,0,0.500,1,1승0무1패,1패,0-0-0,1-0-1
20190324,3,삼성,2,1,1,0,0.500,1,1승0무1패,1승,0-0-0,1-0-1
20190324,3,롯데,2,1,1,0,0.500,1,1승0무1패,1승,1-0-1,0-0-0
20190324,3,NC,2,1,1,0,0.500,1,1승0무1패,1패,1-0-1,0-0-0
20190324,9,KIA,2,0,2,0,0.000,2,0승0무2패,2패,0-0-2,0-0-0
20190324,9,KT,2,0,2,0,0.000,2,0승0무2패,2패,0-0-0,0-0-2
20190326,1,LG,3,3,0,0,1.000,0,3승0무0패,3승,0-0-0,3-0-0
20190326,2,SK,3,2,1,0,0.667,1,2승0무1패,1패,2-0-1,0-0-0
20190326,2,두산,3,2,1,0,0.667,1,2승0무1패,1승,2-0-1,0-0-0
20190326,2,한화,3,2,1,0,0.667,1,2승0무1패,2승,0-0-0,2-0-1
20190326,2,롯데,3,2,1,0,0.667,1,2승0무1패,2승,2-0-1,0-0-0
20190326,2,NC,3,2,1,0,0.667,1,2승0무1패,1승,2-0-1,0-0-0
20190326,7,키움,3,1,2,0,0.333,2,1승0무2패,2패,0-0-0,1-0-2
20190326,7,삼성,3,1,2,0,0.333,2,1승0무2패,1패,0-0-0,1-0-2
20190326,9,KIA,3,0,3,0,0.000,3,0승0무3패,3패,0-0-3,0-0-0
20190326,9,KT,3,0,3,0,0.000,3,0승0무3패,3패,0-0-0,0-0-3
20190327,1,SK,4,3,1,0,0.750,0,3승0무1패,1승,3-0-1,0-0-0
20190327,1,두산,4,3,1,0,0.750,0,3승0무1패,2승,3-0-1,0-0-0
20190327,1,LG,4,3,1,0,0.750,0,3승0무1패,1패,0-0-0,3-0-1
20190327,1,NC,4,3,1,0,0.750,0,3승0무1패,2승,3-0-1,0-0-0
20190327,5,한화,4,2,2,0,0.500,1,2승0무2패,1패,0-0-0,2-0-2
20190327,5,삼성,4,2,2,0,0.500,1,2승0무2패,1승,0-0-0,2-0-2
20190327,5,롯데,4,2,2,0,0.500,1,2승0무2패,1패,2-0-2,0-0-0
20190327,8,키움,4,1,3,0,0.250,2,1승0무3패,3패,0-0-0,1-0-3
20190327,8,KIA,4,1,3,0,0.250,2,1승0무3패,1승,1-0-3,0-0-0
20190327,10,KT,4,0,4,0,0.000,3,0승0무4패,4패,0-0-0,0-0-4
20190328,1,SK,5,4,1,0,0.800,0,4승0무1패,2승,4-0-1,0-0-0
20190328,1,NC,5,4,1,0,0.800,0,4승0무1패,3승,4-0-1,0-0-0
20190328,3,두산,5,3,2,0,0.600,1,3승0무2패,1패,3-0-2,0-0-0
20190328,3,삼성,5,3,2,0,0.600,1,3승0무2패,2승,0-0-0,3-0-2
20190328,3,LG,5,3,2,0,0.600,1,3승0무2패,2패,0-0-0,3-0-2
20190328,6,한화,5,2,3,0,0.400,2,2승0무3패,2패,0-0-0,2-0-3
20190328,6,키움,5,2,3,0,0.400,2,2승0무3패,1승,0-0-0,2-0-3
20190328,6,KIA,5,2,3,0,0.400,2,2승0무3패,2승,2-0-3,0-0-0
20190328,6,롯데,5,2,3,0,0.400,2,2승0무3패,2패,2-0-3,0-0-0
20190328,10,KT,5,0,5,0,0.000,4,0승0무5패,5패,0-0-0,0-0-5
20190329,1,SK,6,5,1,0,0.833,0,5승0무1패,3승,4-0-1,1-0-0
20190329,2,두산,6,4,2,0,0.667,1,4승0무2패,1승,3-0-2,1-0-0
20190329,2,LG,6,4,2,0,0.667,1,4승0무2패,1승,1-0-0,3-0-2
20190329,2,NC,6,4,2,0,0.667,1,4승0무2패,1패,4-0-1,0-0-1
20190329,5,한화,6,3,3,0,0.500,2,3승0무3패,1승,1-0-0,2-0-3
20190329,5,삼성,6,3,3,0,0.500,2,3승0무3패,1패,0-0-1,3-0-2
20190329,7,키움,6,2,4,0,0.333,3,2승0무4패,1패,0-0-1,2-0-3
20190329,7,KIA,6,2,4,0,0.333,3,2승0무4패,1패,2-0-3,0-0-1
20190329,7,롯데,6,2,4,0,0.333,3,2승0무4패,3패,2-0-3,0-0-1
20190329,10,KT,6,1,5,0,0.167,4,1승0무5패,1승,1-0-0,0-0-5
20190330,1,SK,7,5,2,0,0.714,0,5승0무2패,1패,4-0-1,1-0-1
20190330,1,두산,7,5,2,0,0.714,0,5승0무2패,2승,3-0-2,2-0-0
20190330,3,한화,7,4,3,0,0.571,1,4승0무3패,2승,2-0-0,2-0-3
20190330,3,LG,7,4,3,0,0.571,1,4승0무3패,1패,1-0-1,3-0-2
20190330,3,NC,7,4,3,0,0.571,1,4승0무3패,2패,4-0-1,0-0-2
20190330,6,키움,7,3,4,0,0.429,2,3승0무4패,1승,1-0-1,2-0-3
20190330,6,삼성,7,3,4,0,0.429,2,3승0무4패,2패,0-0-2,3-0-2
20190330,6,롯데,7,3,4,0,0.429,2,3승0무4패,1승,2-0-3,1-0-1
20190330,9,KIA,7,2,5,0,0.286,3,2승0무5패,2패,2-0-3,0-0-2
20190330,9,KT,7,2,5,0,0.286,3,2승0무5패,2승,2-0-0,0-0-5
20190331,1,SK,8,6,2,0,0.750,0,6승0무2패,1승,4-0-1,2-0-1
20190331,1,두산,8,6,2,0,0.750,0,6승0무2패,3승,3-0-2,3-0-0
20190331,3,LG,8,5,3,0,0.625,1,5승0무3패,1승,2-0-1,3-0-2
20190331,3,NC,8,5,3,0,0.625,1,5승0무3패,1승,4-0-1,1-0-2
20190331,5,한화,8,4,4,0,0.500,2,4승0무4패,1패,2-0-1,2-0-3
20190331,6,키움,8,3,5,0,0.375,3,3승0무5패,1패,1-0-2,2-0-3
20190331,6,KIA,8,3,5,0,0.375,3,3승0무5패,1승,2-0-3,1-0-2
20190331,6,삼성,8,3,5,0,0.375,3,3승0무5패,3패,0-0-3,3-0-2
20190331,6,롯데,8,3,5,0,0.375,3,3승0무5패,1패,2-0-3,1-0-2
20190331,10,KT,8,2,6,0,0.250,4,2승0무6패,1패,2-0-1,0-0-5
20190402,1,두산,9,7,2,0,0.778,0,7승0무2패,4승,4-0-2,3-0-0
20190402,2,SK,9,6,3,0,0.667,1,6승0무3패,1패,4-0-2,2-0-1
20190402,3,한화,9,5,4,0,0.556,2,5승0무4패,1승,3-0-1,2-0-3
20190402,3,LG,9,5,4,0,0.556,2,5승0무4패,1패,2-0-1,3-0-3
20190402,3,NC,9,5,4,0,0.556,2,5승0무4패,1패,4-0-2,1-0-2
20190402,6,키움,9,4,5,0,0.444,3,4승0무5패,1승,1-0-2,3-0-3
20190402,6,KIA,9,4,5,0,0.444,3,4승0무5패,2승,2-0-3,2-0-2
20190402,6,롯데,9,4,5,0,0.444,3,4승0무5패,1승,2-0-3,2-0-2
20190402,9,삼성,9,3,6,0,0.333,4,3승0무6패,4패,0-0-4,3-0-2
20190402,10,KT,9,2,7,0,0.222,5,2승0무7패,2패,2-0-1,0-0-6
20190403,1,두산,10,8,2,0,0.800,0,8승0무2패,5승,5-0-2,3-0-0
20190403,2,SK,10,6,4,0,0.600,2,6승0무4패,2패,4-0-3,2-0-1
20190403,2,LG,10,6,4,0,0.600,2,6승0무4패,1승,2-0-1,4-0-3
20190403,2,NC,10,6,4,0,0.600,2,6승0무4패,1승,5-0-2,1-0-2
20190403,5,한화,10,5,5,0,0.500,3,5승0무5패,1패,3-0-2,2-0-3
20190403,5,롯데,10,5,5,0,0.500,3,5승0무5패,2승,2-0-3,3-0-2
20190403,7,키움,10,4,6,0,0.400,4,4승0무6패,1패,1-0-2,3-0-4
20190403,7,KIA,10,4,6,0,0.400,4,4승0무6패,1패,2-0-3,2-0-3
20190403,7,삼성,10,4,6,0,0.400,4,4승0무6패,1승,1-0-4,3-0-2
20190403,10,KT,10,2,8,0,0.200,6,2승0무8패,3패,2-0-1,0-0-7
20190404,1,두산,11,9,2,0,0.818,0,8승0무2패,6승,6-0-2,3-0-0
20190404,2,SK,11,7,4,0,0.636,2,6승0무4패,1승,5-0-3,2-0-1
20190404,3,한화,11,6,5,0,0.545,3,6승0무4패,1승,4-0-2,2-0-3
20190404,3,LG,11,6,5,0,0.545,3,5승0무5패,1패,2-0-1,4-0-4
20190404,3,NC,11,6,5,0,0.545,3,5승0무5패,1패,5-0-3,1-0-2
20190404,6,키움,11,5,6,0,0.455,4,4승0무6패,1승,1-0-2,4-0-4
20190404,6,삼성,11,5,6,0,0.455,4,5승0무5패,2승,2-0-4,3-0-2
20190404,6,롯데,11,5,6,0,0.455,4,5승0무5패,1패,2-0-3,3-0-3
20190404,9,KIA,11,4,7,0,0.364,5,4승0무6패,2패,2-0-3,2-0-4
20190404,10,KT,11,2,9,0,0.182,7,2승0무8패,4패,2-0-1,0-0-8
20190405,1,두산,12,9,3,0,0.750,0,8승0무2패,1패,6-0-3,3-0-0
20190405,2,SK,12,8,4,0,0.667,1,6승0무4패,2승,6-0-3,2-0-1
20190405,3,LG,12,7,5,0,0.583,2,5승0무5패,1승,2-0-1,5-0-4
20190405,3,NC,12,7,5,0,0.583,2,6승0무4패,1승,5-0-3,2-0-2
20190405,5,한화,12,6,6,0,0.500,3,5승0무5패,1패,4-0-2,2-0-4
20190405,5,롯데,12,6,6,0,0.500,3,5승0무5패,1승,3-0-3,3-0-3
20190405,7,키움,12,5,7,0,0.417,4,4승0무6패,1패,1-0-2,4-0-5
20190405,7,KIA,12,5,7,0,0.417,4,5승0무5패,1승,3-0-3,2-0-4
20190405,7,삼성,12,5,7,0,0.417,4,4승0무6패,1패,2-0-4,3-0-3
20190405,10,KT,12,2,10,0,0.167,7,2승0무8패,5패,2-0-2,0-0-8
20190406,1,SK,13,9,4,0,0.692,0,7승0무3패,3승,7-0-3,2-0-1
20190406,1,두산,13,9,4,0,0.692,0,7승0무3패,2패,6-0-4,3-0-0
20190406,3,NC,13,8,5,0,0.615,1,6승0무4패,2승,5-0-3,3-0-2
20190406,4,롯데,13,7,6,0,0.538,2,5승0무5패,2승,4-0-3,3-0-3
20190406,4,LG,13,7,6,0,0.538,2,4승0무6패,1패,2-0-1,5-0-5
20190406,6,한화,13,6,7,0,0.462,3,4승0무6패,2패,4-0-2,2-0-5
20190406,6,키움,13,6,7,0,0.462,3,5승0무5패,1승,1-0-2,5-0-5
20190406,8,KIA,13,5,8,0,0.385,4,5승0무5패,1패,3-0-4,2-0-4
20190406,8,삼성,13,5,8,0,0.385,4,4승0무6패,2패,2-0-4,3-0-4
20190406,10,KT,13,3,10,0,0.231,6,3승0무7패,1승,3-0-2,0-0-8
20190407,1,SK,14,10,4,0,0.714,0,7승0무3패,4승,8-0-3,2-0-1
20190407,2,두산,14,9,5,0,0.643,1,6승0무4패,3패,6-0-5,3-0-0
20190407,2,NC,14,9,5,0,0.643,1,6승0무4패,3승,5-0-3,4-0-2
20190407,4,한화,14,7,7,0,0.500,3,5승0무5패,1승,4-0-2,3-0-5
20190407,4,롯데,14,7,7,0,0.500,3,5승0무5패,1패,4-0-4,3-0-3
20190407,4,LG,14,7,7,0,0.500,3,4승0무6패,2패,2-0-1,5-0-6
20190407,7,키움,13,6,7,0,0.462,3.5,5승0무5패,1승,1-0-2,5-0-5
20190407,8,KIA,13,5,8,0,0.385,4.5,5승0무5패,1패,3-0-4,2-0-4
20190407,9,삼성,14,5,9,0,0.357,5,3승0무7패,3패,2-0-4,3-0-5
20190407,10,KT,14,4,10,0,0.286,6,4승0무6패,2승,4-0-2,0-0-8
20190409,1,SK,14,10,4,0,0.714,0,7승0무3패,4승,8-0-3,2-0-1
20190409,2,두산,14,9,5,0,0.643,1,6승0무4패,3패,6-0-5,3-0-0
20190409,2,NC,14,9,5,0,0.643,1,6승0무4패,3승,5-0-3,4-0-2
20190409,4,한화,14,7,7,0,0.500,3,5승0무5패,1승,4-0-2,3-0-5
20190409,4,키움,14,7,7,0,0.500,3,6승0무4패,2승,2-0-2,5-0-5
20190409,4,롯데,14,7,7,0,0.500,3,5승0무5패,1패,4-0-4,3-0-3
20190409,4,LG,14,7,7,0,0.500,3,4승0무6패,2패,2-0-1,5-0-6
20190409,8,KIA,13,5,8,0,0.385,4.5,5승0무5패,1패,3-0-4,2-0-4
20190409,9,삼성,14,5,9,0,0.357,5,3승0무7패,3패,2-0-4,3-0-5
20190409,10,KT,15,4,11,0,0.267,6.5,4승0무6패,1패,4-0-2,0-0-9
20190410,1,SK,15,11,4,0,0.733,0,7승0무3패,5승,8-0-3,3-0-1
20190410,2,두산,15,10,5,0,0.667,1,7승0무3패,1승,6-0-5,4-0-0
20190410,3,NC,15,9,6,0,0.600,2,5승0무5패,1패,5-0-3,4-0-3
20190410,4,키움,15,8,7,0,0.533,3,6승0무4패,3승,3-0-2,5-0-5
20190410,5,한화,15,7,8,0,0.467,4,5승0무5패,1패,4-0-3,3-0-5
20190410,5,롯데,15,7,8,0,0.467,4,5승0무5패,2패,4-0-5,3-0-3
20190410,5,LG,15,7,8,0,0.467,4,4승0무6패,3패,2-0-2,5-0-6
20190410,8,KIA,14,6,8,0,0.429,4.5,5승0무5패,1승,4-0-4,2-0-4
20190410,9,삼성,15,6,9,0,0.400,5,3승0무7패,1승,2-0-4,4-0-5
20190410,10,KT,16,4,12,0,0.250,7.5,3승0무7패,2패,4-0-2,0-0-10
20190411,1,SK,16,12,4,0,0.750,0,7승0무3패,6승,8-0-3,4-0-1
20190411,2,두산,16,11,5,0,0.688,1,7승0무3패,2승,6-0-5,5-0-0
20190411,3,NC,16,10,6,0,0.625,2,6승0무4패,1승,5-0-3,5-0-3
20190411,4,키움,16,8,8,0,0.500,4,6승0무4패,1패,3-0-3,5-0-5
20190411,4,LG,16,8,8,0,0.500,4,4승0무6패,1승,3-0-2,5-0-6
20190411,6,한화,16,7,9,0,0.438,5,4승0무6패,2패,4-0-4,3-0-5
20190411,6,롯데,16,7,9,0,0.438,5,5승0무5패,3패,4-0-6,3-0-3
20190411,8,KIA,15,6,9,0,0.400,5.5,4승0무6패,1패,4-0-5,2-0-4
20190411,9,삼성,16,6,10,0,0.375,6,3승0무7패,1패,2-0-4,4-0-6
20190411,10,KT,17,5,12,0,0.294,7.5,3승0무7패,1승,4-0-2,1-0-10
20190412,1,SK,17,12,4,1,0.750,0,7승1무2패,6승,8-1-3,4-0-1
20190412,2,두산,17,11,6,0,0.647,1.5,6승0무4패,1패,6-0-5,5-0-1
20190412,2,NC,17,11,6,0,0.647,1.5,7승0무3패,2승,6-0-3,5-0-3
20190412,4,키움,17,9,8,0,0.529,3.5,6승0무4패,1승,4-0-3,5-0-5
20190412,4,LG,17,9,8,0,0.529,3.5,5승0무5패,2승,4-0-2,5-0-6
20190412,6,한화,17,7,10,0,0.412,5.5,3승0무7패,3패,4-0-4,3-0-6
20190412,6,삼성,17,7,10,0,0.412,5.5,4승0무6패,1승,3-0-4,4-0-6
20190412,6,롯데,17,7,10,0,0.412,5.5,4승0무6패,4패,4-0-6,3-0-4
20190412,9,KIA,16,6,9,1,0.400,5.5,4승1무5패,1패,4-0-5,2-1-4
20190412,10,KT,18,5,13,0,0.278,8,3승0무7패,1패,4-0-2,1-0-11
20190413,1,SK,18,12,5,1,0.706,0,6승1무3패,1패,8-1-4,4-0-1
20190413,2,NC,18,12,6,0,0.667,0.5,7승0무3패,3승,7-0-3,5-0-3
20190413,3,두산,18,11,7,0,0.611,1.5,5승0무5패,2패,6-0-5,5-0-2
20190413,4,키움,18,10,8,0,0.556,2.5,7승0무3패,2승,5-0-3,5-0-5
20190413,4,LG,18,10,8,0,0.556,2.5,5승0무5패,3승,5-0-2,5-0-6
20190413,6,KIA,17,7,9,1,0.438,4.5,5승1무4패,1승,4-0-5,3-1-4
20190413,7,한화,18,7,11,0,0.389,5.5,3승0무7패,4패,4-0-4,3-0-7
20190413,7,삼성,18,7,11,0,0.389,5.5,4승0무6패,1패,3-0-5,4-0-6
20190413,7,롯데,18,7,11,0,0.389,5.5,4승0무6패,5패,4-0-6,3-0-5
