순위,선수ID,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
25,78603,김선빈,KIA,0.292,25,136,121,1.12,4,1.65,3.70,0.079,53.5,0.255
26,78288,최재훈,한화,0.290,21,110,98,1.12,2,0.92,4.07,0.072,55.9,0.270
27,79240,허경민,두산,0.288,30,148,165,0.90,9,0.94,3.50,0.082,63.4,0.250
28,78135,이형종,LG,0.286,38,103,128,0.80,4,0.54,3.67,0.155,68.0,0.272
29,71564,이대호,롯데,0.285,40,146,143,1.02,7,0.72,3.58,0.151,72.5,0.269
30,68730,호잉,한화,0.284,46,89,167,0.53,9,0.42,3.54,0.176,75.4,0.268
31,76313,황재균,KT,0.283,39,106,149,0.71,9,0.73,3.78,0.183,73.9,0.277
32,78224,김재환,두산,0.283,40,111,142,0.78,11,0.56,3.57,0.152,82.7,0.271
33,64004,김민혁,KT,0.281,11,163,116,1.41,6,0.52,3.60,0.026,52.8,0.230
34,75125,박병호,키움,0.280,55,85,118,0.72,13,0.67,4.11,0.280,98.3,0.319
35,62244,박세혁,두산,0.279,32,135,121,1.12,7,0.60,3.78,0.111,62.9,0.253
36,67872,로맥,SK,0.276,58,90,164,0.55,12,0.62,4.19,0.232,94.5,0.294
37,79402,김상수,삼성,0.271,27,145,133,1.09,4,0.75,3.95,0.083,63.8,0.250
38,61102,유강남,LG,0.270,38,115,114,1.01,8,0.37,3.86,0.167,56.8,0.260
39,71837,김강민,SK,0.270,24,88,120,0.73,7,0.30,3.95,0.100,52.3,0.238
40,64560,이창진,KIA,0.270,32,82,123,0.67,4,0.62,3.93,0.113,57.3,0.259
41,76812,이재원,SK,0.268,31,137,141,0.97,10,0.58,3.57,0.122,57.1,0.245
42,74206,김재호,두산,0.268,26,84,145,0.58,7,1.16,3.86,0.090,59.0,0.260
43,62404,구자욱,삼성,0.267,48,110,156,0.71,9,0.43,3.65,0.177,71.3,0.258
44,79231,정수빈,두산,0.265,24,145,124,1.17,5,0.95,3.98,0.066,59.1,0.242
45,62895,한유섬,SK,0.265,32,108,106,1.02,7,0.55,4.00,0.131,65.7,0.268
46,76753,송광민,한화,0.264,28,128,120,1.07,2,0.23,3.39,0.093,44.7,0.223
47,68743,정은원,한화,0.262,41,175,146,1.20,2,0.48,3.99,0.112,69.3,0.236
48,64646,박찬호,KIA,0.260,21,173,119,1.45,4,0.31,3.88,0.058,51.9,0.214
49,73136,이성열,한화,0.256,43,110,88,1.25,12,0.42,3.81,0.208,67.6,0.270
50,79109,오지환,LG,0.252,37,122,122,1.00,8,0.50,4.11,0.127,66.7,0.247
51,73113,박경수,KT,0.247,34,88,133,0.66,8,0.54,3.93,0.128,54.2,0.245
52,76802,김성현,SK,0.246,19,148,133,1.11,3,0.77,3.47,0.054,37.0,0.211
53,75566,이원석,삼성,0.246,39,87,145,0.60,4,0.59,4.00,0.195,59.7,0.257
54,62415,박해민,삼성,0.239,28,152,154,0.99,2,0.71,4.10,0.089,59.8,0.225
55,78756,오선진,한화,0.224,19,111,124,0.90,5,0.53,3.92,0.064,37.9,0.210
4,64012,송민섭,KT,0.302,1,11,14,0.79,1,0.46,3.58,0.038,7.8,0.264
5,64868,조용호,KT,0.293,9,68,37,1.84,1,0.75,4.15,0.064,24.7,0.253
8,64006,심우준,KT,0.279,17,134,81,1.65,1,0.34,3.87,0.061,46.3,0.233
9,64906,강민국,KT,0.273,1,28,19,1.47,1,0.35,4.03,0.023,8.3,0.217
10,63088,김진곤,KT,0.267,2,8,6,1.33,1,0.25,3.29,0.067,2.6,0.224
11,78548,장성우,KT,0.262,14,98,92,1.07,4,0.41,4.01,0.077,41.5,0.231
12,60558,오태곤,KT,0.250,23,98,90,1.09,2,0.40,3.69,0.102,41.9,0.230
14,62802,박승욱,KT,0.233,10,66,55,1.20,2,0.28,3.58,0.090,20.1,0.209
15,74215,윤석민,KT,0.231,6,51,57,0.89,2,0.29,3.53,0.059,12.0,0.189
16,64166,배정대,KT,0.203,4,16,20,0.80,0,0.30,3.75,0.054,4.3,0.190
17,64007,문상철,KT,0.200,3,11,13,0.85,2,0.15,3.99,0.117,6.3,0.199
18,77654,이준수,KT,0.194,1,10,8,1.25,0,0.82,3.65,0.028,4.2,0.222
19,67006,안치영,KT,0.167,0,2,1,2.00,0,0.00,3.71,0.000,0.4,0.170
20,64014,김병희,KT,0.143,0,2,2,1.00,0,0.00,2.86,0.000,-0.1,0.100
20,73153,이대형,KT,0.143,1,5,3,1.67,0,0.80,4.37,0.071,1.8,0.196
22,64011,안승한,KT,0.136,1,7,18,0.39,1,0.08,3.68,0.023,0.0,0.118
23,68069,고명성,KT,0.125,0,7,0,-,0,0.29,4.11,0.000,0.0,0.131
23,60343,이해창,KT,0.125,0,10,14,0.71,0,0.18,3.72,0.000,0.3,0.115
25,63448,김영환,KT,0.071,0,3,7,0.43,0,0.33,3.40,0.000,-0.7,0.078
26,65062,김재윤,KT,0.000,0,1,0,-,0,-,4.00,0.000,-0.1,0.000
26,69056,박민석,KT,0.000,0,1,0,-,0,-,6.00,0.000,-0.1,0.000
4,69165,페게로,LG,0.286,19,32,48,0.67,6,0.19,3.86,0.186,30.3,0.267
6,72133,박용택,LG,0.282,10,48,64,0.75,0,0.60,3.62,0.062,23.5,0.239
7,69150,조셉,LG,0.274,12,44,55,0.80,3,0.30,3.60,0.152,28.3,0.256
9,77564,김민성,LG,0.260,24,86,107,0.80,8,0.40,3.91,0.111,41.1,0.238
11,66108,홍창기,LG,0.250,2,4,2,2.00,0,0.08,4.42,0.083,2.6,0.222
12,78361,전민수,LG,0.240,7,26,29,0.90,1,0.50,4.02,0.073,8.0,0.216
13,62164,서상우,LG,0.238,1,6,2,3.00,0,0.38,4.04,0.048,1.9,0.221
14,65207,신민재,LG,0.235,3,35,11,3.18,1,0.47,4.31,0.037,7.8,0.213
15,79150,정주현,LG,0.231,23,105,94,1.12,3,0.34,3.83,0.077,32.9,0.208
16,78217,김용의,LG,0.218,8,58,45,1.29,3,0.63,3.88,0.061,18.7,0.212
17,65132,김재성,LG,0.200,0,2,0,-,0,1.00,4.29,0.000,0.8,0.243
18,64164,류형우,LG,0.182,0,6,0,-,0,0.33,3.33,0.000,0.1,0.158
19,69100,구본혁,LG,0.176,2,24,30,0.80,2,0.35,3.64,0.047,5.4,0.166
20,65109,백승현,LG,0.167,1,10,5,2.00,0,0.00,3.30,0.033,0.2,0.125
21,71184,이성우,LG,0.156,3,30,13,2.31,2,0.36,3.55,0.047,2.5,0.158
22,79530,양종민,LG,0.136,2,16,8,2.00,0,0.13,3.78,0.045,-0.1,0.122
23,61114,김재율,LG,0.111,0,4,4,1.00,0,-,4.33,0.000,-0.2,0.078
24,79198,윤진호,LG,0.102,3,19,21,0.90,0,0.08,3.37,0.085,-0.2,0.099
25,65136,박지규,LG,0.091,0,2,1,2.00,0,0.57,4.39,0.000,1.6,0.208
26,71842,정상호,LG,0.083,1,6,5,1.20,0,0.00,3.50,0.042,-2.0,0.069
27,67123,전준호,LG,0.000,0,3,1,3.00,0,0.00,4.40,0.000,-0.5,0.000
1,64803,임재현,SK,0.667,0,0,0,-,0,0.00,3.67,0.000,0.9,0.467
4,76869,김재현,SK,0.286,3,8,11,0.73,0,0.36,3.61,0.095,6.1,0.252
5,75151,정의윤,SK,0.282,37,99,116,0.85,7,0.50,3.62,0.166,55.5,0.266
10,69860,김성민,SK,0.250,0,0,0,-,0,0.00,4.00,0.000,0.2,0.175
10,63704,노수광,SK,0.250,19,121,102,1.19,3,0.68,3.96,0.062,45.7,0.228
13,66864,안상현,SK,0.235,3,29,22,1.32,1,0.14,3.76,0.029,6.4,0.184
14,62884,최항,SK,0.228,5,36,39,0.92,2,0.67,3.68,0.039,12.4,0.212
15,66052,남태혁,SK,0.227,0,8,6,1.33,0,0.67,3.96,0.000,0.5,0.188
15,76158,최승준,SK,0.227,0,4,3,1.33,0,0.20,3.54,0.000,1.2,0.188
17,79465,배영섭,SK,0.225,1,15,26,0.58,3,0.40,4.00,0.014,6.6,0.195
18,73209,나주환,SK,0.222,12,57,65,0.88,4,0.22,3.77,0.080,16.6,0.197
19,68868,최준우,SK,0.212,2,15,8,1.88,0,1.00,4.03,0.061,1.9,0.193
20,74846,박정권,SK,0.188,2,7,8,0.88,0,0.45,3.86,0.125,3.4,0.212
20,61869,정진기,SK,0.188,0,6,5,1.20,0,0.50,5.06,0.000,0.7,0.153
22,69825,김창평,SK,0.178,2,15,11,1.36,0,0.36,4.08,0.044,2.5,0.173
23,63123,강승호,SK,0.154,2,7,8,0.88,1,0.11,4.00,0.154,2.1,0.165
24,77243,허도환,SK,0.127,4,30,23,1.30,1,0.28,3.69,0.076,2.4,0.142
25,63450,정현,SK,0.079,0,10,9,1.11,0,0.35,4.53,0.000,0.1,0.110
26,69802,최경모,SK,0.063,1,5,8,0.63,0,0.00,3.31,0.063,-0.6,0.060
27,61743,오준혁,SK,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
27,65869,이현석,SK,0.000,0,1,2,0.50,0,-,4.00,0.000,-0.3,0.000
27,69804,채현우,SK,0.000,0,0,0,-,0,0.00,4.00,0.000,0.1,0.000
27,63895,최민재,SK,0.000,0,1,1,1.00,0,-,3.00,0.000,-0.2,0.000
3,62409,박찬도,삼성,0.281,1,8,5,1.60,0,0.20,3.65,0.031,2.8,0.224
4,69405,윌리엄슨,삼성,0.273,12,28,35,0.80,3,0.26,3.88,0.136,20.1,0.249
7,69453,이학주,삼성,0.262,24,81,118,0.69,10,0.36,3.71,0.106,51.5,0.242
8,71432,박한이,삼성,0.257,5,16,23,0.70,2,0.53,4.01,0.122,10.4,0.244
9,64468,박계범,삼성,0.256,13,40,43,0.93,1,0.49,4.10,0.131,24.5,0.256
10,66409,이성규,삼성,0.256,4,8,8,1.00,1,0.13,3.93,0.186,5.3,0.247
11,61197,최영진,삼성,0.251,21,74,67,1.10,2,0.30,3.71,0.127,27.2,0.228
13,68407,공민규,삼성,0.245,4,12,10,1.20,0,0.33,4.17,0.189,8.2,0.258
15,64410,백승민,삼성,0.238,1,10,11,0.91,0,0.17,4.44,0.024,2.6,0.186
16,64469,송준석,삼성,0.235,4,16,10,1.60,0,0.14,3.66,0.118,4.3,0.211
17,74540,강민호,삼성,0.234,33,102,90,1.13,4,0.43,3.91,0.171,44.6,0.243
18,60288,김응민,삼성,0.231,1,1,3,0.33,0,0.00,3.46,0.077,0.4,0.181
19,64407,김호재,삼성,0.219,1,10,8,1.25,0,0.14,3.82,0.031,1.1,0.171
20,66838,김동엽,삼성,0.215,11,49,59,0.83,2,0.26,3.35,0.123,18.7,0.204
21,64793,김민수,삼성,0.205,1,7,9,0.78,0,0.06,3.88,0.026,2.0,0.157
22,69442,김도환,삼성,0.204,8,15,24,0.63,1,0.22,4.18,0.129,9.0,0.203
23,72456,손주인,삼성,0.194,1,11,8,1.38,0,0.33,3.49,0.097,1.0,0.181
24,69418,박승규,삼성,0.190,0,5,5,1.00,0,0.29,3.57,0.000,1.0,0.165
25,66462,김성훈,삼성,0.182,3,30,22,1.36,0,0.64,3.50,0.078,5.2,0.178
26,64266,이성곤,삼성,0.179,3,10,7,1.43,0,0.00,3.61,0.107,1.0,0.152
27,64493,최선호,삼성,0.167,0,1,4,0.25,0,-,3.38,0.000,0.9,0.211
28,64499,김재현,삼성,0.000,0,1,0,-,0,0.00,6.00,0.000,-0.2,0.000
28,69403,양우현,삼성,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.000
28,62499,이현동,삼성,0.000,0,1,0,-,0,0.00,3.00,0.000,-0.2,0.000
1,79608,안치홍,KIA,0.315,24,107,109,0.98,5,1.08,3.56,0.097,56.0,0.274
2,69652,터커,KIA,0.311,42,98,105,0.93,10,0.86,3.97,0.168,58.6,0.291
3,62908,황윤호,KIA,0.301,8,33,42,0.79,0,0.42,3.27,0.098,14.9,0.246
5,68646,한준수,KIA,0.300,2,10,2,5.00,0,0.00,3.15,0.100,1.4,0.235
6,70410,김주찬,KIA,0.300,19,85,110,0.77,3,0.39,3.39,0.074,41.6,0.247
8,62265,유민상,KIA,0.291,20,54,35,1.54,2,0.69,3.68,0.171,29.0,0.289
9,67644,이정훈,KIA,0.286,1,6,4,1.50,0,0.00,3.80,0.071,0.9,0.209
9,65464,최정용,KIA,0.286,0,4,1,4.00,0,0.00,3.71,0.000,1.6,0.200
13,76368,유재신,KIA,0.255,3,12,15,0.80,0,0.50,3.97,0.078,5.8,0.231
14,66615,류승현,KIA,0.253,9,42,41,1.02,2,0.31,3.99,0.067,14.2,0.221
15,78643,백용환,KIA,0.234,4,3,19,0.16,0,0.21,3.57,0.170,5.8,0.233
16,70756,이범호,KIA,0.231,2,7,12,0.58,1,1.00,3.23,0.154,3.7,0.227
17,63636,고장혁,KIA,0.226,1,10,6,1.67,0,0.00,3.97,0.065,1.5,0.185
18,63722,한승택,KIA,0.223,13,59,56,1.05,3,0.33,4.16,0.080,22.8,0.210
19,63260,이우성,KIA,0.219,10,41,39,1.05,2,0.30,3.77,0.146,16.5,0.217
20,66662,신범수,KIA,0.211,7,13,18,0.72,0,0.50,3.60,0.193,7.2,0.240
20,60605,홍재호,KIA,0.211,0,4,6,0.67,0,0.20,4.10,0.000,0.6,0.165
22,65610,황대인,KIA,0.200,2,2,10,0.20,0,0.13,3.50,0.080,2.1,0.199
23,66606,최원준,KIA,0.198,15,74,62,1.19,2,0.31,3.81,0.086,16.8,0.188
24,60648,이인행,KIA,0.188,1,3,4,0.75,0,0.33,3.75,0.063,1.2,0.205
25,78629,나지완,KIA,0.186,11,24,46,0.52,1,0.51,4.03,0.178,16.0,0.226
26,64657,박준태,KIA,0.171,3,10,11,0.91,0,0.27,3.70,0.073,2.6,0.166
27,62864,김민식,KIA,0.167,2,22,31,0.71,0,0.52,4.39,0.021,7.9,0.179
28,79113,문선재,KIA,0.163,3,6,19,0.32,1,0.50,3.79,0.184,7.2,0.220
29,69636,오선우,KIA,0.151,3,11,10,1.10,0,0.13,3.72,0.113,2.8,0.161
30,69605,해즐베이커,KIA,0.146,4,9,8,1.13,2,0.22,4.00,0.195,3.6,0.193
31,68614,오정환,KIA,0.143,0,6,6,1.00,0,0.00,3.69,0.000,-1.2,0.100
32,66657,이진영,KIA,0.133,0,6,3,2.00,0,0.00,3.87,0.000,-0.2,0.093
33,65643,문경찬,KIA,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
33,62668,윤해진,KIA,0.000,0,1,1,1.00,0,0.00,2.67,0.000,-0.3,0.000
33,62893,최정민,KIA,0.000,0,3,0,-,0,0.00,3.60,0.000,-0.5,0.000
1,65905,최승민,NC,0.444,1,1,2,0.50,0,0.50,3.80,0.111,2.5,0.364
2,62947,나성범,NC,0.366,17,13,20,0.65,3,0.46,3.95,0.280,22.1,0.361
5,78813,모창민,NC,0.305,33,75,111,0.68,8,0.50,3.57,0.161,57.8,0.278
7,60566,이상호,NC,0.278,7,102,48,2.13,3,0.41,3.07,0.030,20.3,0.215
8,66917,김찬형,NC,0.277,7,50,32,1.56,3,0.29,3.30,0.078,15.8,0.234
9,64984,김태진,NC,0.275,24,102,105,0.97,4,0.24,3.56,0.104,43.9,0.232
10,74465,박석민,NC,0.267,37,108,90,1.20,5,0.94,4.19,0.211,66.3,0.296
10,73213,손시헌,NC,0.267,7,34,42,0.81,1,0.22,3.68,0.089,14.6,0.232
12,62931,노진혁,NC,0.264,38,83,96,0.86,4,0.39,3.90,0.190,50.2,0.260
13,62025,이원재,NC,0.258,19,78,68,1.15,4,0.43,3.74,0.137,31.6,0.239
14,63963,권희동,NC,0.256,23,90,112,0.80,6,0.83,4.16,0.101,47.5,0.250
15,63920,김준완,NC,0.250,0,5,6,0.83,0,1.00,4.42,0.000,2.0,0.205
15,62537,윤수강,NC,0.250,0,2,0,-,0,0.00,3.75,0.000,-0.1,0.175
15,68901,이인혁,NC,0.250,1,2,1,2.00,0,0.33,4.00,0.375,1.7,0.306
18,62925,강진성,NC,0.247,7,22,31,0.71,0,0.15,3.54,0.124,8.8,0.227
19,69950,베탄코트,NC,0.246,16,56,48,1.17,3,0.35,3.79,0.158,26.8,0.240
20,62934,김성욱,NC,0.230,26,64,93,0.69,5,0.42,3.86,0.157,36.4,0.233
21,69901,스몰린스키,NC,0.229,24,58,71,0.82,7,0.52,3.76,0.210,26.6,0.244
22,73306,지석훈,NC,0.228,11,39,41,0.95,3,0.27,3.79,0.101,13.8,0.217
23,76720,정범모,NC,0.225,3,6,10,0.60,1,0.20,3.64,0.175,4.7,0.226
24,68912,김형준,NC,0.224,7,40,19,2.11,0,0.33,3.75,0.103,9.8,0.207
25,78122,김태군,NC,0.182,0,8,2,4.00,0,0.50,3.54,0.000,2.0,0.206
26,79234,김진형,NC,0.150,1,7,8,0.88,0,0.00,3.00,0.050,0.6,0.111
27,68904,오영수,NC,0.125,0,3,0,-,0,0.00,4.00,0.000,-0.2,0.088
28,62921,박헌욱,NC,0.111,1,2,1,2.00,0,0.00,3.44,0.111,-0.4,0.105
29,68906,김철호,NC,0.000,0,1,1,1.00,0,-,2.00,0.000,-0.2,0.000
29,63903,유영준,NC,0.000,0,3,0,-,0,0.00,3.00,0.000,-0.4,0.000
3,63440,이흥련,두산,0.310,3,11,6,1.83,0,0.17,3.64,0.095,5.1,0.255
8,76267,최주환,두산,0.277,17,60,122,0.49,4,0.80,4.10,0.088,37.5,0.241
11,62234,류지혁,두산,0.250,8,93,77,1.21,3,0.60,3.52,0.036,29.3,0.217
12,63257,김인태,두산,0.233,5,17,18,0.94,0,0.67,3.84,0.167,7.9,0.244
13,67207,이유찬,두산,0.231,0,3,4,0.75,0,0.00,3.23,0.000,1.5,0.162
14,61208,정진호,두산,0.208,1,27,25,1.08,1,0.46,3.77,0.031,7.3,0.191
15,64086,신성현,두산,0.195,1,9,12,0.75,0,0.71,3.74,0.073,6.3,0.225
16,64260,김경호,두산,0.192,1,5,9,0.56,0,0.00,3.37,0.038,0.8,0.144
17,61104,정병곤,두산,0.185,1,10,8,1.25,0,0.50,3.55,0.037,1.3,0.186
18,79290,국해성,두산,0.171,3,7,9,0.78,0,0.38,4.46,0.086,1.9,0.196
19,63202,장승현,두산,0.171,2,10,12,0.83,0,0.23,4.15,0.049,2.5,0.163
20,63559,백동훈,두산,0.170,2,12,11,1.09,0,0.25,3.48,0.043,2.2,0.166
21,77248,오재원,두산,0.164,12,51,47,1.09,0,0.50,3.91,0.107,13.8,0.188
22,69238,김대한,두산,0.000,0,2,4,0.50,0,0.33,4.33,0.000,-0.4,0.075
22,67202,박유연,두산,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
22,66203,서예일,두산,0.000,0,2,1,2.00,0,-,4.33,0.000,-0.3,0.000
22,69203,송승환,두산,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.000
2,66702,이시원,한화,0.290,1,11,3,3.67,0,0.00,3.13,0.032,2.8,0.211
5,75808,정근우,한화,0.278,14,91,67,1.36,7,0.47,3.61,0.076,30.0,0.239
7,62700,하주석,한화,0.263,2,9,1,9.00,0,0.00,2.90,0.105,1.3,0.210
10,61554,김민하,한화,0.256,8,28,25,1.12,2,0.22,3.66,0.096,13.8,0.232
11,66706,장진혁,한화,0.254,22,89,73,1.22,3,0.35,3.74,0.092,35.7,0.231
12,66704,김태연,한화,0.250,1,0,1,0.00,0,1.00,4.67,0.250,1.1,0.350
12,64717,지시완,한화,0.250,8,21,36,0.58,1,0.24,3.64,0.115,9.6,0.219
12,60805,최윤석,한화,0.250,0,3,2,1.50,0,0.75,3.93,0.000,1.7,0.243
15,61700,강경학,한화,0.239,4,28,27,1.04,1,0.47,4.13,0.035,11.4,0.222
16,79705,김회성,한화,0.231,7,22,35,0.63,2,0.46,3.95,0.125,12.1,0.225
16,74729,최진행,한화,0.231,12,28,35,0.80,3,0.32,4.03,0.205,15.1,0.242
18,60100,백진우,한화,0.227,3,5,11,0.45,0,0.00,4.00,0.068,2.8,0.191
19,69727,변우혁,한화,0.226,2,11,13,0.85,0,0.41,4.11,0.075,4.9,0.223
21,66715,김인환,한화,0.214,1,14,12,1.17,0,0.22,3.52,0.024,3.1,0.167
22,79364,김종민,한화,0.200,1,7,2,3.50,0,0.00,3.76,0.150,1.1,0.178
23,69737,노시환,한화,0.186,10,42,31,1.35,0,0.15,4.03,0.073,9.6,0.173
24,63703,박한결,한화,0.182,0,4,1,4.00,0,0.00,3.36,0.000,-0.5,0.127
25,62797,양성우,한화,0.168,4,45,26,1.73,0,0.32,3.91,0.050,5.0,0.157
26,69766,유로결,한화,0.164,2,15,15,1.00,0,0.29,3.70,0.073,4.0,0.163
27,64706,이창열,한화,0.154,0,2,4,0.50,0,0.20,3.44,0.000,0.3,0.159
28,63700,장운호,한화,0.100,0,4,4,1.00,0,1.00,3.58,0.000,-0.3,0.107
29,60184,김창혁,한화,0.000,0,1,0,-,0,0.00,3.50,0.000,-0.2,0.000
29,66707,박상언,한화,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
29,64724,박준혁,한화,0.000,0,1,0,-,0,0.00,6.00,0.000,-0.2,0.000
29,68700,이원석,한화,0.000,0,1,0,-,0,0.40,4.78,0.000,0.8,0.150
5,79365,박동원,키움,0.297,26,81,87,0.93,4,0.61,3.73,0.148,49.1,0.276
6,79456,이지영,키움,0.282,7,132,62,2.13,5,0.54,3.59,0.032,27.3,0.221
8,67304,김혜성,키움,0.276,23,99,72,1.38,5,0.34,3.63,0.086,45.2,0.240
9,65898,김웅빈,키움,0.273,1,4,2,2.00,2,0.00,3.73,0.091,0.2,0.214
10,79300,김지수,키움,0.267,2,5,10,0.50,0,0.29,4.00,0.067,2.7,0.224
11,62356,김규민,키움,0.248,12,54,47,1.15,1,0.32,3.75,0.086,24.2,0.229
12,79334,장영석,키움,0.247,22,103,105,0.98,6,0.35,4.04,0.097,39.0,0.226
13,64346,임병욱,키움,0.243,22,104,73,1.42,5,0.21,3.75,0.071,36.5,0.216
14,65399,허정협,키움,0.235,1,14,20,0.70,2,0.37,3.77,0.015,6.1,0.203
15,65357,송성문,키움,0.227,20,81,108,0.75,4,0.36,3.72,0.101,26.9,0.203
16,66354,주효상,키움,0.207,3,4,12,0.33,1,0.14,4.13,0.138,2.2,0.191
17,62353,박정음,키움,0.197,3,15,11,1.36,0,0.35,4.09,0.056,7.2,0.219
18,68330,예진원,키움,0.167,1,1,1,1.00,0,0.67,4.13,0.167,0.9,0.252
19,64340,임지열,키움,0.133,1,5,1,5.00,0,0.14,4.28,0.067,0.3,0.156
20,65304,김은성,키움,0.125,0,2,3,0.67,0,1.00,4.70,0.000,0.2,0.166
21,69306,김주형,키움,0.000,0,0,1,0.00,0,-,2.00,0.000,-0.1,0.000
21,68362,추재현,키움,0.000,0,0,1,0.00,0,-,4.00,0.000,-0.1,0.000
1,76249,민병헌,롯데,0.304,35,90,115,0.78,5,0.76,3.60,0.149,61.5,0.284
5,61204,김동한,롯데,0.282,4,18,23,0.78,0,0.40,3.60,0.051,8.3,0.233
6,63558,정준혁,롯데,0.273,0,2,0,-,0,0.00,4.27,0.000,0.7,0.191
7,62556,신본기,롯데,0.256,10,123,95,1.29,3,0.39,3.74,0.032,32.9,0.213
8,61566,허일,롯데,0.255,5,54,29,1.86,2,0.43,3.78,0.047,14.7,0.217
9,69517,고승민,롯데,0.253,8,20,27,0.74,1,0.25,3.49,0.120,8.6,0.221
10,69530,아수아헤,롯데,0.252,11,39,60,0.65,0,1.08,3.82,0.117,24.1,0.252
11,77463,채태인,롯데,0.251,16,39,43,0.91,1,0.24,3.63,0.156,19.7,0.238
12,69569,윌슨,롯데,0.251,24,49,65,0.75,5,0.52,3.89,0.182,33.9,0.266
13,72546,문규현,롯데,0.250,2,21,20,1.05,0,0.30,3.72,0.031,5.9,0.192
14,76509,김문호,롯데,0.243,7,29,20,1.45,0,0.13,4.05,0.068,8.5,0.199
15,65515,강로한,롯데,0.240,25,60,53,1.13,3,0.12,3.83,0.135,29.9,0.219
16,67504,김정율,롯데,0.235,3,7,5,1.40,1,0.07,4.30,0.088,2.5,0.215
17,60523,정훈,롯데,0.226,7,57,44,1.30,2,0.49,4.20,0.063,19.4,0.218
18,64504,오윤석,롯데,0.222,3,68,47,1.45,2,0.47,3.97,0.025,16.7,0.195
19,64501,배성근,롯데,0.205,1,15,7,2.14,0,0.31,4.02,0.023,3.0,0.179
20,68525,한동희,롯데,0.203,11,53,41,1.29,0,0.32,3.88,0.080,14.9,0.193
21,66508,나경민,롯데,0.200,2,15,9,1.67,0,0.25,4.20,0.089,4.0,0.192
22,64022,안중열,롯데,0.191,9,33,36,0.92,0,0.15,3.71,0.103,8.2,0.180
23,62558,김준태,롯데,0.159,3,27,24,1.13,0,0.52,4.10,0.034,5.3,0.172
24,76100,이병규,롯데,0.158,2,3,6,0.50,0,0.29,3.82,0.105,1.1,0.189
25,68518,정보근,롯데,0.125,0,10,8,1.25,0,0.20,3.77,0.000,-0.3,0.121
26,67539,나균안,롯데,0.124,7,44,32,1.38,1,0.10,4.11,0.070,4.2,0.133
27,63593,조홍석,롯데,0.117,3,22,18,1.22,1,0.29,3.77,0.067,1.1,0.122
28,69508,신윤후,롯데,0.100,1,9,5,1.80,0,0.00,3.25,0.150,0.3,0.108
