순위,선수ID,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
38,66108,홍창기,LG,우익수,21,20,169,0,0,38,1,0,1.000,0,0,0,-
38,62934,김성욱,SSG,우익수,21,9,97 1/3,0,0,20,1,0,1.000,0,0,0,-
38,53554,김민석,두산,좌익수,21,18,159,2,0,37,0,0,0.949,0,0,0,-
38,56251,카메론,두산,우익수,21,21,173,0,0,32,0,0,1.000,0,0,0,-
42,64006,심우준,한화,유격수,20,20,165,4,0,35,50,13,0.955,0,0,0,-
42,62700,하주석,한화,2루수,20,17,141,3,0,37,35,12,0.960,0,0,0,-
42,56626,카스트로,KIA,좌익수,20,20,155 1/3,0,0,45,1,0,1.000,0,0,0,-
42,64153,양석환,두산,1루수,20,20,161,2,0,135,11,12,0.986,0,0,0,-
46,52764,허인서,한화,포수,19,8,98,0,1,82,7,1,1.000,2,6,2,25.0
46,79215,박건우,NC,우익수,19,19,132,0,0,19,0,0,1.000,0,0,0,-
46,63260,이우성,NC,좌익수,19,19,132 1/3,0,0,32,0,0,1.000,0,0,0,-
46,76290,김현수,KT,1루수,19,18,157,1,0,124,16,17,0.993,0,0,0,-
46,63722,한승택,KT,포수,19,15,130 1/3,0,0,115,11,2,1.000,0,12,4,25.0
46,56632,데일,KIA,유격수,19,18,153 1/3,7,0,26,33,4,0.894,0,0,0,-
46,76232,양의지,두산,포수,19,18,150,1,0,143,9,2,0.993,1,14,1,6.7
46,56322,브룩스,키움,1루수,19,16,150,0,0,131,11,12,1.000,0,0,0,-
46,50167,이주형,키움,중견수,19,19,157 2/3,2,0,48,0,0,0.960,0,0,0,-
55,69737,노시환,한화,3루수,18,18,163,3,0,8,24,4,0.914,0,0,0,-
55,78288,최재훈,한화,포수,18,17,127,1,0,119,10,2,0.992,1,4,3,42.9
55,52415,이재현,삼성,유격수,18,17,131,3,0,26,43,11,0.958,0,0,0,-
55,54529,레이예스,롯데,좌익수,18,15,133,0,0,27,2,2,1.000,0,0,0,-
59,69100,구본혁,LG,3루수,17,5,66,0,0,3,6,0,1.000,0,0,0,-
59,51868,고명준,SSG,1루수,17,17,132,1,0,123,6,15,0.992,0,0,0,-
59,62895,한유섬,SSG,우익수,17,15,106,0,0,16,1,0,1.000,0,0,0,-
59,65586,전병우,삼성,3루수,17,15,134,2,0,8,26,1,0.944,0,0,0,-
59,56011,스기모토,KT,투수,17,0,14 2/3,0,0,0,0,0,-,0,0,0,-
59,68525,한동희,롯데,3루수,17,17,134,2,0,9,17,0,0.929,0,0,0,-
59,55636,박재현,KIA,우익수,17,10,100,0,0,17,1,1,1.000,0,0,0,-
59,52204,이병헌,두산,투수,17,0,12 1/3,0,0,1,2,1,1.000,0,0,0,-
67,56754,오재원,한화,중견수,16,12,115,2,0,33,0,0,0.943,0,0,0,-
67,55743,정우주,한화,투수,16,0,11 2/3,0,0,0,0,0,-,0,0,0,-
67,60558,오태곤,SSG,1루수,16,8,90 2/3,0,0,80,7,9,1.000,0,0,0,-
67,79456,이지영,SSG,포수,16,9,91 1/3,0,0,83,7,0,1.000,1,4,2,33.3
67,68900,김영규,NC,투수,16,0,11,0,0,0,1,0,1.000,0,0,0,-
67,64995,배재환,NC,투수,16,0,12 2/3,0,0,0,1,0,1.000,0,0,0,-
67,61666,한승혁,KT,투수,16,0,14 2/3,1,0,1,1,0,0.667,0,0,0,-
67,61102,유강남,롯데,포수,16,10,83 1/3,0,0,79,7,0,1.000,1,14,4,22.2
67,52591,윤동희,롯데,우익수,16,16,124 1/3,0,0,28,1,0,1.000,0,0,0,-
67,67609,박정우,KIA,좌익수,16,0,27 2/3,1,0,8,0,0,0.889,0,0,0,-
67,52348,박찬혁,키움,우익수,16,15,116,0,0,22,1,0,1.000,0,0,0,-
78,51865,조형우,SSG,포수,15,15,116,3,0,91,10,1,0.971,0,7,2,22.2
78,62244,박세혁,삼성,포수,15,5,63 1/3,0,0,43,4,0,1.000,0,7,0,0.0
78,51344,김휘집,NC,3루수,15,15,109,1,0,12,25,1,0.974,0,0,0,-
78,52902,임지민,NC,투수,15,0,13 2/3,0,0,0,0,0,-,0,0,0,-
78,50500,황성빈,롯데,중견수,15,12,107,1,0,22,0,0,0.957,0,0,0,-
83,63765,김종수,한화,투수,14,0,11,0,0,0,1,0,1.000,0,0,0,-
83,52001,안현민,KT,우익수,14,14,118,0,0,23,1,0,1.000,0,0,0,-
83,64504,오윤석,KT,1루수,14,8,74,0,0,71,6,10,1.000,0,0,0,-
83,66606,최원준,KT,우익수,14,12,113,0,0,30,1,0,1.000,0,0,0,-
83,66614,김규성,KIA,1루수,14,5,66,1,0,53,2,2,0.982,0,0,0,-
83,65769,김범수,KIA,투수,14,0,10 1/3,0,0,1,2,0,1.000,0,0,0,-
83,55926,정현창,KIA,2루수,14,1,29 2/3,0,0,6,9,0,1.000,0,0,0,-
83,51203,안재석,두산,3루수,14,14,119,3,0,13,17,1,0.909,0,0,0,-
83,53296,윤준호,두산,포수,14,7,73,0,0,74,5,0,1.000,0,1,0,0.0
83,56326,김지석,키움,3루수,14,13,109,3,0,7,21,2,0.903,0,0,0,-
83,56348,유토,키움,투수,14,0,10 2/3,0,0,0,2,0,1.000,0,0,0,-
94,51526,우강훈,LG,투수,13,0,11 2/3,0,0,0,3,0,1.000,0,0,0,-
94,50106,유영찬,LG,투수,13,0,12,0,0,1,0,0,1.000,0,0,0,-
94,63950,장현식,LG,투수,13,0,12 2/3,0,0,1,2,0,1.000,0,0,0,-
94,67703,박상원,한화,투수,13,0,10,0,0,1,0,0,1.000,0,0,0,-
94,68700,이원석,한화,중견수,13,13,105,0,0,28,2,2,1.000,0,0,0,-
94,54768,조동욱,한화,투수,13,0,8 2/3,0,0,0,2,0,1.000,0,0,0,-
94,68043,김민,SSG,투수,13,0,13 1/3,0,0,0,3,0,1.000,0,0,0,-
94,61404,김헌곤,삼성,좌익수,13,6,57 2/3,0,0,14,0,0,1.000,0,0,0,-
94,56415,미야지,삼성,투수,13,0,11 1/3,0,0,1,0,0,1.000,0,0,0,-
94,69418,박승규,삼성,우익수,13,12,102 1/3,0,0,30,1,0,1.000,0,0,0,-
94,55455,배찬승,삼성,투수,13,0,9 1/3,0,0,1,2,0,1.000,0,0,0,-
94,50464,이승민,삼성,투수,13,0,14 1/3,0,0,2,3,1,1.000,0,0,0,-
94,60146,이승현,삼성,투수,13,0,10 2/3,0,0,0,0,0,-,0,0,0,-
94,64101,한석현,NC,우익수,13,3,53,0,0,11,0,0,1.000,0,0,0,-
94,65048,김민수,KT,투수,13,0,14 2/3,0,0,0,4,0,1.000,0,0,0,-
94,69047,전용주,KT,투수,13,0,10,0,0,1,3,0,1.000,0,0,0,-
94,66606,최원준,KT,중견수,13,13,111,2,0,22,1,0,0.920,0,0,0,-
94,56536,박정민,롯데,투수,13,0,14,1,0,2,1,0,0.750,0,0,0,-
94,78603,김선빈,KIA,2루수,13,13,98,0,0,11,38,4,1.000,0,0,0,-
94,62947,나성범,KIA,우익수,13,13,102,1,0,15,0,0,0.938,0,0,0,-
94,63123,강승호,두산,1루수,13,6,69,0,0,52,7,7,1.000,0,0,0,-
115,75867,김진성,LG,투수,12,0,11 2/3,0,0,0,1,0,1.000,0,0,0,-
115,52154,이주헌,LG,포수,12,4,42,0,0,32,2,0,1.000,0,1,1,50.0
115,66864,안상현,SSG,2루수,12,7,61,2,0,14,17,8,0.939,0,0,0,-
115,52809,전영준,SSG,투수,12,0,11,0,0,0,0,0,-,0,0,0,-
115,69416,이해승,삼성,유격수,12,1,43,0,0,8,15,3,1.000,0,0,0,-
115,51003,권동진,KT,유격수,12,1,32,0,0,8,10,3,1.000,0,0,0,-
115,64166,배정대,KT,중견수,12,7,74,0,0,16,0,0,1.000,0,0,0,-
115,69041,손동현,KT,투수,12,0,11 2/3,0,0,2,0,1,1.000,0,0,0,-
115,54598,이호준,롯데,유격수,12,2,37,0,0,8,8,1,1.000,0,0,0,-
115,68507,장두성,롯데,중견수,12,5,63 2/3,0,0,15,0,0,1.000,0,0,0,-
115,54610,성영탁,KIA,투수,12,0,15,0,0,0,3,0,1.000,0,0,0,-
115,63342,조상우,KIA,투수,12,0,11,0,0,0,1,0,1.000,0,0,0,-
115,55215,양재훈,두산,투수,12,0,11 2/3,0,0,2,1,0,1.000,0,0,0,-
115,55394,박정훈,키움,투수,12,0,10 1/3,0,1,0,3,0,1.000,0,0,0,-
115,55392,어준서,키움,유격수,12,12,104 2/3,4,0,17,35,5,0.929,0,0,0,-
130,55167,김영우,LG,투수,11,0,9 2/3,0,0,0,0,0,-,0,0,0,-
130,63248,함덕주,LG,투수,11,0,9,0,0,1,1,0,1.000,0,0,0,-
130,53754,김서현,한화,투수,11,0,8,0,0,0,2,0,1.000,0,0,0,-
130,65703,이도윤,한화,유격수,11,4,56,2,0,11,22,8,0.943,0,0,0,-
130,54795,황영묵,한화,2루수,11,5,55,3,0,20,25,9,0.938,0,0,0,-
130,62869,문승원,SSG,투수,11,0,12 2/3,1,0,1,6,0,0.875,0,0,0,-
130,53892,이로운,SSG,투수,11,0,10 2/3,0,0,0,1,1,1.000,0,0,0,-
130,62404,구자욱,삼성,좌익수,11,11,87,1,0,12,0,0,0.923,0,0,0,-
130,65062,김재윤,삼성,투수,11,0,9 1/3,0,0,1,1,0,1.000,0,0,0,-
130,77446,백정현,삼성,투수,11,0,10 2/3,0,0,0,0,0,-,0,0,0,-
130,67954,김진호,NC,투수,11,0,9 2/3,0,0,0,3,0,1.000,0,0,0,-
130,54944,데이비슨,NC,1루수,11,11,72 2/3,0,0,71,3,7,1.000,0,0,0,-
130,65949,류진욱,NC,투수,11,0,10,0,0,0,1,0,1.000,0,0,0,-
130,56909,신재인,NC,1루수,11,6,64 2/3,1,0,61,8,5,0.986,0,0,0,-
130,69969,전사민,NC,투수,11,0,8 2/3,0,0,2,0,0,1.000,0,0,0,-
130,52060,박영현,KT,투수,11,0,12 2/3,0,0,2,1,0,1.000,0,0,0,-
130,78548,장성우,KT,포수,11,9,77 1/3,0,0,70,5,1,1.000,0,8,1,11.1
130,62528,김원중,롯데,투수,11,0,8 1/3,1,0,1,2,0,0.750,0,0,0,-
130,50556,최준용,롯데,투수,11,0,11,0,0,1,0,0,1.000,0,0,0,-
130,52202,윤태호,두산,투수,11,0,9 1/3,0,0,1,1,0,1.000,0,0,0,-
130,56304,박한결,키움,2루수,11,10,90,1,0,21,29,6,0.980,0,0,0,-
