순위,선수ID,선수명,팀명,ERA,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
1,55633,올러,KIA,0.81,5,4,0,1,0,0,4,36,31,1.16
2,55348,웰스,LG,1.16,5,2,0,0,0,0,0,29,38,0.76
3,53375,후라도,삼성,1.62,6,2,0,0,0,0,3,52,37,1.41
4,55268,최민석,두산,1.82,5,3,0,0,0,0,6,38,24,1.58
5,56036,보쉴리,KT,1.93,5,4,0,0,0,0,3,29,25,1.16
6,50859,오원석,KT,2.22,5,3,0,0,0,0,4,31,22,1.41
7,67539,나균안,롯데,2.28,5,0,0,0,0,0,1,30,28,1.07
8,56719,왕옌청,한화,2.45,6,2,0,0,0,0,5,43,21,2.05
9,51516,김진욱,롯데,2.76,5,2,0,0,0,0,2,26,27,0.96
10,65933,구창모,NC,2.88,6,3,0,0,0,0,4,45,31,1.45
11,69045,알칸타라,키움,3.35,6,2,0,0,0,0,4,34,39,0.87
12,54640,네일,KIA,3.44,6,1,0,0,0,0,3,51,22,2.32
13,68220,곽빈,두산,3.48,6,1,0,0,0,0,2,26,32,0.81
14,55239,잭로그,두산,3.75,6,2,0,0,0,0,0,41,32,1.28
15,64021,박세웅,롯데,3.81,5,0,0,0,0,0,1,26,23,1.13
16,50030,소형준,KT,3.82,6,3,0,0,0,0,6,46,16,2.88
17,56032,사우어,KT,3.89,6,1,0,0,0,0,6,30,41,0.73
18,55855,화이트,SSG,4.11,6,1,0,0,0,0,3,34,25,1.36
19,56531,로드리게스,롯데,4.19,6,3,0,0,1,0,4,34,34,1.00
20,55130,톨허스트,LG,4.50,5,3,0,0,0,0,2,24,34,0.71
20,56464,오러클린,삼성,4.50,6,0,0,0,0,0,1,23,26,0.88
22,56712,에르난데스,한화,5.72,6,3,0,0,0,0,5,26,35,0.74
4,69047,전용주,KT,2.45,0,0,2,2,2,0,1,15,9,1.67
5,52060,박영현,KT,2.57,0,0,1,7,8,1,0,8,24,0.33
6,65060,주권,KT,3.00,0,0,1,4,0,0,4,16,3,5.33
7,65048,김민수,KT,3.07,0,0,1,2,4,0,0,21,10,2.10
7,61666,한승혁,KT,3.07,0,0,1,3,7,0,1,17,10,1.70
10,69041,손동현,KT,3.86,0,0,1,3,2,0,3,8,14,0.57
12,56011,스기모토,KT,5.17,0,0,0,2,8,0,0,15,16,0.94
