순위,선수ID,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
10,54812,정준재,SSG,0.263,23,67,57,9,15,1,1,1,21,5,3,0,7,0,0,12,1,0.368,0.344,0.712,5,0.400,0.000
12,51865,조형우,SSG,0.260,16,57,50,6,13,4,0,0,17,5,1,0,4,0,2,7,0,0.340,0.339,0.679,3,0.308,0.000
13,60558,오태곤,SSG,0.245,22,54,49,8,12,2,0,2,20,13,0,0,3,0,2,20,1,0.408,0.315,0.723,2,0.444,0.222
16,62895,한유섬,SSG,0.196,24,74,56,7,11,1,0,0,12,3,0,1,15,1,2,15,4,0.214,0.378,0.592,2,0.071,0.000
17,79456,이지영,SSG,0.147,19,38,34,4,5,2,0,0,7,1,0,0,4,0,0,3,1,0.206,0.237,0.443,0,0.125,0.333
19,53893,김민준,SSG,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
19,50868,류효승,SSG,0.000,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.250,0.250,0,0.000,0.000
19,52807,임근우,SSG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
2,67449,김성윤,삼성,0.364,9,37,33,8,12,4,1,0,18,8,1,0,2,0,1,3,0,0.545,0.417,0.962,5,0.333,0.000
3,61404,김헌곤,삼성,0.359,21,40,39,0,14,1,1,0,17,2,0,0,1,0,0,7,0,0.436,0.375,0.811,4,0.333,0.333
4,69442,김도환,삼성,0.333,4,10,9,1,3,1,0,1,7,1,0,0,1,0,0,3,1,0.778,0.400,1.178,0,0.000,1.000
5,65586,전병우,삼성,0.313,20,74,64,9,20,6,0,1,29,11,0,0,6,0,4,16,2,0.453,0.405,0.858,5,0.333,0.500
6,69418,박승규,삼성,0.309,13,65,55,10,17,3,2,3,33,9,0,0,8,0,2,9,1,0.600,0.415,1.015,4,0.250,0.000
8,62404,구자욱,삼성,0.292,13,54,48,7,14,1,1,2,23,9,0,1,5,0,0,10,0,0.479,0.352,0.831,4,0.308,0.000
12,65040,김태훈,삼성,0.200,2,6,5,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0.400,0.333,0.733,0,0.000,0.000
13,69403,양우현,삼성,0.192,13,28,26,2,5,1,0,0,6,0,0,0,2,0,0,9,0,0.231,0.250,0.481,1,0.000,0.250
14,52430,김영웅,삼성,0.171,10,43,41,2,7,2,0,0,9,3,0,0,2,0,0,14,0,0.220,0.209,0.429,2,0.167,0.000
15,66409,이성규,삼성,0.167,6,11,6,2,1,0,0,0,1,0,2,0,3,0,0,4,0,0.167,0.444,0.611,0,0.000,0.000
16,52415,이재현,삼성,0.157,18,64,51,7,8,1,0,0,9,5,1,1,9,0,2,9,0,0.176,0.302,0.478,2,0.200,0.000
17,55438,심재훈,삼성,0.143,6,7,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.143,0.143,0.286,0,0.000,0.000
18,67005,홍현빈,삼성,0.125,9,8,8,1,1,0,0,0,1,1,0,0,0,0,0,3,1,0.125,0.125,0.250,0,0.250,0.000
19,62244,박세혁,삼성,0.120,16,28,25,2,3,1,0,0,4,0,0,0,3,0,0,6,0,0.160,0.214,0.374,0,0.000,0.000
20,55440,함수호,삼성,0.063,11,18,16,0,1,0,0,0,1,2,0,0,2,0,0,5,0,0.063,0.167,0.230,0,0.167,0.200
21,53400,김재상,삼성,0.000,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.333,0.333,0,0.000,0.000
21,52424,김재혁,삼성,0.000,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
21,53404,류승민,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
21,68463,윤정빈,삼성,0.000,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000
21,69416,이해승,삼성,0.000,17,13,11,0,0,0,0,0,0,1,1,0,1,0,0,6,0,0.000,0.083,0.083,0,0.000,0.000
21,55435,차승준,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,67609,박정우,KIA,0.375,20,9,8,3,3,0,0,0,3,2,1,0,0,0,0,2,0,0.375,0.375,0.750,0,0.667,0.000
3,61353,고종욱,KIA,0.300,12,15,10,0,3,0,0,0,3,4,0,1,3,0,1,3,0,0.300,0.467,0.767,0,0.333,0.375
3,66354,주효상,KIA,0.300,5,11,10,1,3,0,0,0,3,1,0,0,1,0,0,2,0,0.300,0.364,0.664,0,0.500,0.000
6,55636,박재현,KIA,0.292,24,78,72,10,21,5,0,1,29,9,3,0,3,0,0,15,1,0.403,0.320,0.723,4,0.438,0.000
9,50657,박민,KIA,0.281,18,39,32,3,9,1,0,1,13,4,1,0,4,0,2,5,1,0.406,0.395,0.801,2,0.400,0.000
13,66614,김규성,KIA,0.235,25,40,34,6,8,2,0,0,10,2,3,0,3,0,0,6,1,0.294,0.297,0.591,1,0.250,0.000
14,78122,김태군,KIA,0.214,6,14,14,0,3,1,0,0,4,0,0,0,0,0,0,2,1,0.286,0.214,0.500,0,0.000,0.000
15,52634,박상준,KIA,0.176,7,23,17,2,3,0,0,0,3,0,0,0,6,0,0,6,0,0.176,0.391,0.567,1,0.000,0.000
16,52667,윤도현,KIA,0.167,5,19,18,1,3,0,0,0,3,0,0,0,1,0,0,7,1,0.167,0.211,0.378,0,0.000,0.000
17,69636,오선우,KIA,0.154,9,30,26,2,4,0,0,2,10,3,0,0,4,0,0,10,0,0.385,0.267,0.652,0,0.000,0.000
18,68504,이호연,KIA,0.125,6,19,16,0,2,0,0,0,2,0,0,0,2,0,1,7,2,0.125,0.263,0.388,0,0.000,0.000
19,55926,정현창,KIA,0.059,22,19,17,0,1,0,0,0,1,2,0,1,1,0,0,9,0,0.059,0.105,0.164,0,0.000,0.000
20,64560,이창진,KIA,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.000,0.000,0.000,0,0.000,0.000
20,52628,한승연,KIA,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
3,63963,권희동,NC,0.333,2,5,3,2,1,0,0,0,1,1,0,0,2,0,0,1,0,0.333,0.600,0.933,0,1.000,0.000
4,64101,한석현,NC,0.318,19,25,22,2,7,2,0,0,9,3,2,0,1,0,0,4,0,0.409,0.348,0.757,1,0.400,0.500
6,51344,김휘집,NC,0.288,16,61,52,4,15,2,0,0,17,11,0,0,4,0,5,10,1,0.327,0.393,0.720,5,0.400,0.000
7,68904,오영수,NC,0.286,11,18,14,2,4,0,0,1,7,2,0,0,2,0,2,6,1,0.500,0.444,0.944,1,0.200,0.000
10,69992,최정원,NC,0.238,23,79,63,8,15,0,0,0,15,1,5,0,7,0,4,16,1,0.238,0.351,0.589,4,0.167,0.000
12,67905,천재환,NC,0.231,23,43,39,10,9,3,0,2,18,4,0,0,4,0,0,6,0,0.462,0.302,0.764,2,0.143,0.000
13,64022,안중열,NC,0.214,9,15,14,2,3,0,0,1,6,3,0,0,1,0,0,3,2,0.429,0.267,0.696,0,0.333,1.000
14,69995,서호철,NC,0.213,23,68,61,9,13,2,0,1,18,7,2,0,5,0,0,16,1,0.295,0.273,0.568,4,0.308,0.500
15,56949,고준휘,NC,0.200,8,18,15,2,3,1,0,1,7,4,0,0,1,0,2,3,1,0.467,0.333,0.800,1,0.200,0.000
16,56909,신재인,NC,0.159,21,52,44,3,7,1,0,2,14,5,0,0,8,0,0,8,0,0.318,0.288,0.606,0,0.071,0.400
17,66965,도태훈,NC,0.154,8,16,13,2,2,0,0,0,2,0,0,0,3,0,0,1,1,0.154,0.313,0.467,0,0.000,0.000
18,51903,김정호,NC,0.143,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0.143,0.143,0.286,0,0.000,0.000
19,50902,김한별,NC,0.000,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
19,50996,박시원,NC,0.000,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.250,0.250,0,0.000,0.000
19,51991,오장한,NC,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
19,51996,오태양,NC,0.000,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
19,50903,한재환,NC,0.000,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.000,0.000,0.000,0,0.000,0.000
19,56904,허윤,NC,0.000,12,3,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
3,53554,김민석,두산,0.301,23,82,73,10,22,7,1,1,34,11,0,1,8,0,0,17,1,0.466,0.366,0.832,4,0.421,0.667
4,66209,조수행,두산,0.286,17,10,7,2,2,0,0,0,2,1,1,0,2,0,0,0,0,0.286,0.444,0.730,0,0.500,0.000
7,51203,안재석,두산,0.236,15,62,55,10,13,4,0,2,23,8,0,1,6,0,0,8,2,0.418,0.306,0.724,4,0.214,0.000
8,63123,강승호,두산,0.229,20,53,48,4,11,1,0,0,12,2,0,0,3,0,2,16,1,0.250,0.302,0.552,3,0.143,0.000
11,67207,이유찬,두산,0.214,21,36,28,4,6,1,0,0,7,8,0,2,4,0,2,8,0,0.250,0.333,0.583,1,0.300,0.000
12,50204,박지훈,두산,0.212,25,64,52,9,11,1,1,0,14,6,4,0,6,0,2,6,1,0.269,0.317,0.586,1,0.273,0.250
13,63257,김인태,두산,0.167,14,16,12,2,2,0,0,1,5,2,0,0,3,0,1,5,0,0.417,0.375,0.792,0,0.000,0.200
14,54236,임종성,두산,0.143,2,7,7,1,1,0,0,1,4,1,0,0,0,0,0,3,0,0.571,0.143,0.714,0,0.000,0.000
15,53296,윤준호,두산,0.130,16,29,23,3,3,0,0,0,3,2,2,1,3,0,0,6,1,0.130,0.222,0.352,0,0.250,1.000
16,77532,손아섭,두산,0.111,12,41,36,5,4,1,0,1,8,4,0,1,4,0,0,9,1,0.222,0.195,0.417,0,0.125,0.000
16,50208,오명진,두산,0.111,8,9,9,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0.111,0.111,0.222,0,0.000,0.500
18,66112,김기연,두산,0.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,51762,장규현,한화,1.000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0,0.000,1.000
4,50709,박정현,한화,0.333,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.333,0.333,0.666,0,0.000,0.000
5,68700,이원석,한화,0.298,17,62,57,5,17,0,2,0,21,6,0,0,4,0,1,11,0,0.368,0.355,0.723,5,0.600,0.000
7,65703,이도윤,한화,0.283,20,52,46,6,13,3,0,0,16,4,1,0,4,0,1,7,0,0.348,0.353,0.701,3,0.333,0.000
8,64006,심우준,한화,0.269,21,77,67,16,18,4,0,2,28,10,0,0,8,0,2,15,0,0.418,0.364,0.782,6,0.333,0.000
9,62700,하주석,한화,0.265,22,73,68,3,18,1,0,0,19,6,1,0,4,0,0,18,1,0.279,0.306,0.585,4,0.333,0.500
10,50707,최인호,한화,0.250,9,8,8,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.500,0.200
12,54795,황영묵,한화,0.200,12,25,20,6,4,1,0,0,5,4,0,0,5,0,0,2,0,0.250,0.360,0.610,1,0.333,0.000
13,56754,오재원,한화,0.190,22,64,58,11,11,1,0,0,12,4,1,0,5,0,0,9,1,0.207,0.254,0.461,3,0.250,0.000
15,52764,허인서,한화,0.158,20,46,38,7,6,0,0,2,12,7,0,2,5,0,1,16,0,0.316,0.261,0.577,0,0.250,0.000
16,78288,최재훈,한화,0.146,19,59,48,5,7,0,0,0,7,4,2,1,3,0,5,12,1,0.146,0.263,0.409,0,0.056,0.000
17,66657,이진영,한화,0.125,7,10,8,2,1,0,0,0,1,1,0,0,2,0,0,4,1,0.125,0.300,0.425,0,0.333,0.000
18,66704,김태연,한화,0.111,18,31,27,4,3,0,0,1,6,1,2,0,1,0,1,7,0,0.222,0.172,0.394,0,0.000,0.000
1,64346,임병욱,키움,0.500,4,6,4,2,2,0,0,1,5,2,1,0,1,0,0,0,0,1.250,0.600,1.850,1,0.000,0.000
2,52348,박찬혁,키움,0.305,19,64,59,5,18,1,0,0,19,3,1,0,3,0,1,14,2,0.322,0.349,0.671,5,0.286,0.000
4,50357,박주홍,키움,0.281,21,75,64,8,18,5,1,2,31,7,0,0,7,0,4,17,2,0.484,0.387,0.871,4,0.200,0.500
6,64340,임지열,키움,0.262,16,47,42,7,11,2,0,1,16,3,2,0,3,0,0,13,2,0.381,0.311,0.692,1,0.250,0.200
9,56326,김지석,키움,0.239,16,53,46,3,11,1,0,1,15,3,3,1,1,0,2,7,1,0.326,0.280,0.606,2,0.182,0.000
10,54394,송지후,키움,0.238,8,25,21,2,5,1,0,0,6,0,1,0,2,0,1,5,0,0.286,0.333,0.619,1,0.000,0.000
11,55392,어준서,키움,0.233,12,47,43,5,10,0,0,0,10,1,0,0,3,0,1,10,0,0.233,0.298,0.531,2,0.125,0.000
12,68362,추재현,키움,0.214,5,16,14,2,3,0,0,1,6,2,0,0,1,0,1,2,3,0.429,0.313,0.742,0,0.167,0.000
14,52305,박수종,키움,0.200,9,12,10,1,2,1,0,0,3,2,1,0,0,0,1,3,0,0.300,0.273,0.573,0,0.200,0.000
14,78756,오선진,키움,0.200,19,33,30,4,6,1,0,0,7,3,1,0,2,0,0,7,1,0.233,0.250,0.483,2,0.273,0.000
16,78135,이형종,키움,0.175,20,47,40,6,7,2,0,2,15,6,1,0,4,0,2,15,0,0.375,0.283,0.658,0,0.077,0.500
17,64984,김태진,키움,0.167,5,6,6,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0.167,0.167,0.334,0,1.000,0.000
18,56338,최재영,키움,0.150,10,22,20,3,3,1,0,0,4,2,0,0,2,0,0,7,1,0.200,0.227,0.427,1,0.286,0.000
19,56304,박한결,키움,0.128,14,41,39,1,5,1,0,0,6,0,0,0,2,0,0,12,0,0.154,0.171,0.325,1,0.000,0.000
20,55339,염승원,키움,0.083,4,13,12,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0.083,0.083,0.166,0,0.000,0.000
