순위,선수ID,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
34,56595,김한홀,롯데,2,1,1,0,100,0,0
34,54529,레이예스,롯데,26,1,1,0,100,1,0
34,68205,전민재,롯데,25,1,1,0,100,2,0
34,68525,한동희,롯데,22,1,1,0,100,1,0
34,61353,고종욱,KIA,12,1,1,0,100,0,0
34,66614,김규성,KIA,25,1,1,0,100,0,0
34,52605,김도영,KIA,27,1,1,0,100,0,0
34,56632,데일,KIA,26,1,1,0,100,0,0
34,52667,윤도현,KIA,5,1,1,0,100,0,0
34,50204,박지훈,두산,25,1,1,0,100,0,0
34,51203,안재석,두산,15,1,1,0,100,0,0
34,67207,이유찬,두산,21,2,1,1,50.0,0,0
34,66209,조수행,두산,17,2,1,1,50.0,0,0
34,50357,박주홍,키움,21,1,1,0,100,1,0
34,56322,브룩스,키움,26,1,1,0,100,3,0
34,78135,이형종,키움,20,1,1,0,100,0,0
71,69100,구본혁,LG,25,0,0,0,-,0,0
71,69102,문보경,LG,25,0,0,0,-,0,0
71,79365,박동원,LG,25,1,0,1,0.0,2,0
71,68110,송찬의,LG,9,0,0,0,-,1,0
71,53123,오스틴,LG,26,1,0,1,0.0,3,0
71,51100,이영빈,LG,11,0,0,0,-,0,0
71,68106,이재원,LG,12,0,0,0,-,0,0
71,52154,이주헌,LG,13,0,0,0,-,0,0
71,68050,강백호,한화,26,0,0,0,-,1,0
71,53754,김서현,한화,1,0,0,0,-,0,0
71,66704,김태연,한화,18,0,0,0,-,0,0
71,69737,노시환,한화,19,1,0,1,0.0,0,0
71,50709,박정현,한화,2,0,0,0,-,0,0
71,56754,오재원,한화,22,0,0,0,-,0,0
71,65703,이도윤,한화,20,0,0,0,-,0,0
71,51762,장규현,한화,1,0,0,0,-,0,0
71,56793,최유빈,한화,4,0,0,0,-,0,0
71,50707,최인호,한화,9,0,0,0,-,0,0
71,78288,최재훈,한화,19,0,0,0,-,0,0
71,56760,쿠싱,한화,1,0,0,0,-,0,0
71,62700,하주석,한화,22,0,0,0,-,0,0
71,52764,허인서,한화,20,0,0,0,-,0,0
71,62864,김민식,SSG,6,0,0,0,-,0,0
71,53893,김민준,SSG,2,0,0,0,-,0,0
71,78224,김재환,SSG,24,0,0,0,-,1,0
71,69825,김창평,SSG,2,0,0,0,-,0,0
71,50868,류효승,SSG,1,0,0,0,-,0,0
71,50812,박시후,SSG,1,0,0,0,-,0,0
71,52804,석정우,SSG,3,0,0,0,-,0,0
71,53827,에레디아,SSG,26,2,0,2,0.0,1,0
71,52868,이기순,SSG,1,0,0,0,-,0,0
71,52807,임근우,SSG,1,0,0,0,-,0,0
71,52809,전영준,SSG,1,0,0,0,-,0,0
71,51865,조형우,SSG,16,0,0,0,-,0,0
71,68868,최준우,SSG,5,0,0,0,-,0,0
71,55897,홍대인,SSG,11,0,0,0,-,0,0
71,74540,강민호,삼성,25,2,0,2,0.0,1,0
71,62404,구자욱,삼성,13,0,0,0,-,0,0
71,69442,김도환,삼성,4,0,0,0,-,0,0
71,52430,김영웅,삼성,10,0,0,0,-,1,0
71,53400,김재상,삼성,3,0,0,0,-,0,0
71,52424,김재혁,삼성,7,0,0,0,-,0,0
71,65040,김태훈,삼성,2,0,0,0,-,0,0
71,61404,김헌곤,삼성,21,2,0,2,0.0,0,1
71,54400,디아즈,삼성,26,0,0,0,-,1,0
71,53404,류승민,삼성,1,0,0,0,-,0,0
71,62244,박세혁,삼성,16,0,0,0,-,0,0
71,69418,박승규,삼성,13,0,0,0,-,0,0
71,55438,심재훈,삼성,6,0,0,0,-,0,0
71,69403,양우현,삼성,13,0,0,0,-,0,0
71,68463,윤정빈,삼성,1,0,0,0,-,0,0
71,66409,이성규,삼성,6,0,0,0,-,0,0
71,52415,이재현,삼성,18,0,0,0,-,0,0
71,69416,이해승,삼성,17,0,0,0,-,0,0
71,65586,전병우,삼성,20,0,0,0,-,0,0
71,55435,차승준,삼성,1,0,0,0,-,0,0
71,72443,최형우,삼성,25,0,0,0,-,1,0
71,55440,함수호,삼성,11,0,0,0,-,0,0
71,67005,홍현빈,삼성,9,0,0,0,-,0,0
71,63963,권희동,NC,2,0,0,0,-,0,0
71,51903,김정호,NC,7,0,0,0,-,0,0
71,50902,김한별,NC,5,0,0,0,-,0,0
71,68912,김형준,NC,25,0,0,0,-,1,0
71,66965,도태훈,NC,8,0,0,0,-,0,0
71,50996,박시원,NC,2,0,0,0,-,1,0
71,56909,신재인,NC,21,0,0,0,-,1,0
71,64022,안중열,NC,9,0,0,0,-,0,0
71,68904,오영수,NC,11,0,0,0,-,0,0
71,51991,오장한,NC,1,0,0,0,-,0,0
71,51996,오태양,NC,4,0,0,0,-,0,0
71,67905,천재환,NC,23,1,0,1,0.0,1,0
71,64101,한석현,NC,19,0,0,0,-,0,0
71,50903,한재환,NC,3,0,0,0,-,0,0
71,69064,강민성,KT,5,0,0,0,-,0,0
71,50066,강현우,KT,5,0,0,0,-,0,0
71,51003,권동진,KT,16,0,0,0,-,0,0
71,54097,김민석,KT,1,0,0,0,-,0,0
71,65048,김민수,KT,1,0,0,0,-,0,0
71,64004,김민혁,KT,8,0,0,0,-,1,0
71,79402,김상수,KT,25,1,0,1,0.0,0,0
