순위,선수ID,선수명,팀명,ERA,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
13,69068,이선우,KT,4.34,4,0,0,8,2,0,5,51,34,1.50
14,69047,전용주,KT,4.35,0,0,0,4,1,0,1,14,7,2.00
15,65060,주권,KT,4.40,3,0,1,8,5,0,2,55,58,0.95
16,65516,배제성,KT,4.49,24,8,0,0,0,0,16,144,141,1.02
17,51097,김영현,KT,5.45,0,0,0,7,4,0,0,31,31,1.00
18,53040,슐서,KT,5.62,9,1,0,0,0,0,4,36,64,0.56
19,64047,조현우,KT,6.00,0,0,0,1,0,0,0,3,5,0.60
20,64768,조이현,KT,6.69,4,1,1,4,1,0,2,33,50,0.66
21,68043,김민,KT,6.83,4,1,0,5,0,0,4,40,22,1.82
22,65048,김민수,KT,6.92,0,0,0,5,1,0,2,12,17,0.71
23,68896,이채호,KT,6.93,0,0,0,5,2,0,1,28,35,0.80
24,66064,김태오,KT,7.36,0,0,0,2,0,0,1,10,8,1.25
25,50030,소형준,KT,11.45,3,0,0,0,0,0,3,15,11,1.36
1,64896,서동민,SSG,0.00,0,0,0,1,0,0,0,0,2,0.00
1,69803,서상준,SSG,0.00,0,0,0,1,0,0,0,2,2,1.00
4,64893,박민호,SSG,0.90,0,0,0,1,0,0,0,9,17,0.53
5,64861,이건욱,SSG,2.09,1,0,1,10,1,0,0,29,48,0.60
6,61895,서진용,SSG,2.59,0,0,5,61,48,2,11,71,70,1.01
7,53833,맥카티,SSG,3.39,24,9,0,0,0,0,13,123,131,0.94
9,73211,노경은,SSG,3.58,0,0,9,6,38,0,11,83,84,0.99
10,53825,엘리아스,SSG,3.70,21,8,0,1,0,0,11,129,145,0.89
11,68856,최민준,SSG,4.20,0,0,5,6,12,0,8,68,57,1.19
12,72523,고효준,SSG,4.50,0,0,4,7,19,0,5,39,60,0.65
13,69839,백승건,SSG,4.97,2,0,2,3,3,0,0,31,50,0.62
15,62869,문승원,SSG,5.23,12,3,2,4,13,0,17,134,97,1.38
16,53892,이로운,SSG,5.62,0,0,6,14,6,0,1,49,67,0.73
17,53898,송영진,SSG,5.70,9,3,0,1,1,0,3,57,42,1.36
18,62611,임준섭,SSG,5.79,0,0,0,11,3,0,7,39,23,1.70
19,52873,신헌민,SSG,6.00,0,0,0,11,0,0,1,13,15,0.87
20,60841,박종훈,SSG,6.19,16,2,0,0,0,0,9,102,65,1.57
21,68848,조성훈,SSG,6.43,2,0,0,0,0,0,1,4,10,0.40
22,52868,이기순,SSG,9.00,0,0,0,1,0,0,0,2,4,0.50
22,68092,한두솔,SSG,9.00,0,0,0,1,0,0,0,0,1,0.00
24,65058,정성곤,SSG,10.38,0,0,0,3,0,0,1,5,5,1.00
25,65411,김주온,SSG,81.00,0,0,0,0,0,0,0,0,0,-
1,65964,이우석,NC,0.00,0,0,0,0,0,0,1,1,0,-
1,69991,하준수,NC,0.00,0,0,0,1,0,0,0,0,2,0.00
4,65949,류진욱,NC,2.15,0,0,1,9,28,0,7,77,51,1.51
5,61411,심창민,NC,2.70,0,0,0,1,0,0,0,0,5,0.00
6,67954,김진호,NC,2.76,0,0,2,1,6,0,2,18,7,2.57
7,53909,태너,NC,2.92,11,5,0,0,0,0,3,62,79,0.78
8,65933,구창모,NC,2.96,9,1,0,0,0,0,7,52,43,1.21
9,68900,김영규,NC,3.06,0,0,2,5,16,0,6,76,52,1.46
10,68902,신민혁,NC,3.98,24,5,0,2,1,0,7,95,169,0.56
11,52903,조민석,NC,4.06,0,0,1,8,2,0,5,29,27,1.07
12,77211,이용찬,NC,4.13,0,0,4,50,35,2,3,64,60,1.07
13,51948,이용준,NC,4.30,12,3,0,3,0,0,7,78,68,1.15
14,67956,김태현,NC,4.43,0,0,1,9,0,0,2,28,17,1.65
15,68928,김시훈,NC,4.44,0,0,4,13,19,0,6,59,41,1.44
16,60263,이재학,NC,4.54,13,3,2,0,0,0,1,47,105,0.45
17,68639,하준영,NC,4.59,0,0,1,13,6,0,2,46,45,1.02
18,51994,한재승,NC,4.66,0,0,0,5,1,0,1,12,8,1.50
19,63959,임정호,NC,4.68,0,0,4,7,23,0,11,56,37,1.51
20,69969,전사민,NC,4.76,0,0,0,4,1,0,4,19,18,1.06
21,69962,송명기,NC,4.83,17,3,1,4,2,0,4,90,149,0.60
22,53996,이준호,NC,4.83,2,0,3,5,0,0,4,32,42,0.76
23,66920,최성영,NC,4.86,13,3,2,0,0,0,5,67,77,0.87
24,69974,배민서,NC,6.75,0,0,0,4,0,0,0,6,11,0.55
25,50995,정구범,NC,7.82,2,0,0,0,0,0,1,11,19,0.58
26,65241,채원후,NC,8.10,0,0,0,1,0,0,1,3,4,0.75
27,52902,임지민,NC,13.50,0,0,0,0,0,0,0,1,0,-
1,53298,백승우,두산,0.00,0,0,0,2,0,0,1,6,4,1.50
1,64805,이승진,두산,0.00,0,0,0,0,0,0,0,2,0,-
3,52257,브랜든,두산,2.49,18,11,0,0,0,0,5,115,82,1.40
5,68220,곽빈,두산,2.90,23,12,0,0,0,0,6,92,162,0.57
6,61643,홍건희,두산,3.06,0,0,1,40,36,1,3,52,66,0.79
7,67266,박치국,두산,3.59,0,0,5,9,16,1,2,42,65,0.65
8,67246,김명신,두산,3.65,0,0,3,5,21,1,5,76,84,0.90
9,68242,정철원,두산,3.96,0,0,7,24,34,2,9,76,79,0.96
10,51264,최승용,두산,3.97,20,3,0,4,1,0,10,102,134,0.76
11,51230,김동주,두산,4.14,17,3,0,1,0,0,5,75,83,0.90
12,65639,박정수,두산,4.17,0,0,1,11,1,0,3,37,36,1.03
13,77263,김강률,두산,4.21,0,0,1,4,12,0,1,30,26,1.15
14,68200,김민규,두산,4.32,1,0,0,1,1,0,0,7,12,0.58
15,52204,이병헌,두산,4.67,0,0,0,4,10,0,2,18,31,0.58
16,67263,최원준,두산,4.93,20,3,0,1,0,0,6,68,159,0.43
17,74513,장원준,두산,5.27,10,3,0,0,0,0,7,51,37,1.38
18,52206,최지강,두산,5.32,0,0,2,4,4,0,2,25,25,1.00
19,66291,이영하,두산,5.49,0,0,5,5,6,0,1,46,42,1.10
20,68249,박신지,두산,5.54,1,0,0,7,1,0,0,16,45,0.36
21,66201,고봉재,두산,6.35,0,0,0,5,0,0,1,15,10,1.50
22,62951,이형범,두산,6.51,0,0,1,4,0,0,6,39,25,1.56
23,53233,딜런,두산,8.00,2,0,0,0,0,0,0,13,15,0.87
24,68830,김정우,두산,9.45,0,0,0,5,0,0,0,4,10,0.40
25,53262,김유성,두산,9.95,0,0,0,5,0,0,0,6,8,0.75
26,68269,김호준,두산,12.00,0,0,0,3,0,0,0,1,6,0.17
27,50211,제환유,두산,13.50,0,0,0,0,0,0,0,2,3,0.67
28,52295,이원재,두산,27.00,1,0,0,0,0,0,0,1,2,0.50
1,67640,유승철,KIA,0.00,0,0,0,1,0,0,0,3,0,-
2,52639,최지민,KIA,2.12,0,0,6,15,16,1,10,57,66,0.86
3,66609,전상현,KIA,2.15,0,0,8,8,20,0,4,43,74,0.58
4,50662,정해영,KIA,2.92,0,0,3,40,26,1,1,45,63,0.71
5,62754,임기영,KIA,2.96,0,0,4,9,16,1,5,77,105,0.73
6,65665,이준영,KIA,3.21,0,0,1,4,15,0,2,23,45,0.51
8,53664,앤더슨,KIA,3.76,14,4,0,0,0,0,10,84,81,1.04
9,68619,윤중현,KIA,3.86,0,0,2,10,1,0,8,39,26,1.50
10,51648,이의리,KIA,3.96,28,11,0,0,0,0,9,113,118,0.96
11,53613,윤영철,KIA,4.04,24,7,1,0,0,0,9,128,150,0.85
12,63950,장현식,KIA,4.06,0,0,2,17,12,1,8,43,53,0.81
13,66492,김승현,KIA,4.26,0,0,0,5,0,0,4,12,15,0.80
13,52606,파노니,KIA,4.26,15,6,0,0,0,0,4,86,84,1.02
15,63638,박준표,KIA,4.50,0,0,1,3,6,0,5,42,25,1.68
16,69620,김기훈,KIA,4.60,0,0,2,12,0,0,2,20,43,0.47
17,60337,김대유,KIA,5.11,0,0,0,4,4,0,2,28,20,1.40
18,68659,김유신,KIA,5.64,0,0,0,9,2,0,5,38,34,1.12
19,53665,산체스,KIA,5.94,11,4,0,1,0,0,4,55,72,0.76
20,53645,메디나,KIA,6.05,12,2,0,0,0,0,6,78,50,1.56
21,52641,황동하,KIA,6.61,6,0,0,1,1,0,2,30,40,0.75
22,76225,김건국,KIA,6.75,5,0,0,1,0,0,1,17,20,0.85
23,53609,곽도규,KIA,8.49,0,0,0,2,0,0,0,9,8,1.13
24,64580,김재열,KIA,13.11,0,0,0,2,0,0,1,13,15,0.87
1,67768,김태욱,롯데,0.00,0,0,0,1,0,0,0,0,3,0.00
1,69507,박영완,롯데,0.00,0,0,0,1,0,0,1,1,0,-
1,53560,석상호,롯데,0.00,0,0,0,2,0,0,1,3,6,0.50
1,52530,이민석,롯데,0.00,0,0,0,0,0,0,0,0,3,0.00
5,51586,김창훈,롯데,2.08,0,0,0,1,0,0,2,5,5,1.00
6,53546,윌커슨,롯데,2.26,13,7,0,0,0,0,4,65,87,0.75
7,50556,최준용,롯데,2.45,0,0,2,4,21,0,1,41,58,0.71
8,62528,김원중,롯데,2.97,0,0,5,47,35,2,2,61,40,1.53
9,65522,김강현,롯데,3.00,0,0,0,1,0,0,0,4,4,1.00
10,76430,김태혁,롯데,3.12,0,0,4,8,23,0,7,51,59,0.86
12,53562,이진하,롯데,3.38,0,0,0,1,1,0,1,8,13,0.62
14,64017,심재민,롯데,3.78,6,2,1,6,5,0,5,68,41,1.66
15,67539,나균안,롯데,3.80,23,6,0,0,0,0,9,114,148,0.77
16,63543,구승민,롯데,3.96,0,0,2,8,33,0,0,52,64,0.81
17,50558,스트레일리,롯데,4.37,16,3,0,0,0,0,4,67,96,0.70
18,68585,김도규,롯데,4.55,0,0,0,14,6,0,2,28,32,0.88
19,60140,신정락,롯데,4.66,0,0,4,9,4,0,5,23,30,0.77
20,68556,정성종,롯데,5.32,3,0,0,2,1,0,4,27,21,1.29
21,62363,한현희,롯데,5.45,18,4,2,3,3,0,7,88,134,0.66
22,52558,진승현,롯데,5.86,0,0,2,8,1,0,3,23,31,0.74
23,51526,우강훈,롯데,6.00,1,0,0,2,0,0,1,6,6,1.00
24,51516,김진욱,롯데,6.44,0,0,2,2,8,0,0,29,42,0.69
25,64565,이인복,롯데,6.48,7,0,1,0,0,0,4,49,30,1.63
26,62242,윤명준,롯데,6.52,0,0,0,8,2,0,2,24,16,1.50
27,68036,최이준,롯데,6.83,0,0,1,9,2,0,0,21,43,0.49
28,69594,박진,롯데,9.00,0,0,0,1,0,0,0,2,10,0.20
29,64718,최설우,롯데,9.90,0,0,0,4,0,0,1,13,10,1.30
30,53596,장세진,롯데,13.50,0,0,0,0,0,0,0,1,1,1.00
31,53594,이태연,롯데,15.88,0,0,0,2,3,0,1,6,6,1.00
32,65643,문경찬,롯데,27.00,0,0,0,1,2,0,0,4,0,-
33,67454,나원탁,롯데,40.50,0,0,0,0,0,0,0,1,0,-
1,50430,홍원표,삼성,2.45,0,0,0,0,0,0,0,4,6,0.67
3,53455,이호성,삼성,2.65,2,1,0,1,0,0,0,14,23,0.61
5,53469,박권후,삼성,3.38,0,0,0,2,0,0,0,3,5,0.60
5,51460,이재희,삼성,3.38,1,0,0,0,0,0,0,11,8,1.38
7,75421,오승환,삼성,3.45,1,0,4,49,37,3,2,72,69,1.04
8,60146,이승현,삼성,3.60,0,0,4,8,17,0,2,47,89,0.53
9,77446,백정현,삼성,3.67,18,7,0,0,0,0,6,113,108,1.05
10,52457,수아레즈,삼성,3.92,19,4,0,0,0,0,10,123,99,1.24
11,63492,이재익,삼성,3.95,0,0,1,5,10,0,5,60,29,2.07
12,67419,문용익,삼성,4.15,0,0,1,7,0,0,1,16,8,2.00
13,61365,김대우,삼성,4.50,5,0,0,5,3,0,2,55,77,0.71
14,53927,와이드너,삼성,4.54,20,6,1,0,0,0,11,115,119,0.97
15,73117,우규민,삼성,4.81,0,0,3,4,17,0,1,32,63,0.51
16,66451,최충연,삼성,4.82,0,0,0,3,0,0,2,10,8,1.25
17,51454,이승현,삼성,4.98,0,0,1,12,19,1,4,45,41,1.10
18,67421,최지광,삼성,5.19,0,0,2,4,4,0,0,14,23,0.61
19,68419,최지명,삼성,6.68,14,1,0,0,0,0,8,62,91,0.68
20,52460,김서준,삼성,7.04,1,0,0,5,0,0,0,5,15,0.33
21,62360,김태훈,삼성,7.11,0,0,6,18,22,1,4,66,72,0.92
21,50441,황동재,삼성,7.11,7,0,0,0,0,0,2,24,40,0.60
23,62920,노건우,삼성,7.30,0,0,0,1,2,0,1,7,18,0.39
24,65496,홍정우,삼성,7.50,1,0,2,5,3,0,3,38,43,0.88
25,77927,장필준,삼성,7.91,3,0,1,5,2,0,2,15,28,0.54
26,63960,이상민,삼성,8.50,0,0,2,4,1,0,4,19,12,1.58
27,68415,양창섭,삼성,9.10,4,0,0,1,3,0,5,25,42,0.60
28,50449,허윤동,삼성,10.13,1,0,0,3,1,0,0,7,17,0.41
29,67467,김시현,삼성,12.00,0,0,0,2,0,0,1,5,2,2.50
30,68501,최하늘,삼성,19.89,2,0,0,1,0,0,0,5,10,0.50
31,65844,박세웅,삼성,27.00,0,0,0,0,0,0,0,1,0,-
1,65707,주현상,한화,1.96,0,0,2,9,7,0,2,39,86,0.45
2,63464,윤대경,한화,2.45,0,0,5,10,6,0,2,29,80,0.36
3,65616,이민우,한화,2.63,0,0,2,0,3,0,0,13,18,0.72
4,51713,김규연,한화,2.75,0,0,0,14,1,0,3,19,17,1.12
5,60768,이태양,한화,3.23,12,2,1,6,3,0,5,84,135,0.62
6,77318,장시환,한화,3.38,0,0,2,8,14,0,5,37,32,1.16
8,67703,박상원,한화,3.65,0,0,5,40,22,2,6,66,54,1.22
9,52701,문동주,한화,3.72,23,8,0,0,0,0,6,136,111,1.23
10,53714,산체스,한화,3.79,24,7,0,0,0,0,11,145,121,1.20
11,50726,한승주,한화,3.95,6,0,1,12,2,0,5,77,70,1.10
12,65769,김범수,한화,4.19,0,0,5,4,25,0,4,68,61,1.11
13,63103,류원석,한화,4.50,0,0,0,1,0,0,0,2,3,0.67
14,51715,김기중,한화,4.63,6,1,0,6,1,0,6,41,65,0.63
15,79764,장민재,한화,4.83,13,2,1,6,2,0,2,63,74,0.85
16,74857,정우람,한화,5.36,0,0,0,7,10,0,1,37,52,0.71
17,69213,윤산흠,한화,6.00,0,0,0,0,2,0,0,1,4,0.25
18,50705,강재민,한화,6.44,0,0,1,2,15,0,1,31,53,0.58
19,61666,한승혁,한화,6.44,7,0,0,4,1,0,1,34,42,0.81
20,50720,남지민,한화,6.45,7,0,1,5,0,0,3,42,47,0.89
21,53734,스미스,한화,6.75,1,0,0,0,0,0,0,2,4,0.50
22,65764,김민우,한화,6.97,12,1,0,0,0,0,5,47,55,0.85
23,53754,김서현,한화,7.25,1,0,0,1,5,0,3,26,9,2.89
24,61156,송윤준,한화,8.31,0,0,0,1,0,0,0,5,5,1.00
25,63749,이충호,한화,9.35,0,0,0,2,0,0,2,7,8,0.88
26,66741,김재영,한화,10.13,0,0,0,3,0,0,1,10,8,1.25
27,64029,류희운,한화,11.25,0,0,0,1,0,0,0,2,6,0.33
28,69645,장유호,한화,18.00,0,0,0,0,0,0,1,4,1,4.00
29,52731,박준영,한화,18.69,0,0,0,1,0,0,0,2,4,0.50
30,69762,박윤철,한화,21.60,0,0,0,1,0,0,0,5,4,1.25
1,69360,조영건,키움,0.00,0,0,0,0,1,0,1,7,6,1.17
2,69399,윤정현,키움,1.50,0,0,0,2,1,0,4,10,3,3.33
4,78352,임창민,키움,2.51,0,0,2,33,32,1,2,32,65,0.49
6,66305,박승주,키움,3.50,0,0,0,6,1,0,0,13,28,0.46
7,51301,김성진,키움,3.64,0,0,3,16,12,0,2,45,52,0.87
8,67391,김재웅,키움,4.22,0,0,2,11,30,0,6,54,68,0.79
9,69343,요키시,키움,4.39,12,5,0,0,0,0,10,80,55,1.45
10,60336,문성현,키움,4.45,0,0,2,7,6,0,1,28,32,0.88
11,52395,윤석원,키움,4.50,0,0,2,3,2,0,2,32,29,1.10
12,64350,하영민,키움,4.64,0,0,3,7,7,0,6,52,48,1.08
13,78148,정찬헌,키움,4.75,14,2,0,1,0,0,2,88,83,1.06
14,61268,양현,키움,5.05,0,0,0,12,5,0,11,82,57,1.44
15,52397,이명종,키움,5.21,2,0,5,7,4,0,6,63,70,0.90
16,67603,이승호,키움,5.40,1,0,0,0,0,0,0,3,11,0.27
17,51359,장재영,키움,5.53,17,1,0,0,0,0,11,69,64,1.08
18,76118,원종현,키움,5.79,0,0,1,1,13,0,1,16,23,0.70
19,66018,김선기,키움,5.98,7,1,0,6,1,1,2,52,45,1.16
20,53322,맥키니,키움,6.52,12,1,0,0,0,0,3,55,75,0.73
21,53300,오상원,키움,6.60,1,0,0,7,0,0,2,17,20,0.85
22,51393,김준형,키움,7.04,0,0,0,3,0,0,0,4,13,0.31
23,50354,이종민,키움,7.24,2,0,0,4,0,0,1,14,19,0.74
24,50360,김동혁,키움,7.32,2,0,1,11,7,0,4,63,26,2.42
25,62655,홍성민,키움,9.00,0,0,0,2,0,0,0,3,2,1.50
26,52330,주승우,키움,9.56,2,0,0,1,0,0,1,17,20,0.85
27,67365,양지율,키움,13.50,0,0,0,0,0,0,0,0,0,-
28,64051,이영준,키움,21.60,0,0,0,0,0,0,0,2,3,0.67
29,53312,김건희,키움,22.50,0,0,0,2,0,0,0,1,5,0.20
30,53164,김동규,키움,22.85,1,0,0,0,0,0,2,3,7,0.43
31,62263,변시원,키움,42.43,0,0,0,0,0,0,0,2,3,0.67
