date,rank,team,games,wins,losses,draws,win_rate,games_behind,recent_10,streak,home_record,away_record,season,recent10_wins,recent10_draws,recent10_losses,recent10_win_rate,home_wins,home_draws,home_losses,home_win_rate,away_wins,away_draws,away_losses,away_win_rate,streak_type,streak_count,games_played_ratio,remaining_games,home_away_win_diff,month,win_rate_delta_30d,rank_delta_30d,recent20_win_rate,recent30_win_rate,games_behind_5th,wins_to_5th
2018-03-24,6,KIA,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-1,0-0-0,2018,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,1,0.006944444444444444,143,0.0,3,,,,,,
2018-03-25,3,KIA,2,1,1,0,0.5,1.0,1승0무1패,1승,1-0-1,0-0-0,2018,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1,1,0.013888888888888888,142,0.5,3,,,,,,
2018-03-27,3,KIA,3,2,1,0,0.667,1.0,2승0무1패,2승,2-0-1,0-0-0,2018,2.0,0.0,1.0,0.6666666666666666,2.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1,2,0.020833333333333332,141,0.6666666666666666,3,,,,,,
2018-03-28,4,KIA,4,2,2,0,0.5,1.0,2승0무2패,1패,2-0-2,0-0-0,2018,2.0,0.0,2.0,0.5,2.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,-1,1,0.027777777777777776,140,0.5,3,,,,,,
2018-03-29,3,KIA,5,3,2,0,0.6,1.0,3승0무2패,1승,3-0-2,0-0-0,2018,3.0,0.0,2.0,0.6,3.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,1,1,0.034722222222222224,139,0.6,3,,,,,,
2018-03-30,3,KIA,6,4,2,0,0.667,1.0,4승0무2패,2승,3-0-2,1-0-0,2018,4.0,0.0,2.0,0.6666666666666666,3.0,0.0,2.0,0.6,1.0,0.0,0.0,1.0,1,2,0.041666666666666664,138,-0.4,3,,,,,,
2018-03-31,5,KIA,7,4,3,0,0.571,2.0,4승0무3패,1패,3-0-2,1-0-1,2018,4.0,0.0,3.0,0.5714285714285714,3.0,0.0,2.0,0.6,1.0,0.0,1.0,0.5,-1,1,0.04861111111111111,137,0.09999999999999998,3,,,,,0.0,0.0
2018-04-01,6,KIA,8,4,4,0,0.5,2.0,4승0무4패,2패,3-0-2,1-0-2,2018,4.0,0.0,4.0,0.5,3.0,0.0,2.0,0.6,1.0,0.0,2.0,0.3333333333333333,-1,2,0.05555555555555555,136,0.26666666666666666,4,,,,,,
2018-04-03,6,KIA,9,4,5,0,0.444,3.0,4승0무5패,3패,3-0-2,1-0-3,2018,4.0,0.0,5.0,0.4444444444444444,3.0,0.0,2.0,0.6,1.0,0.0,3.0,0.25,-1,3,0.0625,135,0.35,4,,,,,1.0,1.0
2018-04-04,6,KIA,10,5,5,0,0.5,3.0,5승0무5패,1승,3-0-2,2-0-3,2018,5.0,0.0,5.0,0.5,3.0,0.0,2.0,0.6,2.0,0.0,3.0,0.4,1,1,0.06944444444444445,134,0.19999999999999996,4,,,,,,
2018-04-05,6,KIA,10,5,5,0,0.5,2.5,5승0무5패,1승,3-0-2,2-0-3,2018,5.0,0.0,5.0,0.5,3.0,0.0,2.0,0.6,2.0,0.0,3.0,0.4,1,1,0.06944444444444445,134,0.19999999999999996,4,,,,,0.5,1.0
2018-04-06,5,KIA,11,6,5,0,0.545,2.0,6승0무4패,2승,4-0-2,2-0-3,2018,6.0,0.0,4.0,0.6,4.0,0.0,2.0,0.6666666666666666,2.0,0.0,3.0,0.4,1,2,0.0763888888888889,133,0.2666666666666666,4,,,,,0.0,0.0
2018-04-07,4,KIA,12,7,5,0,0.583,1.5,6승0무4패,3승,5-0-2,2-0-3,2018,6.0,0.0,4.0,0.6,5.0,0.0,2.0,0.7142857142857143,2.0,0.0,3.0,0.4,1,3,0.08333333333333333,132,0.3142857142857143,4,,,,,,
2018-04-08,3,KIA,13,8,5,0,0.615,1.5,6승0무4패,4승,6-0-2,2-0-3,2018,6.0,0.0,4.0,0.6,6.0,0.0,2.0,0.75,2.0,0.0,3.0,0.4,1,4,0.09027777777777778,131,0.35,4,,,,,-1.0,0.0
2018-04-10,3,KIA,14,8,6,0,0.571,2.5,6승0무4패,1패,6-0-2,2-0-4,2018,6.0,0.0,4.0,0.6,6.0,0.0,2.0,0.75,2.0,0.0,4.0,0.3333333333333333,-1,1,0.09722222222222222,130,0.4166666666666667,4,,,,,,
2018-04-11,4,KIA,15,8,7,0,0.533,3.5,5승0무5패,2패,6-0-2,2-0-5,2018,5.0,0.0,5.0,0.5,6.0,0.0,2.0,0.75,2.0,0.0,5.0,0.2857142857142857,-1,2,0.10416666666666667,129,0.4642857142857143,4,,,,,,
2018-04-12,5,KIA,16,8,8,0,0.5,4.5,4승0무6패,3패,6-0-2,2-0-6,2018,4.0,0.0,6.0,0.4,6.0,0.0,2.0,0.75,2.0,0.0,6.0,0.25,-1,3,0.1111111111111111,128,0.5,4,,,,,0.0,0.0
2018-04-13,5,KIA,17,8,9,0,0.471,5.5,4승0무6패,4패,6-0-3,2-0-6,2018,4.0,0.0,6.0,0.4,6.0,0.0,3.0,0.6666666666666666,2.0,0.0,6.0,0.25,-1,4,0.11805555555555555,127,0.41666666666666663,4,,,,,0.0,0.0
