season,team,top5_hitter_avg,top5_hitter_hr_sum,top5_hitter_rbi_sum,top5_hitter_ops_avg,top3_hitter_ops_avg,ops_concentration,top5_hitter_obp_avg,top5_hitter_slg_avg
2018,KIA,0.3176,76,382,0.8656,0.9333333333333332,1.078250154035736,0.38760000000000006,0.4779999999999999
2018,KT,0.2858,141,420,0.8705999999999999,0.914,1.0498506776935448,0.3586,0.512
2018,LG,0.3074,93,449,0.8533999999999999,0.835,0.9784391844387158,0.3626,0.4908
2018,NC,0.293,73,320,0.8160000000000001,0.8486666666666668,1.0400326797385622,0.35919999999999996,0.4568
2018,SK,0.2972,144,406,0.9234,0.9276666666666666,1.0046206050104685,0.38539999999999996,0.538
2018,넥센,0.3082,84,343,0.8712,0.9653333333333333,1.10805019895929,0.38120000000000004,0.49000000000000005
2018,두산,0.326,107,485,0.9108,0.9586666666666667,1.0525545308154003,0.384,0.5267999999999999
2018,롯데,0.318,136,438,0.9251999999999999,0.9763333333333333,1.0552673295863957,0.3802,0.5449999999999999
2018,삼성,0.3126,93,441,0.8812,0.8713333333333333,0.9888031472234831,0.384,0.4972
2018,한화,0.289,92,379,0.8044,0.851,1.057931377424167,0.3446,0.4598
