season,team,prev_team_avg,prev_team_runs,prev_team_hits,prev_team_hr,prev_team_rbi,prev_team_tb,prev_team_pa,prev_team_ab,prev_team_obp,prev_team_slg,prev_team_ops,prev_team_bb,prev_team_so,prev_team_era,prev_team_whip,prev_team_runs_allowed,prev_team_er,prev_team_hr_allowed,prev_team_bb_allowed,prev_team_so_pitcher,prev_team_ip,prev_team_errors,prev_team_fpct,prev_team_dp,prev_team_pb,prev_team_sb_allowed,prev_team_cs_defense,prev_team_cs_rate,prev_team_sba,prev_team_sb,prev_team_cs,prev_team_sb_rate,prev_team_oob,prev_team_runner_pko,prev_run_differential,prev_pythagorean_win_rate,prev_k_bb_ratio,prev_iso,prev_bb_rate,prev_top5_hitter_avg,prev_top5_hitter_hr_sum,prev_top5_hitter_rbi_sum,prev_top5_hitter_ops_avg,prev_top3_hitter_ops_avg,prev_ops_concentration,prev_top5_hitter_obp_avg,prev_top5_hitter_slg_avg,prev_top5_pitcher_era_avg,prev_top5_pitcher_whip_avg,prev_top5_pitcher_ip_sum,prev_top5_pitcher_so_sum,prev_ace_era,prev_ace_era_gap
2021,두산,0.293,816,1477,125,778,2155,5776,5046,0.365,0.427,0.792,551,796,4.31,1.46,695,616,109,478,1046,1285.6666666666667,85,0.984,126,6,91,25,21.6,125,88,37,70.4,63,4,121,0.5795691633859381,2.188284518828452,0.134,0.09539473684210527,0.30280000000000007,86,435,0.8424000000000001,0.8690000000000001,1.031576448243115,0.376,0.4664,3.8019999999999996,1.358,706.6666666666666,549,2.54,1.2619999999999996
2021,NC,0.291,888,1483,187,845,2358,5833,5102,0.366,0.462,0.828,529,997,4.58,1.42,714,660,153,547,1049,1296.6666666666667,87,0.983,120,10,49,42,46.2,139,101,38,72.7,49,7,174,0.6073478441702481,1.9177330895795246,0.17100000000000004,0.09069089662266415,0.31620000000000004,108,452,0.9004,0.874,0.9706796979120391,0.38360000000000005,0.5167999999999999,3.944,1.294,612.3333333333333,527,1.74,2.2039999999999997
2021,KT,0.284,813,1432,163,767,2201,5762,5047,0.358,0.436,0.794,554,1097,4.54,1.46,715,651,118,523,848,1290.3333333333333,102,0.981,154,10,75,21,21.9,156,106,50,67.9,49,6,98,0.5638733861459793,1.621414913957935,0.15200000000000002,0.09614717112113849,0.30300000000000005,107,437,0.8634000000000001,0.9236666666666666,1.0698015597251176,0.3722,0.49119999999999997,4.467999999999999,1.4620000000000002,743.3333333333334,500,2.7,1.767999999999999
2021,LG,0.277,802,1384,149,760,2142,5681,4999,0.349,0.428,0.777,509,969,4.37,1.42,694,627,123,493,1019,1292.6666666666667,80,0.985,156,9,89,36,28.8,122,83,39,68.0,64,5,108,0.5718182141460119,2.0669371196754565,0.15099999999999997,0.08959690195388136,0.28980000000000006,91,389,0.8539999999999999,0.8569999999999999,1.0035128805620608,0.3724,0.4816,3.804,1.3359999999999999,673.6666666666666,533,3.12,0.6839999999999997
2021,롯데,0.276,750,1366,131,711,2023,5669,4958,0.353,0.408,0.761,569,875,4.64,1.41,720,659,143,447,1002,1277.3333333333333,94,0.982,124,7,95,28,22.8,121,90,31,74.4,52,3,30,0.5203996669442131,2.2416107382550337,0.13199999999999995,0.10037043570294585,0.2962,86,425,0.8236000000000001,0.8476666666666667,1.0292213048405374,0.3666,0.457,4.529999999999999,1.3900000000000001,712.6666666666666,537,2.5,2.0299999999999994
2021,KIA,0.274,724,1355,130,692,1995,5642,4937,0.351,0.404,0.755,535,957,5.13,1.54,795,724,120,559,1038,1270.0,100,0.981,169,10,82,46,35.9,72,47,25,65.3,47,6,-71,0.4533606180932208,1.8568872987477638,0.13,0.09482453030840128,0.284,88,421,0.8144,0.9379999999999998,1.1517681728880156,0.368,0.4464,4.696,1.394,717.0,593,2.5,2.1959999999999997
2021,키움,0.269,759,1332,127,713,2017,5721,4945,0.355,0.408,0.763,608,1030,4.39,1.39,692,624,126,446,950,1280.3333333333333,112,0.98,143,8,87,39,31.0,140,113,27,80.7,40,11,67,0.5460768096915005,2.1300448430493275,0.13899999999999996,0.10627512672609683,0.2892,62,352,0.8161999999999999,0.8723333333333333,1.0687739933022953,0.38360000000000005,0.43260000000000004,4.178000000000001,1.302,631.0,469,2.14,2.0380000000000007
2021,삼성,0.268,699,1317,129,658,1939,5574,4923,0.338,0.394,0.732,486,990,4.78,1.47,745,676,151,542,931,1272.3333333333333,102,0.98,126,6,57,38,40.0,181,132,49,72.9,42,14,-46,0.4681763390333319,1.7177121771217712,0.126,0.08719052744886975,0.2962,64,328,0.8074000000000001,0.807,0.9995045826108495,0.3656,0.4418,4.256,1.3719999999999999,650.3333333333333,454,3.45,0.806
2021,SK,0.25,634,1212,143,595,1852,5502,4839,0.329,0.383,0.712,511,981,5.57,1.6,846,780,162,670,953,1259.3333333333333,99,0.981,139,6,129,57,30.6,126,81,45,64.3,44,16,-212,0.35963681652577856,1.4223880597014926,0.133,0.09287531806615776,0.26680000000000004,80,284,0.7842,0.8396666666666667,1.0707302558871037,0.3536,0.4306,5.2540000000000004,1.5060000000000002,664.0,492,3.65,1.6040000000000005
2021,한화,0.245,551,1189,79,523,1645,5483,4862,0.32,0.338,0.658,462,1163,5.28,1.59,820,742,158,609,1019,1265.0,100,0.981,133,10,120,45,27.3,87,51,36,58.6,43,4,-269,0.3110662796452053,1.6732348111658457,0.09300000000000003,0.08426044136421668,0.267,19,151,0.704,0.723,1.0269886363636365,0.3484,0.3556,5.41,1.5879999999999999,571.9999999999999,438,4.34,1.0700000000000003
