date,rank,team,games,wins,losses,draws,win_rate,games_behind,recent_10,streak,home_record,away_record,season,recent10_wins,recent10_draws,recent10_losses,recent10_win_rate,home_wins,home_draws,home_losses,home_win_rate,away_wins,away_draws,away_losses,away_win_rate,streak_type,streak_count,games_played_ratio,remaining_games,home_away_win_diff,month,win_rate_delta_30d,rank_delta_30d,recent20_win_rate,recent30_win_rate,games_behind_5th,wins_to_5th
2021-04-04,6,KIA,1,0,1,0,0.0,1.5,0승0무1패,1패,0-0-0,0-0-1,2021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,1,0.006944444444444444,143,0.0,4,,,,,,
2021-04-06,5,KIA,2,1,1,0,0.5,1.0,1승0무1패,1승,0-0-0,1-0-1,2021,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1,1,0.013888888888888888,142,-0.5,4,,,,,0.0,0.0
2021-04-07,2,KIA,3,2,1,0,0.667,1.0,2승0무1패,2승,0-0-0,2-0-1,2021,2.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.6666666666666666,1,2,0.020833333333333332,141,-0.6666666666666666,4,,,,,,
2021-04-08,1,KIA,4,3,1,0,0.75,0.0,3승0무1패,3승,0-0-0,3-0-1,2021,3.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.75,1,3,0.027777777777777776,140,-0.75,4,,,,,-1.0,0.0
2021-04-09,2,KIA,5,3,2,0,0.6,1.0,3승0무2패,1패,0-0-1,3-0-1,2021,3.0,0.0,2.0,0.6,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.75,-1,1,0.034722222222222224,139,-0.75,4,,,,,-0.5,0.0
2021-04-10,4,KIA,6,3,3,0,0.5,1.0,3승0무3패,2패,0-0-2,3-0-1,2021,3.0,0.0,3.0,0.5,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.75,-1,2,0.041666666666666664,138,-0.75,4,,,,,,
2021-04-11,7,KIA,7,3,4,0,0.429,2.0,3승0무4패,3패,0-0-3,3-0-1,2021,3.0,0.0,4.0,0.42857142857142855,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.75,-1,3,0.04861111111111111,137,-0.75,4,,,,,0.5,1.0
2021-04-13,8,KIA,8,3,5,0,0.375,2.0,3승0무5패,4패,0-0-4,3-0-1,2021,3.0,0.0,5.0,0.375,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.75,-1,4,0.05555555555555555,136,-0.75,4,,,,,1.0,1.0
2021-04-14,6,KIA,9,4,5,0,0.444,2.0,4승0무5패,1승,1-0-4,3-0-1,2021,4.0,0.0,5.0,0.4444444444444444,1.0,0.0,4.0,0.2,3.0,0.0,1.0,0.75,1,1,0.0625,135,-0.55,4,,,,,,
2021-04-15,4,KIA,10,5,5,0,0.5,2.0,5승0무5패,2승,2-0-4,3-0-1,2021,5.0,0.0,5.0,0.5,2.0,0.0,4.0,0.3333333333333333,3.0,0.0,1.0,0.75,1,2,0.06944444444444445,134,-0.4166666666666667,4,,,,,,
