season,team,top5_hitter_avg,top5_hitter_hr_sum,top5_hitter_rbi_sum,top5_hitter_ops_avg,top3_hitter_ops_avg,ops_concentration,top5_hitter_obp_avg,top5_hitter_slg_avg
2019,KIA,0.2874,33,272,0.7567999999999999,0.7536666666666667,0.9958597603946443,0.36319999999999997,0.3936
2019,KT,0.3078,71,354,0.8240000000000001,0.795,0.9648058252427184,0.3756,0.4484
2019,LG,0.29300000000000004,47,318,0.7736000000000001,0.7586666666666667,0.9806963116166839,0.3606,0.413
2019,NC,0.3028,48,264,0.8291999999999999,0.8536666666666667,1.0295063515034573,0.3902,0.43899999999999995
2019,SK,0.2848,85,377,0.8104000000000001,0.8546666666666667,1.054623231326094,0.36360000000000003,0.4468
2019,두산,0.3054,65,405,0.8270000000000002,0.803,0.9709794437726722,0.3774,0.44960000000000006
2019,롯데,0.2882,58,303,0.7647999999999999,0.7966666666666667,1.041666666666667,0.3534,0.4114
2019,삼성,0.2732,52,300,0.7577999999999999,0.7566666666666667,0.9985044426849654,0.352,0.4058
2019,키움,0.3056,88,424,0.875,0.887,1.0137142857142858,0.38839999999999997,0.48660000000000003
2019,한화,0.2742,60,328,0.746,0.7560000000000001,1.0134048257372656,0.336,0.41000000000000003
