date,rank,team,games,wins,losses,draws,win_rate,games_behind,recent_10,streak,home_record,away_record,season,recent10_wins,recent10_draws,recent10_losses,recent10_win_rate,home_wins,home_draws,home_losses,home_win_rate,away_wins,away_draws,away_losses,away_win_rate,streak_type,streak_count,games_played_ratio,remaining_games,home_away_win_diff,month,win_rate_delta_30d,rank_delta_30d,recent20_win_rate,recent30_win_rate,games_behind_5th,wins_to_5th
2019-03-23,6,KIA,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-1,0-0-0,2019,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,1,0.006944444444444444,143,0.0,3,,,,,,
2019-03-24,9,KIA,2,0,2,0,0.0,2.0,0승0무2패,2패,0-0-2,0-0-0,2019,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1,2,0.013888888888888888,142,0.0,3,,,,,,
2019-03-26,9,KIA,3,0,3,0,0.0,3.0,0승0무3패,3패,0-0-3,0-0-0,2019,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-1,3,0.020833333333333332,141,0.0,3,,,,,,
2019-03-27,8,KIA,4,1,3,0,0.25,2.0,1승0무3패,1승,1-0-3,0-0-0,2019,1.0,0.0,3.0,0.25,1.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,1,1,0.027777777777777776,140,0.25,3,,,,,1.0,1.0
2019-03-28,6,KIA,5,2,3,0,0.4,2.0,2승0무3패,2승,2-0-3,0-0-0,2019,2.0,0.0,3.0,0.4,2.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0,1,2,0.034722222222222224,139,0.4,3,,,,,,
2019-03-29,7,KIA,6,2,4,0,0.333,3.0,2승0무4패,1패,2-0-3,0-0-1,2019,2.0,0.0,4.0,0.3333333333333333,2.0,0.0,3.0,0.4,0.0,0.0,1.0,0.0,-1,1,0.041666666666666664,138,0.4,3,,,,,1.0,1.0
2019-03-30,9,KIA,7,2,5,0,0.286,3.0,2승0무5패,2패,2-0-3,0-0-2,2019,2.0,0.0,5.0,0.2857142857142857,2.0,0.0,3.0,0.4,0.0,0.0,2.0,0.0,-1,2,0.04861111111111111,137,0.4,3,,,,,,
2019-03-31,6,KIA,8,3,5,0,0.375,3.0,3승0무5패,1승,2-0-3,1-0-2,2019,3.0,0.0,5.0,0.375,2.0,0.0,3.0,0.4,1.0,0.0,2.0,0.3333333333333333,1,1,0.05555555555555555,136,0.06666666666666671,3,,,,,1.0,1.0
2019-04-02,6,KIA,9,4,5,0,0.444,3.0,4승0무5패,2승,2-0-3,2-0-2,2019,4.0,0.0,5.0,0.4444444444444444,2.0,0.0,3.0,0.4,2.0,0.0,2.0,0.5,1,2,0.0625,135,-0.09999999999999998,4,,,,,,
2019-04-03,7,KIA,10,4,6,0,0.4,4.0,4승0무6패,1패,2-0-3,2-0-3,2019,4.0,0.0,6.0,0.4,2.0,0.0,3.0,0.4,2.0,0.0,3.0,0.4,-1,1,0.06944444444444445,134,0.0,4,,,,,1.0,1.0
