순위,선수ID,선수명,팀명,ERA,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
28,50157,김윤식,LG,12.00,1,0,0,0,0,0,1,5,3,1.67
29,65411,김주온,LG,15.43,0,0,0,2,0,0,0,4,6,0.67
30,51110,이믿음,LG,15.75,1,0,0,0,0,0,0,3,7,0.43
31,51143,강효종,LG,20.25,1,0,0,0,0,0,0,1,1,1.00
1,54213,박지호,두산,0.00,0,0,0,0,1,0,0,0,0,-
2,54263,김택연,두산,2.08,0,0,3,32,31,7,3,37,70,0.53
2,68249,박신지,두산,2.08,1,0,0,1,0,0,3,8,12,0.67
4,61643,홍건희,두산,2.73,0,0,4,18,29,2,4,52,68,0.76
5,52204,이병헌,두산,2.89,0,0,6,6,19,0,4,63,63,1.00
6,77263,김강률,두산,3.00,0,0,2,3,13,0,2,46,42,1.10
7,52257,브랜든,두산,3.12,14,7,0,0,0,0,6,86,60,1.43
8,52206,최지강,두산,3.24,0,0,3,4,20,0,2,64,34,1.88
9,50206,최종인,두산,3.72,0,0,1,4,2,0,0,10,11,0.91
10,51294,김도윤,두산,3.86,0,0,0,2,0,0,0,2,4,0.50
11,66291,이영하,두산,3.99,1,0,5,8,9,0,5,82,54,1.52
13,54243,발라조빅,두산,4.26,11,2,0,0,0,0,5,53,43,1.23
14,68200,김민규,두산,4.32,4,0,0,4,0,0,3,17,34,0.50
15,69045,알칸타라,두산,4.76,12,2,0,0,0,0,8,78,74,1.05
16,53259,최준호,두산,5.10,15,3,0,0,1,0,5,60,93,0.65
17,65639,박정수,두산,5.16,1,0,1,7,3,0,1,27,36,0.75
18,54843,시라카와,두산,5.65,12,4,0,0,0,0,5,73,48,1.52
19,51264,최승용,두산,6.00,6,2,0,1,2,0,2,26,32,0.81
20,67266,박치국,두산,6.38,0,0,2,15,11,1,5,46,51,0.90
21,68242,정철원,두산,6.40,0,0,2,14,10,0,2,22,33,0.67
22,53262,김유성,두산,6.43,7,1,0,1,0,0,2,20,34,0.59
23,67263,최원준,두산,6.46,24,6,0,0,0,0,6,91,156,0.58
24,51230,김동주,두산,6.84,9,1,0,3,0,0,4,64,52,1.23
25,69205,이교훈,두산,7.39,0,0,1,7,3,0,5,41,34,1.21
26,68269,김호준,두산,8.78,1,0,1,6,1,0,3,12,16,0.75
27,67246,김명신,두산,9.37,0,0,2,5,6,0,2,26,42,0.62
28,50203,권휘,두산,11.00,0,0,0,3,0,0,0,4,11,0.36
29,63292,박소준,두산,11.25,1,0,0,0,0,0,0,4,6,0.67
30,68830,김정우,두산,81.00,0,0,0,0,0,0,0,0,0,-
1,73117,우규민,KT,2.49,0,0,4,15,6,0,3,39,51,0.76
2,50030,소형준,KT,3.24,0,0,2,1,0,0,2,11,7,1.57
3,66047,박세진,KT,3.38,0,0,0,3,0,0,2,5,7,0.71
4,52060,박영현,KT,3.52,0,0,10,52,30,3,5,48,89,0.54
6,68043,김민,KT,4.31,1,0,8,5,27,0,8,99,43,2.30
7,60559,박시영,KT,4.62,0,0,0,5,4,0,1,21,29,0.72
10,51097,김영현,KT,4.91,0,0,0,4,0,0,0,8,6,1.33
11,64001,고영표,KT,4.95,17,5,1,0,0,0,8,119,89,1.34
12,65048,김민수,KT,5.20,0,0,5,6,13,0,7,93,69,1.35
13,69041,손동현,KT,5.32,0,0,1,10,8,0,2,38,75,0.51
14,69054,이상동,KT,5.34,0,0,0,8,4,0,2,23,39,0.59
15,69068,이선우,KT,5.40,1,0,0,3,0,0,0,15,10,1.50
16,54064,육청명,KT,5.44,10,1,0,1,0,0,3,44,64,0.69
17,64768,조이현,KT,6.30,9,1,0,2,1,0,1,36,63,0.57
18,65060,주권,KT,6.67,1,0,1,13,2,0,6,71,54,1.31
19,54063,원상현,KT,7.03,10,2,0,3,1,0,9,76,50,1.52
20,50109,성재헌,KT,7.31,1,0,0,3,1,0,4,38,31,1.23
21,78517,하준호,KT,9.00,0,0,0,1,0,0,1,3,2,1.50
22,68896,이채호,KT,9.45,0,0,0,1,0,0,0,6,9,0.67
23,51058,한차현,KT,9.95,5,0,0,2,0,0,1,17,22,0.77
24,69047,전용주,KT,10.80,0,0,0,0,0,0,0,1,0,-
25,53006,강건,KT,11.25,1,0,0,2,0,0,1,5,3,1.67
26,67419,문용익,KT,12.18,0,0,0,4,0,0,1,17,17,1.00
1,54807,박성빈,SSG,0.00,0,0,0,3,0,0,0,1,4,0.25
1,66858,정동윤,SSG,0.00,0,0,0,1,0,0,0,1,2,0.50
3,73211,노경은,SSG,2.90,0,0,8,7,37,0,5,83,86,0.97
4,51897,조병현,SSG,3.58,0,0,4,26,33,2,3,53,66,0.80
5,52868,이기순,SSG,3.66,2,0,1,2,0,0,1,12,21,0.57
6,54833,앤더슨,SSG,3.89,23,11,0,0,0,0,6,89,88,1.01
7,53825,엘리아스,SSG,4.08,21,7,0,0,0,0,12,124,124,1.00
8,62869,문승원,SSG,4.50,0,0,6,37,33,2,8,51,68,0.75
9,64893,박민호,SSG,4.76,0,0,2,8,0,0,2,20,34,0.59
11,68092,한두솔,SSG,5.01,0,0,2,8,2,0,3,56,49,1.14
12,50859,오원석,SSG,5.03,25,6,0,1,0,0,11,118,118,1.00
13,61895,서진용,SSG,5.55,0,0,0,3,10,0,6,51,39,1.31
14,53898,송영진,SSG,5.80,20,5,0,2,0,0,8,123,97,1.27
15,53892,이로운,SSG,5.95,0,0,1,15,7,0,4,58,62,0.94
16,50812,박시후,SSG,6.75,0,0,0,5,0,0,1,18,14,1.29
16,51895,장지훈,SSG,6.75,0,0,0,7,0,0,3,25,25,1.00
18,60841,박종훈,SSG,6.94,9,1,0,1,0,0,2,35,29,1.21
19,69839,백승건,SSG,7.71,0,0,0,7,0,0,1,11,13,0.85
20,68856,최민준,SSG,7.78,0,0,1,3,3,0,3,39,33,1.18
21,72523,고효준,SSG,8.18,0,0,2,2,10,0,1,17,20,0.85
22,65343,김택형,SSG,9.00,0,0,0,0,0,0,1,11,8,1.38
23,64861,이건욱,SSG,11.37,2,0,1,1,0,0,2,12,26,0.46
24,54804,더거,SSG,12.71,6,0,0,0,0,0,0,27,21,1.29
25,52873,신헌민,SSG,18.00,0,0,0,3,0,0,0,5,2,2.50
26,54803,최현석,SSG,54.00,0,0,0,0,0,0,0,0,1,0.00
2,65522,김강현,롯데,3.55,0,0,0,10,2,0,2,28,22,1.27
2,62528,김원중,롯데,3.55,0,0,3,42,31,1,4,59,56,1.05
5,76430,김태혁,롯데,4.15,0,0,8,10,20,0,7,86,70,1.23
6,63512,박진형,롯데,4.26,0,0,0,0,1,0,2,6,5,1.20
7,51546,정우준,롯데,4.32,0,0,0,5,0,0,1,8,10,0.80
8,69594,박진,롯데,4.38,3,1,1,11,1,0,4,37,66,0.56
9,54537,정현수,롯데,4.56,4,1,0,0,2,0,1,19,22,0.86
11,63543,구승민,롯데,4.84,0,0,5,7,17,0,4,52,53,0.98
12,62363,한현희,롯데,5.19,5,2,3,5,9,0,13,77,67,1.15
13,51516,김진욱,롯데,5.31,18,4,0,0,0,0,7,76,86,0.88
14,50556,최준용,롯데,5.40,0,0,1,4,7,0,3,19,29,0.66
15,54561,전미르,롯데,5.88,0,0,1,6,11,0,4,35,28,1.25
16,76650,진해수,롯데,6.18,0,0,2,3,14,0,3,35,22,1.59
17,52530,이민석,롯데,7.26,5,0,0,5,1,0,3,37,31,1.19
18,68036,최이준,롯데,7.30,0,0,3,11,0,0,2,20,30,0.67
19,62611,임준섭,롯데,7.94,0,0,0,2,2,0,0,16,11,1.45
20,67539,나균안,롯데,8.51,14,2,2,4,1,0,4,62,75,0.83
21,52558,진승현,롯데,8.53,0,0,0,3,2,0,1,7,8,0.88
22,68585,김도규,롯데,9.00,0,0,0,3,0,0,0,1,6,0.17
22,54503,박준우,롯데,9.00,0,0,0,2,0,0,0,4,1,4.00
22,68260,현도훈,롯데,9.00,0,0,0,5,1,0,2,14,7,2.00
25,64565,이인복,롯데,9.55,6,0,0,1,0,0,3,41,32,1.28
26,51594,송재영,롯데,10.80,0,0,0,4,5,1,1,5,9,0.56
27,50596,홍민기,롯데,12.27,1,0,0,0,0,0,0,5,6,0.83
28,67588,윤성빈,롯데,45.00,1,0,0,0,0,0,0,0,2,0.00
1,50720,남지민,한화,0.00,0,0,0,1,0,0,0,2,7,0.29
3,65764,김민우,한화,2.19,3,1,0,0,0,0,1,7,16,0.44
4,65707,주현상,한화,2.65,0,0,8,51,30,2,4,41,97,0.42
5,50711,김승일,한화,3.00,0,0,0,1,0,0,0,1,5,0.20
6,79764,장민재,한화,3.10,0,0,1,9,0,0,2,27,38,0.71
7,54755,와이스,한화,3.73,16,5,0,0,0,0,4,94,80,1.18
8,53754,김서현,한화,3.76,0,0,1,5,8,0,4,35,32,1.09
9,65616,이민우,한화,3.76,0,0,2,7,19,1,3,48,54,0.89
10,63749,이충호,한화,3.86,0,0,0,0,0,0,1,2,1,2.00
12,53714,산체스,한화,4.22,11,2,0,0,0,0,7,55,42,1.31
13,67703,박상원,한화,4.59,0,0,3,9,19,0,5,70,56,1.25
14,61666,한승혁,한화,5.03,0,0,5,4,25,0,2,60,55,1.09
15,77318,장시환,한화,5.13,0,0,2,2,3,0,5,43,25,1.72
16,54720,바리아,한화,5.15,19,6,0,0,0,0,11,98,89,1.10
17,52701,문동주,한화,5.17,21,7,0,0,0,0,14,106,105,1.01
18,65769,김범수,한화,5.29,0,0,0,6,7,0,2,34,26,1.31
19,54729,황준서,한화,5.38,11,2,0,6,2,0,6,56,77,0.73
20,65117,이상규,한화,5.63,3,0,1,4,1,0,1,22,43,0.51
21,52720,페냐,한화,6.27,9,3,0,0,0,0,1,30,51,0.59
22,54768,조동욱,한화,6.37,8,1,0,6,0,0,0,35,52,0.67
23,51715,김기중,한화,6.56,11,3,2,4,0,0,3,57,73,0.78
24,51713,김규연,한화,7.02,1,0,1,12,5,0,4,65,62,1.05
25,63464,윤대경,한화,10.57,0,0,0,1,2,0,0,4,12,0.33
26,69645,장유호,한화,10.93,0,0,0,7,0,0,1,14,15,0.93
27,50726,한승주,한화,11.45,0,0,0,6,0,0,5,28,18,1.56
28,60768,이태양,한화,11.57,1,0,0,3,1,0,0,11,16,0.69
29,69974,배민서,한화,16.20,0,0,0,0,0,0,1,2,1,2.00
30,54705,김도빈,한화,54.00,1,0,0,0,0,0,0,0,0,-
1,64580,김재열,NC,2.49,0,0,1,16,19,0,3,55,71,0.77
3,54903,최우석,NC,3.12,0,0,0,3,0,0,0,8,8,1.00
4,68900,김영규,NC,3.15,0,0,4,4,16,0,5,46,32,1.44
5,51994,한재승,NC,3.97,0,0,1,12,9,0,3,44,45,0.98
6,68902,신민혁,NC,4.31,24,7,1,1,0,0,4,96,189,0.51
7,54920,카스타노,NC,4.35,19,8,0,0,0,0,4,133,101,1.32
8,63959,임정호,NC,4.42,0,0,1,10,14,2,3,52,56,0.93
9,68928,김시훈,NC,4.53,18,3,0,0,6,0,12,115,115,1.00
10,60263,이재학,NC,5.52,21,3,0,0,0,0,5,80,123,0.65
11,54913,김민규,NC,5.68,0,0,0,3,0,0,0,9,7,1.29
12,69343,요키시,NC,5.72,8,3,0,0,0,0,3,47,34,1.38
13,65949,류진욱,NC,5.74,0,0,2,4,12,0,3,45,37,1.22
14,66920,최성영,NC,5.79,4,2,0,7,2,1,6,49,58,0.84
15,69962,송명기,NC,5.87,0,0,2,5,3,0,1,25,56,0.45
16,68097,박주현,NC,6.00,0,0,0,1,0,0,0,2,3,0.67
17,77211,이용찬,NC,6.13,0,0,3,37,22,2,6,52,51,1.02
18,54900,임상현,NC,6.47,7,1,0,1,0,0,4,32,57,0.56
19,51948,이용준,NC,6.68,9,2,0,0,0,0,1,30,42,0.71
20,67956,김태현,NC,7.20,0,0,0,2,0,0,1,11,13,0.85
21,64995,배재환,NC,7.32,0,0,0,5,1,0,2,17,24,0.71
22,53996,이준호,NC,7.48,2,0,3,12,2,0,4,44,55,0.80
23,67954,김진호,NC,7.71,0,0,0,1,0,0,0,1,2,0.50
24,66068,서의태,NC,9.39,0,0,1,2,2,0,2,10,4,2.50
25,69969,전사민,NC,9.51,0,0,0,9,0,0,2,27,24,1.13
26,54904,손주환,NC,9.82,1,0,0,2,0,0,0,3,4,0.75
27,53919,신영우,NC,10.61,2,0,0,2,0,0,1,7,11,0.64
28,53973,목지훈,NC,12.00,3,0,0,0,0,0,1,12,10,1.20
28,65241,채원후,NC,12.00,0,0,0,1,0,0,0,4,3,1.33
30,67962,소이현,NC,13.50,0,0,0,3,0,0,0,4,6,0.67
31,69204,전루건,NC,22.24,0,0,0,1,0,0,1,7,7,1.00
1,63342,조상우,키움,3.18,0,0,0,7,14,0,6,26,47,0.55
3,67391,김재웅,키움,3.42,0,0,0,1,8,0,4,27,23,1.17
5,67828,김성민,키움,4.34,0,0,3,4,19,0,8,53,36,1.47
6,52330,주승우,키움,4.35,0,0,4,35,24,1,4,52,53,0.98
8,76118,원종현,키움,4.91,0,0,0,0,0,0,0,5,2,2.50
9,50393,김동욱,키움,5.00,0,0,2,11,6,0,2,36,49,0.73
10,69367,김인범,키움,5.40,14,2,0,4,0,0,4,64,90,0.71
11,66018,김선기,키움,5.54,6,2,4,4,2,0,4,83,101,0.82
12,53301,박윤성,키움,5.79,0,0,0,7,0,0,0,11,32,0.34
13,54319,김윤하,키움,6.04,12,1,0,0,2,0,6,77,106,0.73
14,67365,양지율,키움,6.27,0,0,0,2,8,0,2,21,24,0.88
15,60336,문성현,키움,6.57,0,0,1,12,6,0,5,30,46,0.65
16,54368,김연주,키움,6.61,0,0,1,11,2,0,1,33,41,0.80
17,66305,박승주,키움,6.75,0,0,0,6,0,0,3,8,25,0.32
18,54362,전준표,키움,6.83,5,0,2,4,2,0,3,34,32,1.06
19,50360,김동혁,키움,6.85,0,0,0,8,0,0,4,21,32,0.66
20,54363,손현기,키움,7.53,2,0,0,2,0,0,1,16,16,1.00
21,50354,이종민,키움,7.63,9,0,1,0,0,0,2,45,62,0.73
22,78148,정찬헌,키움,7.88,4,0,0,0,0,0,3,17,22,0.77
23,69360,조영건,키움,8.01,3,0,2,3,1,0,0,34,55,0.62
24,52397,이명종,키움,8.18,0,0,0,7,0,0,1,12,16,0.75
25,69399,윤정현,키움,9.00,0,0,0,2,0,0,0,3,5,0.60
26,67116,오석주,키움,11.12,0,0,1,7,0,0,2,12,21,0.57
27,52395,윤석원,키움,11.42,1,0,0,3,0,0,3,18,28,0.64
28,54304,박범준,키움,13.50,0,0,0,3,0,0,0,1,7,0.14
29,53164,김동규,키움,54.00,0,0,0,1,0,0,0,1,0,-
