순위,선수ID,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
22,61353,고종욱,KIA,0.250,3,14,4,3.50,1,0.67,3.53,0.156,3.8,0.251
22,66614,김규성,KIA,0.250,1,2,3,0.67,0,0.50,4.20,0.083,1.8,0.244
24,68330,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
25,65464,최정용,KIA,0.182,0,3,2,1.50,0,0.25,3.83,0.000,0.1,0.158
26,65653,김호령,KIA,0.136,3,14,12,1.17,0,0.32,4.49,0.085,2.8,0.163
1,50906,박영빈,NC,0.500,2,0,0,-,0,0.33,4.43,0.333,2.0,0.465
2,79215,박건우,NC,0.344,37,69,91,0.76,6,0.61,3.69,0.198,65.0,0.320
4,50902,김한별,NC,0.318,1,12,9,1.33,0,0.22,3.92,0.023,5.7,0.265
7,64022,안중열,NC,0.286,3,3,6,0.50,0,0.43,4.32,0.333,5.1,0.317
8,77532,손아섭,NC,0.285,23,112,65,1.72,6,0.25,3.79,0.111,42.7,0.240
10,67905,천재환,NC,0.284,15,47,56,0.84,0,0.25,3.73,0.121,27.9,0.252
11,69992,최정원,NC,0.282,6,42,20,2.10,3,0.50,4.12,0.061,19.7,0.256
12,62244,박세혁,NC,0.264,10,27,40,0.68,1,0.33,3.94,0.081,18.2,0.238
15,64101,한석현,NC,0.247,5,18,15,1.20,0,0.09,3.63,0.082,5.6,0.206
16,50996,박시원,NC,0.234,8,31,32,0.97,1,0.30,3.97,0.092,14.9,0.217
17,67900,김수윤,NC,0.222,0,1,2,0.50,0,0.25,3.60,0.000,0.7,0.191
17,50903,한재환,NC,0.222,1,3,1,3.00,0,0.00,3.33,0.111,0.6,0.183
19,66965,도태훈,NC,0.214,4,42,45,0.93,1,0.83,4.04,0.028,15.3,0.216
20,62934,김성욱,NC,0.204,27,80,131,0.61,3,0.39,4.02,0.176,44.6,0.226
21,69203,송승환,NC,0.200,0,2,1,2.00,0,0.00,3.00,0.000,0.1,0.140
21,68904,오영수,NC,0.200,3,3,16,0.19,0,0.33,4.24,0.300,5.0,0.244
23,68912,김형준,NC,0.195,29,57,90,0.63,6,0.31,4.21,0.178,42.6,0.222
24,53992,박한결,NC,0.185,8,10,14,0.71,0,0.21,4.01,0.338,9.5,0.245
25,69980,김범준,NC,0.000,0,2,1,2.00,0,0.00,3.00,0.000,-0.8,0.000
25,54905,김세훈,NC,0.000,0,2,0,-,0,0.50,4.40,0.000,0.0,0.090
25,53991,신용석,NC,0.000,0,2,0,-,0,-,3.00,0.000,-0.6,0.000
1,54219,류현준,두산,0.667,1,0,1,0.00,1,-,4.00,0.333,1.1,0.550
2,54205,여동건,두산,0.400,0,1,3,0.33,0,0.50,3.09,0.000,2.3,0.305
3,54214,전다민,두산,0.333,2,4,6,0.67,0,0.88,4.50,0.074,5.5,0.314
4,54295,제러드,두산,0.326,27,23,40,0.58,4,0.60,4.05,0.333,37.2,0.354
7,52025,라모스,두산,0.305,32,75,87,0.86,6,0.45,3.72,0.177,52.9,0.283
8,74206,김재호,두산,0.302,6,27,39,0.69,2,0.83,4.06,0.063,18.9,0.269
9,66233,홍성호,두산,0.286,2,1,2,0.50,0,0.14,3.87,0.143,2.0,0.257
13,66112,김기연,두산,0.278,15,65,73,0.89,2,0.47,3.75,0.099,32.1,0.246
14,67207,이유찬,두산,0.277,14,51,66,0.77,3,0.43,3.86,0.087,27.9,0.244
15,66209,조수행,두산,0.265,7,123,69,1.78,0,0.62,3.62,0.027,46.0,0.224
16,53296,윤준호,두산,0.250,0,1,1,1.00,0,0.00,4.50,0.000,0.2,0.175
16,50244,장규빈,두산,0.250,0,2,0,-,0,0.00,4.75,0.000,0.2,0.175
18,68205,전민재,두산,0.246,8,68,69,0.99,2,0.32,3.65,0.052,22.4,0.210
20,66928,박준영,두산,0.226,18,34,53,0.64,1,0.36,4.34,0.183,25.0,0.243
21,66203,서예일,두산,0.222,0,4,5,0.80,0,0.40,4.80,0.000,1.4,0.191
22,65269,김민혁,두산,0.200,1,0,1,0.00,0,1.00,5.25,0.600,2.1,0.425
22,64468,박계범,두산,0.200,1,3,2,1.50,0,0.71,4.70,0.067,1.7,0.247
22,64011,안승한,두산,0.200,0,1,2,0.50,0,0.00,3.80,0.000,0.1,0.140
22,63202,장승현,두산,0.200,2,8,3,2.67,0,0.40,3.70,0.100,1.4,0.198
26,63257,김인태,두산,0.174,1,9,4,2.25,0,0.29,3.38,0.130,1.9,0.180
27,69238,김대한,두산,0.133,2,15,26,0.58,0,0.31,3.85,0.053,3.8,0.150
28,50293,양찬열,두산,0.125,0,3,3,1.00,1,4.00,4.75,0.000,1.2,0.219
29,69207,김태근,두산,0.087,0,5,6,0.83,0,0.00,4.04,0.000,-0.2,0.108
30,50203,권휘,두산,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.000
30,53204,박민준,두산,0.000,0,1,1,1.00,0,0.00,3.80,0.000,-0.5,0.000
30,50208,오명진,두산,0.000,0,0,0,-,0,1.00,4.50,0.000,0.2,0.225
30,54236,임종성,두산,0.000,0,1,1,1.00,0,1.00,5.00,0.000,0.1,0.113
1,54795,황영묵,한화,0.301,15,115,74,1.55,5,0.55,3.73,0.072,45.8,0.257
3,62700,하주석,한화,0.292,11,33,31,1.06,1,0.30,3.41,0.102,17.8,0.256
5,66707,박상언,한화,0.286,3,6,12,0.50,0,0.75,4.02,0.071,7.4,0.280
5,50707,최인호,한화,0.286,17,67,54,1.24,3,0.81,3.93,0.110,31.9,0.264
7,53764,문현빈,한화,0.277,23,66,71,0.93,3,0.45,3.64,0.135,33.1,0.256
8,65703,이도윤,한화,0.277,14,99,91,1.09,7,0.46,3.77,0.057,38.1,0.233
11,52769,권광민,한화,0.271,7,7,11,0.64,0,0.18,3.98,0.313,8.7,0.287
13,66706,장진혁,한화,0.263,25,75,67,1.12,4,0.40,4.00,0.149,40.1,0.254
14,78288,최재훈,한화,0.257,14,70,86,0.81,0,0.57,4.14,0.079,40.0,0.251
15,76812,이재원,한화,0.239,5,35,51,0.69,1,0.33,3.20,0.052,12.6,0.202
16,66715,김인환,한화,0.237,3,34,34,1.00,2,0.31,3.72,0.038,9.9,0.204
17,68700,이원석,한화,0.233,5,34,37,0.92,0,0.50,3.96,0.045,13.7,0.214
18,71837,김강민,한화,0.224,1,14,24,0.58,0,0.38,3.72,0.039,7.3,0.211
19,69766,유로결,한화,0.222,1,11,6,1.83,0,0.27,4.00,0.028,0.8,0.189
20,66657,이진영,한화,0.204,7,27,20,1.35,0,0.30,4.32,0.097,6.9,0.202
21,68743,정은원,한화,0.172,5,22,15,1.47,0,0.81,4.37,0.125,7.6,0.215
22,50704,임종찬,한화,0.158,5,12,17,0.71,2,0.32,3.66,0.123,3.1,0.183
23,52704,이상혁,한화,0.154,0,5,1,5.00,0,0.40,3.80,0.000,0.9,0.159
24,76849,이명기,한화,0.000,0,2,2,1.00,0,0.00,3.63,0.000,-0.6,0.000
24,51762,장규현,한화,0.000,0,2,3,0.67,0,1.00,3.86,0.000,-0.2,0.064
24,52710,한경빈,한화,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
2,53327,도슨,키움,0.330,44,100,104,0.96,9,0.72,3.66,0.178,69.8,0.307
4,74163,이용규,키움,0.306,8,53,42,1.26,1,0.94,3.95,0.066,31.8,0.286
7,53312,김건희,키움,0.257,24,66,50,1.32,2,0.22,3.86,0.161,32.2,0.240
8,54344,고영우,키움,0.256,14,52,69,0.75,4,0.39,4.01,0.063,27.9,0.228
9,52305,박수종,키움,0.256,6,42,37,1.14,0,0.76,3.75,0.054,13.7,0.227
10,68305,변상권,키움,0.251,9,64,50,1.28,2,0.22,3.79,0.091,21.2,0.216
11,54307,원성준,키움,0.250,7,21,29,0.72,1,0.28,4.22,0.098,12.9,0.225
12,62332,김재현,키움,0.243,11,88,71,1.24,0,0.22,3.43,0.038,24.2,0.204
13,64346,임병욱,키움,0.241,6,14,21,0.67,0,0.13,3.74,0.138,9.3,0.217
14,64984,김태진,키움,0.222,9,56,65,0.86,0,0.26,3.56,0.063,13.0,0.184
14,53305,박성빈,키움,0.222,1,3,2,1.50,0,0.50,2.91,0.111,1.3,0.247
16,75566,이원석,키움,0.220,4,19,36,0.53,2,0.78,3.86,0.044,9.8,0.215
17,78135,이형종,키움,0.216,7,22,31,0.71,3,0.81,3.94,0.147,15.6,0.253
18,53344,김동헌,키움,0.200,0,2,2,1.00,0,-,2.86,0.000,0.8,0.243
18,69332,주성원,키움,0.200,2,14,12,1.17,0,0.33,4.16,0.073,3.9,0.194
20,54305,이재상,키움,0.190,2,17,18,0.94,0,0.06,3.66,0.048,4.2,0.162
21,50304,김병휘,키움,0.169,4,7,16,0.44,0,0.23,3.89,0.102,5.8,0.203
22,51359,장재영,키움,0.168,7,16,19,0.84,0,0.27,4.09,0.126,11.1,0.203
23,69306,김주형,키움,0.150,0,7,1,7.00,0,0.11,3.76,0.000,1.0,0.169
24,51303,김시앙,키움,0.143,0,3,2,1.50,0,0.00,2.43,0.000,0.0,0.100
25,65898,김웅빈,키움,0.125,0,5,8,0.63,0,0.27,4.61,0.000,0.7,0.141
26,53302,이승원,키움,0.108,1,8,12,0.67,0,0.15,3.56,0.027,-0.8,0.103
27,50357,박주홍,키움,0.102,2,15,12,1.25,0,0.59,4.44,0.041,2.2,0.150
27,64340,임지열,키움,0.102,1,13,16,0.81,0,0.44,4.25,0.061,1.4,0.136
29,68346,김수환,키움,0.000,0,2,0,-,0,0.00,5.67,0.000,-0.3,0.000
29,69363,박준형,키움,0.000,0,1,1,1.00,0,0.00,3.20,0.000,-0.5,0.000
29,54394,송지후,키움,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.000
1,54567,강성우,롯데,0.500,0,0,1,0.00,0,-,2.00,0.000,0.1,0.350
1,50608,이인한,롯데,0.500,0,0,1,0.00,0,0.00,3.00,0.000,1.2,0.395
4,54598,이호준,롯데,0.333,2,2,1,2.00,0,1.00,4.57,0.500,1.7,0.401
5,50500,황성빈,롯데,0.320,27,112,82,1.37,1,0.55,3.83,0.117,63.7,0.278
6,50150,손호영,롯데,0.317,48,92,120,0.77,7,0.26,3.26,0.221,71.1,0.294
9,67644,이정훈,롯데,0.300,8,31,20,1.55,2,0.62,4.09,0.080,13.9,0.263
12,60523,정훈,롯데,0.267,29,71,79,0.90,5,0.56,3.98,0.165,43.7,0.262
13,69453,이학주,롯데,0.263,6,9,17,0.53,0,0.14,4.19,0.126,11.7,0.241
15,68525,한동희,롯데,0.257,2,6,11,0.55,1,0.11,3.56,0.057,2.4,0.204
16,62884,최항,롯데,0.250,4,36,31,1.16,2,0.31,4.09,0.038,10.8,0.211
17,68518,정보근,롯데,0.226,3,37,35,1.06,0,0.10,3.40,0.060,6.9,0.181
18,62931,노진혁,롯데,0.219,8,30,40,0.75,0,0.38,3.87,0.088,14.1,0.210
19,53554,김민석,롯데,0.211,4,21,19,1.11,1,0.10,3.43,0.066,4.5,0.190
