date,rank,team,games,wins,losses,draws,win_rate,games_behind,recent_10,streak,home_record,away_record,season,recent10_wins,recent10_draws,recent10_losses,recent10_win_rate,home_wins,home_draws,home_losses,home_win_rate,away_wins,away_draws,away_losses,away_win_rate,streak_type,streak_count,games_played_ratio,remaining_games,home_away_win_diff,month,win_rate_delta_30d,rank_delta_30d,recent20_win_rate,recent30_win_rate,games_behind_5th,wins_to_5th
2026-04-10,8,KIA,11,4,7,0,0.364,3.0,4승0무6패,2승,2-0-3,2-0-4,2026,4.0,0.0,6.0,0.4,2.0,0.0,3.0,0.4,2.0,0.0,4.0,0.3333333333333333,1,2,0.0763888888888889,133,0.06666666666666671,4,,,,,2.0,2.0
2026-04-11,7,KIA,12,5,7,0,0.417,3.0,5승0무5패,3승,2-0-3,3-0-4,2026,5.0,0.0,5.0,0.5,2.0,0.0,3.0,0.4,3.0,0.0,4.0,0.42857142857142855,1,3,0.08333333333333333,132,-0.028571428571428525,4,,,,,1.0,1.0
2026-04-12,5,KIA,13,6,7,0,0.462,3.0,5승0무5패,4승,2-0-3,4-0-4,2026,5.0,0.0,5.0,0.5,2.0,0.0,3.0,0.4,4.0,0.0,4.0,0.5,1,4,0.09027777777777778,131,-0.09999999999999998,4,,,,,0.0,0.0
2026-04-14,4,KIA,14,7,7,0,0.5,3.0,6승0무4패,5승,3-0-3,4-0-4,2026,6.0,0.0,4.0,0.6,3.0,0.0,3.0,0.5,4.0,0.0,4.0,0.5,1,5,0.09722222222222222,130,0.0,4,,,,,,
2026-04-15,4,KIA,15,8,7,0,0.533,2.5,7승0무3패,6승,4-0-3,4-0-4,2026,7.0,0.0,3.0,0.7,4.0,0.0,3.0,0.5714285714285714,4.0,0.0,4.0,0.5,1,6,0.10416666666666667,129,0.0714285714285714,4,,,,,,
2026-04-16,4,KIA,16,9,7,0,0.563,2.5,8승0무2패,7승,5-0-3,4-0-4,2026,8.0,0.0,2.0,0.8,5.0,0.0,3.0,0.625,4.0,0.0,4.0,0.5,1,7,0.1111111111111111,128,0.125,4,,,,,,
2026-04-17,4,KIA,17,10,7,0,0.588,2.0,9승0무1패,8승,5-0-3,5-0-4,2026,9.0,0.0,1.0,0.9,5.0,0.0,3.0,0.625,5.0,0.0,4.0,0.5555555555555556,1,8,0.11805555555555555,127,0.06944444444444442,4,,,,,-0.5,0.0
2026-04-18,5,KIA,18,10,8,0,0.556,3.0,8승0무2패,1패,5-0-3,5-0-5,2026,8.0,0.0,2.0,0.8,5.0,0.0,3.0,0.625,5.0,0.0,5.0,0.5,-1,1,0.125,126,0.125,4,,,,,0.0,0.0
2026-04-19,5,KIA,19,10,9,0,0.526,3.0,8승0무2패,2패,5-0-3,5-0-6,2026,8.0,0.0,2.0,0.8,5.0,0.0,3.0,0.625,5.0,0.0,6.0,0.45454545454545453,-1,2,0.13194444444444445,125,0.17045454545454547,4,,,,,0.0,0.0
2026-04-21,5,KIA,20,10,10,0,0.5,4.0,7승0무3패,3패,5-0-3,5-0-7,2026,7.0,0.0,3.0,0.7,5.0,0.0,3.0,0.625,5.0,0.0,7.0,0.4166666666666667,-1,3,0.1388888888888889,124,0.20833333333333331,4,,,,,0.0,0.0
2026-04-22,5,KIA,21,10,11,0,0.476,5.0,6승0무4패,4패,5-0-3,5-0-8,2026,6.0,0.0,4.0,0.6,5.0,0.0,3.0,0.625,5.0,0.0,8.0,0.38461538461538464,-1,4,0.14583333333333334,123,0.24038461538461536,4,,,0.5,,0.0,0.0
2026-04-23,5,KIA,22,10,12,0,0.455,6.0,5승0무5패,5패,5-0-3,5-0-9,2026,5.0,0.0,5.0,0.5,5.0,0.0,3.0,0.625,5.0,0.0,9.0,0.35714285714285715,-1,5,0.1527777777777778,122,0.26785714285714285,4,,,0.5,,0.0,0.0
2026-04-24,5,KIA,23,11,12,0,0.478,5.0,5승0무5패,1승,6-0-3,5-0-9,2026,5.0,0.0,5.0,0.5,6.0,0.0,3.0,0.6666666666666666,5.0,0.0,9.0,0.35714285714285715,1,1,0.1597222222222222,121,0.3095238095238095,4,,,0.5,,0.0,0.0
2026-03-28,1,KT,1,1,0,0,1.0,0.0,1승0무0패,1승,0-0-0,1-0-0,2026,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0.006944444444444444,143,-1.0,3,,,,,,
2026-03-29,1,KT,2,2,0,0,1.0,0.0,2승0무0패,2승,0-0-0,2-0-0,2026,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1,2,0.013888888888888888,142,-1.0,3,,,,,-1.0,0.0
2026-03-31,1,KT,3,3,0,0,1.0,0.0,3승0무0패,3승,0-0-0,3-0-0,2026,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1,3,0.020833333333333332,141,-1.0,3,,,,,,
2026-04-01,1,KT,4,4,0,0,1.0,0.0,4승0무0패,4승,0-0-0,4-0-0,2026,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1,4,0.027777777777777776,140,-1.0,4,,,,,,
2026-04-02,1,KT,5,5,0,0,1.0,0.0,5승0무0패,5승,0-0-0,5-0-0,2026,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1,5,0.034722222222222224,139,-1.0,4,,,,,-3.0,0.0
2026-04-03,1,KT,6,5,1,0,0.833,0.0,5승0무1패,1패,0-0-1,5-0-0,2026,5.0,0.0,1.0,0.8333333333333334,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,-1,1,0.041666666666666664,138,-1.0,4,,,,,-2.0,0.0
2026-04-04,3,KT,7,5,2,0,0.714,1.0,5승0무2패,2패,0-0-2,5-0-0,2026,5.0,0.0,2.0,0.7142857142857143,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,-1,2,0.04861111111111111,137,-1.0,4,,,,,-1.0,0.0
2026-04-05,2,KT,8,6,2,0,0.75,1.0,6승0무2패,1승,1-0-2,5-0-0,2026,6.0,0.0,2.0,0.75,1.0,0.0,2.0,0.3333333333333333,5.0,0.0,0.0,1.0,1,1,0.05555555555555555,136,-0.6666666666666667,4,,,,,-2.0,0.0
2026-04-07,1,KT,9,7,2,0,0.778,0.0,7승0무2패,2승,1-0-2,6-0-0,2026,7.0,0.0,2.0,0.7777777777777778,1.0,0.0,2.0,0.3333333333333333,6.0,0.0,0.0,1.0,1,2,0.0625,135,-0.6666666666666667,4,,,,,-2.0,0.0
2026-04-08,1,KT,10,7,3,0,0.7,0.0,7승0무3패,1패,1-0-2,6-0-1,2026,7.0,0.0,3.0,0.7,1.0,0.0,2.0,0.3333333333333333,6.0,0.0,1.0,0.8571428571428571,-1,1,0.06944444444444445,134,-0.5238095238095237,4,,,,,,
2026-04-10,1,KT,11,7,4,0,0.636,0.0,6승0무4패,2패,1-0-3,6-0-1,2026,6.0,0.0,4.0,0.6,1.0,0.0,3.0,0.25,6.0,0.0,1.0,0.8571428571428571,-1,2,0.0763888888888889,133,-0.6071428571428571,4,,,,,-1.0,0.0
2026-04-11,1,KT,12,8,4,0,0.667,0.0,6승0무4패,1승,2-0-3,6-0-1,2026,6.0,0.0,4.0,0.6,2.0,0.0,3.0,0.4,6.0,0.0,1.0,0.8571428571428571,1,1,0.08333333333333333,132,-0.4571428571428571,4,,,,,-2.0,0.0
2026-04-12,1,KT,13,9,4,0,0.692,0.0,6승0무4패,2승,3-0-3,6-0-1,2026,6.0,0.0,4.0,0.6,3.0,0.0,3.0,0.5,6.0,0.0,1.0,0.8571428571428571,1,2,0.09027777777777778,131,-0.3571428571428571,4,,,,,-3.0,0.0
2026-04-14,3,KT,14,9,5,0,0.643,1.0,5승0무5패,1패,3-0-3,6-0-2,2026,5.0,0.0,5.0,0.5,3.0,0.0,3.0,0.5,6.0,0.0,2.0,0.75,-1,1,0.09722222222222222,130,-0.25,4,,,,,,
2026-04-15,2,KT,15,10,5,0,0.667,0.5,5승0무5패,1승,3-0-3,7-0-2,2026,5.0,0.0,5.0,0.5,3.0,0.0,3.0,0.5,7.0,0.0,2.0,0.7777777777777778,1,1,0.10416666666666667,129,-0.2777777777777778,4,,,,,,
2026-04-16,2,KT,16,11,5,0,0.688,0.5,6승0무4패,2승,3-0-3,8-0-2,2026,6.0,0.0,4.0,0.6,3.0,0.0,3.0,0.5,8.0,0.0,2.0,0.8,1,2,0.1111111111111111,128,-0.30000000000000004,4,,,,,,
2026-04-17,2,KT,17,12,5,0,0.706,0.0,7승0무3패,3승,4-0-3,8-0-2,2026,7.0,0.0,3.0,0.7,4.0,0.0,3.0,0.5714285714285714,8.0,0.0,2.0,0.8,1,3,0.11805555555555555,127,-0.22857142857142865,4,,,,,-2.5,0.0
2026-04-18,2,KT,18,13,5,0,0.722,0.0,7승0무3패,4승,5-0-3,8-0-2,2026,7.0,0.0,3.0,0.7,5.0,0.0,3.0,0.625,8.0,0.0,2.0,0.8,1,4,0.125,126,-0.17500000000000004,4,,,,,-3.0,0.0
2026-04-19,2,KT,19,13,6,0,0.684,0.0,6승0무4패,1패,5-0-4,8-0-2,2026,6.0,0.0,4.0,0.6,5.0,0.0,4.0,0.5555555555555556,8.0,0.0,2.0,0.8,-1,1,0.13194444444444445,125,-0.24444444444444446,4,,,,,-3.0,0.0
2026-04-21,1,KT,20,14,6,0,0.7,0.0,7승0무3패,1승,6-0-4,8-0-2,2026,7.0,0.0,3.0,0.7,6.0,0.0,4.0,0.6,8.0,0.0,2.0,0.8,1,1,0.1388888888888889,124,-0.20000000000000007,4,,,,,-4.0,0.0
2026-04-22,1,KT,21,15,6,0,0.714,0.0,8승0무2패,2승,7-0-4,8-0-2,2026,8.0,0.0,2.0,0.8,7.0,0.0,4.0,0.6363636363636364,8.0,0.0,2.0,0.8,1,2,0.14583333333333334,123,-0.1636363636363637,4,,,0.7,,-5.0,0.0
2026-04-23,1,KT,22,16,6,0,0.727,0.0,8승0무2패,3승,8-0-4,8-0-2,2026,8.0,0.0,2.0,0.8,8.0,0.0,4.0,0.6666666666666666,8.0,0.0,2.0,0.8,1,3,0.1527777777777778,122,-0.13333333333333341,4,,,0.7,,-6.0,0.0
2026-04-24,1,KT,23,16,7,0,0.696,0.0,7승0무3패,1패,8-0-4,8-0-3,2026,7.0,0.0,3.0,0.7,8.0,0.0,4.0,0.6666666666666666,8.0,0.0,3.0,0.7272727272727273,-1,1,0.1597222222222222,121,-0.06060606060606066,4,,,0.65,,-5.0,0.0
2026-03-28,6,LG,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-1,0-0-0,2026,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,1,0.006944444444444444,143,0.0,3,,,,,,
2026-03-29,7,LG,2,0,2,0,0.0,2.0,0승0무2패,2패,0-0-2,0-0-0,2026,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1,2,0.013888888888888888,142,0.0,3,,,,,1.0,1.0
2026-03-31,8,LG,3,0,3,0,0.0,3.0,0승0무3패,3패,0-0-3,0-0-0,2026,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-1,3,0.020833333333333332,141,0.0,3,,,,,,
2026-04-01,8,LG,4,1,3,0,0.25,3.0,1승0무3패,1승,1-0-3,0-0-0,2026,1.0,0.0,3.0,0.25,1.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,1,1,0.027777777777777776,140,0.25,4,,,,,,
2026-04-02,5,LG,5,2,3,0,0.4,3.0,2승0무3패,2승,2-0-3,0-0-0,2026,2.0,0.0,3.0,0.4,2.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0,1,2,0.034722222222222224,139,0.4,4,,,,,0.0,0.0
2026-04-03,6,LG,6,2,4,0,0.333,3.0,2승0무4패,1패,2-0-3,0-0-1,2026,2.0,0.0,4.0,0.3333333333333333,2.0,0.0,3.0,0.4,0.0,0.0,1.0,0.0,-1,1,0.041666666666666664,138,0.4,4,,,,,1.0,1.0
2026-04-04,6,LG,7,3,4,0,0.429,3.0,3승0무4패,1승,2-0-3,1-0-1,2026,3.0,0.0,4.0,0.42857142857142855,2.0,0.0,3.0,0.4,1.0,0.0,1.0,0.5,1,1,0.04861111111111111,137,-0.09999999999999998,4,,,,,1.0,1.0
2026-04-05,5,LG,8,4,4,0,0.5,3.0,4승0무4패,2승,2-0-3,2-0-1,2026,4.0,0.0,4.0,0.5,2.0,0.0,3.0,0.4,2.0,0.0,1.0,0.6666666666666666,1,2,0.05555555555555555,136,-0.2666666666666666,4,,,,,0.0,0.0
2026-04-07,5,LG,9,5,4,0,0.556,2.0,5승0무4패,3승,2-0-3,3-0-1,2026,5.0,0.0,4.0,0.5555555555555556,2.0,0.0,3.0,0.4,3.0,0.0,1.0,0.75,1,3,0.0625,135,-0.35,4,,,,,0.0,0.0
2026-04-08,3,LG,10,6,4,0,0.6,1.0,6승0무4패,4승,2-0-3,4-0-1,2026,6.0,0.0,4.0,0.6,2.0,0.0,3.0,0.4,4.0,0.0,1.0,0.8,1,4,0.06944444444444445,134,-0.4,4,,,,,,
2026-04-10,1,LG,11,7,4,0,0.636,0.0,7승0무3패,5승,3-0-3,4-0-1,2026,7.0,0.0,3.0,0.7,3.0,0.0,3.0,0.5,4.0,0.0,1.0,0.8,1,5,0.0763888888888889,133,-0.30000000000000004,4,,,,,-1.0,0.0
2026-04-11,1,LG,12,8,4,0,0.667,0.0,8승0무2패,6승,4-0-3,4-0-1,2026,8.0,0.0,2.0,0.8,4.0,0.0,3.0,0.5714285714285714,4.0,0.0,1.0,0.8,1,6,0.08333333333333333,132,-0.22857142857142865,4,,,,,-2.0,0.0
2026-04-12,1,LG,13,9,4,0,0.692,0.0,9승0무1패,7승,5-0-3,4-0-1,2026,9.0,0.0,1.0,0.9,5.0,0.0,3.0,0.625,4.0,0.0,1.0,0.8,1,7,0.09027777777777778,131,-0.17500000000000004,4,,,,,-3.0,0.0
2026-04-14,1,LG,14,10,4,0,0.714,0.0,9승0무1패,8승,6-0-3,4-0-1,2026,9.0,0.0,1.0,0.9,6.0,0.0,3.0,0.6666666666666666,4.0,0.0,1.0,0.8,1,8,0.09722222222222222,130,-0.13333333333333341,4,,,,,,
2026-04-15,2,LG,15,10,5,0,0.667,0.5,8승0무2패,1패,6-0-4,4-0-1,2026,8.0,0.0,2.0,0.8,6.0,0.0,4.0,0.6,4.0,0.0,1.0,0.8,-1,1,0.10416666666666667,129,-0.20000000000000007,4,,,,,,
2026-04-16,2,LG,16,11,5,0,0.688,0.5,9승0무1패,1승,7-0-4,4-0-1,2026,9.0,0.0,1.0,0.9,7.0,0.0,4.0,0.6363636363636364,4.0,0.0,1.0,0.8,1,1,0.1111111111111111,128,-0.1636363636363637,4,,,,,,
2026-04-17,3,LG,16,11,5,0,0.688,0.5,9승0무1패,1승,7-0-4,4-0-1,2026,9.0,0.0,1.0,0.9,7.0,0.0,4.0,0.6363636363636364,4.0,0.0,1.0,0.8,1,1,0.1111111111111111,128,-0.1636363636363637,4,,,,,-2.0,0.0
2026-04-18,3,LG,17,11,6,0,0.647,1.5,8승0무2패,1패,7-0-4,4-0-2,2026,8.0,0.0,2.0,0.8,7.0,0.0,4.0,0.6363636363636364,4.0,0.0,2.0,0.6666666666666666,-1,1,0.11805555555555555,127,-0.030303030303030276,4,,,,,-1.5,0.0
2026-04-19,3,LG,18,12,6,0,0.667,0.5,8승0무2패,1승,7-0-4,5-0-2,2026,8.0,0.0,2.0,0.8,7.0,0.0,4.0,0.6363636363636364,5.0,0.0,2.0,0.7142857142857143,1,1,0.125,126,-0.07792207792207795,4,,,,,-2.5,0.0
2026-04-21,2,LG,19,13,6,0,0.684,0.5,8승0무2패,2승,8-0-4,5-0-2,2026,8.0,0.0,2.0,0.8,8.0,0.0,4.0,0.6666666666666666,5.0,0.0,2.0,0.7142857142857143,1,2,0.13194444444444445,125,-0.04761904761904767,4,,,,,-3.5,0.0
2026-04-22,2,LG,20,14,6,0,0.7,0.5,8승0무2패,3승,9-0-4,5-0-2,2026,8.0,0.0,2.0,0.8,9.0,0.0,4.0,0.6923076923076923,5.0,0.0,2.0,0.7142857142857143,1,3,0.1388888888888889,124,-0.02197802197802201,4,,,,,-4.5,0.0
2026-04-23,2,LG,21,14,7,0,0.667,1.5,7승0무3패,1패,9-0-5,5-0-2,2026,7.0,0.0,3.0,0.7,9.0,0.0,5.0,0.6428571428571429,5.0,0.0,2.0,0.7142857142857143,-1,1,0.14583333333333334,123,-0.0714285714285714,4,,,0.7,,-4.5,0.0
2026-04-24,2,LG,22,15,7,0,0.682,0.5,7승0무3패,1승,9-0-5,6-0-2,2026,7.0,0.0,3.0,0.7,9.0,0.0,5.0,0.6428571428571429,6.0,0.0,2.0,0.75,1,1,0.1527777777777778,122,-0.1071428571428571,4,,,0.75,,-4.5,0.0
2026-03-28,1,NC,1,1,0,0,1.0,0.0,1승0무0패,1승,1-0-0,0-0-0,2026,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.006944444444444444,143,1.0,3,,,,,,
2026-03-29,5,NC,2,1,1,0,0.5,1.0,1승0무1패,1패,1-0-1,0-0-0,2026,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,-1,1,0.013888888888888888,142,0.5,3,,,,,0.0,0.0
2026-03-31,3,NC,3,2,1,0,0.667,1.0,2승0무1패,1승,2-0-1,0-0-0,2026,2.0,0.0,1.0,0.6666666666666666,2.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1,1,0.020833333333333332,141,0.6666666666666666,3,,,,,,
2026-04-01,2,NC,4,3,1,0,0.75,1.0,3승0무1패,2승,3-0-1,0-0-0,2026,3.0,0.0,1.0,0.75,3.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,1,2,0.027777777777777776,140,0.75,4,,,,,,
2026-04-02,2,NC,5,4,1,0,0.8,1.0,4승0무1패,3승,4-0-1,0-0-0,2026,4.0,0.0,1.0,0.8,4.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1,3,0.034722222222222224,139,0.8,4,,,,,-2.0,0.0
2026-04-03,1,NC,6,5,1,0,0.833,0.0,5승0무1패,4승,4-0-1,1-0-0,2026,5.0,0.0,1.0,0.8333333333333334,4.0,0.0,1.0,0.8,1.0,0.0,0.0,1.0,1,4,0.041666666666666664,138,-0.19999999999999996,4,,,,,-2.0,0.0
2026-04-04,1,NC,7,6,1,0,0.857,0.0,6승0무1패,5승,4-0-1,2-0-0,2026,6.0,0.0,1.0,0.8571428571428571,4.0,0.0,1.0,0.8,2.0,0.0,0.0,1.0,1,5,0.04861111111111111,137,-0.19999999999999996,4,,,,,-2.0,0.0
2026-04-05,2,NC,8,6,2,0,0.75,1.0,6승0무2패,1패,4-0-1,2-0-1,2026,6.0,0.0,2.0,0.75,4.0,0.0,1.0,0.8,2.0,0.0,1.0,0.6666666666666666,-1,1,0.05555555555555555,136,0.13333333333333341,4,,,,,-2.0,0.0
2026-04-07,3,NC,9,6,3,0,0.667,1.0,6승0무3패,2패,4-0-2,2-0-1,2026,6.0,0.0,3.0,0.6666666666666666,4.0,0.0,2.0,0.6666666666666666,2.0,0.0,1.0,0.6666666666666666,-1,2,0.0625,135,0.0,4,,,,,-1.0,0.0
2026-04-08,3,NC,10,6,4,0,0.6,1.0,6승0무4패,3패,4-0-3,2-0-1,2026,6.0,0.0,4.0,0.6,4.0,0.0,3.0,0.5714285714285714,2.0,0.0,1.0,0.6666666666666666,-1,3,0.06944444444444445,134,-0.09523809523809523,4,,,,,,
2026-04-10,5,NC,11,6,5,0,0.545,1.0,5승0무5패,4패,4-0-3,2-0-2,2026,5.0,0.0,5.0,0.5,4.0,0.0,3.0,0.5714285714285714,2.0,0.0,2.0,0.5,-1,4,0.0763888888888889,133,0.0714285714285714,4,,,,,0.0,0.0
2026-04-11,5,NC,12,6,6,0,0.5,2.0,5승0무5패,5패,4-0-3,2-0-3,2026,5.0,0.0,5.0,0.5,4.0,0.0,3.0,0.5714285714285714,2.0,0.0,3.0,0.4,-1,5,0.08333333333333333,132,0.17142857142857137,4,,,,,0.0,0.0
2026-04-12,5,NC,13,6,7,0,0.462,3.0,4승0무6패,6패,4-0-3,2-0-4,2026,4.0,0.0,6.0,0.4,4.0,0.0,3.0,0.5714285714285714,2.0,0.0,4.0,0.3333333333333333,-1,6,0.09027777777777778,131,0.23809523809523808,4,,,,,0.0,0.0
2026-04-14,4,NC,14,7,7,0,0.5,3.0,4승0무6패,1승,5-0-3,2-0-4,2026,4.0,0.0,6.0,0.4,5.0,0.0,3.0,0.625,2.0,0.0,4.0,0.3333333333333333,1,1,0.09722222222222222,130,0.2916666666666667,4,,,,,,
2026-04-15,6,NC,15,7,8,0,0.467,3.5,3승0무7패,1패,5-0-4,2-0-4,2026,3.0,0.0,7.0,0.3,5.0,0.0,4.0,0.5555555555555556,2.0,0.0,4.0,0.3333333333333333,-1,1,0.10416666666666667,129,0.22222222222222227,4,,,,,,
2026-04-16,6,NC,16,7,9,0,0.438,4.5,2승0무8패,2패,5-0-5,2-0-4,2026,2.0,0.0,8.0,0.2,5.0,0.0,5.0,0.5,2.0,0.0,4.0,0.3333333333333333,-1,2,0.1111111111111111,128,0.16666666666666669,4,,,,,,
2026-04-17,6,NC,16,7,9,0,0.438,4.5,2승0무8패,2패,5-0-5,2-0-4,2026,2.0,0.0,8.0,0.2,5.0,0.0,5.0,0.5,2.0,0.0,4.0,0.3333333333333333,-1,2,0.1111111111111111,128,0.16666666666666669,4,,,,,2.0,2.0
2026-04-18,6,NC,17,7,10,0,0.412,5.5,1승0무9패,3패,5-0-6,2-0-4,2026,1.0,0.0,9.0,0.1,5.0,0.0,6.0,0.45454545454545453,2.0,0.0,4.0,0.3333333333333333,-1,3,0.11805555555555555,127,0.12121212121212122,4,,,,,2.5,3.0
2026-04-19,6,NC,18,8,10,0,0.444,4.5,2승0무8패,1승,6-0-6,2-0-4,2026,2.0,0.0,8.0,0.2,6.0,0.0,6.0,0.5,2.0,0.0,4.0,0.3333333333333333,1,1,0.125,126,0.16666666666666669,4,,,,,1.5,2.0
2026-04-21,6,NC,19,8,11,0,0.421,5.5,2승0무8패,1패,6-0-6,2-0-5,2026,2.0,0.0,8.0,0.2,6.0,0.0,6.0,0.5,2.0,0.0,5.0,0.2857142857142857,-1,1,0.13194444444444445,125,0.2142857142857143,4,,,,,1.5,2.0
2026-04-22,7,NC,20,8,12,0,0.4,6.5,2승0무8패,2패,6-0-6,2-0-6,2026,2.0,0.0,8.0,0.2,6.0,0.0,6.0,0.5,2.0,0.0,6.0,0.25,-1,2,0.1388888888888889,124,0.25,4,,,,,1.5,2.0
2026-04-23,6,NC,21,9,12,0,0.429,6.5,3승0무7패,1승,6-0-6,3-0-6,2026,3.0,0.0,7.0,0.3,6.0,0.0,6.0,0.5,3.0,0.0,6.0,0.3333333333333333,1,1,0.14583333333333334,123,0.16666666666666669,4,,,0.4,,0.5,1.0
2026-04-24,6,NC,22,10,12,0,0.455,5.5,4승0무6패,2승,6-0-6,4-0-6,2026,4.0,0.0,6.0,0.4,6.0,0.0,6.0,0.5,4.0,0.0,6.0,0.4,1,2,0.1527777777777778,122,0.09999999999999998,4,,,0.45,,0.5,1.0
2026-03-28,1,SSG,1,1,0,0,1.0,0.0,1승0무0패,1승,1-0-0,0-0-0,2026,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.006944444444444444,143,1.0,3,,,,,,
2026-03-29,1,SSG,2,2,0,0,1.0,0.0,2승0무0패,2승,2-0-0,0-0-0,2026,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,0.013888888888888888,142,1.0,3,,,,,-1.0,0.0
2026-03-31,1,SSG,3,3,0,0,1.0,0.0,3승0무0패,3승,3-0-0,0-0-0,2026,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,0.020833333333333332,141,1.0,3,,,,,,
2026-04-01,2,SSG,4,3,1,0,0.75,1.0,3승0무1패,1패,3-0-1,0-0-0,2026,3.0,0.0,1.0,0.75,3.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,-1,1,0.027777777777777776,140,0.75,4,,,,,,
