season,team,team_avg,team_runs,team_hits,team_hr,team_rbi,team_tb,team_pa,team_ab,team_obp,team_slg,team_ops,team_bb,team_so,team_era,team_whip,team_runs_allowed,team_er,team_hr_allowed,team_bb_allowed,team_so_pitcher,team_ip,team_errors,team_fpct,team_dp,team_pb,team_sb_allowed,team_cs_defense,team_cs_rate,team_sba,team_sb,team_cs,team_sb_rate,team_oob,team_runner_pko,run_differential,pythagorean_win_rate,k_bb_ratio,iso,bb_rate,top5_hitter_avg,top5_hitter_hr_sum,top5_hitter_rbi_sum,top5_hitter_ops_avg,top3_hitter_ops_avg,ops_concentration,top5_hitter_obp_avg,top5_hitter_slg_avg,top5_pitcher_era_avg,top5_pitcher_whip_avg,top5_pitcher_ip_sum,top5_pitcher_so_sum,ace_era,ace_era_gap
2026,KT,0.279,163,265,22,154,388,1105,950,0.367,0.408,0.775,125,207,3.75,1.38,114,102,19,84,216,245.0,19,0.981,30,0,26,6,18.8,23,14,9,60.9,7,0,49,0.6715278655377227,2.5714285714285716,0.12899999999999995,0.11312217194570136,0.2682,16,85,0.7956,0.7759999999999999,0.9753645047762695,0.3656,0.43,3.4519999999999995,1.376,149.0,140,3.89,-0.4380000000000006
2026,LG,0.273,119,238,14,115,322,1039,873,0.369,0.369,0.738,122,176,3.55,1.35,99,92,17,88,189,233.33333333333334,14,0.985,18,0,22,9,29.0,28,21,7,75.0,14,1,20,0.5909773808530173,2.147727272727273,0.09599999999999997,0.11742059672762271,0.26580000000000004,10,64,0.766,0.8433333333333334,1.1009573542210618,0.3856,0.38039999999999996,3.846,1.456,123.33333333333333,88,1.16,2.686
2026,삼성,0.265,126,241,18,118,357,1058,908,0.361,0.393,0.754,125,190,4.23,1.45,115,109,23,105,177,232.0,12,0.987,22,3,19,6,24.0,23,17,6,73.9,4,2,11,0.5455482629462906,1.6857142857142857,0.128,0.11814744801512288,0.2884,11,66,0.8173999999999999,0.8253333333333334,1.0097055705081153,0.39499999999999996,0.4224,3.818,1.37,118.0,93,1.62,2.198
2026,SSG,0.265,141,235,28,132,373,1039,886,0.36,0.421,0.781,123,195,4.12,1.46,124,106,21,120,194,231.66666666666666,22,0.977,27,2,13,5,27.8,28,22,6,78.6,6,0,17,0.563888022236719,1.6166666666666667,0.15599999999999997,0.11838306063522618,0.2564000000000001,19,79,0.7894,0.9349999999999999,1.1844438814289333,0.34900000000000003,0.4404,3.3559999999999994,1.3639999999999999,118.66666666666667,96,4.11,-0.7540000000000009
2026,KIA,0.262,135,240,28,131,374,1075,917,0.351,0.408,0.759,119,203,4.46,1.39,129,119,27,104,197,240.0,16,0.983,15,2,23,4,14.8,14,11,3,78.6,4,2,6,0.522715539494063,1.8942307692307692,0.14599999999999996,0.11069767441860465,0.2803999999999999,19,78,0.827,0.8656666666666667,1.0467553405884724,0.37679999999999997,0.4502,4.802,1.4,132.0,111,3.44,1.3619999999999997
2026,한화,0.259,146,238,21,136,346,1060,919,0.344,0.376,0.72,106,202,5.27,1.68,156,137,18,137,202,234.0,26,0.972,32,3,10,6,37.5,23,15,8,65.2,4,2,-10,0.4669236835187944,1.4744525547445255,0.11699999999999999,0.1,0.2856,16,88,0.8236000000000001,0.9916666666666667,1.2040634612271328,0.37279999999999996,0.4507999999999999,4.5280000000000005,1.4640000000000002,121.66666666666666,95,2.45,2.0780000000000003
2026,NC,0.258,120,227,26,109,346,1014,879,0.349,0.394,0.743,98,198,4.34,1.32,118,110,30,109,184,228.0,16,0.982,18,1,11,4,26.7,47,37,10,78.7,12,1,2,0.5084027679706257,1.688073394495413,0.136,0.09664694280078895,0.2932,17,56,0.8472,0.8546666666666667,1.0088133459238275,0.37439999999999996,0.47280000000000005,4.37,1.304,127.33333333333333,92,2.88,1.4900000000000002
2026,두산,0.254,118,234,21,110,349,1063,921,0.331,0.379,0.71,95,204,4.35,1.49,135,117,17,115,228,242.0,17,0.982,22,1,15,1,6.3,26,21,5,80.8,3,1,-17,0.4331083392951569,1.982608695652174,0.125,0.08936970837253057,0.2852,14,59,0.7906000000000001,0.781,0.9878573235517328,0.3612,0.42940000000000006,3.586,1.374,137.33333333333331,129,3.75,-0.16400000000000015
2026,롯데,0.246,83,220,21,78,330,989,895,0.307,0.369,0.676,76,202,4.51,1.47,129,116,19,117,216,231.33333333333334,16,0.982,17,1,18,9,33.3,21,17,4,81.0,13,0,-46,0.29277518062048447,1.8461538461538463,0.123,0.07684529828109202,0.2632,11,38,0.7041999999999999,0.7823333333333333,1.110953327653129,0.32480000000000003,0.37939999999999996,3.496,1.3199999999999998,141.66666666666669,137,4.19,-0.6940000000000004
2026,키움,0.237,96,214,14,87,305,1028,903,0.315,0.338,0.653,87,220,4.43,1.56,128,117,22,97,194,237.66666666666666,24,0.974,21,0,16,4,20.0,8,7,1,87.5,7,0,-32,0.36,2.0,0.10100000000000003,0.08463035019455253,0.253,6,52,0.7016000000000001,0.7130000000000001,1.016248574686431,0.3358,0.3658,3.4979999999999998,1.482,126.66666666666667,116,3.35,0.1479999999999997
