date,rank,team,games,wins,losses,draws,win_rate,games_behind,recent_10,streak,home_record,away_record,season,recent10_wins,recent10_draws,recent10_losses,recent10_win_rate,home_wins,home_draws,home_losses,home_win_rate,away_wins,away_draws,away_losses,away_win_rate,streak_type,streak_count,games_played_ratio,remaining_games,home_away_win_diff,month,win_rate_delta_30d,rank_delta_30d,recent20_win_rate,recent30_win_rate,games_behind_5th,wins_to_5th,prev_team_avg,prev_team_runs,prev_team_hits,prev_team_hr,prev_team_rbi,prev_team_tb,prev_team_pa,prev_team_ab,prev_team_obp,prev_team_slg,prev_team_ops,prev_team_bb,prev_team_so,prev_team_era,prev_team_whip,prev_team_runs_allowed,prev_team_er,prev_team_hr_allowed,prev_team_bb_allowed,prev_team_so_pitcher,prev_team_ip,prev_team_errors,prev_team_fpct,prev_team_dp,prev_team_pb,prev_team_sb_allowed,prev_team_cs_defense,prev_team_cs_rate,prev_team_sba,prev_team_sb,prev_team_cs,prev_team_sb_rate,prev_team_oob,prev_team_runner_pko,prev_run_differential,prev_pythagorean_win_rate,prev_k_bb_ratio,prev_iso,prev_bb_rate,prev_top5_hitter_avg,prev_top5_hitter_hr_sum,prev_top5_hitter_rbi_sum,prev_top5_hitter_ops_avg,prev_top3_hitter_ops_avg,prev_ops_concentration,prev_top5_hitter_obp_avg,prev_top5_hitter_slg_avg,prev_top5_pitcher_era_avg,prev_top5_pitcher_whip_avg,prev_top5_pitcher_ip_sum,prev_top5_pitcher_so_sum,prev_ace_era,prev_ace_era_gap,final_rank,postseason
2024-03-23,1,KIA,1,1,0,0,1.0,0.0,1승0무0패,1승,1-0-0,0-0-0,2024,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0069444444444444,143,1.0,3,,,,,,,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-03-24,1,KIA,1,1,0,0,1.0,0.5,1승0무0패,1승,1-0-0,0-0-0,2024,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0069444444444444,143,1.0,3,,,,,,,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-03-26,1,KIA,2,2,0,0,1.0,0.0,2승0무0패,2승,2-0-0,0-0-0,2024,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,0.0138888888888888,142,1.0,3,,,,,,,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-03-27,1,KIA,3,3,0,0,1.0,0.0,3승0무0패,3승,3-0-0,0-0-0,2024,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,0.0208333333333333,141,1.0,3,,,,,-1.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-03-28,1,KIA,3,3,0,0,1.0,0.0,3승0무0패,3승,3-0-0,0-0-0,2024,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,0.0208333333333333,141,1.0,3,,,,,-1.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-03-29,1,KIA,4,4,0,0,1.0,0.0,4승0무0패,4승,3-0-0,1-0-0,2024,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,4,0.0277777777777777,140,0.0,3,,,,,-2.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-03-30,2,KIA,5,4,1,0,0.8,1.0,4승0무1패,1패,3-0-0,1-0-1,2024,4.0,0.0,1.0,0.8,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,-1,1,0.0347222222222222,139,0.5,3,,,,,-1.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-03-31,2,KIA,6,5,1,0,0.833,1.0,5승0무1패,1승,3-0-0,2-0-1,2024,5.0,0.0,1.0,0.8333333333333334,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.6666666666666666,1,1,0.0416666666666666,138,0.3333333333333333,3,,,,,-1.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-02,3,KIA,7,5,2,0,0.714,1.0,5승0무2패,1패,3-0-0,2-0-2,2024,5.0,0.0,2.0,0.7142857142857143,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.5,-1,1,0.0486111111111111,137,0.5,4,,,,,-1.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-03,2,KIA,8,6,2,0,0.75,0.5,6승0무2패,1승,3-0-0,3-0-2,2024,6.0,0.0,2.0,0.75,3.0,0.0,0.0,1.0,3.0,0.0,2.0,0.6,1,1,0.0555555555555555,136,0.4,4,,,,,-1.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-04,2,KIA,9,7,2,0,0.778,0.5,7승0무2패,2승,3-0-0,4-0-2,2024,7.0,0.0,2.0,0.7777777777777778,3.0,0.0,0.0,1.0,4.0,0.0,2.0,0.6666666666666666,1,2,0.0625,135,0.3333333333333333,4,,,,,,,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-05,1,KIA,10,8,2,0,0.8,0.0,8승0무2패,3승,4-0-0,4-0-2,2024,8.0,0.0,2.0,0.8,4.0,0.0,0.0,1.0,4.0,0.0,2.0,0.6666666666666666,1,3,0.0694444444444444,134,0.3333333333333333,4,,,,,-2.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-06,1,KIA,11,8,3,0,0.727,0.0,7승0무3패,1패,4-0-1,4-0-2,2024,7.0,0.0,3.0,0.7,4.0,0.0,1.0,0.8,4.0,0.0,2.0,0.6666666666666666,-1,1,0.0763888888888889,133,0.1333333333333334,4,,,,,-1.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-07,2,KIA,12,8,4,0,0.667,0.5,6승0무4패,2패,4-0-2,4-0-2,2024,6.0,0.0,4.0,0.6,4.0,0.0,2.0,0.6666666666666666,4.0,0.0,2.0,0.6666666666666666,-1,2,0.0833333333333333,132,0.0,4,,,,,,,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-09,1,KIA,13,9,4,0,0.692,0.0,6승0무4패,1승,5-0-2,4-0-2,2024,6.0,0.0,4.0,0.6,5.0,0.0,2.0,0.7142857142857143,4.0,0.0,2.0,0.6666666666666666,1,1,0.0902777777777777,131,0.0476190476190476,4,,,,,-1.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-10,1,KIA,14,10,4,0,0.714,0.0,6승0무4패,2승,6-0-2,4-0-2,2024,6.0,0.0,4.0,0.6,6.0,0.0,2.0,0.75,4.0,0.0,2.0,0.6666666666666666,1,2,0.0972222222222222,130,0.0833333333333333,4,,,,,-2.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-11,1,KIA,15,11,4,0,0.733,0.0,7승0무3패,3승,7-0-2,4-0-2,2024,7.0,0.0,3.0,0.7,7.0,0.0,2.0,0.7777777777777778,4.0,0.0,2.0,0.6666666666666666,1,3,0.1041666666666666,129,0.1111111111111111,4,,,,,-2.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-12,1,KIA,16,12,4,0,0.75,0.0,7승0무3패,4승,7-0-2,5-0-2,2024,7.0,0.0,3.0,0.7,7.0,0.0,2.0,0.7777777777777778,5.0,0.0,2.0,0.7142857142857143,1,4,0.1111111111111111,128,0.0634920634920634,4,,,,,-3.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-13,1,KIA,17,13,4,0,0.765,0.0,8승0무2패,5승,7-0-2,6-0-2,2024,8.0,0.0,2.0,0.8,7.0,0.0,2.0,0.7777777777777778,6.0,0.0,2.0,0.75,1,5,0.1180555555555555,127,0.0277777777777777,4,,,,,-4.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-14,1,KIA,18,14,4,0,0.778,0.0,8승0무2패,6승,7-0-2,7-0-2,2024,8.0,0.0,2.0,0.8,7.0,0.0,2.0,0.7777777777777778,7.0,0.0,2.0,0.7777777777777778,1,6,0.125,126,0.0,4,,,,,-5.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-16,1,KIA,19,14,5,0,0.737,0.0,7승0무3패,1패,7-0-2,7-0-3,2024,7.0,0.0,3.0,0.7,7.0,0.0,2.0,0.7777777777777778,7.0,0.0,3.0,0.7,-1,1,0.1319444444444444,125,0.0777777777777778,4,,,,,-4.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-17,1,KIA,20,15,5,0,0.75,0.0,7승0무3패,1승,7-0-2,8-0-3,2024,7.0,0.0,3.0,0.7,7.0,0.0,2.0,0.7777777777777778,8.0,0.0,3.0,0.7272727272727273,1,1,0.1388888888888889,124,0.0505050505050505,4,,,,,-4.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-18,1,KIA,21,15,6,0,0.714,0.0,7승0무3패,1패,7-0-2,8-0-4,2024,7.0,0.0,3.0,0.7,7.0,0.0,2.0,0.7777777777777778,8.0,0.0,4.0,0.6666666666666666,-1,1,0.1458333333333333,123,0.1111111111111111,4,,,0.7,,-4.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-19,1,KIA,22,16,6,0,0.727,0.0,8승0무2패,1승,8-0-2,8-0-4,2024,8.0,0.0,2.0,0.8,8.0,0.0,2.0,0.8,8.0,0.0,4.0,0.6666666666666666,1,1,0.1527777777777778,122,0.1333333333333334,4,,,0.7,,-4.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-20,1,KIA,23,17,6,0,0.739,0.0,8승0무2패,2승,9-0-2,8-0-4,2024,8.0,0.0,2.0,0.8,9.0,0.0,2.0,0.8181818181818182,8.0,0.0,4.0,0.6666666666666666,1,2,0.1597222222222222,121,0.1515151515151516,4,,,0.7,,-5.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-21,1,KIA,24,17,7,0,0.708,0.0,7승0무3패,1패,9-0-3,8-0-4,2024,7.0,0.0,3.0,0.7,9.0,0.0,3.0,0.75,8.0,0.0,4.0,0.6666666666666666,-1,1,0.1666666666666666,120,0.0833333333333333,4,,,0.65,,-4.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-23,1,KIA,25,18,7,0,0.72,0.0,7승0무3패,1승,9-0-3,9-0-4,2024,7.0,0.0,3.0,0.7,9.0,0.0,3.0,0.75,9.0,0.0,4.0,0.6923076923076923,1,1,0.1736111111111111,119,0.0576923076923077,4,-0.28,0.0,0.7,,-4.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-24,1,KIA,26,19,7,0,0.731,0.0,7승0무3패,2승,9-0-3,10-0-4,2024,7.0,0.0,3.0,0.7,9.0,0.0,3.0,0.75,10.0,0.0,4.0,0.7142857142857143,1,2,0.1805555555555555,118,0.0357142857142857,4,-0.269,0.0,0.7,,-5.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-25,1,KIA,27,20,7,0,0.741,0.0,7승0무3패,3승,9-0-3,11-0-4,2024,7.0,0.0,3.0,0.7,9.0,0.0,3.0,0.75,11.0,0.0,4.0,0.7333333333333333,1,3,0.1875,117,0.0166666666666667,4,-0.259,0.0,0.75,,-6.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-26,1,KIA,28,20,8,0,0.714,0.0,6승0무4패,1패,9-0-3,11-0-5,2024,6.0,0.0,4.0,0.6,9.0,0.0,3.0,0.75,11.0,0.0,5.0,0.6875,-1,1,0.1944444444444444,116,0.0625,4,-0.286,0.0,0.7,,-5.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-27,1,KIA,29,20,9,0,0.69,0.0,6승0무4패,2패,9-0-3,11-0-6,2024,6.0,0.0,4.0,0.6,9.0,0.0,3.0,0.75,11.0,0.0,6.0,0.6470588235294118,-1,2,0.2013888888888889,115,0.1029411764705882,4,-0.31,0.0,0.65,,,,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-28,1,KIA,30,21,9,0,0.7,0.0,6승0무4패,1승,9-0-3,12-0-6,2024,6.0,0.0,4.0,0.6,9.0,0.0,3.0,0.75,12.0,0.0,6.0,0.6666666666666666,1,1,0.2083333333333333,114,0.0833333333333333,4,-0.3,0.0,0.65,,-5.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-04-30,1,KIA,31,21,10,0,0.677,0.0,6승0무4패,1패,9-0-4,12-0-6,2024,6.0,0.0,4.0,0.6,9.0,0.0,4.0,0.6923076923076923,12.0,0.0,6.0,0.6666666666666666,-1,1,0.2152777777777778,113,0.0256410256410256,4,-0.1559999999999999,1.0,0.65,0.6666666666666666,-5.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-05-01,1,KIA,32,22,10,0,0.688,0.0,6승0무4패,1승,10-0-4,12-0-6,2024,6.0,0.0,4.0,0.6,10.0,0.0,4.0,0.7142857142857143,12.0,0.0,6.0,0.6666666666666666,1,1,0.2222222222222222,112,0.0476190476190476,5,-0.145,1.0,0.7,0.6666666666666666,-5.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-05-02,1,KIA,33,22,11,0,0.667,0.0,5승0무5패,1패,10-0-5,12-0-6,2024,5.0,0.0,5.0,0.5,10.0,0.0,5.0,0.6666666666666666,12.0,0.0,6.0,0.6666666666666666,-1,1,0.2291666666666666,111,0.0,5,-0.0469999999999999,2.0,0.65,0.6333333333333333,-4.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-05-03,1,KIA,34,22,12,0,0.647,0.0,5승0무5패,2패,10-0-6,12-0-6,2024,5.0,0.0,5.0,0.5,10.0,0.0,6.0,0.625,12.0,0.0,6.0,0.6666666666666666,-1,2,0.2361111111111111,110,-0.0416666666666666,5,-0.1029999999999999,1.0,0.6,0.6,-4.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-05-04,1,KIA,35,23,12,0,0.657,0.0,5승0무5패,1승,11-0-6,12-0-6,2024,5.0,0.0,5.0,0.5,11.0,0.0,6.0,0.6470588235294118,12.0,0.0,6.0,0.6666666666666666,1,1,0.2430555555555555,109,-0.0196078431372548,5,-0.121,1.0,0.6,0.6333333333333333,-5.0,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
2024-05-07,1,KIA,35,23,12,0,0.657,0.0,5승0무5패,1승,11-0-6,12-0-6,2024,5.0,0.0,5.0,0.5,11.0,0.0,6.0,0.6470588235294118,12.0,0.0,6.0,0.6666666666666666,1,1,0.2430555555555555,109,-0.0196078431372548,5,-0.01,1.0,0.6,0.6333333333333333,-5.5,0.0,0.276,726,1365,101,673,1934,5607,4954,0.345,0.39,0.735,500,957,4.13,1.42,650,583,89,564,980,1269.0,102,0.981,137,12,98,35,26.3,156,122,34,78.2,41,6,76,0.5550645761897942,1.7375886524822697,0.1139999999999999,0.0891742464776172,0.302,40,277,0.79175,0.8093333333333333,1.0222081886117251,0.37025,0.4215,3.58,1.34,171.0,133,3.58,0.0,1,1
