순위,선수ID,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
22,68089,조대현,KT,0.187,4,19,20,0.95,1,0.32,3.88,0.053,5.5,0.183
23,51013,유준규,KT,0.118,2,11,6,1.83,0,0.54,3.83,0.059,2.1,0.165
24,51007,최성민,KT,0.105,0,8,4,2.00,0,0.20,3.90,0.000,0.0,0.094
25,50092,윤준혁,KT,0.059,1,3,8,0.38,0,0.00,3.78,0.059,-0.5,0.056
26,69064,강민성,KT,0.033,0,4,11,0.36,0,0.33,4.75,0.000,-0.5,0.083
27,51005,김건형,KT,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.000
1,62558,김준태,LG,1.000,0,0,0,-,0,-,3.00,0.000,0.8,0.700
2,54166,김현종,LG,0.400,1,2,0,-,0,1.00,2.83,0.200,0.9,0.375
7,66108,홍창기,LG,0.287,5,59,29,2.03,1,0.73,4.32,0.040,27.9,0.262
8,69100,구본혁,LG,0.286,19,100,101,0.99,2,0.82,3.80,0.067,45.5,0.252
9,52103,최원영,LG,0.282,5,30,25,1.20,0,0.20,3.55,0.049,10.7,0.231
12,55164,박관우,LG,0.264,4,13,16,0.81,0,0.27,3.50,0.151,7.1,0.243
15,50054,천성호,LG,0.237,12,58,45,1.29,3,0.59,3.67,0.092,19.5,0.228
16,52154,이주헌,LG,0.219,7,31,39,0.79,1,0.60,3.78,0.117,17.4,0.242
17,68110,송찬의,LG,0.211,13,29,39,0.74,3,0.18,3.90,0.136,14.4,0.218
18,51100,이영빈,LG,0.208,5,9,14,0.64,0,0.03,4.45,0.167,6.2,0.191
19,52105,김성우,LG,0.200,0,2,1,2.00,0,0.00,2.80,0.000,0.1,0.140
19,66162,김주성,LG,0.200,1,4,6,0.67,0,0.50,3.94,0.200,1.4,0.232
19,54156,손용준,LG,0.200,0,7,0,-,1,0.00,3.19,0.000,0.2,0.163
22,50108,함창건,LG,0.188,2,6,12,0.50,0,0.33,3.75,0.063,2.0,0.175
23,67504,김정율,LG,0.182,0,1,3,0.33,0,0.17,4.46,0.000,1.0,0.149
24,52121,문정빈,LG,0.167,2,7,7,1.00,0,0.09,3.88,0.200,3.1,0.201
25,50106,유영찬,LG,0.000,0,0,1,0.00,0,-,4.00,0.000,0.3,0.225
25,65905,최승민,LG,0.000,0,3,0,-,0,0.50,3.17,0.000,-0.6,0.075
1,52803,김태윤,SSG,0.500,0,0,1,0.00,0,-,5.75,0.000,1.0,0.463
1,54815,정현승,SSG,0.500,1,0,1,0.00,0,-,5.00,0.500,0.6,0.475
3,53827,에레디아,SSG,0.339,31,89,99,0.90,4,0.50,3.45,0.152,66.4,0.302
4,50840,현원회,SSG,0.305,2,14,11,1.27,1,0.19,4.23,0.068,6.3,0.246
5,50868,류효승,SSG,0.287,11,15,24,0.63,3,0.25,4.03,0.245,16.4,0.291
10,52804,석정우,SSG,0.265,3,10,8,1.25,1,0.22,4.19,0.143,6.5,0.252
11,66864,안상현,SSG,0.264,16,56,51,1.10,1,0.21,3.87,0.116,33.0,0.236
12,54812,정준재,SSG,0.245,13,114,74,1.54,4,0.55,3.92,0.043,45.4,0.225
13,75847,최정,SSG,0.244,35,61,105,0.58,9,0.54,4.06,0.238,60.3,0.283
14,79456,이지영,SSG,0.239,10,73,57,1.28,2,0.50,3.29,0.086,16.9,0.209
15,51865,조형우,SSG,0.238,12,69,74,0.93,3,0.30,3.85,0.074,25.0,0.210
16,55832,이율예,SSG,0.231,3,1,3,0.33,1,0.00,4.54,0.692,3.4,0.335
17,76802,김성현,SSG,0.217,4,38,33,1.15,0,0.80,3.66,0.052,10.5,0.210
18,55844,맥브룸,SSG,0.203,7,17,14,1.21,0,0.18,4.23,0.203,7.5,0.220
19,60558,오태곤,SSG,0.201,11,53,44,1.20,6,0.51,3.85,0.108,22.6,0.217
20,54806,이승민,SSG,0.200,0,1,1,1.00,0,0.00,4.20,0.000,0.1,0.140
20,55897,홍대인,SSG,0.200,0,1,1,1.00,0,0.00,3.60,0.000,0.0,0.140
22,62934,김성욱,SSG,0.195,8,29,35,0.83,1,0.20,3.72,0.098,7.6,0.183
23,68868,최준우,SSG,0.191,3,51,29,1.76,3,0.64,4.03,0.059,17.9,0.210
24,69804,채현우,SSG,0.188,3,15,12,1.25,1,0.23,3.52,0.125,4.0,0.182
25,66662,신범수,SSG,0.182,2,7,13,0.54,0,0.71,3.41,0.121,3.7,0.214
26,66917,김찬형,SSG,0.178,2,24,23,1.04,0,0.23,4.06,0.027,1.7,0.151
27,54805,박지환,SSG,0.150,0,15,18,0.83,0,0.21,3.53,0.000,0.9,0.128
28,68805,최상민,SSG,0.143,0,1,0,-,0,0.20,4.67,0.000,0.5,0.186
28,69813,하재훈,SSG,0.143,3,14,14,1.00,1,0.19,3.72,0.161,3.2,0.165
30,67900,김수윤,SSG,0.091,0,3,3,1.00,0,0.00,3.92,0.000,-0.1,0.098
31,67807,이정범,SSG,0.000,0,0,1,0.00,0,0.00,4.67,0.000,-0.3,0.000
31,52807,임근우,SSG,0.000,0,2,2,1.00,0,0.00,3.80,0.000,-0.5,0.000
1,69207,김태근,삼성,0.333,0,1,3,0.33,0,0.50,3.86,0.000,1.9,0.276
5,69418,박승규,삼성,0.287,11,38,43,0.88,1,0.49,4.15,0.132,27.7,0.275
6,69442,김도환,삼성,0.286,1,2,4,0.50,0,0.00,3.36,0.071,1.3,0.218
7,50458,김지찬,삼성,0.281,11,105,82,1.28,4,0.86,3.78,0.041,43.2,0.244
9,65586,전병우,삼성,0.273,3,10,19,0.53,1,0.70,4.13,0.065,12.5,0.275
11,54408,양도근,삼성,0.259,5,44,39,1.13,3,0.44,3.74,0.030,18.3,0.224
14,65040,김태훈,삼성,0.237,3,25,22,1.14,1,0.13,3.23,0.075,7.8,0.195
15,66406,안주형,삼성,0.235,1,5,3,1.67,0,0.20,4.11,0.176,1.4,0.228
16,61404,김헌곤,삼성,0.225,8,57,49,1.16,1,0.38,3.79,0.069,14.5,0.202
17,55440,함수호,삼성,0.214,0,4,1,4.00,0,0.00,3.79,0.000,0.5,0.150
18,69428,이병헌,삼성,0.200,4,17,14,1.21,0,0.23,3.88,0.109,4.0,0.192
18,51407,이창용,삼성,0.200,2,4,0,-,0,0.25,4.65,0.267,2.4,0.249
18,69416,이해승,삼성,0.200,0,0,2,0.00,0,0.00,4.80,0.000,0.1,0.140
21,75125,박병호,삼성,0.199,20,36,53,0.68,2,0.39,4.22,0.255,30.5,0.255
22,66409,이성규,삼성,0.198,12,22,29,0.76,2,0.29,4.28,0.198,18.2,0.246
23,69403,양우현,삼성,0.188,1,7,4,1.75,2,0.00,3.63,0.063,0.5,0.147
24,55438,심재훈,삼성,0.184,0,12,6,2.00,0,0.31,3.86,0.000,2.2,0.164
25,68463,윤정빈,삼성,0.175,1,7,10,0.70,0,0.22,3.96,0.025,2.3,0.158
26,65132,김재성,삼성,0.127,2,13,20,0.65,0,0.26,3.88,0.032,2.4,0.140
27,67005,홍현빈,삼성,0.125,2,4,16,0.25,0,0.38,3.97,0.063,1.3,0.147
28,52424,김재혁,삼성,0.000,0,1,0,-,0,0.50,4.00,0.000,0.1,0.113
28,53411,박진우,삼성,0.000,0,0,1,0.00,0,-,5.00,0.000,-0.1,0.000
28,55435,차승준,삼성,0.000,0,0,1,0.00,0,-,10.00,0.000,-0.1,0.000
1,66354,주효상,KIA,0.333,2,3,3,1.00,0,0.50,4.29,0.133,2.7,0.302
2,78603,김선빈,KIA,0.321,22,85,65,1.31,5,0.89,3.93,0.107,43.0,0.285
3,52605,김도영,KIA,0.309,16,22,33,0.67,5,0.43,3.64,0.273,22.0,0.308
5,61353,고종욱,KIA,0.296,5,35,32,1.09,3,0.29,3.46,0.096,14.9,0.240
7,65653,김호령,KIA,0.283,35,55,90,0.61,1,0.36,3.80,0.151,52.5,0.270
8,52667,윤도현,KIA,0.275,15,35,37,0.95,1,0.22,3.63,0.195,21.6,0.260
9,67609,박정우,KIA,0.274,2,17,16,1.06,0,0.83,3.92,0.032,8.9,0.257
10,62947,나성범,KIA,0.268,26,52,61,0.85,4,0.53,4.14,0.176,44.5,0.282
12,67610,김석환,KIA,0.265,5,22,10,2.20,3,0.25,4.51,0.094,16.3,0.248
13,55926,정현창,KIA,0.263,0,2,7,0.29,0,0.40,3.71,0.000,1.6,0.216
14,78122,김태군,KIA,0.258,16,78,80,0.98,3,0.85,3.50,0.114,29.2,0.242
15,63722,한승택,KIA,0.238,1,6,3,2.00,0,0.14,3.70,0.048,1.5,0.208
17,66614,김규성,KIA,0.233,7,47,53,0.89,2,0.43,3.80,0.067,20.8,0.216
18,68646,한준수,KIA,0.225,20,59,85,0.69,4,0.54,3.94,0.143,29.3,0.229
19,69727,변우혁,KIA,0.218,7,28,36,0.78,3,0.21,3.95,0.049,9.3,0.191
20,50657,박민,KIA,0.202,6,19,23,0.83,0,0.15,3.78,0.085,7.2,0.191
21,65610,황대인,KIA,0.189,4,16,14,1.14,0,0.21,4.05,0.113,4.0,0.178
22,65464,최정용,KIA,0.167,0,1,2,0.50,0,0.00,3.67,0.000,-0.3,0.117
23,64560,이창진,KIA,0.161,4,28,29,0.97,2,0.73,4.27,0.065,7.1,0.189
24,78168,서건창,KIA,0.136,2,8,6,1.33,0,0.40,3.69,0.182,1.5,0.173
25,55637,박헌,KIA,0.083,0,4,4,1.00,0,0.33,4.07,0.000,0.2,0.117
26,55636,박재현,KIA,0.081,1,17,15,1.13,0,0.23,3.81,0.016,-0.4,0.096
27,53659,정해원,KIA,0.075,0,11,12,0.92,0,0.36,4.13,0.000,-1.4,0.107
28,69620,김기훈,KIA,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
1,51903,김정호,NC,0.444,0,0,1,0.00,0,0.00,2.73,0.000,1.9,0.336
2,50902,김한별,NC,0.313,2,26,13,2.00,0,0.60,3.78,0.031,8.0,0.253
4,54944,데이비슨,NC,0.293,54,66,103,0.64,9,0.26,3.72,0.326,83.6,0.310
6,79215,박건우,NC,0.289,34,106,109,0.97,5,0.75,3.72,0.138,61.7,0.273
7,69992,최정원,NC,0.275,3,50,16,3.13,3,0.82,3.75,0.025,23.4,0.263
8,69995,서호철,NC,0.266,11,76,70,1.09,3,0.16,3.63,0.068,26.8,0.219
9,50906,박영빈,NC,0.250,0,0,1,0.00,0,0.50,4.20,0.000,0.6,0.243
9,51996,오태양,NC,0.250,0,6,0,-,0,0.33,3.85,0.000,1.0,0.201
9,63260,이우성,NC,0.250,26,91,71,1.28,1,0.47,3.79,0.110,34.4,0.234
15,67905,천재환,NC,0.238,19,69,77,0.90,3,0.29,3.65,0.130,31.6,0.223
16,68904,오영수,NC,0.232,8,39,33,1.18,3,0.47,4.05,0.090,18.9,0.232
17,68912,김형준,NC,0.232,29,59,95,0.62,7,0.36,4.10,0.182,50.8,0.248
18,50996,박시원,NC,0.204,3,12,13,0.92,1,0.28,3.62,0.093,4.4,0.196
19,54908,고승완,NC,0.200,0,3,0,-,0,0.20,4.45,0.000,0.6,0.173
19,69203,송승환,NC,0.200,1,5,1,5.00,0,0.00,3.47,0.067,0.6,0.157
21,64101,한석현,NC,0.195,8,32,34,0.94,0,0.44,3.78,0.124,13.4,0.217
22,50903,한재환,NC,0.185,0,2,6,0.33,0,0.14,4.42,0.000,1.8,0.177
23,66965,도태훈,NC,0.182,6,25,22,1.14,0,0.44,3.60,0.117,8.7,0.217
24,50600,홍종표,NC,0.164,0,25,14,1.79,0,0.30,4.00,0.000,2.4,0.147
25,62244,박세혁,NC,0.163,5,17,28,0.61,3,0.18,3.96,0.105,3.9,0.164
26,64022,안중열,NC,0.143,3,15,12,1.25,1,0.53,4.03,0.061,3.7,0.181
27,53992,박한결,NC,0.118,2,2,5,0.40,0,0.25,4.26,0.353,2.1,0.213
28,69980,김범준,NC,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.000
28,50901,안인산,NC,0.000,0,0,4,0.00,0,0.00,4.14,0.000,-0.2,0.000
1,50204,박지훈,두산,0.417,5,6,10,0.60,0,0.42,3.69,0.146,11.1,0.357
2,66233,홍성호,두산,0.346,3,2,7,0.29,1,0.13,3.96,0.269,5.3,0.320
4,51203,안재석,두산,0.319,21,27,38,0.71,4,0.41,3.63,0.222,23.4,0.302
6,55252,박준순,두산,0.284,17,82,67,1.22,4,0.18,3.33,0.096,32.4,0.233
7,54236,임종성,두산,0.277,6,17,18,0.94,3,0.12,3.74,0.120,10.2,0.238
8,64468,박계범,두산,0.263,12,56,29,1.93,2,0.31,3.96,0.091,19.5,0.232
9,50208,오명진,두산,0.263,22,89,64,1.39,3,0.29,3.65,0.103,40.1,0.236
11,64153,양석환,두산,0.248,24,42,76,0.55,3,0.29,4.11,0.153,34.0,0.244
12,66112,김기연,두산,0.247,11,72,51,1.41,2,0.43,3.57,0.068,20.6,0.217
13,66209,조수행,두산,0.244,4,42,19,2.21,1,0.48,3.77,0.034,14.9,0.215
14,67207,이유찬,두산,0.242,10,72,67,1.07,1,0.50,4.02,0.048,29.4,0.220
15,78224,김재환,두산,0.241,28,73,94,0.78,6,0.59,3.87,0.163,53.8,0.260
16,52267,김동준,두산,0.237,5,22,19,1.16,1,0.17,3.38,0.097,8.1,0.211
17,63123,강승호,두산,0.236,30,85,80,1.06,3,0.21,3.79,0.136,42.0,0.229
18,53554,김민석,두산,0.228,11,59,58,1.02,5,0.19,3.82,0.070,18.4,0.196
19,66928,박준영,두산,0.225,9,19,36,0.53,0,0.31,3.97,0.099,12.2,0.218
20,68362,추재현,두산,0.222,5,29,17,1.71,1,0.18,3.89,0.099,6.0,0.197
21,63257,김인태,두산,0.213,14,42,46,0.91,3,0.63,4.36,0.115,24.9,0.242
22,55226,김준상,두산,0.200,1,3,1,3.00,0,0.00,3.65,0.067,1.0,0.179
23,69238,김대한,두산,0.194,1,13,10,1.30,0,0.17,3.70,0.083,1.8,0.167
24,55224,이선우,두산,0.182,1,3,4,0.75,0,0.00,4.36,0.091,0.4,0.150
25,54219,류현준,두산,0.136,0,11,2,5.50,0,0.00,3.18,0.000,-0.6,0.095
26,65269,김민혁,두산,0.118,1,3,6,0.50,0,0.67,3.86,0.176,1.9,0.202
27,54205,여동건,두산,0.105,0,11,4,2.75,0,1.00,3.76,0.000,-0.6,0.112
28,54214,전다민,두산,0.083,0,6,5,1.20,0,-,3.25,0.000,-0.3,0.058
29,51269,강현구,두산,0.000,0,1,0,-,0,0.00,4.00,0.000,-0.2,0.000
29,55216,김성재,두산,0.000,0,1,0,-,0,-,3.00,0.000,-0.1,0.000
29,53204,박민준,두산,0.000,0,0,1,0.00,0,0.00,4.00,0.000,-0.2,0.000
29,51298,박성재,두산,0.000,0,0,2,0.00,0,0.00,3.86,0.000,-0.7,0.000
29,63202,장승현,두산,0.000,0,2,0,-,0,-,3.00,0.000,-0.6,0.000
29,52208,천현재,두산,0.000,0,3,0,-,0,-,3.33,0.000,-0.6,0.000
1,55712,이승현,한화,1.000,1,0,0,-,0,-,1.00,2.000,1.0,1.200
1,51762,장규현,한화,1.000,0,0,0,-,0,-,3.50,0.000,0.8,0.700
4,55703,리베라토,한화,0.313,30,60,66,0.91,6,0.49,3.62,0.211,45.7,0.296
5,62700,하주석,한화,0.297,18,74,55,1.35,1,0.18,3.52,0.094,32.8,0.249
6,77532,손아섭,한화,0.288,26,133,75,1.77,3,0.63,3.79,0.083,47.8,0.251
8,78288,최재훈,한화,0.286,16,85,65,1.31,4,0.96,4.14,0.067,47.5,0.275
9,66657,이진영,한화,0.274,24,80,65,1.23,2,0.41,3.95,0.143,46.9,0.262
10,54795,황영묵,한화,0.273,19,96,57,1.68,4,0.54,3.64,0.085,29.1,0.238
11,55734,플로리얼,한화,0.271,28,56,69,0.81,3,0.37,3.86,0.178,39.8,0.262
12,66704,김태연,한화,0.261,18,72,90,0.80,1,0.37,3.74,0.079,32.0,0.233
13,65703,이도윤,한화,0.260,15,72,64,1.13,3,0.21,3.85,0.080,24.9,0.218
15,50707,최인호,한화,0.259,11,38,37,1.03,2,0.45,4.16,0.108,17.2,0.246
16,64006,심우준,한화,0.231,12,69,73,0.95,2,0.35,3.94,0.069,23.0,0.204
17,68700,이원석,한화,0.203,11,55,65,0.85,6,0.45,3.77,0.090,22.9,0.204
18,52704,이상혁,한화,0.200,1,2,3,0.67,0,0.00,3.17,0.100,0.1,0.198
18,76812,이재원,한화,0.200,4,46,34,1.35,0,0.61,3.46,0.056,10.5,0.190
20,79608,안치홍,한화,0.172,6,49,57,0.86,2,0.41,3.75,0.057,9.7,0.168
20,52764,허인서,한화,0.172,1,9,3,3.00,0,0.00,3.47,0.034,0.4,0.142
22,52769,권광민,한화,0.167,1,6,4,1.50,0,0.00,4.06,0.056,0.0,0.131
22,50704,임종찬,한화,0.167,2,4,8,0.50,0,0.38,4.20,0.133,3.4,0.204
24,69766,유로결,한화,0.154,0,4,3,1.33,0,0.00,2.81,0.000,0.6,0.135
25,66715,김인환,한화,0.080,1,8,6,1.33,1,0.11,4.46,0.120,-0.2,0.102
26,50709,박정현,한화,0.000,0,1,0,-,0,0.00,4.00,0.000,-0.2,0.000
26,55710,이민재,한화,0.000,0,1,2,0.50,0,0.00,3.75,0.000,-0.7,0.000
1,54305,이재상,키움,0.500,0,0,0,-,0,0.00,3.00,0.000,0.4,0.350
3,51302,이주형,키움,0.313,0,2,2,1.00,0,0.14,3.88,0.000,1.8,0.237
5,53344,김동헌,키움,0.268,3,21,17,1.24,0,0.30,4.42,0.037,9.2,0.225
6,68305,변상권,키움,0.263,2,8,5,1.60,0,0.00,3.45,0.105,2.0,0.205
7,54444,카디네스,키움,0.253,23,79,96,0.82,1,0.48,3.37,0.119,39.7,0.242
8,50304,김병휘,키움,0.250,0,0,2,0.00,0,2.00,5.67,0.000,0.9,0.288
8,69332,주성원,키움,0.250,7,36,37,0.97,1,0.29,3.95,0.058,17.0,0.222
10,64340,임지열,키움,0.244,27,89,82,1.09,3,0.38,3.91,0.138,46.0,0.240
11,53312,김건희,키움,0.242,25,91,53,1.72,3,0.13,3.93,0.102,26.3,0.208
12,55326,스톤,키움,0.241,2,19,24,0.79,1,0.21,3.99,0.069,7.6,0.204
14,78756,오선진,키움,0.238,9,40,25,1.60,5,0.27,4.22,0.077,14.4,0.217
15,55392,어준서,키움,0.238,16,89,84,1.06,3,0.40,3.95,0.090,31.6,0.219
16,64346,임병욱,키움,0.233,9,41,29,1.41,0,0.15,3.73,0.120,11.6,0.205
17,64984,김태진,키움,0.233,18,79,85,0.93,0,0.38,3.80,0.108,26.6,0.212
18,55397,전태현,키움,0.231,5,37,46,0.80,0,0.34,4.45,0.027,16.7,0.201
19,50357,박주홍,키움,0.226,17,57,65,0.88,3,0.42,4.18,0.105,28.2,0.222
20,66838,김동엽,키움,0.222,2,3,7,0.43,0,0.18,4.14,0.074,1.8,0.198
21,54344,고영우,키움,0.217,1,7,5,1.40,0,0.33,3.50,0.043,1.0,0.191
22,74163,이용규,키움,0.216,1,14,7,2.00,0,0.38,3.76,0.027,2.4,0.185
23,52366,푸이그,키움,0.212,8,35,50,0.70,3,0.32,3.76,0.128,16.3,0.213
24,55339,염승원,키움,0.211,0,8,2,4.00,0,0.17,3.76,0.000,1.3,0.160
25,62332,김재현,키움,0.208,5,46,18,2.56,1,0.03,3.48,0.042,6.1,0.168
26,78135,이형종,키움,0.200,5,21,13,1.62,0,0.41,4.07,0.129,6.9,0.217
27,62925,강진성,키움,0.182,0,7,1,7.00,1,2.00,3.46,0.000,0.1,0.184
28,54394,송지후,키움,0.175,4,25,24,1.04,0,0.17,3.76,0.075,3.2,0.162
29,54307,원성준,키움,0.174,3,10,10,1.00,0,0.39,4.09,0.152,4.5,0.209
30,52305,박수종,키움,0.143,1,12,12,1.00,0,0.25,4.18,0.071,1.8,0.144
30,75566,이원석,키움,0.143,0,2,2,1.00,0,0.50,4.25,0.000,-0.1,0.148
30,51359,장재영,키움,0.143,0,2,3,0.67,0,0.29,3.63,0.000,0.7,0.148
33,55393,여동욱,키움,0.132,3,12,13,0.92,0,0.33,4.07,0.132,3.0,0.171
34,55371,권혁빈,키움,0.100,0,4,7,0.57,0,0.29,3.79,0.000,-0.3,0.107
35,65898,김웅빈,키움,0.083,0,6,9,0.67,0,0.86,4.23,0.000,0.3,0.141
35,55370,양현종,키움,0.083,0,2,4,0.50,0,0.40,4.50,0.000,0.2,0.117
37,53309,서유신,키움,0.000,0,2,1,2.00,0,0.25,4.38,0.000,-0.3,0.056
37,53302,이승원,키움,0.000,0,0,2,0.00,0,-,2.50,0.000,-0.2,0.000
1,55509,박건우,롯데,0.667,0,0,0,-,0,0.00,3.67,0.000,0.9,0.467
2,55530,박찬형,롯데,0.341,13,31,29,1.07,0,0.42,3.64,0.163,25.7,0.315
5,68205,전민재,롯데,0.287,20,99,76,1.30,1,0.35,3.76,0.091,40.7,0.246
6,55563,박재엽,롯데,0.286,2,2,3,0.67,1,0.40,3.69,0.286,2.9,0.312
7,52591,윤동희,롯데,0.282,31,91,87,1.05,4,0.75,4.14,0.152,56.5,0.282
8,61102,유강남,롯데,0.274,23,87,72,1.21,3,0.39,3.97,0.109,41.0,0.254
9,52568,한태양,롯데,0.274,18,56,42,1.33,2,0.46,4.14,0.104,32.4,0.260
11,62931,노진혁,롯데,0.270,4,9,17,0.53,0,0.25,4.13,0.127,8.5,0.249
12,68507,장두성,롯데,0.262,6,67,54,1.24,2,0.38,3.85,0.036,28.3,0.224
13,50500,황성빈,롯데,0.256,9,90,49,1.84,0,0.39,3.66,0.061,29.1,0.221
14,50150,손호영,롯데,0.250,16,83,101,0.82,4,0.33,3.59,0.073,35.5,0.222
