순위,선수ID,선수명,팀명,ERA,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
4,69045,알칸타라,키움,3.27,19,8,0,0,0,0,7,125,130,0.96
5,67116,오석주,키움,3.70,0,0,2,15,7,0,7,61,56,1.09
6,55342,메르세데스,키움,4.47,8,3,0,0,0,0,4,52,39,1.33
7,53301,박윤성,키움,4.53,0,0,0,11,6,0,4,43,65,0.66
8,67828,김성민,키움,4.68,0,0,0,5,2,0,4,28,22,1.27
10,52395,윤석원,키움,5.54,0,0,1,10,9,0,3,31,46,0.67
11,66018,김선기,키움,5.65,8,0,1,7,0,0,5,76,105,0.72
12,69360,조영건,키움,5.68,6,0,5,16,17,1,7,58,120,0.48
13,55313,정현우,키움,5.86,18,3,0,0,0,0,6,81,99,0.82
14,76118,원종현,키움,6.13,0,0,2,13,22,1,3,63,49,1.29
15,54319,김윤하,키움,6.14,18,0,0,0,1,0,3,68,137,0.50
16,50036,이강준,키움,6.57,0,0,0,3,2,0,2,28,15,1.87
17,69328,박주성,키움,6.58,6,1,1,5,1,0,4,71,54,1.31
18,54368,김연주,키움,6.62,8,1,0,1,0,0,1,47,75,0.63
19,53164,김동규,키움,6.75,0,0,0,6,1,0,0,5,10,0.50
20,55394,박정훈,키움,7.43,3,0,0,8,1,0,4,40,20,2.00
21,67365,양지율,키움,8.36,0,0,0,4,1,0,1,15,16,0.94
22,55396,윤현,키움,8.59,3,0,2,0,3,0,1,15,36,0.42
23,55301,이준우,키움,8.61,0,0,1,4,3,0,1,22,22,1.00
24,54362,전준표,키움,8.85,1,0,2,4,2,0,2,18,23,0.78
25,55300,손힘찬,키움,11.25,0,0,0,2,0,0,0,2,6,0.33
26,54363,손현기,키움,15.00,0,0,0,0,0,0,2,3,3,1.00
27,55377,정세영,키움,16.88,1,0,0,1,0,0,0,1,6,0.17
28,55359,김서준,키움,20.25,0,0,0,2,0,0,1,5,6,0.83
29,55382,임진묵,키움,24.55,0,0,0,2,0,0,0,3,6,0.50
