날짜,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
20170415,5,SK,13,6,7,0,0.462,4,6승0무4패,4승,4-0-5,2-0-2
20170415,8,넥센,13,5,8,0,0.385,5,5승0무5패,3패,2-0-4,3-0-4
20170415,8,한화,13,5,8,0,0.385,5,4승0무6패,3패,1-0-3,4-0-5
20170415,10,삼성,13,2,11,0,0.154,8,1승0무9패,2패,2-0-4,0-0-7
20170416,1,KIA,14,11,3,0,0.786,0,8승0무2패,5승,7-0-1,4-0-2
20170416,2,롯데,14,9,5,0,0.643,2,6승0무4패,1패,6-0-2,3-0-3
20170416,2,KT,14,9,5,0,0.643,2,6승0무4패,1패,4-0-1,5-0-4
20170416,4,LG,14,8,6,0,0.571,3,4승0무6패,1승,4-0-1,4-0-5
20170416,5,NC,14,7,7,0,0.500,4,6승0무4패,1승,5-0-4,2-0-3
20170416,5,SK,14,7,7,0,0.500,4,7승0무3패,5승,4-0-5,3-0-2
20170416,7,두산,14,6,8,0,0.429,5,3승0무7패,1패,3-0-6,3-0-2
20170416,8,넥센,14,5,9,0,0.357,6,5승0무5패,4패,2-0-4,3-0-5
20170416,8,한화,14,5,9,0,0.357,6,3승0무7패,4패,1-0-4,4-0-5
20170416,10,삼성,14,3,11,0,0.214,8,2승0무8패,1승,2-0-4,1-0-7
20170418,1,KIA,15,12,3,0,0.800,0,8승0무2패,6승,7-0-1,5-0-2
20170418,2,롯데,15,9,6,0,0.600,3,5승0무5패,2패,6-0-3,3-0-3
20170418,2,KT,15,9,6,0,0.600,3,5승0무5패,2패,4-0-2,5-0-4
20170418,4,NC,15,8,7,0,0.533,4,6승0무4패,2승,5-0-4,3-0-3
20170418,4,LG,15,8,7,0,0.533,4,3승0무7패,1패,4-0-1,4-0-6
20170418,4,SK,15,8,7,0,0.533,4,8승0무2패,6승,5-0-5,3-0-2
20170418,7,두산,15,6,8,1,0.429,5.5,3승1무6패,1패,3-1-6,3-0-2
20170418,8,한화,15,6,9,0,0.400,6,4승0무6패,1승,2-0-4,4-0-5
20170418,9,넥센,15,5,10,0,0.333,7,5승0무5패,5패,2-0-4,3-0-6
20170418,10,삼성,15,3,11,1,0.214,8.5,2승1무7패,1승,2-0-4,1-1-7
20170419,1,KIA,16,12,4,0,0.750,0,7승0무3패,1패,7-0-1,5-0-3
20170419,2,KT,16,10,6,0,0.625,2,5승0무5패,1승,5-0-2,5-0-4
20170419,3,NC,16,9,7,0,0.563,3,6승0무4패,3승,5-0-4,4-0-3
20170419,3,SK,16,9,7,0,0.563,3,9승0무1패,7승,6-0-5,3-0-2
20170419,3,롯데,16,9,7,0,0.563,3,5승0무5패,3패,6-0-4,3-0-3
20170419,6,LG,16,8,8,0,0.500,4,2승0무8패,2패,4-0-1,4-0-7
20170419,7,두산,16,7,8,1,0.467,4.5,4승1무5패,1승,4-1-6,3-0-2
20170419,8,한화,16,7,9,0,0.438,5,5승0무5패,2승,3-0-4,4-0-5
20170419,9,넥센,16,5,11,0,0.313,7,4승0무6패,6패,2-0-4,3-0-7
20170419,10,삼성,16,3,12,1,0.200,8.5,2승1무7패,1패,2-0-4,1-1-8
20170420,1,KIA,17,13,4,0,0.765,0,8승0무2패,1승,7-0-1,6-0-3
20170420,2,NC,17,10,7,0,0.588,3,7승0무3패,4승,5-0-4,5-0-3
20170420,2,KT,17,10,7,0,0.588,3,4승0무6패,1패,5-0-3,5-0-4
20170420,4,LG,17,9,8,0,0.529,4,3승0무7패,1승,4-0-1,5-0-7
20170420,4,SK,17,9,8,0,0.529,4,8승0무2패,1패,6-0-6,3-0-2
20170420,4,롯데,17,9,8,0,0.529,4,4승0무6패,4패,6-0-5,3-0-3
20170420,7,두산,17,8,8,1,0.500,4.5,5승1무4패,2승,5-1-6,3-0-2
20170420,8,한화,17,7,10,0,0.412,6,4승0무6패,1패,3-0-5,4-0-5
20170420,9,넥센,17,6,11,0,0.353,7,4승0무6패,1승,2-0-4,4-0-7
20170420,10,삼성,17,3,13,1,0.188,9.5,2승1무7패,2패,2-0-4,1-1-9
20170421,1,KIA,18,13,5,0,0.722,0,7승0무3패,1패,7-0-1,6-0-4
20170421,2,NC,18,10,7,1,0.588,2.5,7승1무2패,4승,5-0-4,5-1-3
20170421,3,LG,18,10,8,0,0.556,3,4승0무6패,2승,5-0-1,5-0-7
20170421,3,SK,18,10,8,0,0.556,3,8승0무2패,1승,7-0-6,3-0-2
20170421,3,KT,18,10,8,0,0.556,3,3승0무7패,2패,5-0-4,5-0-4
20170421,6,롯데,18,9,9,0,0.500,4,3승0무7패,5패,6-0-5,3-0-4
20170421,7,두산,18,8,9,1,0.471,4.5,5승1무4패,1패,5-1-6,3-0-3
20170421,8,한화,18,8,10,0,0.444,5,5승0무5패,1승,3-0-5,5-0-5
20170421,9,넥센,18,7,11,0,0.389,6,4승0무6패,2승,3-0-4,4-0-7
20170421,10,삼성,18,3,13,2,0.188,9,2승2무6패,2패,2-1-4,1-1-9
20170422,1,KIA,19,14,5,0,0.737,0,8승0무2패,1승,7-0-1,7-0-4
20170422,2,NC,19,11,7,1,0.611,2.5,7승1무2패,5승,5-0-4,6-1-3
20170422,3,SK,19,11,8,0,0.579,3,9승0무1패,2승,8-0-6,3-0-2
20170422,3,KT,19,11,8,0,0.579,3,4승0무6패,1승,6-0-4,5-0-4
20170422,5,LG,19,10,9,0,0.526,4,4승0무6패,1패,5-0-2,5-0-7
20170422,5,롯데,19,10,9,0,0.526,4,3승0무7패,1승,6-0-5,4-0-4
20170422,7,두산,19,8,10,1,0.444,5.5,4승1무5패,2패,5-1-6,3-0-4
20170422,8,한화,19,8,11,0,0.421,6,4승0무6패,1패,3-0-5,5-0-6
20170422,9,넥센,19,7,12,0,0.368,7,3승0무7패,1패,3-0-5,4-0-7
20170422,10,삼성,19,3,14,2,0.176,10,2승2무6패,3패,2-1-5,1-1-9
20170423,1,KIA,20,14,6,0,0.700,0,7승0무3패,1패,7-0-1,7-0-5
20170423,2,NC,20,12,7,1,0.632,1.5,7승1무2패,6승,5-0-4,7-1-3
20170423,3,LG,20,11,9,0,0.550,3,5승0무5패,1승,6-0-2,5-0-7
20170423,3,SK,20,11,9,0,0.550,3,8승0무2패,1패,8-0-7,3-0-2
20170423,3,KT,20,11,9,0,0.550,3,4승0무6패,1패,6-0-5,5-0-4
20170423,6,롯데,20,10,10,0,0.500,4,3승0무7패,1패,6-0-5,4-0-5
20170423,7,두산,20,9,10,1,0.474,4.5,5승1무4패,1승,5-1-6,4-0-4
20170423,8,한화,20,9,11,0,0.450,5,4승0무6패,1승,3-0-5,6-0-6
20170423,9,넥센,20,8,12,0,0.400,6,3승0무7패,1승,4-0-5,4-0-7
20170423,10,삼성,20,3,15,2,0.167,10,2승2무6패,4패,2-1-6,1-1-9
20170424,1,KIA,20,14,6,0,0.700,0,7승0무3패,1패,7-0-1,7-0-5
20170424,2,NC,20,12,7,1,0.632,1.5,7승1무2패,6승,5-0-4,7-1-3
20170424,3,LG,20,11,9,0,0.550,3,5승0무5패,1승,6-0-2,5-0-7
20170424,3,SK,20,11,9,0,0.550,3,8승0무2패,1패,8-0-7,3-0-2
20170424,3,KT,20,11,9,0,0.550,3,4승0무6패,1패,6-0-5,5-0-4
20170424,6,롯데,20,10,10,0,0.500,4,3승0무7패,1패,6-0-5,4-0-5
20170424,7,두산,20,9,10,1,0.474,4.5,5승1무4패,1승,5-1-6,4-0-4
20170424,8,한화,20,9,11,0,0.450,5,4승0무6패,1승,3-0-5,6-0-6
20170424,9,넥센,20,8,12,0,0.400,6,3승0무7패,1승,4-0-5,4-0-7
20170424,10,삼성,20,3,15,2,0.167,10,2승2무6패,4패,2-1-6,1-1-9
20170425,1,KIA,21,15,6,0,0.714,0,7승0무3패,1승,8-0-1,7-0-5
20170425,2,NC,21,13,7,1,0.650,1.5,7승1무2패,7승,6-0-4,7-1-3
20170425,3,SK,21,12,9,0,0.571,3,8승0무2패,1승,8-0-7,4-0-2
20170425,4,LG,21,11,10,0,0.524,4,5승0무5패,1패,6-0-3,5-0-7
20170425,4,롯데,21,11,10,0,0.524,4,4승0무6패,1승,7-0-5,4-0-5
20170425,4,KT,21,11,10,0,0.524,4,3승0무7패,2패,6-0-5,5-0-5
20170425,7,두산,21,9,11,1,0.450,5.5,5승1무4패,1패,5-1-6,4-0-5
20170425,8,넥센,21,9,12,0,0.429,6,4승0무6패,2승,5-0-5,4-0-7
20170425,8,한화,21,9,12,0,0.429,6,4승0무6패,1패,3-0-5,6-0-7
20170425,10,삼성,21,3,16,2,0.158,11,1승2무7패,5패,2-1-6,1-1-10
20170426,1,KIA,22,16,6,0,0.727,0,7승0무3패,2승,9-0-1,7-0-5
20170426,2,NC,22,14,7,1,0.667,1.5,8승1무1패,8승,7-0-4,7-1-3
20170426,3,LG,22,12,10,0,0.545,4,5승0무5패,1승,7-0-3,5-0-7
20170426,3,SK,22,12,10,0,0.545,4,7승0무3패,1패,8-0-7,4-0-3
20170426,3,롯데,22,12,10,0,0.545,4,4승0무6패,2승,8-0-5,4-0-5
20170426,6,KT,22,11,11,0,0.500,5,3승0무7패,3패,6-0-5,5-0-6
20170426,7,두산,22,10,11,1,0.476,5.5,5승1무4패,1승,5-1-6,5-0-5
20170426,8,넥센,22,9,13,0,0.409,7,4승0무6패,1패,5-0-6,4-0-7
20170426,8,한화,22,9,13,0,0.409,7,4승0무6패,2패,3-0-5,6-0-8
20170426,10,삼성,22,3,17,2,0.150,12,1승2무7패,6패,2-1-6,1-1-11
20170427,1,KIA,23,17,6,0,0.739,0,7승0무3패,3승,10-0-1,7-0-5
20170427,2,NC,23,15,7,1,0.682,1.5,9승1무0패,9승,8-0-4,7-1-3
20170427,3,LG,23,13,10,0,0.565,4,6승0무4패,2승,8-0-3,5-0-7
20170427,4,SK,23,12,11,0,0.522,5,6승0무4패,2패,8-0-7,4-0-4
20170427,4,롯데,23,12,11,0,0.522,5,3승0무7패,1패,8-0-6,4-0-5
20170427,6,KT,23,11,12,0,0.478,6,2승0무8패,4패,6-0-5,5-0-7
20170427,7,두산,23,10,12,1,0.455,6.5,4승1무5패,1패,5-1-6,5-0-6
20170427,8,넥센,23,10,13,0,0.435,7,5승0무5패,1승,6-0-6,4-0-7
20170427,8,한화,23,10,13,0,0.435,7,5승0무5패,1승,3-0-5,7-0-8
20170427,10,삼성,23,3,18,2,0.143,13,1승2무7패,7패,2-1-6,1-1-12
20170428,1,KIA,24,18,6,0,0.750,0,7승0무3패,4승,11-0-1,7-0-5
20170428,2,NC,24,15,8,1,0.652,2.5,8승1무1패,1패,8-0-4,7-1-4
20170428,3,LG,24,14,10,0,0.583,4,6승0무4패,3승,8-0-3,6-0-7
20170428,4,SK,24,13,11,0,0.542,5,6승0무4패,1승,8-0-7,5-0-4
20170428,5,롯데,24,12,12,0,0.500,6,3승0무7패,2패,8-0-6,4-0-6
20170428,6,두산,24,11,12,1,0.478,6.5,5승1무4패,1승,6-1-6,5-0-6
20170428,7,넥센,24,11,13,0,0.458,7,6승0무4패,2승,6-0-6,5-0-7
20170428,7,KT,24,11,13,0,0.458,7,2승0무8패,5패,6-0-6,5-0-7
20170428,9,한화,24,10,14,0,0.417,8,5승0무5패,1패,3-0-6,7-0-8
20170428,10,삼성,24,3,19,2,0.136,14,0승2무8패,8패,2-1-7,1-1-12
20170429,1,KIA,25,18,7,0,0.720,0,6승0무4패,1패,11-0-2,7-0-5
20170429,2,NC,25,16,8,1,0.667,1.5,8승1무1패,1승,8-0-4,8-1-4
20170429,3,LG,25,14,11,0,0.560,4,6승0무4패,1패,8-0-3,6-0-8
20170429,4,SK,25,13,12,0,0.520,5,5승0무5패,1패,8-0-7,5-0-5
20170429,5,두산,25,12,12,1,0.500,5.5,6승0무4패,2승,7-1-6,5-0-6
20170429,6,넥센,25,12,13,0,0.480,6,7승0무3패,3승,6-0-6,6-0-7
20170429,6,롯데,25,12,13,0,0.480,6,3승0무7패,3패,8-0-6,4-0-7
20170429,6,KT,25,12,13,0,0.480,6,3승0무7패,1승,7-0-6,5-0-7
20170429,9,한화,25,10,15,0,0.400,8,4승0무6패,2패,3-0-7,7-0-8
20170429,10,삼성,25,4,19,2,0.174,13,1승1무8패,1승,3-1-7,1-1-12
20170430,1,KIA,26,18,8,0,0.692,0,6승0무4패,2패,11-0-3,7-0-5
20170430,2,NC,26,17,8,1,0.680,0.5,8승1무1패,2승,8-0-4,9-1-4
20170430,3,LG,26,15,11,0,0.577,3,7승0무3패,1승,8-0-3,7-0-8
20170430,4,SK,26,14,12,0,0.538,4,5승0무5패,1승,8-0-7,6-0-5
20170430,5,넥센,26,13,13,0,0.500,5,8승0무2패,4승,6-0-6,7-0-7
20170430,5,롯데,26,13,13,0,0.500,5,4승0무6패,1승,8-0-6,5-0-7
20170430,7,두산,26,12,13,1,0.480,5.5,5승0무5패,1패,7-1-7,5-0-6
20170430,8,KT,26,12,14,0,0.462,6,2승0무8패,1패,7-0-7,5-0-7
20170430,9,한화,26,10,16,0,0.385,8,3승0무7패,3패,3-0-8,7-0-8
20170430,10,삼성,26,4,20,2,0.167,13,1승1무8패,1패,3-1-8,1-1-12
20170501,1,KIA,26,18,8,0,0.692,0,6승0무4패,2패,11-0-3,7-0-5
20170501,2,NC,26,17,8,1,0.680,0.5,8승1무1패,2승,8-0-4,9-1-4
20170501,3,LG,26,15,11,0,0.577,3,7승0무3패,1승,8-0-3,7-0-8
20170501,4,SK,26,14,12,0,0.538,4,5승0무5패,1승,8-0-7,6-0-5
20170501,5,넥센,26,13,13,0,0.500,5,8승0무2패,4승,6-0-6,7-0-7
20170501,5,롯데,26,13,13,0,0.500,5,4승0무6패,1승,8-0-6,5-0-7
20170501,7,두산,26,12,13,1,0.480,5.5,5승0무5패,1패,7-1-7,5-0-6
20170501,8,KT,26,12,14,0,0.462,6,2승0무8패,1패,7-0-7,5-0-7
20170501,9,한화,26,10,16,0,0.385,8,3승0무7패,3패,3-0-8,7-0-8
20170501,10,삼성,26,4,20,2,0.167,13,1승1무8패,1패,3-1-8,1-1-12
20170502,1,KIA,27,19,8,0,0.704,0,6승0무4패,1승,11-0-3,8-0-5
20170502,2,NC,27,18,8,1,0.692,0.5,8승1무1패,3승,8-0-4,10-1-4
20170502,3,LG,27,15,12,0,0.556,4,6승0무4패,1패,8-0-4,7-0-8
20170502,4,SK,27,14,13,0,0.519,5,5승0무5패,1패,8-0-8,6-0-5
20170502,4,롯데,27,14,13,0,0.519,5,5승0무5패,2승,8-0-6,6-0-7
20170502,6,넥센,27,13,14,0,0.481,6,7승0무3패,1패,6-0-7,7-0-7
20170502,7,두산,27,12,14,1,0.462,6.5,4승0무6패,2패,7-1-7,5-0-7
20170502,8,KT,27,12,15,0,0.444,7,2승0무8패,2패,7-0-8,5-0-7
20170502,9,한화,27,11,16,0,0.407,8,4승0무6패,1승,3-0-8,8-0-8
20170502,10,삼성,27,5,20,2,0.200,13,2승1무7패,1승,4-1-8,1-1-12
20170503,1,KIA,28,20,8,0,0.714,0,7승0무3패,2승,11-0-3,9-0-5
20170503,2,NC,28,18,9,1,0.667,1.5,8승0무2패,1패,8-0-4,10-1-5
20170503,3,LG,28,16,12,0,0.571,4,6승0무4패,1승,9-0-4,7-0-8
20170503,4,SK,28,14,14,0,0.500,6,4승0무6패,2패,8-0-9,6-0-5
20170503,4,롯데,28,14,14,0,0.500,6,5승0무5패,1패,8-0-6,6-0-8
