순위,선수ID,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
81,62895,한유섬,SK,103,4,2,2,50.0,1,0
81,76753,송광민,한화,117,5,2,3,40.0,1,0
81,66716,정경운,한화,46,2,2,0,100,2,0
81,72546,문규현,롯데,110,3,2,1,66.7,1,1
81,71565,이우민,롯데,104,6,2,4,33.3,1,2
81,78513,전준우,롯데,110,6,2,4,33.3,2,1
81,67450,러프,삼성,134,4,2,2,50.0,12,0
81,75566,이원석,삼성,121,2,2,0,100,4,0
81,78753,김지열,KT,35,2,2,0,100,0,0
81,67024,모넬,KT,28,3,2,1,66.7,3,0
81,70553,박기혁,KT,97,3,2,1,66.7,4,0
81,78361,전민수,KT,55,3,2,1,66.7,1,0
105,64086,신성현,두산,34,1,1,0,100,0,0
105,76232,양의지,두산,111,2,1,1,50.0,3,0
105,75334,오재일,두산,128,2,1,1,50.0,1,1
105,61208,정진호,두산,97,2,1,1,50.0,2,2
105,77454,김종호,NC,3,1,1,0,100,0,0
105,74465,박석민,NC,101,3,1,2,33.3,4,0
105,73213,손시헌,NC,124,1,1,0,100,2,0
105,94629,이호준,NC,77,1,1,0,100,1,0
105,73306,지석훈,NC,121,1,1,0,100,4,0
105,66302,채상현,넥센,5,1,1,0,100,0,0
105,65399,허정협,넥센,83,3,1,2,33.3,0,0
105,60100,백진우,LG,52,1,1,0,100,1,2
105,62164,서상우,LG,10,1,1,0,100,0,0
105,74823,임훈,LG,42,3,1,2,33.3,0,1
105,79150,정주현,LG,15,1,1,0,100,1,0
105,62007,김지성,KIA,37,1,1,0,100,1,0
105,78629,나지완,KIA,137,2,1,1,50.0,4,2
105,73606,서동욱,KIA,125,2,1,1,50.0,3,0
105,76869,김재현,SK,14,3,1,2,33.3,0,0
105,67872,로맥,SK,102,2,1,1,50.0,3,1
105,74846,박정권,SK,118,2,1,1,50.0,2,0
105,75847,최정,SK,130,6,1,5,16.7,0,0
105,61700,강경학,한화,59,2,1,1,50.0,0,1
105,71610,김경언,한화,38,1,1,0,100,1,0
105,77464,임익준,한화,30,1,1,0,100,1,0
105,73602,차일목,한화,52,2,1,1,50.0,0,0
105,61591,김사훈,롯데,57,1,1,0,100,0,0
105,71564,이대호,롯데,142,2,1,1,50.0,4,0
105,79402,김상수,삼성,42,2,1,1,50.0,3,0
105,79465,배영섭,삼성,92,1,1,0,100,2,0
105,66406,안주형,삼성,10,2,1,1,50.0,2,0
105,95436,이승엽,삼성,135,2,1,1,50.0,9,1
105,62499,이현동,삼성,16,1,1,0,100,0,0
105,61104,정병곤,삼성,74,1,1,0,100,0,0
105,61197,최영진,삼성,14,1,1,0,100,0,0
105,77462,김동욱,KT,83,1,1,0,100,3,0
105,63088,김진곤,KT,28,1,1,0,100,1,0
105,73113,박경수,KT,131,3,1,2,33.3,7,0
105,67006,안치영,KT,21,3,1,2,33.3,1,0
105,62265,유민상,KT,15,1,1,0,100,0,0
105,60343,이해창,KT,114,5,1,4,20.0,4,1
105,65096,정주후,KT,7,1,1,0,100,0,0
105,67005,홍현빈,KT,8,1,1,0,100,0,0
148,79290,국해성,두산,57,0,0,0,-,0,0
148,77263,김강률,두산,3,0,0,0,-,0,0
148,67246,김명신,두산,1,0,0,0,-,0,0
