순위,선수ID,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
1,62404,구자욱,삼성,우익수,144,144,1242 1/3,5,0,278,13,4,0.983,0,0,0,-
2,77532,손아섭,롯데,우익수,139,139,1210 1/3,2,0,250,11,2,0.992,0,0,0,-
2,62415,박해민,삼성,중견수,139,130,1151 2/3,1,0,323,7,2,0.997,0,0,0,-
4,64300,김하성,넥센,유격수,138,133,1163,18,0,207,422,71,0.972,0,0,0,-
5,62864,김민식,KIA,포수,136,112,931 1/3,8,2,739,72,11,0.990,12,46,28,37.8
6,63963,권희동,NC,좌익수,134,131,1036 1/3,2,0,220,6,1,0.991,0,0,0,-
6,78603,김선빈,KIA,유격수,134,122,1056,14,0,169,346,80,0.974,0,0,0,-
8,78224,김재환,두산,좌익수,132,131,1093,8,0,232,5,0,0.967,0,0,0,-
8,78122,김태군,NC,포수,132,122,957 1/3,9,3,860,62,11,0.990,1,50,29,36.7
10,79608,안치홍,KIA,2루수,131,126,1082 1/3,13,0,291,359,98,0.980,0,0,0,-
11,79240,허경민,두산,3루수,130,104,952 1/3,5,0,100,202,18,0.984,0,0,0,-
12,74540,강민호,롯데,포수,129,120,1032 2/3,11,4,904,77,15,0.989,9,71,31,30.4
13,76802,김성현,SK,2루수,128,106,959 1/3,6,0,229,340,77,0.990,0,0,0,-
14,77564,김민성,넥센,3루수,125,119,1028,6,0,110,242,32,0.983,0,0,0,-
15,67650,버나디나,KIA,중견수,124,119,927 1/3,0,0,238,9,0,1.000,0,0,0,-
16,62947,나성범,NC,우익수,123,123,1051 2/3,8,0,242,9,2,0.969,0,0,0,-
16,73213,손시헌,NC,유격수,123,107,849 2/3,10,0,154,301,62,0.978,0,0,0,-
18,78168,서건창,넥센,2루수,122,120,1008 2/3,12,0,254,329,73,0.980,0,0,0,-
18,73113,박경수,KT,2루수,122,119,950,6,0,243,312,78,0.989,0,0,0,-
20,79215,박건우,두산,중견수,120,116,988 1/3,4,0,227,4,1,0.983,0,0,0,-
20,76509,김문호,롯데,좌익수,120,93,883 1/3,3,0,179,2,0,0.984,0,0,0,-
22,61102,유강남,LG,포수,117,96,831 1/3,4,2,733,43,5,0.995,5,36,14,28.0
22,75847,최정,SK,3루수,117,116,936 2/3,6,0,77,213,20,0.980,0,0,0,-
24,71564,이대호,롯데,1루수,116,114,935 2/3,8,0,898,59,92,0.992,0,0,0,-
25,72443,최형우,KIA,좌익수,115,114,916 2/3,4,0,196,7,0,0.981,0,0,0,-
26,77248,오재원,두산,2루수,113,82,766 2/3,6,0,204,214,63,0.986,0,0,0,-
27,70756,이범호,KIA,3루수,111,105,867 2/3,13,0,57,179,24,0.948,0,0,0,-
27,75566,이원석,삼성,3루수,111,107,910 1/3,12,0,69,191,23,0.956,0,0,0,-
29,79192,채은성,LG,우익수,110,80,772 2/3,3,0,192,6,0,0.985,0,0,0,-
29,67598,번즈,롯데,2루수,110,103,916 1/3,8,0,225,307,72,0.985,0,0,0,-
31,76812,이재원,SK,포수,109,88,719,3,7,546,54,3,0.995,5,55,17,23.6
31,67450,러프,삼성,1루수,109,109,936,7,0,827,71,96,0.992,0,0,0,-
31,60343,이해창,KT,포수,109,72,655 2/3,6,0,470,51,1,0.989,3,62,21,25.3
34,67341,이정후,넥센,중견수,108,99,793,1,0,209,4,0,0.995,0,0,0,-
34,62700,하주석,한화,유격수,108,104,913 1/3,9,0,158,298,61,0.981,0,0,0,-
36,75334,오재일,두산,1루수,107,90,809,5,0,782,43,76,0.994,0,0,0,-
36,76753,송광민,한화,3루수,107,102,834,9,0,68,202,28,0.968,0,0,0,-
38,79109,오지환,LG,유격수,106,95,830 2/3,11,0,132,255,51,0.972,0,0,0,-
38,74339,유한준,KT,우익수,106,95,803,1,0,172,3,0,0.994,0,0,0,-
40,66740,로사리오,한화,1루수,105,102,883 1/3,10,0,831,53,95,0.989,0,0,0,-
41,76849,이명기,KIA,우익수,103,95,759,5,0,198,4,1,0.976,0,0,0,-
41,74846,박정권,SK,1루수,103,81,692,7,0,667,67,75,0.991,0,0,0,-
41,75808,정근우,한화,2루수,103,98,800,11,0,231,292,78,0.979,0,0,0,-
44,76249,민병헌,두산,우익수,102,94,776,4,0,163,4,1,0.977,0,0,0,-
44,62907,박민우,NC,2루수,102,99,802,7,0,187,252,68,0.984,0,0,0,-
44,61353,고종욱,넥센,좌익수,102,97,823 1/3,4,0,190,3,0,0.980,0,0,0,-
44,78288,최재훈,한화,포수,102,83,706,1,1,536,34,6,0.998,5,42,17,28.8
44,61404,김헌곤,삼성,좌익수,102,72,694 2/3,2,0,131,10,3,0.986,0,0,0,-
44,79456,이지영,삼성,포수,102,87,747,6,2,638,42,4,0.991,4,39,16,29.1
50,65115,안익훈,LG,중견수,101,43,513 2/3,2,0,130,3,0,0.985,0,0,0,-
51,78513,전준우,롯데,중견수,100,99,830,0,0,210,4,1,1.000,0,0,0,-
52,79365,박동원,넥센,포수,99,77,651,8,3,527,48,5,0.986,5,37,20,35.1
53,76232,양의지,두산,포수,98,91,744,5,2,596,38,6,0.992,3,36,17,32.1
53,67935,스크럭스,NC,1루수,98,98,867 2/3,9,0,791,43,83,0.989,0,0,0,-
55,70553,박기혁,KT,유격수,97,75,628 1/3,9,0,85,213,46,0.971,0,0,0,-
56,62934,김성욱,NC,중견수,94,47,536,0,0,112,3,2,1.000,0,0,0,-
56,63722,한승택,KIA,포수,94,27,306 1/3,2,0,235,17,3,0.992,0,22,8,26.7
58,62556,신본기,롯데,유격수,92,71,608,6,0,77,199,42,0.979,0,0,0,-
59,74206,김재호,두산,유격수,91,81,688,9,0,112,262,52,0.977,0,0,0,-
59,66838,김동엽,SK,좌익수,91,81,634,5,0,137,1,0,0.965,0,0,0,-
59,78548,장성우,KT,포수,91,72,581 1/3,7,0,461,28,7,0.986,7,45,10,18.2
62,65653,김호령,KIA,중견수,90,19,307 2/3,0,0,89,2,0,1.000,0,0,0,-
63,62244,박세혁,두산,포수,89,51,520,2,2,394,31,6,0.995,2,28,12,30.0
64,70410,김주찬,KIA,1루수,88,75,635 2/3,5,0,572,43,71,0.992,0,0,0,-
65,62234,류지혁,두산,유격수,86,60,543,13,0,93,180,29,0.955,0,0,0,-
65,64153,양석환,LG,3루수,86,75,641 1/3,8,0,55,117,15,0.956,0,0,0,-
67,73606,서동욱,KIA,1루수,85,56,512 2/3,0,0,490,29,58,1.000,0,0,0,-
68,63704,노수광,SK,중견수,84,65,544,4,0,135,1,0,0.971,0,0,0,-
69,74465,박석민,NC,3루수,83,80,644,9,0,41,115,14,0.945,0,0,0,-
69,72546,문규현,롯데,유격수,83,64,576 2/3,4,0,101,214,42,0.987,0,0,0,-
69,64610,강한울,삼성,유격수,83,72,617,12,0,106,204,51,0.963,0,0,0,-
69,60558,오태곤,KT,1루수,83,64,573 1/3,4,0,579,34,53,0.994,0,0,0,-
73,73339,이종욱,NC,중견수,81,71,461 1/3,0,0,108,1,0,1.000,0,0,0,-
73,78135,이형종,LG,좌익수,81,36,423 1/3,2,0,104,6,1,0.982,0,0,0,-
73,67025,로하스,KT,중견수,81,77,673 2/3,2,0,174,4,0,0.989,0,0,0,-
76,72456,손주인,LG,2루수,80,57,506 2/3,4,0,102,165,41,0.985,0,0,0,-
77,76267,최주환,두산,2루수,78,61,476 2/3,4,0,129,144,37,0.986,0,0,0,-
78,71837,김강민,SK,중견수,77,35,388,2,0,108,1,0,0.982,0,0,0,-
79,63123,강승호,LG,2루수,76,63,543 2/3,11,0,135,196,45,0.968,0,0,0,-
79,99606,정성훈,LG,1루수,76,56,439 1/3,5,0,397,26,43,0.988,0,0,0,-
79,73209,나주환,SK,유격수,76,64,527,6,0,94,175,42,0.978,0,0,0,-
82,76650,진해수,LG,투수,75,0,52 2/3,0,0,1,12,0,1.000,0,0,0,-
83,71842,정상호,LG,포수,74,38,349 1/3,3,1,259,21,2,0.989,2,23,10,30.3
83,72466,조동찬,삼성,2루수,74,66,510 1/3,6,0,112,170,51,0.979,0,0,0,-
85,61204,김동한,롯데,3루수,73,53,441 2/3,7,0,29,99,13,0.948,0,0,0,-
85,73153,이대형,KT,좌익수,73,48,438 2/3,2,0,102,0,0,0.981,0,0,0,-
87,76540,배장호,롯데,투수,72,0,66 1/3,0,1,3,12,1,1.000,0,0,0,-
88,73136,이성열,한화,좌익수,71,69,559,4,0,119,7,0,0.969,0,0,0,-
89,77263,김강률,두산,투수,70,0,89,1,1,5,11,0,0.941,0,0,0,-
89,62332,김재현,넥센,포수,70,25,276 2/3,1,0,223,25,2,0.996,1,19,14,42.4
89,77563,이상화,KT,투수,70,0,66,1,1,5,8,0,0.929,0,0,0,-
92,73248,김승회,두산,투수,69,0,69,0,1,4,9,1,1.000,0,0,0,-
92,75867,김진성,NC,투수,69,0,89 1/3,0,0,4,9,2,1.000,0,0,0,-
92,62797,양성우,한화,우익수,69,47,419 2/3,3,0,100,1,1,0.971,0,0,0,-
95,77211,이용찬,두산,투수,68,0,71 2/3,0,0,3,12,0,1.000,0,0,0,-
95,76118,원종현,NC,투수,68,0,80 1/3,2,0,2,8,0,0.833,0,0,0,-
95,62802,박승욱,SK,유격수,68,46,443,11,0,67,144,22,0.950,0,0,0,-
98,61411,심창민,삼성,투수,66,0,75 1/3,0,0,3,5,0,1.000,0,0,0,-
99,62648,김윤동,KIA,투수,65,1,80 1/3,1,0,3,6,1,0.900,0,0,0,-
100,67341,이정후,넥센,우익수,64,26,307,2,0,64,3,1,0.971,0,0,0,-
100,71184,이성우,SK,포수,64,38,350 2/3,3,1,257,26,2,0.990,1,13,7,35.0
100,64017,심재민,KT,투수,64,2,74 2/3,4,0,3,14,0,0.810,0,0,0,-
100,63450,정현,KT,유격수,64,42,387 2/3,7,0,71,135,25,0.967,0,0,0,-
104,73306,지석훈,NC,유격수,63,34,315 1/3,6,0,56,100,21,0.963,0,0,0,-
104,66354,주효상,넥센,포수,63,42,342,2,0,266,15,2,0.993,2,16,3,15.8
104,77463,채태인,넥센,1루수,63,59,487 1/3,6,0,472,26,38,0.988,0,0,0,-
104,60140,신정락,LG,투수,63,0,59,1,0,3,7,0,0.909,0,0,0,-
104,67650,버나디나,KIA,우익수,63,12,187 1/3,0,0,43,1,0,1.000,0,0,0,-
104,66859,김주한,SK,투수,63,3,69 2/3,0,0,6,9,0,1.000,0,0,0,-
104,62895,한유섬,SK,우익수,63,54,439 2/3,1,0,106,1,0,0.991,0,0,0,-
104,74731,송창식,한화,투수,63,0,73 1/3,1,1,4,8,0,0.923,0,0,0,-
112,75250,박정배,SK,투수,61,0,68,4,0,6,4,1,0.714,0,0,0,-
112,75321,손승락,롯데,투수,61,0,62,0,0,5,8,2,1.000,0,0,0,-
112,64006,심우준,KT,3루수,61,52,454 1/3,9,0,35,122,18,0.946,0,0,0,-
115,64944,박대온,NC,포수,60,18,210,1,0,163,15,2,0.994,3,7,4,36.4
115,62929,이민호,NC,투수,60,3,88 2/3,2,0,3,8,0,0.846,0,0,0,-
115,78352,임창민,NC,투수,60,0,66,1,0,1,6,0,0.875,0,0,0,-
115,76430,김태혁,넥센,투수,60,0,61 1/3,1,0,2,5,0,0.875,0,0,0,-
115,78148,정찬헌,LG,투수,60,0,61 2/3,3,1,1,11,0,0.800,0,0,0,-
115,65412,권정웅,삼성,포수,60,32,297 1/3,1,0,246,20,2,0.996,5,18,7,28.0
121,63959,임정호,NC,투수,59,0,30 1/3,0,0,2,3,2,1.000,0,0,0,-
122,71347,장민석,한화,우익수,58,39,357 2/3,3,0,94,2,1,0.970,0,0,0,-
123,76329,이현승,두산,투수,57,0,52,0,0,4,7,0,1.000,0,0,0,-
123,74359,오주원,넥센,투수,57,3,73 2/3,2,0,2,3,0,0.714,0,0,0,-
125,74857,정우람,한화,투수,56,0,59,0,0,4,6,0,1.000,0,0,0,-
125,77927,장필준,삼성,투수,56,0,67 1/3,0,0,3,11,2,1.000,0,0,0,-
125,79453,오정복,KT,좌익수,56,38,311,1,0,63,1,0,0.985,0,0,0,-
128,60566,이상호,NC,2루수,55,31,316 2/3,6,0,67,98,20,0.965,0,0,0,-
128,75342,이보근,넥센,투수,55,0,52 2/3,0,0,1,3,0,1.000,0,0,0,-
128,61114,김재율,LG,1루수,55,30,316 2/3,2,0,278,22,25,0.993,0,0,0,-
128,64153,양석환,LG,1루수,55,39,365 1/3,0,0,370,36,39,1.000,0,0,0,-
128,67872,로맥,SK,우익수,55,53,406,0,0,80,4,2,1.000,0,0,0,-
128,99737,박정진,한화,투수,55,0,48,1,0,0,4,0,0.800,0,0,0,-
128,61591,김사훈,롯데,포수,55,24,239 2/3,1,0,208,13,1,0.995,4,16,8,33.3
128,60558,오태곤,KT,3루수,55,35,306 2/3,6,0,24,69,5,0.939,0,0,0,-
136,78135,이형종,LG,중견수,54,43,321 1/3,0,0,84,3,0,1.000,0,0,0,-
136,79465,배영섭,삼성,좌익수,54,45,360,3,0,84,0,0,0.966,0,0,0,-
138,62353,박정음,넥센,중견수,53,29,289 1/3,3,0,75,1,1,0.962,0,0,0,-
138,60181,김지용,LG,투수,53,0,53,0,0,1,1,0,1.000,0,0,0,-
138,62797,양성우,한화,좌익수,53,27,292 2/3,0,0,60,2,0,1.000,0,0,0,-
138,62556,신본기,롯데,3루수,53,27,294,4,0,23,56,2,0.952,0,0,0,-
138,77318,장시환,롯데,투수,53,0,51 1/3,1,0,2,6,1,0.889,0,0,0,-
143,78217,김용의,LG,중견수,52,48,334 1/3,1,0,85,1,0,0.989,0,0,0,-
143,60636,심동섭,KIA,투수,52,2,50 2/3,0,0,3,6,1,1.000,0,0,0,-
143,65056,엄상백,KT,투수,52,0,52,0,0,1,4,0,1.000,0,0,0,-
146,65103,히메네스,LG,3루수,51,46,410 2/3,5,0,38,95,13,0.964,0,0,0,-
146,95657,임창용,KIA,투수,51,0,50,1,0,0,4,2,0.800,0,0,0,-
146,66702,이시원,한화,중견수,51,25,291,1,0,79,0,0,0.988,0,0,0,-
146,73602,차일목,한화,포수,51,35,275 2/3,0,1,205,17,1,1.000,3,21,6,22.2
146,74215,윤석민,KT,1루수,51,42,379 1/3,0,0,355,24,45,1.000,0,0,0,-
