순위,선수ID,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
2,65304,김은성,키움,0.500,16,6,4,0,2,0,0,0,2,0,0,0,1,0,1,1,1,0.500,0.667,1.167,0,0.333,0.000
4,79456,이지영,키움,0.309,101,289,262,22,81,10,2,0,95,36,3,1,19,1,4,28,8,0.363,0.364,0.727,19,0.333,0.207
8,65898,김웅빈,키움,0.275,73,235,207,25,57,13,0,8,94,31,5,3,17,1,3,65,6,0.454,0.335,0.789,12,0.197,0.200
9,68305,변상권,키움,0.274,35,64,62,7,17,5,0,1,25,16,0,1,1,0,0,20,2,0.403,0.281,0.684,3,0.348,0.167
10,64346,임병욱,키움,0.270,12,41,37,3,10,4,0,0,14,6,0,0,4,1,0,10,1,0.378,0.341,0.719,1,0.500,0.000
11,65399,허정협,키움,0.268,111,360,314,45,84,12,0,10,126,43,3,1,40,0,2,73,7,0.401,0.353,0.754,20,0.250,0.200
12,50350,러셀,키움,0.254,65,271,244,22,62,14,0,2,82,31,0,3,22,1,2,37,6,0.336,0.317,0.653,16,0.274,0.000
13,79365,박동원,키움,0.250,112,372,324,45,81,21,0,12,138,50,2,2,38,0,6,68,10,0.426,0.338,0.764,19,0.250,0.412
13,50357,박주홍,키움,0.250,13,25,24,0,6,2,0,0,8,1,0,0,1,0,0,10,0,0.333,0.280,0.613,2,0.000,0.000
15,64657,박준태,키움,0.245,128,443,347,71,85,13,1,5,115,29,9,3,65,0,19,120,4,0.331,0.389,0.720,17,0.173,0.000
16,65586,전병우,키움,0.237,119,402,359,46,85,13,3,8,128,48,2,2,37,0,2,100,7,0.357,0.310,0.667,17,0.280,0.182
17,69306,김주형,키움,0.233,39,50,43,8,10,3,0,1,16,6,1,0,4,0,2,10,0,0.372,0.327,0.699,1,0.333,0.000
18,75125,박병호,키움,0.223,93,383,309,56,69,7,0,21,139,66,0,8,57,2,9,114,8,0.450,0.352,0.802,16,0.227,0.000
19,62356,김규민,키움,0.208,54,111,101,13,21,2,1,1,28,6,3,1,5,0,1,24,3,0.277,0.250,0.527,2,0.182,0.143
20,73342,이택근,키움,0.193,20,64,57,5,11,5,0,0,16,7,0,0,7,0,0,21,1,0.281,0.281,0.562,2,0.286,0.333
21,66354,주효상,키움,0.190,63,101,84,6,16,4,0,0,20,7,3,1,13,0,0,26,0,0.238,0.296,0.534,1,0.095,0.174
22,62353,박정음,키움,0.186,86,47,43,20,8,0,1,0,10,2,0,0,2,0,2,14,0,0.233,0.255,0.488,0,0.182,0.000
23,68346,김수환,키움,0.182,9,12,11,1,2,1,0,0,3,2,0,0,1,0,0,5,1,0.273,0.250,0.523,1,0.200,0.200
24,50300,모터,키움,0.114,10,37,35,4,4,0,0,1,7,3,0,1,1,0,0,10,0,0.200,0.135,0.335,0,0.091,0.000
25,50304,김병휘,키움,0.000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
25,62332,김재현,키움,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
25,50365,문찬종,키움,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
25,65362,송우현,키움,0.000,14,15,12,3,0,0,0,0,0,0,0,0,2,0,1,4,0,0.000,0.200,0.200,0,0.000,0.000
1,62234,류지혁,KIA,0.381,25,51,42,13,16,3,0,1,22,5,1,2,1,0,5,6,3,0.524,0.440,0.964,4,0.200,0.000
3,70410,김주찬,KIA,0.333,7,18,18,3,6,0,0,1,9,2,0,0,0,0,0,2,2,0.500,0.333,0.833,1,0.143,0.000
4,78603,김선빈,KIA,0.330,85,351,303,42,100,19,0,1,122,37,1,5,40,0,2,43,12,0.403,0.406,0.809,22,0.345,0.200
5,64560,이창진,KIA,0.330,22,99,88,19,29,8,1,0,39,7,0,0,10,0,1,17,2,0.443,0.404,0.847,7,0.294,0.000
6,66606,최원준,KIA,0.326,123,412,359,72,117,16,6,2,151,35,9,5,33,0,6,35,1,0.421,0.387,0.808,30,0.364,0.600
9,73209,나주환,KIA,0.279,64,222,204,21,57,5,0,6,80,26,4,1,12,0,1,44,6,0.392,0.321,0.713,13,0.280,0.000
10,65610,황대인,KIA,0.276,63,138,116,14,32,4,0,4,48,16,0,1,21,0,0,29,5,0.414,0.384,0.798,7,0.258,0.444
11,62864,김민식,KIA,0.251,69,238,211,22,53,6,1,2,67,21,6,2,17,0,2,28,3,0.318,0.310,0.628,14,0.245,0.462
12,50600,홍종표,KIA,0.250,40,88,80,7,20,3,0,0,23,7,3,1,4,0,0,13,1,0.288,0.282,0.570,4,0.115,0.000
14,62908,황윤호,KIA,0.243,25,73,70,5,17,3,0,0,20,5,0,0,3,0,0,10,3,0.286,0.274,0.560,2,0.143,0.000
15,69636,오선우,KIA,0.239,59,73,67,11,16,0,0,4,28,14,0,0,3,0,3,26,2,0.418,0.301,0.719,2,0.286,0.240
16,64984,김태진,KIA,0.236,82,280,263,28,62,5,1,1,72,23,2,1,13,0,1,45,2,0.274,0.273,0.547,14,0.284,0.250
17,65653,김호령,KIA,0.232,89,159,138,36,32,5,2,4,53,16,3,1,14,0,3,55,2,0.384,0.314,0.698,7,0.241,0.500
18,63636,고장혁,KIA,0.231,7,13,13,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0.231,0.231,0.462,0,0.333,0.000
19,66657,이진영,KIA,0.227,32,27,22,4,5,1,0,0,6,5,0,0,5,0,0,9,1,0.273,0.370,0.643,1,0.300,0.167
20,63722,한승택,KIA,0.226,83,262,226,22,51,6,0,9,84,29,9,0,21,0,6,58,7,0.372,0.308,0.680,11,0.222,0.000
22,78643,백용환,KIA,0.220,52,107,91,12,20,4,0,5,39,10,1,0,15,0,0,29,2,0.429,0.330,0.759,4,0.200,0.133
23,63260,이우성,KIA,0.203,48,67,59,5,12,1,0,0,13,3,0,0,6,0,2,11,2,0.220,0.299,0.519,1,0.125,0.267
24,65464,최정용,KIA,0.196,38,59,56,5,11,1,0,1,15,5,1,0,2,0,0,15,0,0.268,0.224,0.492,2,0.182,0.143
25,66614,김규성,KIA,0.178,103,182,157,21,28,2,1,3,41,11,11,0,13,0,1,40,1,0.261,0.246,0.507,5,0.194,0.000
26,79113,문선재,KIA,0.167,15,6,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0.167,0.167,0.334,0,0.000,0.000
27,79334,장영석,KIA,0.129,11,37,31,1,4,0,0,0,4,2,0,1,4,0,1,7,3,0.129,0.243,0.372,0,0.125,0.000
28,62893,최정민,KIA,0.111,24,11,9,12,1,0,0,0,1,2,0,0,2,0,0,1,0,0.111,0.273,0.384,0,0.250,0.000
29,63448,김영환,KIA,0.000,14,18,16,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0.000,0.059,0.059,0,0.000,0.000
29,50657,박민,KIA,0.000,6,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.500,0.500,0,0.000,0.000
29,67644,이정훈,KIA,0.000,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
1,65514,강태율,롯데,0.455,14,18,11,2,5,0,0,2,11,2,0,0,7,0,0,2,1,1.000,0.667,1.667,0,0.250,0.500
2,69508,신윤후,롯데,0.429,5,8,7,2,3,0,0,0,3,2,0,0,1,0,0,0,0,0.429,0.500,0.929,0,0.500,0.000
4,64504,오윤석,롯데,0.298,63,197,168,31,50,7,1,4,71,32,1,2,24,0,2,47,2,0.423,0.388,0.811,12,0.378,0.250
11,76100,이병규,롯데,0.274,53,194,164,28,45,4,0,9,76,32,0,1,28,0,1,55,5,0.463,0.381,0.844,11,0.326,0.250
12,65506,김재유,롯데,0.259,68,133,116,20,30,1,0,1,34,9,2,0,12,0,3,35,2,0.293,0.344,0.637,6,0.244,0.300
13,67504,김정율,롯데,0.250,3,10,8,1,2,0,0,0,2,0,0,0,2,0,0,4,0,0.250,0.400,0.650,1,0.333,0.000
13,64717,지시완,롯데,0.250,3,11,8,0,2,0,0,0,2,2,0,0,3,0,0,4,0,0.250,0.455,0.705,0,0.500,0.000
15,76249,민병헌,롯데,0.233,109,342,309,42,72,12,0,2,90,23,5,2,21,1,5,62,12,0.291,0.291,0.582,16,0.175,0.182
16,62558,김준태,롯데,0.225,128,369,306,38,69,12,2,5,100,43,3,3,56,0,1,64,5,0.327,0.344,0.671,17,0.267,0.200
17,61204,김동한,롯데,0.221,82,73,68,23,15,5,0,0,20,5,0,0,5,0,0,8,2,0.294,0.274,0.568,1,0.130,0.083
18,62556,신본기,롯데,0.217,81,123,106,18,23,1,0,2,30,12,1,1,14,0,1,22,3,0.283,0.311,0.594,4,0.393,0.100
19,65515,강로한,롯데,0.190,16,26,21,6,4,0,0,0,4,1,0,0,4,0,1,6,0,0.190,0.346,0.536,0,0.111,0.000
