날짜,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
20200505,1,키움,1,1,0,0,1.000,0,1승0무0패,1승,0-0-0,1-0-0
20200505,1,LG,1,1,0,0,1.000,0,1승0무0패,1승,1-0-0,0-0-0
20200505,1,NC,1,1,0,0,1.000,0,1승0무0패,1승,0-0-0,1-0-0
20200505,1,한화,1,1,0,0,1.000,0,1승0무0패,1승,0-0-0,1-0-0
20200505,1,롯데,1,1,0,0,1.000,0,1승0무0패,1승,0-0-0,1-0-0
20200505,6,두산,1,0,1,0,0.000,1,0승0무1패,1패,0-0-0,0-0-1
20200505,6,SK,1,0,1,0,0.000,1,0승0무1패,1패,0-0-1,0-0-0
20200505,6,KT,1,0,1,0,0.000,1,0승0무1패,1패,0-0-1,0-0-0
20200505,6,KIA,1,0,1,0,0.000,1,0승0무1패,1패,0-0-1,0-0-0
20200505,6,삼성,1,0,1,0,0.000,1,0승0무1패,1패,0-0-1,0-0-0
20200506,1,키움,2,2,0,0,1.000,0,2승0무0패,2승,0-0-0,2-0-0
20200506,1,NC,2,2,0,0,1.000,0,2승0무0패,2승,0-0-0,2-0-0
20200506,1,롯데,2,2,0,0,1.000,0,2승0무0패,2승,0-0-0,2-0-0
20200506,4,두산,2,1,1,0,0.500,1,1승0무1패,1승,0-0-0,1-0-1
20200506,4,SK,2,1,1,0,0.500,1,1승0무1패,1승,1-0-1,0-0-0
20200506,4,LG,2,1,1,0,0.500,1,1승0무1패,1패,1-0-1,0-0-0
20200506,4,한화,2,1,1,0,0.500,1,1승0무1패,1패,0-0-0,1-0-1
20200506,8,KT,2,0,2,0,0.000,2,0승0무2패,2패,0-0-2,0-0-0
20200506,8,KIA,2,0,2,0,0.000,2,0승0무2패,2패,0-0-2,0-0-0
20200506,8,삼성,2,0,2,0,0.000,2,0승0무2패,2패,0-0-2,0-0-0
20200507,1,NC,3,3,0,0,1.000,0,3승0무0패,3승,0-0-0,3-0-0
20200507,1,롯데,3,3,0,0,1.000,0,3승0무0패,3승,0-0-0,3-0-0
20200507,3,두산,3,2,1,0,0.667,1,2승0무1패,2승,0-0-0,2-0-1
20200507,3,키움,3,2,1,0,0.667,1,2승0무1패,1패,0-0-0,2-0-1
20200507,3,한화,3,2,1,0,0.667,1,2승0무1패,1승,0-0-0,2-0-1
20200507,6,SK,3,1,2,0,0.333,2,1승0무2패,1패,1-0-2,0-0-0
20200507,6,LG,3,1,2,0,0.333,2,1승0무2패,2패,1-0-2,0-0-0
20200507,6,KIA,3,1,2,0,0.333,2,1승0무2패,1승,1-0-2,0-0-0
20200507,9,KT,3,0,3,0,0.000,3,0승0무3패,3패,0-0-3,0-0-0
20200507,9,삼성,3,0,3,0,0.000,3,0승0무3패,3패,0-0-3,0-0-0
20200508,1,NC,4,4,0,0,1.000,0,4승0무0패,4승,1-0-0,3-0-0
20200508,1,롯데,4,4,0,0,1.000,0,4승0무0패,4승,1-0-0,3-0-0
20200508,3,키움,4,3,1,0,0.750,1,3승0무1패,1승,1-0-0,2-0-1
20200508,4,두산,4,2,2,0,0.500,2,2승0무2패,1패,0-0-1,2-0-1
20200508,4,한화,4,2,2,0,0.500,2,2승0무2패,1패,0-0-0,2-0-2
20200508,6,SK,4,1,3,0,0.250,3,1승0무3패,2패,1-0-2,0-0-1
20200508,6,LG,4,1,3,0,0.250,3,1승0무3패,3패,1-0-2,0-0-1
20200508,6,KT,4,1,3,0,0.250,3,1승0무3패,1승,0-0-3,1-0-0
20200508,6,KIA,4,1,3,0,0.250,3,1승0무3패,1패,1-0-2,0-0-1
20200508,6,삼성,4,1,3,0,0.250,3,1승0무3패,1승,1-0-3,0-0-0
20200509,1,NC,4,4,0,0,1.000,0,4승0무0패,4승,1-0-0,3-0-0
20200509,1,롯데,4,4,0,0,1.000,0,4승0무0패,4승,1-0-0,3-0-0
20200509,3,키움,5,4,1,0,0.800,0.5,4승0무1패,2승,2-0-0,2-0-1
20200509,4,두산,4,2,2,0,0.500,2,2승0무2패,1패,0-0-1,2-0-1
20200509,5,삼성,5,2,3,0,0.400,2.5,2승0무3패,2승,2-0-3,0-0-0
20200509,5,한화,5,2,3,0,0.400,2.5,2승0무3패,2패,0-0-0,2-0-3
20200509,7,SK,4,1,3,0,0.250,3,1승0무3패,2패,1-0-2,0-0-1
20200509,7,LG,4,1,3,0,0.250,3,1승0무3패,3패,1-0-2,0-0-1
20200509,7,KT,4,1,3,0,0.250,3,1승0무3패,1승,0-0-3,1-0-0
20200509,10,KIA,5,1,4,0,0.200,3.5,1승0무4패,2패,1-0-2,0-0-2
20200510,1,롯데,5,5,0,0,1.000,0,5승0무0패,5승,2-0-0,3-0-0
20200510,2,키움,6,5,1,0,0.833,0.5,5승0무1패,3승,3-0-0,2-0-1
20200510,3,NC,5,4,1,0,0.800,1,4승0무1패,1패,1-0-1,3-0-0
20200510,4,두산,5,3,2,0,0.600,2,3승0무2패,1승,1-0-1,2-0-1
20200510,5,LG,5,2,3,0,0.400,3,2승0무3패,1승,1-0-2,1-0-1
20200510,6,KIA,6,2,4,0,0.333,3.5,2승0무4패,1승,1-0-2,1-0-2
20200510,6,삼성,6,2,4,0,0.333,3.5,2승0무4패,1패,2-0-4,0-0-0
20200510,6,한화,6,2,4,0,0.333,3.5,2승0무4패,3패,0-0-0,2-0-4
20200510,9,SK,5,1,4,0,0.200,4,1승0무4패,3패,1-0-2,0-0-2
20200510,9,KT,5,1,4,0,0.200,4,1승0무4패,1패,0-0-3,1-0-1
20200512,1,키움,7,6,1,0,0.857,0,6승0무1패,4승,4-0-0,2-0-1
20200512,2,NC,6,5,1,0,0.833,0.5,5승0무1패,1승,2-0-1,3-0-0
20200512,2,롯데,6,5,1,0,0.833,0.5,5승0무1패,1패,2-0-1,3-0-0
20200512,4,두산,6,4,2,0,0.667,1.5,4승0무2패,2승,1-0-1,3-0-1
20200512,5,LG,6,3,3,0,0.500,2.5,3승0무3패,2승,2-0-2,1-0-1
20200512,6,KIA,7,3,4,0,0.429,3,3승0무4패,2승,1-0-2,2-0-2
20200512,7,삼성,7,2,5,0,0.286,4,2승0무5패,2패,2-0-4,0-0-1
20200512,7,한화,7,2,5,0,0.286,4,2승0무5패,4패,0-0-1,2-0-4
20200512,9,SK,6,1,5,0,0.167,4.5,1승0무5패,4패,1-0-2,0-0-3
20200512,9,KT,6,1,5,0,0.167,4.5,1승0무5패,2패,0-0-3,1-0-2
20200513,1,NC,7,6,1,0,0.857,0,6승0무1패,2승,3-0-1,3-0-0
20200513,1,롯데,7,6,1,0,0.857,0,6승0무1패,1승,3-0-1,3-0-0
20200513,3,키움,8,6,2,0,0.750,0.5,6승0무2패,1패,4-0-1,2-0-1
20200513,4,두산,7,4,3,0,0.571,2,4승0무3패,1패,1-0-1,3-0-2
20200513,4,LG,7,4,3,0,0.571,2,4승0무3패,3승,3-0-2,1-0-1
20200513,6,KIA,8,4,4,0,0.500,2.5,4승0무4패,3승,1-0-2,3-0-2
20200513,7,삼성,8,3,5,0,0.375,3.5,3승0무5패,1승,2-0-4,1-0-1
20200513,8,한화,8,2,6,0,0.250,4.5,2승0무6패,5패,0-0-2,2-0-4
20200513,9,SK,7,1,6,0,0.143,5,1승0무6패,5패,1-0-2,0-0-4
20200513,9,KT,7,1,6,0,0.143,5,1승0무6패,3패,0-0-3,1-0-3
20200514,1,NC,8,7,1,0,0.875,0,7승0무1패,3승,4-0-1,3-0-0
20200514,2,롯데,8,6,2,0,0.750,1,6승0무2패,1패,3-0-2,3-0-0
20200514,3,키움,9,6,3,0,0.667,1.5,6승0무3패,2패,4-0-2,2-0-1
20200514,4,두산,8,5,3,0,0.625,2,5승0무3패,1승,1-0-1,4-0-2
20200514,4,LG,8,5,3,0,0.625,2,5승0무3패,4승,4-0-2,1-0-1
20200514,6,KIA,9,4,5,0,0.444,3.5,4승0무5패,1패,1-0-2,3-0-3
20200514,6,삼성,9,4,5,0,0.444,3.5,4승0무5패,2승,2-0-4,2-0-1
20200514,8,한화,9,3,6,0,0.333,4.5,3승0무6패,1승,1-0-2,2-0-4
20200514,9,SK,8,1,7,0,0.125,6,1승0무7패,6패,1-0-2,0-0-5
20200514,9,KT,8,1,7,0,0.125,6,1승0무7패,4패,0-0-3,1-0-4
20200515,1,NC,9,8,1,0,0.889,0,8승0무1패,4승,4-0-1,4-0-0
20200515,2,두산,9,6,3,0,0.667,2,6승0무3패,2승,1-0-1,5-0-2
20200515,2,키움,9,6,3,0,0.667,2,6승0무3패,2패,4-0-2,2-0-1
20200515,2,롯데,9,6,3,0,0.667,2,6승0무3패,2패,3-0-2,3-0-1
20200515,5,LG,8,5,3,0,0.625,2.5,5승0무3패,4승,4-0-2,1-0-1
20200515,6,KIA,10,4,6,0,0.400,4.5,4승0무6패,2패,1-0-3,3-0-3
20200515,6,삼성,10,4,6,0,0.400,4.5,4승0무6패,1패,2-0-4,2-0-2
20200515,6,한화,10,4,6,0,0.400,4.5,4승0무6패,2승,2-0-2,2-0-4
20200515,9,KT,9,2,7,0,0.222,6,2승0무7패,1승,1-0-3,1-0-4
20200515,10,SK,9,1,8,0,0.111,7,1승0무8패,7패,1-0-3,0-0-5
20200516,1,NC,10,9,1,0,0.900,0,9승0무1패,5승,4-0-1,5-0-0
20200516,2,LG,10,7,3,0,0.700,2,7승0무3패,6승,6-0-2,1-0-1
20200516,2,롯데,10,7,3,0,0.700,2,7승0무3패,1승,3-0-2,4-0-1
20200516,4,두산,10,6,4,0,0.600,3,6승0무4패,1패,1-0-1,5-0-3
20200516,5,키움,11,6,5,0,0.545,3.5,5승0무5패,4패,4-0-2,2-0-3
20200516,6,KIA,11,5,6,0,0.455,4.5,5승0무5패,1승,2-0-3,3-0-3
20200516,7,삼성,11,4,7,0,0.364,5.5,4승0무6패,2패,2-0-4,2-0-3
20200516,7,한화,11,4,7,0,0.364,5.5,3승0무7패,1패,2-0-3,2-0-4
20200516,9,KT,10,3,7,0,0.300,6,3승0무7패,2승,2-0-3,1-0-4
20200516,10,SK,10,1,9,0,0.100,8,1승0무9패,8패,1-0-4,0-0-5
20200517,1,NC,11,10,1,0,0.909,0,9승0무1패,6승,4-0-1,6-0-0
20200517,2,두산,11,7,4,0,0.636,3,7승0무3패,1승,1-0-1,6-0-3
20200517,2,LG,11,7,4,0,0.636,3,6승0무4패,1패,6-0-3,1-0-1
20200517,2,롯데,11,7,4,0,0.636,3,6승0무4패,1패,3-0-2,4-0-2
20200517,5,키움,12,7,5,0,0.583,3.5,5승0무5패,1승,4-0-2,3-0-3
20200517,6,KIA,12,5,7,0,0.417,5.5,5승0무5패,1패,2-0-4,3-0-3
20200517,6,한화,12,5,7,0,0.417,5.5,4승0무6패,1승,3-0-3,2-0-4
20200517,8,KT,11,4,7,0,0.364,6,4승0무6패,3승,3-0-3,1-0-4
20200517,9,삼성,12,4,8,0,0.333,6.5,4승0무6패,3패,2-0-4,2-0-4
20200517,10,SK,11,1,10,0,0.091,9,1승0무9패,9패,1-0-5,0-0-5
20200519,1,NC,12,11,1,0,0.917,0,9승0무1패,7승,4-0-1,7-0-0
20200519,2,LG,12,8,4,0,0.667,3,7승0무3패,1승,6-0-3,2-0-1
20200519,3,키움,13,8,5,0,0.615,3.5,6승0무4패,2승,5-0-2,3-0-3
20200519,4,두산,12,7,5,0,0.583,4,6승0무4패,1패,1-0-2,6-0-3
20200519,4,롯데,12,7,5,0,0.583,4,5승0무5패,2패,3-0-2,4-0-3
20200519,6,KIA,13,6,7,0,0.462,5.5,5승0무5패,1승,3-0-4,3-0-3
20200519,7,KT,12,5,7,0,0.417,6,5승0무5패,4승,4-0-3,1-0-4
20200519,8,한화,13,5,8,0,0.385,6.5,3승0무7패,1패,3-0-3,2-0-5
20200519,9,삼성,13,4,9,0,0.308,7.5,4승0무6패,4패,2-0-5,2-0-4
20200519,10,SK,12,1,11,0,0.083,10,0승0무10패,10패,1-0-5,0-0-6
20200520,1,NC,13,11,2,0,0.846,0,8승0무2패,1패,4-0-1,7-0-1
20200520,2,두산,13,8,5,0,0.615,3,6승0무4패,1승,2-0-2,6-0-3
20200520,2,LG,13,8,5,0,0.615,3,7승0무3패,1패,6-0-3,2-0-2
20200520,4,키움,14,8,6,0,0.571,3.5,5승0무5패,1패,5-0-3,3-0-3
20200520,5,롯데,13,7,6,0,0.538,4,4승0무6패,3패,3-0-2,4-0-4
20200520,6,KIA,14,7,7,0,0.500,4.5,6승0무4패,2승,4-0-4,3-0-3
20200520,7,KT,13,6,7,0,0.462,5,6승0무4패,5승,5-0-3,1-0-4
