순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
11,66291,이영하,두산,4.64,42,5,11,6,0,0.313,132,148,9,66,5,85,78,68,1.62
12,62242,윤명준,두산,4.83,42,1,0,2,7,1.000,41,51,4,13,1,20,24,22,1.56
13,68200,김민규,두산,4.89,29,1,2,1,0,0.333,53 1/3,47,3,22,3,54,30,29,1.29
14,65241,채원후,두산,4.91,37,1,0,0,2,1.000,33,34,3,24,5,34,18,18,1.76
15,61643,홍건희,두산,4.98,60,3,4,1,8,0.429,68 2/3,74,8,22,5,60,39,38,1.40
16,79229,유희관,두산,5.02,27,10,11,0,0,0.476,136 1/3,190,14,39,3,56,91,76,1.68
17,50203,권휘,두산,5.27,14,0,1,0,1,0.000,13 2/3,16,1,6,2,10,8,8,1.61
18,76329,이현승,두산,5.31,62,2,1,2,10,0.667,42 1/3,48,2,21,2,42,27,25,1.63
19,63292,박소준,두산,5.54,8,1,2,0,0,0.333,26,30,3,14,0,20,16,16,1.69
20,64805,이승진,두산,5.61,33,2,4,0,5,0.333,51 1/3,55,3,22,2,54,33,32,1.50
21,62951,이형범,두산,7.71,27,1,2,1,1,0.333,25 2/3,30,5,16,2,13,22,22,1.79
22,50262,이주엽,두산,8.10,4,0,0,0,0,-,3 1/3,3,0,7,0,2,3,3,3.00
23,77211,이용찬,두산,8.44,5,1,3,0,0,0.250,26 2/3,41,7,6,0,15,25,25,1.76
24,72447,권혁,두산,9.39,15,2,2,0,2,0.500,7 2/3,11,0,4,0,7,9,8,1.96
25,67259,문원,두산,9.53,4,0,0,0,0,-,5 2/3,12,2,2,0,0,9,6,2.47
26,69205,이교훈,두산,10.38,5,0,0,0,0,-,4 1/3,6,1,4,0,3,6,5,2.31
27,50296,조제영,두산,10.50,4,0,1,0,0,0.000,6,6,1,7,1,6,7,7,2.17
28,74513,장원준,두산,12.71,2,0,1,0,0,0.000,5 2/3,9,1,6,0,2,8,8,2.65
29,68249,박신지,두산,18.00,2,0,0,0,0,-,3,9,0,1,0,3,6,6,3.33
2,75342,이보근,KT,2.51,49,3,1,6,9,0.750,46 2/3,42,2,12,2,27,17,13,1.16
3,65060,주권,KT,2.70,77,6,2,0,31,0.750,70,54,6,32,1,37,25,21,1.23
4,69098,김성훈,KT,3.00,3,0,0,0,0,-,3,1,0,4,0,3,1,1,1.67
5,64047,조현우,KT,3.09,54,5,1,1,9,0.833,46 2/3,38,1,22,1,33,16,16,1.29
6,65062,김재윤,KT,3.26,56,5,3,21,1,0.625,60 2/3,62,7,15,0,58,23,22,1.27
7,76757,유원상,KT,3.80,62,2,1,2,9,0.667,64,52,8,28,1,37,32,27,1.25
8,50030,소형준,KT,3.86,26,13,6,0,0,0.684,133,141,6,45,6,92,63,57,1.40
9,65516,배제성,KT,3.95,26,10,7,0,0,0.588,141 1/3,130,12,76,4,83,67,62,1.46
12,75340,전유수,KT,5.12,47,5,4,2,3,0.556,45 2/3,46,3,21,3,27,26,26,1.47
13,69041,손동현,KT,5.31,23,0,0,0,1,-,20 1/3,21,5,10,0,12,14,12,1.52
14,77563,이상화,KT,5.40,18,1,1,0,1,0.500,15,11,2,10,0,7,9,9,1.40
15,65057,이창재,KT,5.63,10,0,0,0,1,-,8,10,0,4,0,7,6,5,1.75
16,67008,이대은,KT,5.83,20,0,4,1,0,0.000,29 1/3,36,4,13,5,15,23,19,1.67
17,78517,하준호,KT,6.05,42,0,3,0,5,0.000,41 2/3,38,1,27,2,26,30,28,1.56
18,65048,김민수,KT,6.10,33,3,8,0,0,0.273,103 1/3,151,14,30,4,63,80,70,1.75
19,50036,이강준,KT,6.35,4,0,0,0,0,-,5 2/3,9,1,5,3,3,4,4,2.47
20,68043,김민,KT,6.54,24,3,3,0,1,0.500,42 2/3,46,6,29,5,32,35,31,1.76
21,67045,조병욱,KT,7.62,9,0,1,0,0,0.000,28 1/3,39,4,13,1,11,24,24,1.84
22,69054,이상동,KT,9.00,5,0,0,0,0,-,6,11,0,3,0,3,6,6,2.33
23,64029,류희운,KT,10.80,7,0,1,0,0,0.000,8 1/3,14,1,4,0,7,10,10,2.16
24,69068,이선우,KT,13.50,2,0,0,0,0,-,2,6,1,1,0,1,3,3,3.50
