순위,선수ID,선수명,팀명,ERA,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
21,65949,류진욱,NC,6.00,0,0,0,0,1,0,0,3,3,1.00
23,66920,최성영,NC,6.08,13,2,0,0,0,0,8,45,100,0.45
24,65937,이호중,NC,6.23,0,0,0,0,0,0,0,4,6,0.67
25,60263,이재학,NC,6.55,19,5,0,0,0,0,10,83,112,0.74
26,67962,소이현,NC,6.57,0,0,0,4,2,0,0,16,12,1.33
27,67956,김태현,NC,6.75,0,0,0,1,0,0,0,1,2,0.50
28,79358,강윤구,NC,6.86,0,0,1,3,4,0,0,25,21,1.19
29,69974,배민서,NC,7.43,0,0,0,11,0,0,1,20,11,1.82
30,67954,김진호,NC,8.71,3,0,0,0,0,0,0,6,18,0.33
31,68910,이승헌,NC,9.00,0,0,0,2,0,0,0,1,3,0.33
32,65042,홍성무,NC,12.60,0,0,0,6,1,0,0,21,13,1.62
1,68207,배창현,두산,0.00,0,0,0,0,0,0,0,0,1,0.00
4,67266,박치국,두산,2.89,0,0,4,9,13,0,8,81,63,1.29
5,50298,최세창,두산,3.00,0,0,0,2,0,0,0,4,5,0.80
6,50234,플렉센,두산,3.01,21,8,0,0,0,0,7,96,109,0.88
7,67246,김명신,두산,3.52,0,0,0,4,0,0,2,19,13,1.46
8,77263,김강률,두산,3.54,0,0,2,10,2,0,2,30,23,1.30
9,67263,최원준,두산,3.80,18,9,1,3,3,0,9,91,169,0.54
10,63248,함덕주,두산,3.90,6,2,3,19,16,0,3,52,57,0.91
11,66291,이영하,두산,4.64,19,3,2,20,8,0,7,138,156,0.88
12,62242,윤명준,두산,4.83,0,0,1,13,8,0,3,44,52,0.85
13,68200,김민규,두산,4.89,4,1,0,8,3,0,1,37,66,0.56
14,65241,채원후,두산,4.91,0,0,1,9,5,0,3,27,33,0.82
15,61643,홍건희,두산,4.98,0,0,3,20,13,0,9,61,74,0.82
16,79229,유희관,두산,5.02,27,10,0,0,0,0,16,149,177,0.84
17,50203,권휘,두산,5.27,0,0,0,6,2,0,3,15,14,1.07
18,76329,이현승,두산,5.31,0,0,2,6,13,0,3,30,49,0.61
19,63292,박소준,두산,5.54,5,1,0,0,0,0,4,27,26,1.04
20,64805,이승진,두산,5.61,5,0,2,2,6,0,6,44,49,0.90
21,62951,이형범,두산,7.71,0,0,1,8,4,0,2,27,33,0.82
22,50262,이주엽,두산,8.10,0,0,0,2,0,0,1,3,4,0.75
23,77211,이용찬,두산,8.44,5,1,0,0,0,0,1,30,30,1.00
24,72447,권혁,두산,9.39,0,0,2,1,3,0,2,10,6,1.67
25,67259,문원,두산,9.53,0,0,0,2,0,0,1,9,7,1.29
26,69205,이교훈,두산,10.38,0,0,0,1,0,0,0,4,7,0.57
27,50296,조제영,두산,10.50,1,0,0,3,0,0,0,4,7,0.57
28,74513,장원준,두산,12.71,2,0,0,0,0,0,2,6,7,0.86
29,68249,박신지,두산,18.00,0,0,0,2,0,0,0,0,5,0.00
2,75342,이보근,KT,2.51,0,0,3,15,19,0,7,49,58,0.84
3,65060,주권,KT,2.70,0,0,6,9,36,0,6,83,82,1.01
4,69098,김성훈,KT,3.00,0,0,0,2,0,0,1,1,4,0.25
5,64047,조현우,KT,3.09,0,0,5,5,14,0,3,47,51,0.92
6,65062,김재윤,KT,3.26,0,0,5,39,28,3,2,39,75,0.52
7,76757,유원상,KT,3.80,0,0,2,12,13,0,6,65,88,0.74
8,50030,소형준,KT,3.86,24,13,0,0,0,0,19,178,107,1.66
9,65516,배제성,KT,3.95,26,10,0,0,0,0,14,163,160,1.02
12,75340,전유수,KT,5.12,0,0,5,11,8,1,3,38,61,0.62
13,69041,손동현,KT,5.31,0,0,0,5,1,0,1,10,36,0.28
14,77563,이상화,KT,5.40,0,0,1,6,1,0,1,8,28,0.29
15,65057,이창재,KT,5.63,0,0,0,2,1,0,0,6,11,0.55
16,67008,이대은,KT,5.83,4,0,0,10,4,0,3,37,35,1.06
17,78517,하준호,KT,6.05,1,0,0,7,7,0,4,40,55,0.73
18,65048,김민수,KT,6.10,18,3,0,3,2,0,16,115,119,0.97
19,50036,이강준,KT,6.35,0,0,0,1,0,0,0,5,7,0.71
20,68043,김민,KT,6.54,6,2,1,2,2,0,3,50,45,1.11
21,67045,조병욱,KT,7.62,4,0,0,5,0,0,2,25,42,0.60
22,69054,이상동,KT,9.00,0,0,0,4,0,0,1,6,7,0.86
23,64029,류희운,KT,10.80,0,0,0,4,0,0,1,7,9,0.78
24,69068,이선우,KT,13.50,0,0,0,1,0,0,0,3,2,1.50
25,75258,금민철,KT,15.43,0,0,0,1,0,0,1,3,1,3.00
26,66047,박세진,KT,108.00,0,0,0,0,0,0,0,1,0,-
26,64041,안현준,KT,108.00,0,0,0,0,0,0,0,0,1,0.00
1,69159,정우영,LG,3.12,0,0,4,15,26,1,10,119,35,3.40
3,79140,최동환,LG,3.47,0,0,4,16,9,0,8,36,81,0.44
4,78148,정찬헌,LG,3.51,19,7,0,1,0,0,11,125,107,1.17
5,62146,최성훈,LG,3.51,0,0,0,6,7,0,6,47,19,2.47
6,50126,이민호,LG,3.69,16,4,0,0,0,0,7,77,140,0.55
7,69134,이정용,LG,3.71,0,0,3,3,7,0,2,17,48,0.35
8,69104,남호,LG,3.93,3,0,0,3,0,0,0,11,31,0.35
10,67119,고우석,LG,4.10,0,0,0,34,22,4,3,38,34,1.12
11,50109,성재헌,LG,4.15,0,0,0,0,0,0,0,8,3,2.67
12,76650,진해수,LG,4.32,0,0,4,0,33,0,3,51,37,1.38
14,73801,송은범,LG,4.50,1,0,4,15,11,0,9,89,40,2.23
15,76455,차우찬,LG,5.34,13,5,0,0,0,0,6,57,76,0.75
16,67164,이찬혁,LG,5.40,0,0,0,4,0,0,1,2,6,0.33
17,66145,김대현,LG,5.85,0,0,4,8,8,0,3,28,39,0.72
18,50157,김윤식,LG,6.25,11,2,0,3,0,0,7,65,84,0.77
19,65117,이상규,LG,6.68,0,0,2,12,7,0,8,33,33,1.00
20,79825,여건욱,LG,7.16,0,0,1,9,4,0,3,22,40,0.55
21,60845,문광은,LG,11.25,0,0,0,3,0,0,0,2,6,0.33
22,63103,류원석,LG,11.57,1,0,0,1,0,0,0,7,2,3.50
22,61145,이우찬,LG,11.57,1,0,0,0,0,0,1,5,3,1.67
24,60181,김지용,LG,14.73,0,0,0,4,0,0,0,1,6,0.17
25,79617,정용운,LG,16.20,0,0,0,2,0,0,0,1,1,1.00
26,69111,한선태,LG,18.00,0,0,0,1,0,0,1,1,1,1.00
27,78819,백청훈,LG,20.25,0,0,0,2,0,0,0,0,4,0.00
28,60337,김대유,LG,23.14,0,0,0,1,0,0,0,2,4,0.50
1,65509,차재용,키움,0.00,0,0,0,1,0,0,0,1,2,0.50
2,66018,김선기,키움,2.05,0,0,0,2,2,0,3,25,26,0.96
4,63342,조상우,키움,2.15,0,0,5,46,36,0,1,36,60,0.60
5,68341,안우진,키움,3.00,0,0,2,4,22,0,1,31,34,0.91
6,61268,양현,키움,3.30,1,0,8,8,13,0,10,73,60,1.22
7,67313,브리검,키움,3.62,21,9,0,0,0,0,7,115,86,1.34
8,67365,양지율,키움,3.86,0,0,0,2,2,0,3,21,28,0.75
9,60336,문성현,키움,4.20,2,0,1,3,0,0,4,9,17,0.53
10,62360,김태훈,키움,4.22,2,0,7,2,10,0,6,80,60,1.33
11,69328,박주성,키움,4.50,0,0,0,1,0,0,0,2,3,0.67
12,65398,임규빈,키움,4.54,0,0,2,8,1,0,7,37,46,0.80
13,67391,김재웅,키움,4.68,7,0,1,4,7,0,6,58,57,1.02
14,64051,이영준,키움,4.73,0,0,2,1,32,0,6,47,35,1.34
15,76430,김태혁,키움,4.73,0,0,3,8,20,2,4,41,57,0.72
16,62363,한현희,키움,4.98,25,7,0,0,0,0,10,140,141,0.99
17,65320,최원태,키움,5.07,21,7,0,0,0,0,11,142,106,1.34
18,67603,이승호,키움,5.08,23,5,1,0,0,0,11,137,126,1.09
19,50360,김동혁,키움,5.19,0,0,0,5,0,0,1,11,9,1.22
20,69360,조영건,키움,5.28,10,3,0,6,0,0,4,42,63,0.67
21,74359,오주원,키움,5.40,0,0,3,6,4,0,1,23,17,1.35
21,63348,조성운,키움,5.40,0,0,1,16,1,0,3,35,65,0.54
23,67828,김성민,키움,6.46,0,0,1,7,2,0,1,26,19,1.37
24,69399,윤정현,키움,8.89,4,0,0,8,0,0,4,40,29,1.38
25,60264,정대현,키움,10.13,1,0,0,0,0,0,0,4,1,4.00
26,61962,김정후,키움,12.00,0,0,0,0,0,0,0,2,4,0.50
27,62937,신재영,키움,12.60,0,0,0,2,1,0,0,6,9,0.67
28,66305,박승주,키움,19.64,0,0,0,3,1,0,1,5,2,2.50
29,50397,박관진,키움,27.00,0,0,0,1,0,0,0,0,0,-
30,65392,김정인,키움,54.00,0,0,0,0,0,0,0,1,0,-
1,62908,황윤호,KIA,0.00,0,0,0,1,0,0,0,0,1,0.00
2,63638,박준표,KIA,1.57,0,0,7,15,27,1,5,72,38,1.89
3,66609,전상현,KIA,2.45,0,0,2,24,30,2,5,28,46,0.61
5,50662,정해영,KIA,3.29,0,0,5,14,17,0,2,32,36,0.89
6,62263,변시원,KIA,3.60,0,0,1,0,0,0,2,10,3,3.33
7,66660,남하준,KIA,4.02,0,0,0,5,0,0,3,16,22,0.73
9,65618,황인준,KIA,4.50,0,0,0,2,0,0,1,4,4,1.00
11,78247,홍상삼,KIA,5.06,0,0,4,4,14,0,3,41,37,1.11
12,62754,임기영,KIA,5.15,25,9,0,0,0,0,15,124,131,0.95
13,65665,이준영,KIA,5.32,0,0,0,1,18,0,0,21,25,0.84
14,69620,김기훈,KIA,5.37,7,0,0,6,0,0,5,42,62,0.68
15,65696,김명찬,KIA,6.23,0,0,0,3,7,0,1,8,7,1.14
16,65616,이민우,KIA,6.79,22,6,0,0,0,0,12,110,123,0.89
17,63628,고영창,KIA,6.83,0,0,1,12,2,0,12,88,50,1.76
18,69516,김현수,KIA,7.24,4,1,0,3,0,0,4,25,47,0.53
19,64580,김재열,KIA,7.27,0,0,0,3,1,0,1,13,24,0.54
20,69646,양승철,KIA,7.85,1,0,0,2,0,0,10,33,29,1.14
21,66663,서덕원,KIA,8.53,0,0,0,8,0,0,0,11,21,0.52
22,68616,김승범,KIA,9.00,0,0,0,0,0,0,1,1,1,1.00
23,63950,장현식,KIA,10.76,3,0,4,5,10,0,4,42,48,0.88
24,66630,김현준,KIA,12.56,0,0,1,4,1,0,1,11,18,0.61
25,67646,박진태,KIA,13.02,0,0,0,4,2,0,3,17,22,0.77
26,64615,차명진,KIA,135.00,0,0,0,0,0,0,0,0,1,0.00
2,78536,김대우,롯데,3.10,1,0,0,16,2,0,7,60,35,1.71
3,63543,구승민,롯데,3.58,0,0,5,3,25,0,6,45,65,0.69
4,79293,오현택,롯데,3.75,0,0,3,10,6,0,3,40,47,0.85
5,62528,김원중,롯데,3.94,0,0,5,47,33,2,4,49,66,0.74
6,64565,이인복,롯데,3.97,1,0,1,9,3,0,7,69,35,1.97
7,76225,김건국,롯데,3.98,0,0,3,5,3,0,2,39,27,1.44
8,68529,이승헌,롯데,4.66,8,3,0,0,0,0,1,45,28,1.61
10,50556,최준용,롯데,4.85,0,0,0,9,8,0,2,19,39,0.49
11,73211,노경은,롯데,4.87,24,5,0,1,0,0,7,153,157,0.97
12,64596,김유영,롯데,4.91,0,0,0,5,0,0,1,12,3,4.00
13,66557,한승혁,롯데,5.14,0,0,1,1,1,0,1,9,7,1.29
14,69539,서준원,롯데,5.18,20,7,0,1,1,0,12,127,121,1.05
15,50524,샘슨,롯데,5.40,25,9,0,0,0,0,13,161,128,1.26
16,63512,박진형,롯데,5.70,0,0,1,3,23,0,5,40,30,1.33
17,72523,고효준,롯데,5.74,0,0,1,6,2,0,0,20,18,1.11
18,77591,송승준,롯데,6.20,1,0,2,4,2,0,2,28,17,1.65
19,64718,최설우,롯데,6.30,1,0,0,2,0,0,1,12,11,1.09
20,79545,진명호,롯데,7.18,0,0,0,7,8,0,2,32,28,1.14
21,67591,강동호,롯데,7.36,0,0,1,4,0,0,1,10,14,0.71
22,76355,장원삼,롯데,7.68,4,0,0,4,0,0,3,44,38,1.16
23,60559,박시영,롯데,8.01,0,0,1,6,2,0,2,26,40,0.65
24,62595,정태승,롯데,21.60,0,0,0,0,0,0,0,2,1,2.00
25,50592,박명현,롯데,27.00,0,0,0,1,0,0,0,1,1,1.00
1,50430,홍원표,삼성,0.00,0,0,0,0,0,0,0,2,1,2.00
2,61457,임현준,삼성,1.78,0,0,1,5,8,0,1,16,37,0.43
3,75421,오승환,삼성,2.64,0,0,3,34,24,3,1,41,56,0.73
4,68415,양창섭,삼성,2.70,0,0,0,4,0,0,0,6,8,0.75
6,60146,이승현,삼성,3.48,0,0,1,6,16,0,5,40,61,0.66
8,69439,라이블리,삼성,4.26,21,6,0,0,0,0,9,101,131,0.77
9,62920,노건우,삼성,4.46,0,0,2,7,10,0,3,26,46,0.57
10,68403,김무신,삼성,4.66,0,0,3,14,15,0,3,58,65,0.89
11,50449,허윤동,삼성,4.80,11,2,0,0,0,0,2,31,78,0.40
12,67421,최지광,삼성,4.87,0,0,1,2,23,0,4,42,39,1.08
13,69446,원태인,삼성,4.89,26,6,0,1,0,0,11,138,184,0.75
14,61365,김대우,삼성,5.10,9,2,1,3,1,0,5,72,113,0.64
15,77446,백정현,삼성,5.19,11,4,0,0,0,0,5,60,66,0.91
16,77927,장필준,삼성,5.75,2,0,0,9,2,0,1,34,46,0.74
17,74454,윤성환,삼성,5.79,5,0,0,1,0,0,2,19,28,0.68
18,73117,우규민,삼성,6.19,0,0,3,17,19,1,4,57,50,1.14
19,63960,이상민,삼성,6.43,1,0,0,2,1,0,1,13,12,1.08
20,65496,홍정우,삼성,6.60,0,0,0,13,0,0,1,30,30,1.00
21,50464,이승민,삼성,6.84,5,1,0,2,0,0,4,21,37,0.57
22,61411,심창민,삼성,7.52,0,0,2,4,3,0,1,10,27,0.37
23,99445,권오준,삼성,8.44,0,0,0,3,1,0,1,13,23,0.57
23,79440,정인욱,삼성,8.44,0,0,0,5,0,0,0,1,11,0.09
25,67443,장지훈,삼성,10.08,0,0,0,9,2,0,0,16,42,0.38
26,50441,황동재,삼성,54.00,0,0,0,0,0,0,0,0,1,0.00
27,63492,이재익,삼성,135.00,0,0,0,1,0,0,0,1,1,1.00
1,66960,정수민,SK,1.15,3,1,0,0,0,0,2,8,26,0.31
2,64893,박민호,SK,2.42,0,0,2,12,15,1,5,58,51,1.14
3,74838,윤희상,SK,3.00,1,0,0,2,0,0,1,2,4,0.50
5,61895,서진용,SK,4.13,0,0,2,24,27,1,7,54,63,0.86
7,79130,강지광,SK,4.91,0,0,0,0,0,0,0,2,5,0.40
8,63894,김사윤,SK,5.13,0,0,1,4,17,0,3,36,57,0.63
9,64896,서동민,SK,5.40,0,0,0,8,0,0,0,5,12,0.42
10,60768,이태양,SK,5.46,0,0,2,8,8,0,5,47,69,0.68
11,76858,박희수,SK,5.47,0,0,0,9,0,0,1,23,24,0.96
12,50859,오원석,SK,5.59,1,0,0,3,0,0,0,13,9,1.44
13,64861,이건욱,SK,5.68,25,6,0,0,0,0,8,91,167,0.54
14,76350,김세현,SK,5.79,0,0,2,9,9,0,5,41,39,1.05
15,64768,조이현,SK,5.96,7,1,1,8,0,0,11,75,103,0.73
17,62056,정영일,SK,6.56,0,0,2,7,8,1,2,26,24,1.08
18,50815,킹험,SK,6.75,2,0,0,0,0,0,1,15,10,1.50
19,79847,김태훈,SK,7.40,8,1,0,1,6,0,6,67,67,1.00
20,66859,김주한,SK,7.43,7,0,1,4,0,0,3,64,46,1.39
21,67863,이원준,SK,7.45,0,0,0,10,0,0,0,14,25,0.56
22,65411,김주온,SK,7.55,0,0,0,19,2,0,3,26,41,0.63
23,69813,하재훈,SK,7.62,0,0,1,8,10,0,1,14,14,1.00
24,69839,백승건,SK,7.98,7,0,0,1,0,0,4,25,32,0.78
25,65343,김택형,SK,8.61,0,0,1,3,3,0,2,23,22,1.05
26,50813,양선률,SK,9.00,0,0,0,0,0,0,1,2,0,-
27,75138,신재웅,SK,9.31,0,0,2,3,2,0,0,15,27,0.56
28,66801,김찬호,SK,27.00,0,0,0,1,0,0,1,3,1,3.00
29,63936,윤강민,SK,67.50,0,0,0,0,0,0,0,1,0,-
1,64759,서균,한화,0.00,0,0,0,2,1,0,2,9,9,1.00
2,63464,윤대경,한화,1.59,0,0,5,10,6,0,5,36,67,0.54
3,50705,강재민,한화,2.57,0,0,1,4,13,0,2,33,51,0.65
4,67737,김진영,한화,3.33,0,0,3,7,9,0,3,47,54,0.87
5,50706,장웅정,한화,3.52,2,0,0,0,0,0,1,8,9,0.89
6,61156,송윤준,한화,4.30,0,0,0,6,2,0,1,18,33,0.55
7,65764,김민우,한화,4.34,25,5,0,0,0,0,6,123,141,0.87
8,64554,문동욱,한화,4.50,0,0,0,6,2,0,3,26,15,1.73
9,67703,박상원,한화,4.66,0,0,1,10,15,0,7,54,63,0.86
10,74857,정우람,한화,4.80,0,0,3,40,20,1,5,33,65,0.51
12,77318,장시환,한화,5.02,26,4,0,0,0,0,13,147,118,1.25
13,65769,김범수,한화,5.24,8,2,1,0,0,0,4,47,56,0.84
14,68701,김진욱,한화,5.64,6,2,1,6,2,0,3,36,59,0.61
15,73738,안영명,한화,5.91,0,0,1,11,2,0,5,29,63,0.46
16,63765,김종수,한화,5.94,0,0,1,11,9,1,3,44,55,0.80
17,69748,채드벨,한화,5.96,16,2,0,0,0,0,8,75,81,0.93
18,61214,이현호,한화,6.46,0,0,0,0,1,0,0,13,17,0.76
19,79764,장민재,한화,6.75,10,1,1,6,0,0,3,61,73,0.84
20,69745,김도현,한화,6.82,15,2,0,1,0,0,1,47,98,0.48
21,73750,윤규진,한화,7.36,0,0,0,0,0,0,0,5,2,2.50
22,68703,박성웅,한화,8.39,5,0,0,5,0,0,2,14,36,0.39
23,67711,김기탁,한화,9.00,0,0,0,4,0,0,0,10,9,1.11
23,60140,신정락,한화,9.00,0,0,0,4,1,0,0,8,11,0.73
25,64760,황영국,한화,10.24,0,0,0,3,5,0,1,21,18,1.17
26,63961,윤호솔,한화,10.50,0,0,0,4,0,0,0,4,9,0.44
27,69703,오동욱,한화,13.50,1,0,0,0,0,0,2,9,15,0.60
27,62611,임준섭,한화,13.50,1,0,0,1,2,0,1,10,9,1.11
29,50726,한승주,한화,16.20,1,0,0,0,0,0,0,1,2,0.50
30,69737,노시환,한화,18.00,0,0,0,1,0,0,0,0,3,0.00
