date,rank,team,games,wins,losses,draws,win_rate,games_behind,recent_10,streak,home_record,away_record,season,recent10_wins,recent10_draws,recent10_losses,recent10_win_rate,home_wins,home_draws,home_losses,home_win_rate,away_wins,away_draws,away_losses,away_win_rate,streak_type,streak_count,games_played_ratio,remaining_games,home_away_win_diff,month,win_rate_delta_30d,rank_delta_30d,recent20_win_rate,recent30_win_rate,games_behind_5th,wins_to_5th
2022-04-02,6,KIA,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-1,0-0-0,2022,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,1,0.006944444444444444,143,0.0,4,,,,,,
2022-04-03,8,KIA,2,0,2,0,0.0,2.0,0승0무2패,2패,0-0-2,0-0-0,2022,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1,2,0.013888888888888888,142,0.0,4,,,,,,
2022-04-05,6,KIA,3,1,2,0,0.333,2.0,1승0무2패,1승,1-0-2,0-0-0,2022,1.0,0.0,2.0,0.3333333333333333,1.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,1,1,0.020833333333333332,141,0.3333333333333333,4,,,,,,
2022-04-06,4,KIA,4,2,2,0,0.5,2.0,2승0무2패,2승,2-0-2,0-0-0,2022,2.0,0.0,2.0,0.5,2.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,1,2,0.027777777777777776,140,0.5,4,,,,,,
2022-04-07,3,KIA,5,3,2,0,0.6,2.0,3승0무2패,3승,3-0-2,0-0-0,2022,3.0,0.0,2.0,0.6,3.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,1,3,0.034722222222222224,139,0.6,4,,,,,,
2022-04-08,4,KIA,6,3,3,0,0.5,3.0,3승0무3패,1패,3-0-2,0-0-1,2022,3.0,0.0,3.0,0.5,3.0,0.0,2.0,0.6,0.0,0.0,1.0,0.0,-1,1,0.041666666666666664,138,0.6,4,,,,,,
2022-04-09,5,KIA,7,3,4,0,0.429,4.0,3승0무4패,2패,3-0-2,0-0-2,2022,3.0,0.0,4.0,0.42857142857142855,3.0,0.0,2.0,0.6,0.0,0.0,2.0,0.0,-1,2,0.04861111111111111,137,0.6,4,,,,,0.0,0.0
2022-04-10,6,KIA,8,3,5,0,0.375,5.0,3승0무5패,3패,3-0-2,0-0-3,2022,3.0,0.0,5.0,0.375,3.0,0.0,2.0,0.6,0.0,0.0,3.0,0.0,-1,3,0.05555555555555555,136,0.6,4,,,,,,
2022-04-12,5,KIA,9,4,5,0,0.444,5.0,4승0무5패,1승,4-0-2,0-0-3,2022,4.0,0.0,5.0,0.4444444444444444,4.0,0.0,2.0,0.6666666666666666,0.0,0.0,3.0,0.0,1,1,0.0625,135,0.6666666666666666,4,,,,,0.0,0.0
2022-04-13,6,KIA,9,4,5,0,0.444,5.5,4승0무5패,1승,4-0-2,0-0-3,2022,4.0,0.0,5.0,0.4444444444444444,4.0,0.0,2.0,0.6666666666666666,0.0,0.0,3.0,0.0,1,1,0.0625,135,0.6666666666666666,4,,,,,0.5,1.0
