날짜,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
20180324,1,NC,1,1,0,0,1.000,0,1승0무0패,1승,1-0-0,0-0-0
20180324,1,SK,1,1,0,0,1.000,0,1승0무0패,1승,1-0-0,0-0-0
20180324,1,넥센,1,1,0,0,1.000,0,1승0무0패,1승,1-0-0,0-0-0
20180324,1,삼성,1,1,0,0,1.000,0,1승0무0패,1승,0-0-0,1-0-0
20180324,1,KT,1,1,0,0,1.000,0,1승0무0패,1승,0-0-0,1-0-0
20180324,6,KIA,1,0,1,0,0.000,1,0승0무1패,1패,0-0-1,0-0-0
20180324,6,두산,1,0,1,0,0.000,1,0승0무1패,1패,0-0-1,0-0-0
20180324,6,롯데,1,0,1,0,0.000,1,0승0무1패,1패,0-0-0,0-0-1
20180324,6,LG,1,0,1,0,0.000,1,0승0무1패,1패,0-0-0,0-0-1
20180324,6,한화,1,0,1,0,0.000,1,0승0무1패,1패,0-0-0,0-0-1
20180325,1,NC,2,2,0,0,1.000,0,2승0무0패,2승,2-0-0,0-0-0
20180325,1,SK,2,2,0,0,1.000,0,2승0무0패,2승,2-0-0,0-0-0
20180325,3,KIA,2,1,1,0,0.500,1,1승0무1패,1승,1-0-1,0-0-0
20180325,3,두산,2,1,1,0,0.500,1,1승0무1패,1승,1-0-1,0-0-0
20180325,3,넥센,2,1,1,0,0.500,1,1승0무1패,1패,1-0-1,0-0-0
20180325,3,한화,2,1,1,0,0.500,1,1승0무1패,1승,0-0-0,1-0-1
20180325,3,삼성,2,1,1,0,0.500,1,1승0무1패,1패,0-0-0,1-0-1
20180325,3,KT,2,1,1,0,0.500,1,1승0무1패,1패,0-0-0,1-0-1
20180325,9,롯데,2,0,2,0,0.000,2,0승0무2패,2패,0-0-0,0-0-2
20180325,9,LG,2,0,2,0,0.000,2,0승0무2패,2패,0-0-0,0-0-2
20180327,1,NC,3,3,0,0,1.000,0,3승0무0패,3승,3-0-0,0-0-0
20180327,1,SK,3,3,0,0,1.000,0,3승0무0패,3승,3-0-0,0-0-0
20180327,3,KIA,3,2,1,0,0.667,1,2승0무1패,2승,2-0-1,0-0-0
20180327,3,두산,3,2,1,0,0.667,1,2승0무1패,2승,2-0-1,0-0-0
20180327,3,넥센,3,2,1,0,0.667,1,2승0무1패,1승,2-0-1,0-0-0
20180327,6,한화,3,1,2,0,0.333,2,1승0무2패,1패,0-0-0,1-0-2
20180327,6,삼성,3,1,2,0,0.333,2,1승0무2패,2패,0-0-0,1-0-2
20180327,6,KT,3,1,2,0,0.333,2,1승0무2패,2패,0-0-0,1-0-2
20180327,9,롯데,3,0,3,0,0.000,3,0승0무3패,3패,0-0-0,0-0-3
20180327,9,LG,3,0,3,0,0.000,3,0승0무3패,3패,0-0-0,0-0-3
20180328,1,두산,4,3,1,0,0.750,0,3승0무1패,3승,3-0-1,0-0-0
20180328,1,NC,4,3,1,0,0.750,0,3승0무1패,1패,3-0-1,0-0-0
20180328,1,SK,4,3,1,0,0.750,0,3승0무1패,1패,3-0-1,0-0-0
20180328,4,KIA,4,2,2,0,0.500,1,2승0무2패,1패,2-0-2,0-0-0
20180328,4,넥센,4,2,2,0,0.500,1,2승0무2패,1패,2-0-2,0-0-0
20180328,4,한화,4,2,2,0,0.500,1,2승0무2패,1승,0-0-0,2-0-2
20180328,4,삼성,4,2,2,0,0.500,1,2승0무2패,1승,0-0-0,2-0-2
20180328,4,KT,4,2,2,0,0.500,1,2승0무2패,1승,0-0-0,2-0-2
20180328,9,LG,4,1,3,0,0.250,2,1승0무3패,1승,0-0-0,1-0-3
20180328,10,롯데,4,0,4,0,0.000,3,0승0무4패,4패,0-0-0,0-0-4
20180329,1,두산,5,4,1,0,0.800,0,4승0무1패,4승,4-0-1,0-0-0
20180329,1,NC,5,4,1,0,0.800,0,4승0무1패,1승,4-0-1,0-0-0
20180329,3,KIA,5,3,2,0,0.600,1,3승0무2패,1승,3-0-2,0-0-0
20180329,3,SK,5,3,2,0,0.600,1,3승0무2패,2패,3-0-2,0-0-0
20180329,3,넥센,5,3,2,0,0.600,1,3승0무2패,1승,3-0-2,0-0-0
20180329,3,KT,5,3,2,0,0.600,1,3승0무2패,2승,0-0-0,3-0-2
20180329,7,한화,5,2,3,0,0.400,2,2승0무3패,1패,0-0-0,2-0-3
20180329,7,삼성,5,2,3,0,0.400,2,2승0무3패,1패,0-0-0,2-0-3
20180329,9,LG,5,1,4,0,0.200,3,1승0무4패,1패,0-0-0,1-0-4
20180329,10,롯데,5,0,5,0,0.000,4,0승0무5패,5패,0-0-0,0-0-5
20180330,1,두산,6,5,1,0,0.833,0,5승0무1패,5승,4-0-1,1-0-0
20180330,1,NC,6,5,1,0,0.833,0,5승0무1패,2승,4-0-1,1-0-0
20180330,3,KIA,6,4,2,0,0.667,1,4승0무2패,2승,3-0-2,1-0-0
20180330,3,SK,6,4,2,0,0.667,1,4승0무2패,1승,3-0-2,1-0-0
20180330,3,넥센,6,4,2,0,0.667,1,4승0무2패,2승,3-0-2,1-0-0
20180330,6,KT,6,3,3,0,0.500,2,3승0무3패,1패,0-0-1,3-0-2
20180330,7,한화,6,2,4,0,0.333,3,2승0무4패,2패,0-0-1,2-0-3
20180330,7,삼성,6,2,4,0,0.333,3,2승0무4패,2패,0-0-1,2-0-3
20180330,9,LG,6,1,5,0,0.167,4,1승0무5패,2패,0-0-1,1-0-4
20180330,10,롯데,6,0,6,0,0.000,5,0승0무6패,6패,0-0-1,0-0-5
20180331,1,NC,7,6,1,0,0.857,0,6승0무1패,3승,4-0-1,2-0-0
20180331,2,두산,7,5,2,0,0.714,1,5승0무2패,1패,4-0-1,1-0-1
20180331,2,SK,7,5,2,0,0.714,1,5승0무2패,2승,3-0-2,2-0-0
20180331,2,넥센,7,5,2,0,0.714,1,5승0무2패,3승,3-0-2,2-0-0
20180331,5,KIA,7,4,3,0,0.571,2,4승0무3패,1패,3-0-2,1-0-1
20180331,5,KT,7,4,3,0,0.571,2,4승0무3패,1승,1-0-1,3-0-2
20180331,7,LG,7,2,5,0,0.286,4,2승0무5패,1승,1-0-1,1-0-4
20180331,7,한화,7,2,5,0,0.286,4,2승0무5패,3패,0-0-2,2-0-3
20180331,7,삼성,7,2,5,0,0.286,4,2승0무5패,3패,0-0-2,2-0-3
20180331,10,롯데,7,0,7,0,0.000,6,0승0무7패,7패,0-0-2,0-0-5
20180401,1,NC,8,6,2,0,0.750,0,6승0무2패,1패,4-0-1,2-0-1
20180401,1,SK,8,6,2,0,0.750,0,6승0무2패,3승,3-0-2,3-0-0
20180401,3,두산,8,5,3,0,0.625,1,5승0무3패,2패,4-0-1,1-0-2
20180401,3,넥센,8,5,3,0,0.625,1,5승0무3패,1패,3-0-2,2-0-1
20180401,3,KT,8,5,3,0,0.625,1,5승0무3패,2승,2-0-1,3-0-2
20180401,6,KIA,8,4,4,0,0.500,2,4승0무4패,2패,3-0-2,1-0-2
20180401,7,LG,8,3,5,0,0.375,3,3승0무5패,2승,2-0-1,1-0-4
20180401,7,삼성,8,3,5,0,0.375,3,3승0무5패,1승,1-0-2,2-0-3
20180401,9,한화,8,2,6,0,0.250,4,2승0무6패,4패,0-0-3,2-0-3
20180401,10,롯데,8,1,7,0,0.125,5,1승0무7패,1승,1-0-2,0-0-5
20180403,1,NC,9,7,2,0,0.778,0,7승0무2패,1승,5-0-1,2-0-1
20180403,1,SK,9,7,2,0,0.778,0,7승0무2패,4승,4-0-2,3-0-0
20180403,3,두산,9,6,3,0,0.667,1,6승0무3패,1승,5-0-1,1-0-2
20180403,3,KT,9,6,3,0,0.667,1,6승0무3패,3승,2-0-1,4-0-2
20180403,5,넥센,9,5,4,0,0.556,2,5승0무4패,2패,3-0-3,2-0-1
20180403,6,KIA,9,4,5,0,0.444,3,4승0무5패,3패,3-0-2,1-0-3
20180403,7,LG,9,3,6,0,0.333,4,3승0무6패,1패,2-0-1,1-0-5
20180403,7,한화,9,3,6,0,0.333,4,3승0무6패,1승,1-0-3,2-0-3
20180403,7,삼성,9,3,6,0,0.333,4,3승0무6패,1패,1-0-2,2-0-4
20180403,10,롯데,9,1,8,0,0.111,6,1승0무8패,1패,1-0-2,0-0-6
20180404,1,NC,10,8,2,0,0.800,0,8승0무2패,2승,6-0-1,2-0-1
20180404,2,두산,10,7,3,0,0.700,1,7승0무3패,2승,6-0-1,1-0-2
20180404,2,SK,10,7,3,0,0.700,1,7승0무3패,1패,4-0-3,3-0-0
20180404,4,넥센,10,6,4,0,0.600,2,6승0무4패,1승,4-0-3,2-0-1
20180404,4,KT,10,6,4,0,0.600,2,6승0무4패,1패,2-0-1,4-0-3
20180404,6,KIA,10,5,5,0,0.500,3,5승0무5패,1승,3-0-2,2-0-3
20180404,7,한화,10,4,6,0,0.400,4,4승0무6패,2승,2-0-3,2-0-3
20180404,8,LG,10,3,7,0,0.300,5,3승0무7패,2패,2-0-1,1-0-6
20180404,8,삼성,10,3,7,0,0.300,5,3승0무7패,2패,1-0-2,2-0-5
20180404,10,롯데,10,1,9,0,0.100,7,1승0무9패,2패,1-0-2,0-0-7
