순위,선수ID,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
1,62415,박해민,삼성,144,46,36,10,78.3,7,1
2,67650,버나디나,KIA,131,45,32,13,71.1,6,3
3,67304,김혜성,넥센,136,37,31,6,83.8,6,3
4,74163,이용규,한화,134,41,30,11,73.2,8,0
5,63704,노수광,SK,135,29,25,4,86.2,6,1
6,68730,호잉,한화,142,32,23,9,71.9,4,2
7,61404,김헌곤,삼성,141,31,22,9,71.0,8,1
8,79240,허경민,두산,133,24,20,4,83.3,6,0
8,77532,손아섭,롯데,141,23,20,3,87.0,5,1
10,79150,정주현,LG,115,21,18,3,85.7,3,0
10,67025,로하스,KT,144,31,18,13,58.1,5,2
12,62907,박민우,NC,115,22,17,5,77.3,4,1
12,61353,고종욱,넥센,102,21,17,4,81.0,6,0
14,64346,임병욱,넥센,134,19,16,3,84.2,3,0
15,77248,오재원,두산,132,21,15,6,71.4,5,2
15,62947,나성범,NC,144,17,15,2,88.2,3,2
17,62700,하주석,한화,141,26,14,12,53.8,3,2
17,76313,황재균,KT,142,21,14,7,66.7,8,0
19,60566,이상호,NC,114,18,13,5,72.2,3,1
19,60558,오태곤,KT,128,21,13,8,61.9,4,0
21,76849,이명기,KIA,120,17,12,5,70.6,5,0
21,66508,나경민,롯데,87,16,12,4,75.0,2,2
21,79402,김상수,삼성,122,21,12,9,57.1,2,0
21,66462,김성훈,삼성,110,18,12,6,66.7,3,0
25,62934,김성욱,NC,111,13,11,2,84.6,4,0
25,66838,김동엽,SK,124,13,11,2,84.6,5,2
25,61869,정진기,SK,96,14,11,3,78.6,1,0
25,67341,이정후,넥센,109,15,11,4,73.3,5,3
25,64006,심우준,KT,135,22,11,11,50.0,2,0
30,66606,최원준,KIA,101,14,10,4,71.4,3,0
30,71837,김강민,SK,80,16,10,6,62.5,4,1
30,67872,로맥,SK,141,15,10,5,66.7,7,1
30,78217,김용의,LG,114,11,10,1,90.9,0,1
30,79109,오지환,LG,144,15,10,5,66.7,2,3
30,61186,이천웅,LG,112,20,10,10,50.0,2,0
30,62404,구자욱,삼성,116,10,10,0,100,4,0
37,66209,조수행,두산,119,9,9,0,100,1,1
37,75847,최정,SK,115,11,9,2,81.8,2,0
37,73136,이성열,한화,131,16,9,7,56.3,2,0
40,70410,김주찬,KIA,121,9,8,1,88.9,2,0
40,61208,정진호,두산,111,9,8,1,88.9,1,0
40,76249,민병헌,롯데,118,11,8,3,72.7,3,1
40,62356,김규민,넥센,104,12,8,4,66.7,2,0
40,64300,김하성,넥센,129,10,8,2,80.0,8,0
40,78288,최재훈,한화,128,8,8,0,100,6,0
46,62234,류지혁,두산,128,9,7,2,77.8,2,1
46,79215,박건우,두산,125,10,7,3,70.0,8,1
46,78513,전준우,롯데,144,14,7,7,50.0,4,3
46,76869,김재현,SK,53,8,7,1,87.5,2,0
50,74206,김재호,두산,131,8,6,2,75.0,5,1
50,76232,양의지,두산,133,6,6,0,100,6,0
50,76802,김성현,SK,135,8,6,2,75.0,4,0
50,78135,이형종,LG,118,10,6,4,60.0,5,2
50,61700,강경학,한화,77,9,6,3,66.7,1,2
50,75808,정근우,한화,102,11,6,5,54.5,8,0
56,62864,김민식,KIA,125,7,5,2,71.4,5,0
56,79608,안치홍,KIA,130,6,5,1,83.3,3,0
56,62244,박세혁,두산,89,5,5,0,100,0,0
56,79231,정수빈,두산,26,7,5,2,71.4,1,0
56,67598,번즈,롯데,133,7,5,2,71.4,3,1
56,73209,나주환,SK,119,11,5,6,45.5,4,0
56,68103,가르시아,LG,50,5,5,0,100,3,0
56,61554,김민하,한화,59,10,5,5,50.0,1,0
56,68743,정은원,한화,98,6,5,1,83.3,1,2
56,67450,러프,삼성,137,8,5,3,62.5,3,1
56,71432,박한이,삼성,114,8,5,3,62.5,2,0
67,78603,김선빈,KIA,127,5,4,1,80.0,6,1
67,76368,유재신,KIA,46,4,4,0,100,4,0
67,60523,정훈,롯데,91,6,4,2,66.7,2,0
67,66917,김찬형,NC,63,5,4,1,80.0,0,1
67,62931,노진혁,NC,125,7,4,3,57.1,6,0
67,62802,박승욱,SK,51,5,4,1,80.0,1,2
67,62895,한유섬,SK,136,6,4,2,66.7,4,1
67,76753,송광민,한화,113,8,4,4,50.0,5,0
67,73113,박경수,KT,135,5,4,1,80.0,6,0
67,74215,윤석민,KT,132,5,4,1,80.0,3,0
77,72443,최형우,KIA,143,3,3,0,100,5,0
77,61204,김동한,롯데,55,4,3,1,75.0,3,0
77,72546,문규현,롯데,122,4,3,1,75.0,1,0
77,65586,전병우,롯데,27,3,3,0,100,0,1
77,67935,스크럭스,NC,142,5,3,2,60.0,7,1
77,66968,이재율,NC,33,4,3,1,75.0,0,1
77,72133,박용택,LG,134,6,3,3,50.0,7,0
77,79192,채은성,LG,139,4,3,1,75.0,1,1
77,78756,오선진,한화,56,3,3,0,100,0,0
77,64610,강한울,삼성,83,7,3,4,42.9,2,0
77,62409,박찬도,삼성,54,6,3,3,50.0,0,0
77,72456,손주인,삼성,98,3,3,0,100,1,0
77,68050,강백호,KT,138,8,3,5,37.5,9,2
77,63450,정현,KT,65,3,3,0,100,3,1
91,62908,황윤호,KIA,82,4,2,2,50.0,2,0
91,78224,김재환,두산,139,2,2,0,100,3,0
91,78813,모창민,NC,81,5,2,3,40.0,3,0
91,73213,손시헌,NC,67,2,2,0,100,0,0
91,61652,윤정우,SK,22,3,2,1,66.7,0,0
91,62884,최항,SK,98,4,2,2,50.0,3,0
91,65136,박지규,LG,26,2,2,0,100,1,0
91,64153,양석환,LG,140,4,2,2,50.0,5,0
91,78168,서건창,넥센,37,2,2,0,100,0,0
91,65357,송성문,넥센,78,6,2,4,33.3,2,0
91,67394,초이스,넥센,96,3,2,1,66.7,0,0
91,75566,이원석,삼성,128,3,2,1,66.7,5,0
91,61197,최영진,삼성,61,6,2,4,33.3,2,1
91,64012,송민섭,KT,47,3,2,1,66.7,0,0
91,99810,이진영,KT,110,3,2,1,66.7,6,0
106,70756,이범호,KIA,101,1,1,0,100,3,0
106,78467,이영욱,KIA,14,1,1,0,100,2,0
106,62893,최정민,KIA,57,4,1,3,25.0,1,1
106,79290,국해성,두산,14,1,1,0,100,1,0
106,75334,오재일,두산,123,2,1,1,50.0,4,0
106,67207,이유찬,두산,28,2,1,1,50.0,1,0
106,76267,최주환,두산,138,1,1,0,100,5,0
106,68244,파레디스,두산,21,1,1,0,100,0,0
106,76509,김문호,롯데,46,1,1,0,100,2,1
106,62556,신본기,롯데,139,6,1,5,16.7,5,0
106,78566,황진수,롯데,18,1,1,0,100,0,0
106,63963,권희동,NC,104,4,1,3,25.0,4,0
106,64984,김태진,NC,20,3,1,2,33.3,1,0
106,74465,박석민,NC,103,1,1,0,100,3,0
106,62921,박헌욱,NC,10,1,1,0,100,0,0
106,62016,윤병호,NC,14,1,1,0,100,0,0
106,63260,이우성,NC,71,3,1,2,33.3,2,0
106,73339,이종욱,NC,43,2,1,1,50.0,1,0
106,76720,정범모,NC,103,1,1,0,100,2,0
106,73306,지석훈,NC,67,1,1,0,100,1,0
106,63123,강승호,SK,69,2,1,1,50.0,5,0
106,71184,이성우,SK,88,1,1,0,100,1,0
106,75151,정의윤,SK,73,2,1,1,50.0,1,0
106,76290,김현수,LG,117,4,1,3,25.0,5,0
106,77564,김민성,넥센,128,1,1,0,100,1,0
106,73342,이택근,넥센,104,1,1,0,100,2,0
106,79334,장영석,넥센,93,1,1,0,100,0,0
106,66354,주효상,넥센,80,3,1,2,33.3,2,0
106,66710,강상원,한화,6,1,1,0,100,0,0
106,79705,김회성,한화,58,1,1,0,100,1,0
106,62797,양성우,한화,73,2,1,1,50.0,1,1
106,66706,장진혁,한화,50,3,1,2,33.3,2,0
106,64717,지시완,한화,99,1,1,0,100,2,0
106,79465,배영섭,삼성,69,1,1,0,100,0,0
106,78753,김지열,KT,38,2,1,1,50.0,0,0
106,70553,박기혁,KT,98,1,1,0,100,2,0
106,61743,오준혁,KT,30,2,1,1,50.0,0,0
106,74339,유한준,KT,121,2,1,1,50.0,1,2
106,78548,장성우,KT,127,2,1,1,50.0,9,0
106,67005,홍현빈,KT,14,1,1,0,100,0,0
146,67610,김석환,KIA,1,0,0,0,-,0,0
146,76350,김세현,KIA,5,0,0,0,-,0,0
146,68659,김유신,KIA,2,0,0,0,-,0,0
146,62648,김윤동,KIA,2,0,0,0,-,0,0
146,74605,김주형,KIA,6,0,0,0,-,0,0
