순위,선수ID,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
14,79192,채은성,LG,0.331,139,578,529,78,175,36,2,25,290,119,0,5,35,1,9,97,12,0.548,0.379,0.927,54,0.362,0.000
15,67450,러프,삼성,0.330,137,597,506,97,167,32,4,33,306,125,0,8,65,0,18,107,17,0.605,0.419,1.024,52,0.366,0.000
16,76812,이재원,SK,0.329,130,471,407,63,134,24,0,17,209,57,4,5,43,0,12,65,13,0.514,0.405,0.919,40,0.308,0.400
17,77532,손아섭,롯데,0.329,141,625,553,109,182,32,5,26,302,93,1,1,68,1,2,99,15,0.546,0.404,0.950,55,0.360,0.333
18,79215,박건우,두산,0.326,125,529,488,79,159,24,6,12,231,84,1,2,28,1,10,65,14,0.473,0.373,0.846,47,0.373,0.500
19,79240,허경민,두산,0.324,133,577,516,85,167,30,5,10,237,79,5,8,32,0,16,52,15,0.459,0.376,0.835,48,0.350,0.250
20,62907,박민우,NC,0.324,115,460,411,68,133,22,5,5,180,33,3,4,32,3,10,51,4,0.438,0.383,0.821,34,0.362,0.667
21,62947,나성범,NC,0.318,144,620,556,110,177,36,3,23,288,91,0,5,44,4,15,131,11,0.518,0.381,0.899,53,0.319,0.000
22,76249,민병헌,롯데,0.318,118,494,443,74,141,21,0,17,213,66,2,6,35,3,8,68,10,0.481,0.374,0.855,45,0.283,0.250
23,67872,로맥,SK,0.316,141,616,528,102,167,19,0,43,315,107,0,6,72,0,10,123,7,0.597,0.404,1.001,48,0.297,0.000
24,78135,이형종,LG,0.316,118,485,437,83,138,27,0,13,204,42,5,0,31,0,12,82,6,0.467,0.377,0.844,37,0.292,0.364
25,77248,오재원,두산,0.313,132,521,473,78,148,24,1,15,219,81,3,2,41,0,2,119,13,0.463,0.369,0.832,35,0.338,0.000
26,63704,노수광,SK,0.313,135,588,515,93,161,21,8,8,222,53,9,3,48,0,13,86,3,0.431,0.383,0.814,50,0.316,0.667
27,74206,김재호,두산,0.311,131,467,402,78,125,20,0,16,193,75,3,6,52,1,4,77,12,0.480,0.390,0.870,32,0.350,0.500
28,67650,버나디나,KIA,0.310,131,590,513,106,159,25,3,20,250,70,3,1,63,3,10,103,9,0.487,0.395,0.882,40,0.290,0.000
29,68730,호잉,한화,0.306,142,590,529,85,162,47,2,30,303,110,0,5,51,10,5,93,5,0.573,0.369,0.942,43,0.335,0.500
30,67025,로하스,KT,0.305,144,645,564,114,172,30,1,43,333,114,1,2,71,4,7,142,10,0.590,0.388,0.978,50,0.322,0.000
31,72133,박용택,LG,0.303,134,583,524,89,159,38,1,15,244,76,0,7,47,0,5,107,21,0.466,0.362,0.828,48,0.285,0.667
32,76849,이명기,KIA,0.302,120,502,447,88,135,28,6,4,187,42,11,1,40,3,3,64,5,0.418,0.363,0.781,41,0.246,0.000
33,75566,이원석,삼성,0.301,128,543,479,74,144,30,1,20,236,93,0,5,52,1,7,103,10,0.493,0.374,0.867,39,0.302,0.000
34,61404,김헌곤,삼성,0.300,141,586,513,77,154,26,2,11,217,71,5,4,54,1,10,70,13,0.423,0.375,0.798,46,0.319,0.000
35,62415,박해민,삼성,0.299,144,649,576,114,172,30,10,9,249,68,8,6,56,0,3,99,9,0.432,0.360,0.792,53,0.339,0.400
36,76753,송광민,한화,0.297,113,460,434,63,129,24,0,18,207,79,0,4,18,0,4,93,13,0.477,0.328,0.805,36,0.243,0.000
37,61102,유강남,LG,0.296,132,465,425,53,126,33,0,19,216,66,2,1,28,1,9,80,21,0.508,0.352,0.860,37,0.282,0.214
38,76313,황재균,KT,0.296,142,588,530,76,157,41,3,25,279,88,2,3,49,1,4,120,5,0.526,0.358,0.884,48,0.252,0.500
39,73136,이성열,한화,0.295,131,528,485,76,143,21,1,34,268,102,1,2,35,3,5,143,9,0.553,0.347,0.900,34,0.283,0.600
40,78603,김선빈,KIA,0.295,127,492,424,73,125,17,2,4,158,49,6,5,48,1,9,42,10,0.373,0.374,0.747,33,0.304,0.250
41,62556,신본기,롯데,0.294,139,479,425,55,125,28,1,11,188,71,5,5,33,2,11,95,12,0.442,0.357,0.799,34,0.300,0.500
42,74163,이용규,한화,0.293,134,575,491,82,144,14,1,1,163,36,8,5,59,0,12,62,8,0.332,0.379,0.711,44,0.327,0.000
43,64346,임병욱,넥센,0.293,134,447,423,76,124,29,3,13,198,60,0,2,22,1,0,119,6,0.468,0.327,0.795,31,0.303,0.200
44,68050,강백호,KT,0.290,138,585,527,108,153,32,2,29,276,84,0,3,52,0,3,124,4,0.524,0.356,0.880,44,0.308,0.300
45,64300,김하성,넥센,0.288,129,576,511,95,147,27,4,20,242,84,1,5,54,2,5,81,16,0.474,0.358,0.832,43,0.239,0.500
46,62895,한유섬,SK,0.284,136,562,486,97,138,31,0,41,292,115,0,8,52,3,16,124,10,0.601,0.367,0.968,40,0.286,0.444
47,62931,노진혁,NC,0.283,125,458,420,52,119,21,4,11,181,42,1,2,33,0,2,92,8,0.431,0.337,0.768,35,0.272,0.250
48,77564,김민성,넥센,0.283,128,465,413,46,117,24,0,10,171,45,1,5,40,3,6,80,6,0.414,0.351,0.765,24,0.231,0.471
49,75334,오재일,두산,0.279,123,477,401,69,112,19,2,27,216,80,0,10,60,2,6,121,3,0.539,0.373,0.912,29,0.215,0.000
50,79109,오지환,LG,0.278,144,617,533,93,148,26,2,11,211,71,12,6,59,3,7,146,6,0.396,0.354,0.750,40,0.357,0.000
51,76802,김성현,SK,0.277,135,462,415,51,115,19,1,4,148,55,6,3,29,0,9,42,19,0.357,0.336,0.693,30,0.333,0.000
52,74215,윤석민,KT,0.276,132,509,460,58,127,22,0,19,206,60,2,3,40,2,4,69,17,0.448,0.337,0.785,28,0.220,0.600
53,67304,김혜성,넥센,0.270,136,473,430,79,116,15,6,5,158,45,3,2,33,1,5,119,6,0.367,0.328,0.695,28,0.333,0.000
54,74540,강민호,삼성,0.269,129,477,427,46,115,14,0,22,195,71,0,7,29,5,14,96,11,0.457,0.331,0.788,32,0.225,0.273
55,67598,번즈,롯데,0.268,133,505,462,80,124,34,5,23,237,64,1,0,33,2,9,133,8,0.513,0.329,0.842,34,0.230,0.000
56,64153,양석환,LG,0.263,140,519,483,53,127,27,0,22,220,82,1,5,24,0,6,81,9,0.455,0.303,0.758,32,0.310,0.143
57,79402,김상수,삼성,0.263,122,499,453,63,119,13,1,10,164,50,8,3,27,0,8,91,11,0.362,0.314,0.676,32,0.200,0.000
58,73113,박경수,KT,0.262,135,528,458,65,120,21,0,25,216,74,0,3,58,2,9,129,16,0.472,0.354,0.826,28,0.288,0.400
59,67935,스크럭스,NC,0.257,142,571,501,75,129,35,0,26,242,97,0,3,55,2,12,144,14,0.483,0.343,0.826,29,0.303,0.000
60,62700,하주석,한화,0.254,141,517,484,67,123,20,3,9,176,52,1,0,28,0,4,130,7,0.364,0.300,0.664,31,0.267,1.000
61,66838,김동엽,SK,0.252,124,446,421,58,106,15,0,27,202,76,1,3,17,0,4,108,13,0.480,0.285,0.765,26,0.330,0.286
62,75847,최정,SK,0.244,115,489,406,95,99,16,1,35,222,74,0,2,58,2,23,129,10,0.547,0.368,0.915,23,0.235,0.000
1,66864,안상현,SK,0.500,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.500,1.000,0,1.000,1.000
5,62802,박승욱,SK,0.308,51,79,65,11,20,3,0,0,23,9,2,0,10,0,2,16,1,0.354,0.416,0.770,6,0.316,0.200
6,71837,김강민,SK,0.298,80,267,235,40,70,14,0,14,126,46,5,0,22,0,5,57,1,0.536,0.370,0.906,16,0.274,0.333
7,62884,최항,SK,0.293,98,257,222,38,65,12,1,7,100,35,2,0,25,0,8,57,1,0.450,0.384,0.834,16,0.317,0.222
10,76869,김재현,SK,0.277,53,77,65,19,18,1,1,1,24,5,0,0,9,0,3,17,0,0.369,0.390,0.759,3,0.154,0.000
11,77243,허도환,SK,0.273,23,24,22,4,6,0,0,1,9,1,0,0,1,0,1,8,1,0.409,0.333,0.742,0,0.000,0.000
12,75151,정의윤,SK,0.272,73,239,217,27,59,9,0,11,101,38,0,1,19,1,2,29,8,0.465,0.335,0.800,18,0.310,0.176
13,73209,나주환,SK,0.262,119,420,362,54,95,24,0,12,155,56,13,2,38,0,5,66,2,0.428,0.339,0.767,24,0.322,0.250
14,63123,강승호,SK,0.255,69,212,184,14,47,10,0,3,66,31,6,1,18,0,3,57,2,0.359,0.330,0.689,11,0.339,0.167
16,61652,윤정우,SK,0.250,22,43,40,6,10,2,0,1,15,2,0,0,2,0,1,7,4,0.375,0.302,0.677,1,0.091,0.000
16,76158,최승준,SK,0.250,27,79,72,5,18,3,0,4,33,11,0,0,6,0,1,25,3,0.458,0.316,0.774,2,0.250,0.400
19,61869,정진기,SK,0.244,96,212,201,33,49,8,1,3,68,17,3,0,6,0,2,45,2,0.338,0.273,0.611,11,0.236,0.188
20,71184,이성우,SK,0.242,88,134,120,10,29,5,0,0,34,5,4,1,8,0,1,16,4,0.283,0.292,0.575,6,0.063,1.000
21,72860,이대수,SK,0.200,4,6,5,1,1,1,0,0,2,0,1,0,0,0,0,2,0,0.400,0.200,0.600,0,0.000,0.000
22,74846,박정권,SK,0.172,14,31,29,4,5,0,0,2,11,6,0,0,2,0,0,9,0,0.379,0.226,0.605,0,0.182,0.000
23,67893,박성한,SK,0.135,42,59,52,3,7,1,0,0,8,2,0,0,7,0,0,16,0,0.154,0.237,0.391,2,0.188,0.000
24,64868,조용호,SK,0.077,16,14,13,4,1,0,0,0,1,0,1,0,0,0,0,5,0,0.077,0.077,0.154,0,0.000,0.000
25,79130,강지광,SK,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
25,61865,이윤재,SK,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1,63202,장승현,두산,0.385,20,16,13,2,5,0,0,0,5,1,2,0,1,0,0,2,2,0.385,0.429,0.814,0,0.333,1.000
2,68205,전민재,두산,0.375,12,8,8,2,3,1,0,0,4,3,0,0,0,0,0,2,1,0.500,0.375,0.875,1,0.500,0.000
3,79231,정수빈,두산,0.367,26,112,98,20,36,2,1,2,46,23,0,2,11,0,1,13,1,0.469,0.429,0.898,12,0.556,0.000
6,79290,국해성,두산,0.333,14,28,24,4,8,3,0,0,11,1,0,0,3,0,1,5,1,0.458,0.429,0.887,1,0.200,0.167
12,61208,정진호,두산,0.301,111,299,269,53,81,12,1,2,101,37,9,1,19,0,1,44,8,0.375,0.348,0.723,15,0.308,0.000
13,79530,양종민,두산,0.286,21,15,14,5,4,0,1,0,6,1,0,0,1,0,0,5,1,0.429,0.333,0.762,0,0.667,0.000
14,62244,박세혁,두산,0.282,89,194,170,37,48,12,0,3,69,22,3,1,16,0,4,55,0,0.406,0.356,0.762,16,0.224,0.222
16,66209,조수행,두산,0.279,119,198,183,35,51,6,4,1,68,17,5,1,9,0,0,33,4,0.372,0.311,0.683,9,0.318,1.000
17,67207,이유찬,두산,0.273,28,24,22,5,6,1,0,0,7,2,0,0,1,0,1,6,1,0.318,0.333,0.651,0,0.250,0.000
18,62234,류지혁,두산,0.268,128,280,228,52,61,7,0,1,71,29,11,2,29,0,10,43,3,0.311,0.372,0.683,12,0.297,0.571
19,63257,김인태,두산,0.263,46,109,95,16,25,7,0,1,35,10,1,1,12,0,0,26,0,0.368,0.343,0.711,4,0.269,0.400
20,66207,황경태,두산,0.231,27,13,13,9,3,2,0,0,5,0,0,0,0,0,0,3,0,0.385,0.231,0.616,0,0.000,0.000
21,65269,김민혁,두산,0.226,22,58,53,7,12,2,0,2,20,10,0,0,5,0,0,19,3,0.377,0.293,0.670,1,0.462,0.000
22,63559,백동훈,두산,0.222,23,34,27,7,6,2,0,1,11,4,0,1,5,0,1,11,1,0.407,0.353,0.760,1,0.100,0.000
23,64086,신성현,두산,0.167,16,27,24,5,4,0,0,1,7,2,0,1,2,0,0,9,1,0.292,0.222,0.514,0,0.000,0.000
24,68244,파레디스,두산,0.138,21,71,65,7,9,2,1,1,16,4,0,1,4,1,1,17,0,0.246,0.197,0.443,2,0.059,0.000
25,68245,반슬라이크,두산,0.128,12,44,39,1,5,1,0,1,9,4,0,1,4,0,0,6,2,0.231,0.205,0.436,0,0.000,0.000
26,61962,김정후,두산,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
26,63440,이흥련,두산,0.000,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,71752,김태균,한화,0.315,73,271,254,25,80,11,0,10,121,34,0,0,13,1,4,56,7,0.476,0.358,0.834,26,0.343,0.400
3,75808,정근우,한화,0.304,102,425,375,63,114,24,1,11,173,57,1,3,39,1,7,43,12,0.461,0.377,0.838,30,0.326,0.000
7,61700,강경학,한화,0.278,77,289,245,42,68,11,1,5,96,27,1,1,38,0,4,59,7,0.392,0.382,0.774,14,0.254,0.143
8,64717,지시완,한화,0.275,99,224,207,22,57,7,0,7,85,29,2,1,12,0,2,55,6,0.411,0.320,0.731,8,0.309,0.292
9,78288,최재훈,한화,0.262,128,341,298,36,78,17,0,1,98,27,6,2,20,0,15,61,8,0.329,0.337,0.666,18,0.253,0.500
10,79705,김회성,한화,0.259,58,102,85,15,22,5,0,4,39,17,3,0,11,0,3,26,3,0.459,0.364,0.823,3,0.409,0.333
12,62797,양성우,한화,0.254,73,236,209,32,53,9,0,2,68,13,0,1,22,2,4,32,8,0.325,0.335,0.660,13,0.192,0.375
13,68743,정은원,한화,0.249,98,227,201,33,50,5,3,4,73,20,2,1,22,0,1,50,0,0.363,0.324,0.687,13,0.333,0.111
14,60100,백진우,한화,0.243,70,169,152,21,37,15,1,3,63,18,0,1,12,0,4,36,5,0.414,0.314,0.728,8,0.250,0.150
15,66702,이시원,한화,0.239,28,50,46,6,11,1,0,1,15,2,0,0,3,0,1,8,1,0.326,0.300,0.626,3,0.333,0.250
16,78756,오선진,한화,0.226,56,148,133,14,30,4,0,1,37,9,3,0,7,0,5,33,2,0.278,0.290,0.568,6,0.231,0.000
17,61554,김민하,한화,0.216,59,108,97,13,21,4,0,3,34,17,2,1,5,0,3,30,6,0.351,0.274,0.625,3,0.308,0.333
18,66706,장진혁,한화,0.214,50,48,42,9,9,4,1,0,15,2,0,0,4,0,2,11,0,0.357,0.313,0.670,1,0.200,0.143
19,74729,최진행,한화,0.213,57,154,136,14,29,3,0,7,53,13,0,0,15,0,3,53,5,0.390,0.305,0.695,3,0.189,0.071
20,60184,김창혁,한화,0.200,6,10,10,1,2,1,0,0,3,0,0,0,0,0,0,3,0,0.300,0.200,0.500,0,0.000,0.250
20,64724,박준혁,한화,0.200,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0.400,0.200,0.600,0,0.000,0.500
22,66704,김태연,한화,0.192,24,30,26,7,5,1,0,0,6,2,1,0,3,0,0,8,0,0.231,0.276,0.507,0,0.125,0.000
23,66716,정경운,한화,0.067,22,16,15,1,1,0,0,0,1,2,0,1,0,0,0,7,1,0.067,0.063,0.130,0,0.111,0.000
24,66710,강상원,한화,0.000,6,7,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.000,0.143,0.143,0,0.000,0.000
24,66715,김인환,한화,0.000,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
24,65703,이도윤,한화,0.000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1,66392,김종덕,넥센,0.500,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.500,1.000,0,0.000,0.000
4,78168,서건창,넥센,0.340,37,160,141,28,48,12,0,0,60,15,2,2,12,0,3,19,1,0.426,0.399,0.825,16,0.311,0.667
5,68345,샌즈,넥센,0.314,25,93,86,17,27,1,1,12,66,37,0,1,6,0,0,27,2,0.767,0.355,1.122,7,0.524,0.200
6,65357,송성문,넥센,0.313,78,238,211,35,66,19,0,7,106,45,2,1,24,0,0,49,2,0.502,0.381,0.883,17,0.381,0.500
7,73342,이택근,넥센,0.308,104,356,308,40,95,25,1,4,134,52,3,4,32,0,9,44,14,0.435,0.385,0.820,27,0.368,0.240
8,62356,김규민,넥센,0.295,104,336,298,47,88,9,2,3,110,40,1,4,27,0,6,89,3,0.369,0.361,0.730,24,0.397,0.250
12,61353,고종욱,넥센,0.279,102,351,330,47,92,22,0,6,132,54,1,4,15,1,1,96,2,0.400,0.309,0.709,18,0.312,0.389
14,67394,초이스,넥센,0.258,96,397,349,55,90,19,0,17,160,61,0,5,33,2,10,79,4,0.458,0.335,0.793,20,0.242,0.125
15,65399,허정협,넥센,0.250,25,24,24,4,6,2,0,0,8,2,0,0,0,0,0,7,1,0.333,0.250,0.583,1,0.286,0.182
16,79365,박동원,넥센,0.248,39,128,117,19,29,3,0,6,50,17,2,0,9,1,0,25,3,0.427,0.302,0.729,7,0.278,0.250
17,62332,김재현,넥센,0.228,116,234,202,22,46,7,0,3,62,18,9,3,12,0,8,58,2,0.307,0.293,0.600,8,0.167,0.000
18,79334,장영석,넥센,0.224,93,221,196,24,44,15,0,7,80,25,0,0,23,0,2,61,2,0.408,0.312,0.720,9,0.232,0.059
19,66354,주효상,넥센,0.218,80,126,110,9,24,3,0,1,30,12,4,0,10,0,2,36,2,0.273,0.295,0.568,4,0.212,0.333
20,76746,김태완,넥센,0.197,29,74,66,5,13,2,0,1,18,5,0,1,5,1,2,25,4,0.273,0.270,0.543,3,0.176,0.167
21,79300,김지수,넥센,0.147,47,39,34,4,5,0,0,0,5,0,0,0,5,0,0,15,2,0.147,0.256,0.403,1,0.111,0.000
22,68330,예진원,넥센,0.143,5,7,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0.143,0.143,0.286,0,0.000,0.000
23,62353,박정음,넥센,0.063,16,17,16,1,1,0,0,1,4,1,0,0,0,0,1,4,0,0.250,0.118,0.368,0,0.000,0.250
24,61366,홍성갑,넥센,0.000,6,8,8,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0.000,0.000,0.000,0,0.000,0.000
1,76368,유재신,KIA,0.424,46,40,33,19,14,3,1,1,22,8,0,0,7,0,0,10,0,0.667,0.525,1.192,3,0.500,0.000
6,66615,류승현,KIA,0.307,35,85,75,9,23,3,1,1,31,13,1,1,7,0,1,12,2,0.413,0.369,0.782,6,0.368,0.000
8,99606,정성훈,KIA,0.295,88,205,183,22,54,11,0,4,77,28,0,1,16,1,5,49,5,0.421,0.366,0.787,11,0.288,0.211
10,70756,이범호,KIA,0.280,101,380,332,41,93,7,0,20,160,69,0,2,42,4,4,59,12,0.482,0.366,0.848,22,0.280,0.000
11,78643,백용환,KIA,0.277,34,57,47,7,13,1,0,0,14,4,1,0,9,0,0,15,3,0.298,0.393,0.691,2,0.333,0.143
12,66606,최원준,KIA,0.272,101,331,302,46,82,14,1,4,110,32,4,1,20,0,4,58,4,0.364,0.324,0.688,18,0.235,0.250
13,78629,나지완,KIA,0.271,114,379,317,50,86,18,0,26,182,78,0,5,38,2,19,81,14,0.574,0.377,0.951,20,0.250,0.250
14,62265,유민상,KIA,0.271,31,58,48,9,13,2,1,3,26,14,0,2,8,0,0,14,3,0.542,0.362,0.904,1,0.385,0.231
15,60605,홍재호,KIA,0.263,56,87,76,16,20,6,0,1,29,9,3,0,8,0,0,12,2,0.382,0.333,0.715,4,0.235,0.333
16,62893,최정민,KIA,0.253,57,95,83,17,21,2,0,2,29,6,4,0,7,0,1,20,2,0.349,0.319,0.668,2,0.167,0.000
17,63722,한승택,KIA,0.247,61,101,89,10,22,6,0,3,37,15,3,0,7,0,2,24,4,0.416,0.316,0.732,3,0.280,0.667
18,62864,김민식,KIA,0.245,125,365,310,53,76,9,3,6,109,37,11,2,39,0,3,63,8,0.352,0.333,0.685,17,0.235,0.200
19,64657,박준태,KIA,0.228,85,150,123,32,28,5,1,5,50,24,5,0,13,0,9,37,1,0.407,0.345,0.752,7,0.364,0.143
20,73606,서동욱,KIA,0.204,32,56,49,3,10,3,0,0,13,2,0,1,5,0,1,15,1,0.265,0.286,0.551,3,0.000,0.077
21,64560,이창진,KIA,0.172,20,30,29,5,5,1,0,0,6,0,0,0,0,0,1,3,2,0.207,0.200,0.407,0,0.000,0.000
22,66662,신범수,KIA,0.160,19,26,25,0,4,2,1,0,8,4,0,1,0,0,0,7,1,0.320,0.154,0.474,0,0.200,0.333
23,62908,황윤호,KIA,0.158,82,62,57,11,9,1,0,0,10,4,2,0,0,0,3,6,2,0.175,0.200,0.375,0,0.278,0.000
24,74605,김주형,KIA,0.125,6,8,8,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.125,0.125,0.250,0,1.000,0.000
24,78467,이영욱,KIA,0.125,14,16,16,0,2,0,0,0,2,1,0,0,0,0,0,4,0,0.125,0.125,0.250,1,0.167,0.000
26,67610,김석환,KIA,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
26,67640,유승철,KIA,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
26,60648,이인행,KIA,0.000,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
26,66643,헥터,KIA,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
26,65618,황인준,KIA,0.000,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
1,60456,백상원,삼성,0.500,4,8,6,1,3,0,0,0,3,2,0,0,2,0,0,0,0,0.500,0.625,1.125,1,1.000,0.000
2,79456,이지영,삼성,0.343,90,203,178,31,61,10,0,2,77,19,6,0,15,1,4,27,3,0.433,0.406,0.839,15,0.250,0.217
3,64469,송준석,삼성,0.333,4,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.000,0.500
9,61197,최영진,삼성,0.294,61,140,126,13,37,7,0,4,56,18,2,2,10,0,0,30,6,0.444,0.341,0.785,10,0.211,0.167
10,71432,박한이,삼성,0.284,114,392,342,47,97,16,0,10,143,43,6,1,43,2,0,91,9,0.418,0.363,0.781,24,0.289,0.222
11,77466,최원제,삼성,0.273,8,13,11,1,3,0,0,0,3,0,0,0,1,0,1,5,0,0.273,0.385,0.658,1,0.000,0.250
14,64610,강한울,삼성,0.259,83,209,193,20,50,5,2,0,59,8,3,0,12,0,1,34,1,0.306,0.306,0.612,8,0.170,0.250
15,64410,백승민,삼성,0.258,14,32,31,3,8,2,0,0,10,5,0,0,1,0,0,9,1,0.323,0.281,0.604,2,0.182,0.333
16,66406,안주형,삼성,0.250,15,8,8,2,2,0,0,0,2,1,0,0,0,0,0,3,0,0.250,0.250,0.500,0,0.250,0.500
17,79465,배영섭,삼성,0.245,69,168,147,15,36,6,0,0,42,13,2,0,16,2,3,35,2,0.286,0.331,0.617,7,0.262,0.111
18,66462,김성훈,삼성,0.243,110,212,185,24,45,9,3,0,60,24,3,2,16,0,6,23,2,0.324,0.321,0.645,6,0.283,0.444
19,72456,손주인,삼성,0.238,98,297,265,26,63,10,0,4,85,28,10,4,11,0,7,40,11,0.321,0.282,0.603,17,0.233,0.250
20,62409,박찬도,삼성,0.233,54,82,73,13,17,4,1,0,23,5,1,0,8,0,0,28,0,0.315,0.309,0.624,3,0.263,0.000
21,72466,조동찬,삼성,0.222,28,59,54,5,12,1,0,1,16,2,1,0,4,0,0,14,2,0.296,0.276,0.572,0,0.056,0.385
22,64266,이성곤,삼성,0.188,9,19,16,1,3,0,0,0,3,0,0,0,3,0,0,7,1,0.188,0.316,0.504,0,0.000,0.000
23,64793,김민수,삼성,0.167,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0.167,0.167,0.334,0,0.000,0.500
23,64407,김호재,삼성,0.167,10,7,6,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0.167,0.167,0.334,0,0.000,0.000
25,61104,정병곤,삼성,0.067,6,16,15,1,1,0,0,0,1,2,0,1,0,0,0,5,1,0.067,0.063,0.130,0,0.500,0.000
26,65412,권정웅,삼성,0.000,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
26,67449,김성윤,삼성,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
26,60288,김응민,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
26,64499,김재현,삼성,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,65586,전병우,롯데,0.364,27,77,66,18,24,7,0,3,40,13,0,1,9,0,1,24,1,0.606,0.442,1.048,6,0.692,0.000
2,61566,허일,롯데,0.357,9,15,14,1,5,0,0,0,5,0,0,0,1,0,0,2,0,0.357,0.400,0.757,1,0.000,0.250
7,60523,정훈,롯데,0.305,91,194,174,33,53,10,1,7,86,26,0,3,16,1,1,39,4,0.494,0.361,0.855,11,0.271,0.189
9,77463,채태인,롯데,0.293,130,420,376,44,110,18,0,15,173,75,1,4,34,3,5,107,10,0.460,0.356,0.816,30,0.328,0.429
