순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
15,79229,유희관,두산,6.70,29,10,10,0,0,0.500,141,197,23,42,4,81,108,105,1.70
16,64255,한주성,두산,6.75,3,0,0,0,0,-,4,8,0,1,1,1,3,3,2.25
17,66160,유재유,두산,7.11,5,0,1,0,0,0.000,6 1/3,11,1,3,3,5,5,5,2.21
18,68260,현도훈,두산,7.27,3,0,1,0,0,0.000,8 2/3,11,2,6,1,5,7,7,1.96
19,68220,곽빈,두산,7.55,32,3,1,1,4,0.750,31,44,6,17,3,26,26,26,1.97
20,68201,박성모,두산,9.00,2,0,1,0,0,0.000,2,4,1,0,1,1,2,2,2.00
21,65064,윤수호,두산,9.24,17,0,1,0,0,0.000,25 1/3,33,4,17,1,19,31,26,1.97
22,74513,장원준,두산,9.92,24,3,7,0,2,0.300,71 2/3,101,12,33,11,46,81,79,1.87
23,62263,변시원,두산,10.13,10,0,0,0,0,-,10 2/3,16,2,2,4,8,12,12,1.69
24,67263,최원준,두산,10.61,6,0,0,0,0,-,9 1/3,22,2,0,5,5,16,11,2.36
25,74543,최대성,두산,11.70,8,0,0,0,0,-,10,15,3,8,0,10,13,13,2.30
26,60255,장민익,두산,27.00,3,0,0,0,0,-,2,5,3,2,1,2,6,6,3.50
26,79535,허준혁,두산,27.00,1,0,1,0,0,0.000,1 2/3,4,0,3,0,1,5,5,4.20
28,68200,김민규,두산,54.00,1,0,0,0,0,-,1/3,1,0,2,0,0,2,2,9.00
1,63765,김종수,한화,1.80,3,0,0,0,0,-,5,3,1,0,0,1,1,1,0.60
2,67703,박상원,한화,2.10,69,4,2,0,9,0.667,60,59,3,21,4,62,17,14,1.33
3,73801,송은범,한화,2.50,68,7,4,1,10,0.636,79 1/3,77,2,33,5,61,29,22,1.39
4,60768,이태양,한화,2.84,63,4,2,0,12,0.667,79 1/3,66,10,23,4,85,30,25,1.12
5,74857,정우람,한화,3.40,55,5,3,35,0,0.625,53,49,6,12,2,56,22,20,1.15
6,67762,김성훈,한화,3.58,10,0,2,0,0,0.000,27 2/3,25,2,11,3,28,12,11,1.30
7,62611,임준섭,한화,4.32,10,1,0,0,0,1.000,8 1/3,8,1,6,1,6,4,4,1.68
8,68794,헤일,한화,4.34,12,3,4,0,0,0.429,66 1/3,68,8,17,4,55,35,32,1.28
9,79764,장민재,한화,4.68,34,6,2,0,1,0.750,59 2/3,62,7,23,1,42,33,31,1.42
11,72447,권혁,한화,4.91,16,1,1,0,3,0.500,11,9,2,4,0,11,6,6,1.18
12,74731,송창식,한화,4.97,12,1,0,0,1,1.000,12 2/3,15,2,4,1,8,7,7,1.50
13,68742,휠러,한화,5.13,19,3,9,0,0,0.250,101 2/3,128,12,34,10,94,62,58,1.59
14,78552,강승현,한화,5.40,2,0,0,0,0,-,1 2/3,3,1,0,0,2,1,1,1.80
15,66741,김재영,한화,5.66,29,6,4,0,1,0.600,111 1/3,136,15,37,12,56,74,70,1.55
16,73738,안영명,한화,5.73,53,8,2,0,8,0.800,66,83,12,15,4,48,44,42,1.48
17,65769,김범수,한화,5.77,55,4,4,0,7,0.500,48 1/3,52,7,29,1,54,33,31,1.68
18,64759,서균,한화,5.79,56,1,1,1,10,0.500,37 1/3,39,7,16,7,22,26,24,1.47
19,73750,윤규진,한화,5.89,18,2,6,0,0,0.250,84,99,14,30,6,81,63,55,1.54
20,68701,김진욱,한화,6.35,3,0,0,0,0,-,5 2/3,6,0,3,3,4,4,4,1.59
21,65764,김민우,한화,6.52,23,5,9,0,0,0.357,99 1/3,133,19,41,8,73,79,72,1.75
22,70425,배영수,한화,6.63,11,2,3,0,0,0.400,55 2/3,69,6,15,6,47,42,41,1.51
23,67737,김진영,한화,7.94,4,0,0,0,0,-,11 1/3,13,1,4,0,9,10,10,1.50
24,68703,박성웅,한화,8.68,22,1,1,0,0,0.500,18 2/3,26,4,10,2,18,18,18,1.93
25,74167,심수창,한화,15.43,3,0,0,0,0,-,2 1/3,7,2,0,0,2,4,4,3.00
26,60757,김경태,한화,16.88,3,0,0,0,0,-,2 2/3,4,2,5,0,2,5,5,3.38
27,77452,이동걸,한화,18.00,1,0,0,0,0,-,2,5,1,0,0,2,4,4,2.50
1,60336,문성현,넥센,0.00,1,0,0,0,0,-,1,1,0,1,0,1,0,0,2.00
1,61396,박정준,넥센,0.00,2,0,0,0,0,-,2,0,0,1,2,2,1,0,0.50
1,63960,이상민,넥센,0.00,4,0,0,0,0,-,4 2/3,3,0,1,0,2,0,0,0.86
4,61268,양현,넥센,3.58,33,1,1,0,5,0.500,32 2/3,31,4,13,1,20,13,13,1.35
5,63342,조상우,넥센,3.79,18,1,2,9,0,0.333,19,16,1,6,2,23,11,8,1.16
6,65742,로저스,넥센,3.80,13,5,4,0,0,0.556,83,89,7,16,5,65,40,35,1.27
8,65320,최원태,넥센,3.95,23,13,7,0,0,0.650,134 1/3,144,8,35,11,101,62,59,1.33
9,75342,이보근,넥센,4.28,64,7,6,0,24,0.538,61,66,6,14,4,54,36,29,1.31
11,61456,윤영삼,넥센,4.85,22,1,0,2,0,1.000,29 2/3,31,2,8,1,32,18,16,1.31
12,76430,김태혁,넥센,5.17,58,2,3,18,14,0.400,55 2/3,53,9,23,1,68,32,32,1.37
13,63938,해커,넥센,5.20,14,5,3,0,0,0.625,79 2/3,86,16,30,5,56,49,46,1.46
14,67603,이승호,넥센,5.60,32,1,3,0,4,0.250,45,44,8,22,5,38,28,28,1.47
15,62360,김태훈,넥센,6.04,33,2,2,2,1,0.500,47 2/3,61,10,18,4,36,33,32,1.66
16,67828,김성민,넥센,6.19,46,2,1,0,5,0.667,48,61,6,21,3,45,38,33,1.71
17,74359,오주원,넥센,6.19,61,3,6,1,15,0.333,52 1/3,61,8,13,1,36,37,36,1.41
18,62937,신재영,넥센,6.75,26,8,9,0,1,0.471,101 1/3,133,31,23,8,53,80,76,1.54
19,68341,안우진,넥센,7.19,20,2,4,0,1,0.333,41 1/3,46,6,28,3,46,35,33,1.79
20,63348,조성운,넥센,7.43,25,0,0,0,0,-,26 2/3,35,6,13,0,25,24,22,1.80
21,64350,하영민,넥센,7.71,9,0,2,0,0,0.000,16 1/3,30,3,7,1,10,18,14,2.27
22,66018,김선기,넥센,7.94,21,0,1,0,1,0.000,22 2/3,34,5,16,0,21,22,20,2.21
23,65392,김정인,넥센,8.59,2,0,1,0,0,0.000,7 1/3,14,1,3,1,4,7,7,2.32
24,64051,이영준,넥센,22.50,2,0,0,0,0,-,2,6,0,3,0,2,5,5,4.50
25,66068,서의태,넥센,54.00,1,0,0,0,0,-,2/3,1,0,2,1,1,4,4,4.50
1,63638,박준표,KIA,0.00,1,0,0,0,0,-,2,0,0,2,0,2,0,0,1.00
3,60634,임기준,KIA,3.54,55,5,1,2,8,0.833,56,59,7,23,3,45,27,22,1.46
4,62648,김윤동,KIA,3.70,64,7,6,4,18,0.538,82 2/3,71,9,54,2,79,39,34,1.51
6,67640,유승철,KIA,4.37,39,1,0,1,3,1.000,47 1/3,49,5,29,4,44,25,23,1.65
8,65643,문경찬,KIA,4.72,32,0,3,0,0,0.000,55 1/3,62,10,17,2,46,29,29,1.43
9,65618,황인준,KIA,4.96,37,3,1,0,1,0.750,52 2/3,58,9,12,6,35,31,29,1.33
10,95657,임창용,KIA,5.42,37,5,5,4,4,0.500,86 1/3,92,16,29,11,84,54,52,1.40
11,76653,박경태,KIA,5.68,4,0,0,0,0,-,6 1/3,7,0,2,1,6,5,4,1.42
12,61666,한승혁,KIA,5.83,21,7,3,0,0,0.700,88,105,8,44,4,65,62,57,1.69
13,66609,전상현,KIA,6.10,5,0,0,0,0,-,10 1/3,19,1,5,0,7,7,7,2.32
14,62754,임기영,KIA,6.26,29,8,9,0,2,0.471,105,145,20,34,12,68,79,73,1.70
15,67645,팻딘,KIA,6.26,36,6,7,0,2,0.462,129 1/3,174,23,27,4,101,96,90,1.55
16,79617,정용운,KIA,6.30,3,1,0,0,0,1.000,10,10,1,8,0,5,7,7,1.80
17,60636,심동섭,KIA,6.35,7,0,0,0,1,-,5 2/3,7,0,3,0,5,4,4,1.76
18,76350,김세현,KIA,6.75,40,1,6,4,0,0.143,40,56,4,17,2,32,32,30,1.83
18,75620,윤석민,KIA,6.75,28,0,8,11,0,0.000,40,55,9,10,0,29,32,30,1.63
20,65616,이민우,KIA,7.17,30,2,3,0,4,0.400,37 2/3,52,4,23,5,28,34,30,1.99
21,68639,하준영,KIA,9.20,15,0,0,0,0,-,14 2/3,16,3,8,1,12,15,15,1.64
22,68659,김유신,KIA,9.69,10,0,0,0,0,-,13,13,0,6,1,6,14,14,1.46
23,61643,홍건희,KIA,10.26,11,0,1,0,0,0.000,16 2/3,32,4,7,1,13,20,19,2.34
24,65639,박정수,KIA,11.48,11,0,0,0,0,-,13 1/3,17,2,5,3,16,18,17,1.65
1,67443,장지훈,삼성,0.00,1,0,0,0,0,-,1,1,0,0,0,1,0,0,1.00
2,68419,최지명,삼성,3.21,8,4,1,0,0,0.800,28,30,5,8,1,25,11,10,1.36
3,79440,정인욱,삼성,3.48,19,1,0,0,0,1.000,31,31,3,9,3,27,17,12,1.29
4,66451,최충연,삼성,3.60,70,2,6,8,16,0.250,85,73,6,26,2,101,34,34,1.16
5,61457,임현준,삼성,3.90,40,0,1,0,3,0.000,27 2/3,20,3,11,5,26,12,12,1.12
6,99445,권오준,삼성,3.95,47,3,1,1,2,0.750,43 1/3,43,7,12,3,52,21,19,1.27
7,61411,심창민,삼성,4.07,59,5,2,17,5,0.714,66 1/3,57,12,22,9,68,32,30,1.19
8,73117,우규민,삼성,4.30,48,4,1,0,10,0.800,58 2/3,70,6,12,5,48,28,28,1.40
9,77927,장필준,삼성,4.34,61,5,5,6,13,0.500,66 1/3,65,6,25,6,74,35,32,1.36
10,66492,김승현,삼성,4.45,28,1,3,0,2,0.250,32 1/3,48,3,15,5,29,18,16,1.95
11,77446,백정현,삼성,4.58,25,7,7,1,0,0.500,125 2/3,142,18,36,3,99,68,64,1.42
12,68415,양창섭,삼성,5.05,19,7,6,0,0,0.538,87 1/3,100,12,34,10,49,52,49,1.53
15,76355,장원삼,삼성,6.16,8,3,1,0,0,0.750,38,47,4,13,1,27,27,26,1.58
16,76610,한기주,삼성,6.69,33,1,4,0,3,0.200,39,54,8,12,5,30,32,29,1.69
17,74454,윤성환,삼성,6.98,24,5,9,0,0,0.357,117 1/3,164,28,32,9,89,99,91,1.67
18,74630,박근홍,삼성,7.43,22,2,0,0,0,1.000,23,28,3,12,6,27,21,19,1.74
19,61365,김대우,삼성,7.93,8,2,2,0,0,0.500,36 1/3,53,7,18,3,15,34,32,1.95
20,60146,이승현,삼성,7.94,19,1,1,0,2,0.500,17,23,4,7,2,14,15,15,1.76
21,68453,김용하,삼성,9.00,4,0,0,0,0,-,3,2,0,4,3,4,4,3,2.00
22,67421,최지광,삼성,11.42,6,0,0,0,0,-,8 2/3,11,0,7,0,7,12,11,2.08
23,63027,안성무,삼성,11.57,2,0,0,0,0,-,2 1/3,3,2,1,0,5,3,3,1.71
23,61496,황수범,삼성,11.57,2,0,0,0,0,-,2 1/3,3,0,6,0,2,3,3,3.86
25,67467,김시현,삼성,12.60,4,0,0,0,0,-,5,10,2,2,2,5,7,7,2.40
26,76461,김기태,삼성,27.00,1,0,0,0,0,-,1 2/3,4,3,0,1,2,5,5,2.40
1,76225,김건국,롯데,2.53,5,1,0,0,0,1.000,10 2/3,11,1,0,1,9,3,3,1.03
2,63543,구승민,롯데,3.67,64,7,4,0,14,0.636,73 2/3,62,12,31,3,75,33,30,1.26
3,79293,오현택,롯데,3.76,72,3,2,0,25,0.600,64 2/3,66,11,12,3,63,32,27,1.21
4,75321,손승락,롯데,3.90,57,3,5,28,0,0.375,57 2/3,53,1,20,1,60,26,25,1.27
5,73211,노경은,롯데,4.08,33,9,6,0,0,0.600,132 1/3,127,18,30,4,89,65,60,1.19
6,79545,진명호,롯데,4.38,60,5,4,1,9,0.556,61 2/3,53,7,46,1,65,34,30,1.61
7,72862,윤길현,롯데,4.64,32,1,2,0,4,0.333,33,33,4,15,0,29,18,17,1.45
8,77318,장시환,롯데,4.66,32,1,0,0,2,1.000,36 2/3,39,5,19,3,44,23,19,1.58
10,68526,듀브론트,롯데,4.92,25,6,9,0,0,0.400,137 1/3,162,13,62,8,109,82,75,1.63
11,72535,이명우,롯데,5.32,59,0,1,0,2,0.000,44,59,1,9,0,25,36,26,1.55
12,76540,배장호,롯데,5.92,25,1,1,0,0,0.500,24 1/3,29,3,10,2,13,18,16,1.60
13,77591,송승준,롯데,6.15,22,3,4,0,0,0.429,79,93,8,35,4,68,58,54,1.62
14,68556,정성종,롯데,6.16,10,0,1,0,0,0.000,19,19,2,8,1,12,13,13,1.42
15,63512,박진형,롯데,6.23,13,3,2,0,1,0.600,13,23,1,8,1,11,12,9,2.38
16,67588,윤성빈,롯데,6.39,18,2,5,0,0,0.286,50 2/3,51,5,36,3,65,36,36,1.72
17,62595,정태승,롯데,6.75,3,0,0,0,0,-,2 2/3,4,0,3,0,3,4,2,2.63
19,72523,고효준,롯데,6.96,43,2,3,0,7,0.400,32 1/3,33,3,23,0,39,27,25,1.73
20,60559,박시영,롯데,8.54,21,0,0,0,0,-,26 1/3,35,6,14,1,19,27,25,1.86
21,64021,박세웅,롯데,9.92,14,1,5,0,0,0.167,49,83,10,29,4,40,54,54,2.29
22,62655,홍성민,롯데,12.27,4,0,0,0,0,-,3 2/3,6,1,1,0,3,5,5,1.91
23,78536,김대우,롯데,13.50,5,0,0,0,0,-,3 1/3,8,2,1,0,2,5,5,2.70
23,65067,조무근,롯데,13.50,2,1,0,0,0,1.000,2/3,2,0,1,2,1,1,1,4.50
25,75537,조정훈,롯데,16.62,7,0,0,0,0,-,4 1/3,6,0,4,2,5,13,8,2.31
1,68159,성동현,LG,0.00,1,1,0,0,0,1.000,1/3,1,0,0,0,0,0,0,3.00
1,61891,임정우,LG,0.00,2,0,0,0,0,-,2/3,1,0,2,0,1,0,0,4.50
3,60105,배민관,LG,1.64,8,0,0,0,0,-,11,9,0,4,2,11,2,2,1.18
6,62146,최성훈,LG,3.78,24,0,0,0,3,-,16 2/3,17,4,9,1,14,7,7,1.56
7,61329,윤지웅,LG,4.26,10,0,0,0,0,-,6 1/3,9,0,3,3,4,4,3,1.89
8,68130,김영준,LG,4.35,14,2,1,0,0,0.667,20 2/3,19,3,15,3,16,12,10,1.65
9,63145,배재준,LG,4.42,16,1,0,0,0,1.000,38 2/3,34,3,20,1,41,24,19,1.40
10,79140,최동환,LG,4.62,28,1,0,0,1,1.000,37,33,6,11,3,28,19,19,1.19
11,79825,여건욱,LG,4.76,18,0,0,0,0,-,22 2/3,27,1,8,4,15,13,12,1.54
11,79339,전인환,LG,4.76,5,0,0,0,0,-,5 2/3,7,0,3,0,4,3,3,1.76
13,78148,정찬헌,LG,4.85,66,5,3,27,0,0.625,65,76,5,24,7,50,36,35,1.54
14,60181,김지용,LG,5.36,48,5,6,1,13,0.455,47,52,10,9,2,42,30,28,1.30
15,67122,김태형,LG,5.40,2,0,0,0,0,-,1 2/3,2,1,1,0,1,1,1,1.80
17,60140,신정락,LG,5.86,49,3,7,0,5,0.300,50 2/3,59,5,17,6,56,37,33,1.50
18,67119,고우석,LG,5.91,56,3,5,0,3,0.375,67,69,10,37,5,44,51,44,1.58
20,76650,진해수,LG,7.21,66,2,3,0,14,0.400,43 2/3,63,7,13,4,37,37,35,1.74
21,66145,김대현,LG,7.54,25,2,10,0,0,0.167,105,145,15,48,9,64,95,88,1.84
22,71118,이동현,LG,7.93,36,2,1,0,4,0.667,36 1/3,49,6,7,3,23,35,32,1.54
23,67143,손주영,LG,8.49,4,0,2,0,0,0.000,11 2/3,13,0,14,2,7,11,11,2.31
24,60845,문광은,LG,12.15,6,0,1,0,0,0.000,6 2/3,11,3,5,0,5,9,9,2.40
25,64155,임지섭,LG,25.07,2,0,2,0,0,0.000,4 2/3,11,3,7,0,4,13,13,3.86
26,62918,김태형,LG,36.00,1,0,0,0,0,-,1,2,0,4,0,0,4,4,6.00
27,61145,이우찬,LG,54.00,3,0,0,0,0,-,2/3,3,0,3,1,0,4,4,9.00
1,65516,배제성,KT,0.00,3,0,0,0,0,-,4,3,0,1,0,2,1,0,1.00
2,79191,배우열,KT,1.59,5,0,0,0,0,-,5 2/3,7,0,3,0,9,2,1,1.76
3,77563,이상화,KT,2.61,11,0,0,2,3,-,10 1/3,6,0,5,1,14,3,3,1.06
4,65058,정성곤,KT,2.96,24,1,0,0,5,1.000,24 1/3,23,3,11,0,23,8,8,1.40
7,65062,김재윤,KT,4.57,62,7,5,15,0,0.583,61,76,11,15,1,66,34,31,1.49
8,64017,심재민,KT,4.61,44,4,5,2,3,0.444,41,47,5,17,2,36,25,21,1.56
9,67066,이종혁,KT,4.66,47,0,5,1,4,0.000,48 1/3,61,4,17,2,31,28,25,1.61
10,64029,류희운,KT,4.91,29,1,1,0,1,0.500,44,53,11,14,2,28,25,24,1.52
11,68043,김민,KT,5.06,9,4,2,0,0,0.667,37 1/3,40,4,25,6,25,26,21,1.74
12,64001,고영표,KT,5.13,25,6,9,0,0,0.400,142,175,17,25,14,134,91,81,1.41
13,75149,홍성용,KT,5.40,56,2,1,1,6,0.667,45,49,7,16,5,42,28,27,1.44
15,65056,엄상백,KT,5.44,55,1,8,2,12,0.111,46 1/3,51,4,17,8,44,33,28,1.47
16,99563,김사율,KT,5.76,29,1,2,0,0,0.333,45 1/3,56,12,10,2,35,32,29,1.46
17,66064,김태오,KT,6.00,8,1,2,0,0,0.333,21,32,4,9,2,14,16,14,1.95
18,78248,고창성,KT,6.69,42,2,0,0,5,1.000,37 2/3,57,7,11,5,23,29,28,1.81
19,68067,신병률,KT,7.01,21,0,0,1,2,-,25 2/3,35,6,7,3,14,22,20,1.64
20,65060,주권,KT,8.39,46,3,9,0,4,0.250,88,118,16,27,7,54,85,82,1.65
21,65048,김민수,KT,9.00,2,0,0,0,0,-,1,1,0,1,0,1,1,1,2.00
22,75730,윤근영,KT,9.72,17,1,0,0,0,1.000,16 2/3,26,3,10,0,17,19,18,2.16
23,66047,박세진,KT,10.68,8,1,5,0,0,0.167,30 1/3,47,10,19,2,24,37,36,2.18
24,68036,최이준,KT,13.50,2,0,0,0,0,-,2,5,0,2,0,2,3,3,3.50
25,60764,김용주,KT,18.00,1,0,0,0,0,-,2,5,1,2,0,2,4,4,3.50
1,64594,심규범,NC,0.00,1,0,0,0,0,-,2/3,1,0,0,0,0,0,0,1.50
1,65964,이우석,NC,0.00,1,0,0,0,0,-,1/3,0,0,1,0,1,0,0,3.00
3,68908,김재균,NC,3.18,4,0,0,0,0,-,5 2/3,3,0,9,0,4,3,2,2.12
4,63991,박진우,NC,3.66,11,1,0,0,1,1.000,19 2/3,18,2,5,2,15,8,8,1.17
5,68948,왕웨이중,NC,4.26,25,7,10,0,0,0.412,141 2/3,169,16,40,2,108,83,67,1.48
6,64995,배재환,NC,4.50,31,3,3,1,2,0.500,36,37,6,25,1,34,18,18,1.72
7,62929,이민호,NC,4.68,50,5,4,14,0,0.556,50,52,8,19,3,42,34,26,1.42
9,62951,이형범,NC,5.17,23,1,1,0,0,0.500,54,62,5,24,1,22,36,31,1.59
10,76118,원종현,NC,5.18,59,3,6,2,17,0.333,64 1/3,78,7,22,2,36,38,37,1.55
12,65933,구창모,NC,5.35,36,5,11,0,1,0.313,133,158,21,52,7,116,83,79,1.58
13,60339,김건태,NC,5.43,21,2,3,0,0,0.400,53,60,7,24,7,39,38,32,1.58
14,78366,민태호,NC,5.59,8,1,0,0,0,1.000,9 2/3,11,1,4,1,4,7,6,1.55
15,66920,최성영,NC,5.88,28,2,2,1,0,0.500,64 1/3,66,11,25,4,57,43,42,1.41
16,66960,정수민,NC,6.05,25,2,5,0,1,0.286,58,69,10,33,3,38,43,39,1.76
17,79358,강윤구,NC,6.09,69,7,5,1,17,0.583,54 2/3,54,10,26,1,65,41,37,1.46
18,78352,임창민,NC,6.43,8,0,1,3,0,0.000,7,8,2,2,0,9,6,5,1.43
19,76757,유원상,NC,6.46,41,1,4,0,5,0.200,47 1/3,63,5,17,5,30,37,34,1.69
20,75867,김진성,NC,7.15,50,3,2,0,5,0.600,45 1/3,56,13,19,2,38,38,36,1.65
21,62920,노건우,NC,7.16,20,1,2,0,0,0.333,32 2/3,35,6,29,1,36,29,26,1.96
22,63950,장현식,NC,7.43,21,3,2,2,1,0.600,26 2/3,31,7,17,0,24,22,22,1.80
23,62966,최금강,NC,8.44,19,0,1,0,1,0.000,37 1/3,51,8,22,2,18,36,35,1.96
24,65908,류재인,NC,16.20,1,0,0,0,0,-,1 2/3,1,1,2,3,2,3,3,1.80
25,63936,윤강민,NC,17.47,6,0,0,0,0,-,5 2/3,14,1,5,2,4,11,11,3.35
