순위,선수ID,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
22,76249,민병헌,롯데,0.318,38,117,123,0.95,8,0.51,3.59,0.163,76.4,0.289
23,67872,로맥,SK,0.316,62,97,147,0.66,10,0.59,4.03,0.280,122.3,0.331
24,78135,이형종,LG,0.316,40,112,105,1.07,5,0.38,3.72,0.151,72.0,0.286
25,77248,오재원,두산,0.313,40,119,89,1.34,11,0.34,3.89,0.150,75.2,0.282
26,63704,노수광,SK,0.313,37,133,138,0.96,7,0.56,3.94,0.118,88.7,0.280
27,74206,김재호,두산,0.311,36,81,125,0.65,7,0.68,4.00,0.169,73.7,0.296
28,67650,버나디나,KIA,0.310,48,135,117,1.15,7,0.61,3.75,0.177,96.0,0.300
29,68730,호잉,한화,0.306,79,104,175,0.59,14,0.55,3.88,0.267,106.2,0.309
30,67025,로하스,KT,0.305,74,130,122,1.07,9,0.50,4.06,0.285,119.5,0.322
31,72133,박용택,LG,0.303,54,128,137,0.93,10,0.44,3.90,0.162,80.9,0.279
32,76849,이명기,KIA,0.302,38,162,87,1.86,2,0.63,3.80,0.116,65.9,0.268
33,75566,이원석,삼성,0.301,51,98,139,0.71,5,0.50,4.05,0.192,84.8,0.292
34,61404,김헌곤,삼성,0.300,39,162,131,1.24,4,0.77,3.91,0.123,80.9,0.275
35,62415,박해민,삼성,0.299,49,144,167,0.86,8,0.57,4.10,0.134,91.9,0.270
36,76753,송광민,한화,0.297,42,121,95,1.27,8,0.19,3.59,0.180,62.1,0.267
37,61102,유강남,LG,0.296,52,111,109,1.02,3,0.35,3.76,0.212,65.7,0.285
38,76313,황재균,KT,0.296,69,79,177,0.45,7,0.41,3.96,0.230,95.7,0.293
39,73136,이성열,한화,0.295,56,113,88,1.28,8,0.24,3.90,0.258,86.9,0.294
40,78603,김선빈,KIA,0.295,23,142,120,1.18,3,1.14,3.78,0.078,61.9,0.262
41,62556,신본기,롯데,0.294,40,110,100,1.10,5,0.35,3.72,0.148,62.8,0.271
42,74163,이용규,한화,0.293,16,162,128,1.27,2,0.95,4.03,0.039,70.1,0.254
43,64346,임병욱,넥센,0.293,45,108,74,1.46,3,0.18,3.68,0.175,62.2,0.264
44,68050,강백호,KT,0.290,63,121,132,0.92,3,0.42,4.04,0.233,94.5,0.291
45,64300,김하성,넥센,0.288,51,98,190,0.52,14,0.67,3.94,0.186,83.6,0.280
46,62895,한유섬,SK,0.284,72,94,138,0.68,14,0.42,4.21,0.317,104.2,0.315
47,62931,노진혁,NC,0.283,36,108,103,1.05,4,0.36,3.80,0.148,58.3,0.259
48,77564,김민성,넥센,0.283,34,78,143,0.55,3,0.50,4.00,0.131,61.1,0.261
49,75334,오재일,두산,0.279,48,57,121,0.47,6,0.50,3.98,0.259,84.4,0.303
50,79109,오지환,LG,0.278,39,120,125,0.96,6,0.40,4.01,0.118,78.2,0.258
51,76802,김성현,SK,0.277,24,123,138,0.89,8,0.69,3.48,0.080,46.3,0.240
52,74215,윤석민,KT,0.276,41,132,135,0.98,3,0.58,3.78,0.172,65.8,0.264
53,67304,김혜성,넥센,0.270,26,108,89,1.21,2,0.28,3.86,0.098,55.2,0.239
54,74540,강민호,삼성,0.269,36,122,101,1.21,10,0.30,3.68,0.187,65.1,0.263
55,67598,번즈,롯데,0.268,62,96,109,0.88,5,0.25,3.71,0.245,73.8,0.276
56,64153,양석환,LG,0.263,49,100,180,0.56,9,0.30,4.00,0.193,65.9,0.250
57,79402,김상수,삼성,0.263,24,132,114,1.16,5,0.30,3.94,0.099,50.1,0.232
58,73113,박경수,KT,0.262,46,92,120,0.77,7,0.45,4.20,0.210,74.9,0.277
59,67935,스크럭스,NC,0.257,61,102,129,0.79,5,0.38,3.89,0.226,80.4,0.275
60,62700,하주석,한화,0.254,32,145,86,1.69,7,0.22,3.69,0.110,49.5,0.226
61,66838,김동엽,SK,0.252,42,98,112,0.88,10,0.16,3.71,0.228,57.3,0.248
62,75847,최정,SK,0.244,52,63,117,0.54,9,0.45,4.14,0.303,83.2,0.302
2,99810,이진영,KT,0.318,21,86,75,1.15,7,0.71,3.66,0.099,42.9,0.271
7,63450,정현,KT,0.265,9,27,31,0.87,0,0.32,3.71,0.111,13.7,0.237
9,64006,심우준,KT,0.259,30,107,108,0.99,1,0.34,3.80,0.112,38.9,0.230
10,78548,장성우,KT,0.258,26,85,99,0.86,2,0.39,4.09,0.146,45.9,0.245
11,60558,오태곤,KT,0.254,31,98,66,1.48,3,0.26,3.75,0.167,43.1,0.245
12,77654,이준수,KT,0.250,0,3,2,1.50,0,0.00,3.80,0.000,0.5,0.212
13,67005,홍현빈,KT,0.231,0,3,2,1.50,1,0.40,4.47,0.000,1.4,0.208
14,60343,이해창,KT,0.216,12,37,41,0.90,3,0.16,3.79,0.173,15.8,0.217
15,70553,박기혁,KT,0.214,7,55,34,1.62,1,0.26,4.00,0.052,11.8,0.189
16,78753,김지열,KT,0.200,5,13,10,1.30,1,0.23,3.56,0.156,3.1,0.202
16,64166,배정대,KT,0.200,0,1,1,1.00,0,0.00,3.40,0.000,0.1,0.140
18,66052,남태혁,KT,0.182,0,4,2,2.00,0,0.00,3.91,0.000,0.2,0.127
19,78361,전민수,KT,0.172,3,7,6,1.17,0,0.45,4.31,0.103,2.7,0.201
20,64012,송민섭,KT,0.148,0,6,9,0.67,0,0.13,3.97,0.000,-0.1,0.118
21,63088,김진곤,KT,0.143,1,10,5,2.00,0,0.67,3.39,0.048,0.1,0.145
22,61743,오준혁,KT,0.136,0,10,18,0.56,0,0.27,4.00,0.000,0.8,0.126
22,78517,하준호,KT,0.136,2,3,2,1.50,0,0.00,4.15,0.182,1.0,0.141
24,77462,김동욱,KT,0.091,0,4,2,2.00,0,0.25,3.50,0.000,-0.1,0.098
25,68069,고명성,KT,0.000,0,1,1,1.00,0,-,4.50,0.000,-0.2,0.000
25,63448,김영환,KT,0.000,0,1,2,0.50,0,0.00,3.75,0.000,-0.4,0.000
25,79453,오정복,KT,0.000,0,3,3,1.00,0,0.00,3.29,0.000,-0.6,0.000
25,73153,이대형,KT,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
1,64117,양원혁,LG,0.400,0,2,1,2.00,0,-,4.50,0.000,1.1,0.325
3,61186,이천웅,LG,0.340,27,119,72,1.65,3,0.81,3.63,0.095,57.1,0.292
4,68103,가르시아,LG,0.339,17,48,54,0.89,5,0.36,3.62,0.180,37.2,0.302
5,68119,문성주,LG,0.333,0,1,0,-,0,0.00,2.67,0.000,0.3,0.233
10,62164,서상우,LG,0.290,2,20,13,1.54,0,0.67,4.52,0.087,11.8,0.271
13,79150,정주현,LG,0.261,22,77,80,0.96,5,0.40,3.78,0.119,38.0,0.241
14,65109,백승현,LG,0.250,0,3,0,-,0,0.00,3.88,0.000,0.4,0.175
15,78217,김용의,LG,0.233,2,55,38,1.45,1,0.50,3.63,0.013,15.6,0.195
16,74823,임훈,LG,0.229,5,27,22,1.23,1,0.20,3.36,0.108,6.2,0.199
17,71842,정상호,LG,0.223,5,25,27,0.93,1,0.23,3.94,0.063,9.3,0.208
18,61114,김재율,LG,0.222,3,8,11,0.73,0,0.33,4.41,0.083,3.4,0.219
19,65115,안익훈,LG,0.220,4,61,24,2.54,1,0.67,3.88,0.033,7.4,0.185
20,63905,윤형준,LG,0.217,1,3,6,0.50,1,0.00,3.65,0.043,1.0,0.163
21,79198,윤진호,LG,0.208,3,18,10,1.80,0,0.14,3.23,0.057,2.7,0.184
22,65136,박지규,LG,0.170,3,13,10,1.30,0,0.18,3.66,0.106,2.8,0.166
23,79113,문선재,LG,0.167,0,0,2,0.00,0,0.00,3.83,0.000,0.0,0.117
23,66108,홍창기,LG,0.167,2,4,3,1.33,0,0.88,4.64,0.111,2.6,0.250
25,63360,장시윤,LG,0.000,0,2,0,-,0,-,1.50,0.000,-0.2,0.000
1,66864,안상현,SK,0.500,0,0,1,0.00,0,-,6.50,0.000,0.4,0.350
5,62802,박승욱,SK,0.308,3,15,14,1.07,0,0.63,4.38,0.046,10.7,0.276
6,71837,김강민,SK,0.298,28,53,55,0.96,2,0.39,4.06,0.238,44.8,0.301
7,62884,최항,SK,0.293,20,53,47,1.13,3,0.44,3.94,0.158,38.3,0.285
10,76869,김재현,SK,0.277,3,13,17,0.76,1,0.53,3.74,0.092,11.4,0.268
11,77243,허도환,SK,0.273,1,5,3,1.67,0,0.13,4.08,0.136,2.7,0.252
12,75151,정의윤,SK,0.272,20,60,70,0.86,1,0.66,3.54,0.194,31.7,0.267
13,73209,나주환,SK,0.262,36,90,113,0.80,3,0.58,3.90,0.166,53.6,0.260
14,63123,강승호,SK,0.255,13,36,45,0.80,0,0.32,3.71,0.103,22.6,0.238
16,61652,윤정우,SK,0.250,3,15,8,1.88,1,0.29,3.37,0.125,3.2,0.230
16,76158,최승준,SK,0.250,7,11,18,0.61,1,0.24,4.01,0.208,9.6,0.257
19,61869,정진기,SK,0.244,12,50,57,0.88,1,0.13,3.67,0.095,18.7,0.207
20,71184,이성우,SK,0.242,5,42,34,1.24,0,0.50,3.57,0.042,9.6,0.202
21,72860,이대수,SK,0.200,1,2,0,-,0,0.00,3.83,0.200,0.4,0.190
22,74846,박정권,SK,0.172,2,5,10,0.50,0,0.22,3.81,0.207,2.8,0.196
23,67893,박성한,SK,0.135,1,18,11,1.64,1,0.44,4.31,0.019,1.9,0.145
24,64868,조용호,SK,0.077,0,5,2,2.50,0,0.00,3.64,0.000,-0.9,0.054
25,79130,강지광,SK,0.000,0,0,1,0.00,0,-,4.00,0.000,-0.1,0.000
25,61865,이윤재,SK,0.000,0,1,0,-,0,-,2.00,0.000,-0.1,0.000
1,60456,백상원,삼성,0.500,0,1,2,0.50,0,-,4.88,0.000,1.9,0.406
2,79456,이지영,삼성,0.343,12,65,25,2.60,0,0.56,3.49,0.090,29.3,0.291
3,64469,송준석,삼성,0.333,0,0,1,0.00,0,0.00,5.00,0.000,0.3,0.233
9,61197,최영진,삼성,0.294,11,36,25,1.44,1,0.33,3.68,0.151,16.6,0.264
10,71432,박한이,삼성,0.284,26,81,74,1.09,3,0.47,4.19,0.135,50.3,0.268
11,77466,최원제,삼성,0.273,0,0,3,0.00,0,0.20,4.46,0.000,1.4,0.242
14,64610,강한울,삼성,0.259,7,69,40,1.73,2,0.35,4.15,0.047,17.5,0.214
15,64410,백승민,삼성,0.258,2,7,7,1.00,2,0.11,4.06,0.065,2.3,0.207
16,66406,안주형,삼성,0.250,0,2,1,2.00,0,0.00,4.38,0.000,0.4,0.175
17,79465,배영섭,삼성,0.245,6,47,29,1.62,0,0.46,4.06,0.041,14.9,0.220
18,66462,김성훈,삼성,0.243,12,74,45,1.64,5,0.70,3.68,0.081,21.2,0.225
19,72456,손주인,삼성,0.238,14,82,84,0.98,3,0.28,3.66,0.083,23.4,0.207
20,62409,박찬도,삼성,0.233,5,18,10,1.80,0,0.29,4.23,0.082,7.0,0.218
21,72466,조동찬,삼성,0.222,2,16,12,1.33,0,0.29,3.31,0.074,3.9,0.198
22,64266,이성곤,삼성,0.188,0,2,4,0.50,0,0.43,3.84,0.000,0.9,0.189
23,64793,김민수,삼성,0.167,0,1,2,0.50,0,0.00,3.83,0.000,-0.3,0.117
23,64407,김호재,삼성,0.167,0,2,1,2.00,0,0.00,3.86,0.000,0.1,0.117
25,61104,정병곤,삼성,0.067,0,4,6,0.67,0,0.00,3.81,0.000,-0.8,0.045
26,65412,권정웅,삼성,0.000,0,4,4,1.00,0,-,2.75,0.000,-0.7,0.000
26,67449,김성윤,삼성,0.000,0,0,1,0.00,0,0.00,6.00,0.000,-0.2,0.000
26,60288,김응민,삼성,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.000
26,64499,김재현,삼성,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
1,76368,유재신,KIA,0.424,5,5,4,1.25,1,0.70,4.60,0.242,10.5,0.403
6,66615,류승현,KIA,0.307,5,24,17,1.41,0,0.58,4.06,0.107,11.3,0.269
8,99606,정성훈,KIA,0.295,15,46,35,1.31,6,0.33,4.13,0.126,26.4,0.270
10,70756,이범호,KIA,0.280,27,79,103,0.77,6,0.71,3.90,0.202,56.6,0.285
11,78643,백용환,KIA,0.277,1,15,4,3.75,0,0.60,4.21,0.021,5.2,0.251
12,66606,최원준,KIA,0.272,19,110,53,2.08,1,0.34,3.81,0.093,35.8,0.237
13,78629,나지완,KIA,0.271,44,72,83,0.87,3,0.47,4.09,0.303,65.8,0.313
14,62265,유민상,KIA,0.271,6,13,10,1.30,2,0.57,4.10,0.271,9.4,0.298
15,60605,홍재호,KIA,0.263,7,17,27,0.63,0,0.67,3.91,0.118,9.2,0.245
16,62893,최정민,KIA,0.253,4,36,6,6.00,0,0.35,3.53,0.096,8.4,0.231
17,63722,한승택,KIA,0.247,9,25,18,1.39,0,0.29,4.09,0.169,10.6,0.246
18,62864,김민식,KIA,0.245,18,82,91,0.90,2,0.62,3.90,0.106,38.4,0.238
19,64657,박준태,KIA,0.228,11,30,28,1.07,0,0.35,3.73,0.179,18.2,0.257
20,73606,서동욱,KIA,0.204,3,13,12,1.08,0,0.33,3.80,0.061,4.1,0.195
21,64560,이창진,KIA,0.172,1,9,12,0.75,0,0.00,3.33,0.034,-0.2,0.142
22,66662,신범수,KIA,0.160,3,6,9,0.67,0,0.00,3.35,0.160,1.0,0.149
23,62908,황윤호,KIA,0.158,1,21,21,1.00,1,0.00,2.94,0.018,0.4,0.134
24,74605,김주형,KIA,0.125,0,4,2,2.00,0,0.00,3.25,0.000,-0.5,0.088
24,78467,이영욱,KIA,0.125,0,7,3,2.33,0,0.00,3.50,0.000,-0.1,0.088
26,67610,김석환,KIA,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.000
26,67640,유승철,KIA,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
26,60648,이인행,KIA,0.000,0,1,0,-,0,-,4.00,0.000,-0.1,0.000
26,66643,헥터,KIA,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.000
26,65618,황인준,KIA,0.000,0,1,0,-,0,0.00,3.33,0.000,-0.3,0.000
1,64984,김태진,NC,0.355,1,8,7,1.14,0,0.60,3.40,0.097,5.2,0.298
4,62025,이원재,NC,0.304,15,35,30,1.17,2,0.30,4.19,0.181,21.4,0.278
6,63963,권희동,NC,0.283,28,82,110,0.75,7,0.60,3.95,0.131,50.3,0.262
7,78813,모창민,NC,0.279,28,78,82,0.95,3,0.41,3.67,0.220,44.7,0.272
8,62921,박헌욱,NC,0.273,3,6,5,1.20,0,0.20,3.26,0.227,3.1,0.262
9,62934,김성욱,NC,0.260,28,89,89,1.00,5,0.45,4.08,0.173,45.2,0.252
11,71552,최준석,NC,0.255,7,44,31,1.42,4,0.59,4.63,0.098,20.0,0.247
12,74465,박석민,NC,0.255,31,83,77,1.08,1,0.49,4.15,0.201,52.4,0.276
13,60566,이상호,NC,0.251,2,79,46,1.72,2,0.53,3.42,0.011,12.7,0.196
14,64906,강민국,NC,0.250,0,3,0,-,0,-,2.50,0.000,0.2,0.175
15,62925,강진성,NC,0.235,3,18,18,1.00,0,0.24,3.79,0.044,4.5,0.193
16,66917,김찬형,NC,0.232,6,39,43,0.91,1,0.29,3.48,0.056,14.4,0.211
17,73339,이종욱,NC,0.230,8,46,33,1.39,1,0.25,3.93,0.082,8.8,0.191
18,66965,도태훈,NC,0.229,1,12,10,1.20,0,1.00,4.17,0.086,4.9,0.239
19,63260,이우성,NC,0.226,13,53,28,1.89,2,0.28,3.89,0.119,17.5,0.223
20,62917,강구성,NC,0.200,1,1,0,-,0,0.00,3.60,0.200,0.3,0.190
21,62537,윤수강,NC,0.192,7,21,17,1.24,0,0.24,3.96,0.123,5.2,0.189
22,73213,손시헌,NC,0.188,6,45,40,1.13,2,0.75,3.67,0.078,11.7,0.199
23,67944,신진호,NC,0.182,0,5,3,1.67,0,0.30,4.16,0.000,1.0,0.172
23,62016,윤병호,NC,0.182,1,9,8,1.13,0,0.20,3.08,0.030,2.0,0.166
25,73306,지석훈,NC,0.181,3,39,21,1.86,1,0.40,4.12,0.053,6.1,0.166
26,76720,정범모,NC,0.179,13,38,59,0.64,2,0.24,4.10,0.111,14.8,0.185
27,66968,이재율,NC,0.171,2,15,9,1.67,1,0.20,3.56,0.073,2.7,0.171
28,68912,김형준,NC,0.160,1,21,15,1.40,0,0.22,4.15,0.012,2.0,0.149
29,64944,박대온,NC,0.160,0,6,6,1.00,0,0.44,3.77,0.000,1.4,0.164
30,68904,오영수,NC,0.133,0,5,3,1.67,0,0.20,4.13,0.000,-0.2,0.118
31,79364,김종민,NC,0.000,0,1,2,0.50,0,0.00,4.25,0.000,-0.4,0.000
31,68906,김철호,NC,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
31,62929,이민호,NC,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.000
31,68901,이인혁,NC,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
31,66992,조원빈,NC,0.000,0,1,0,-,0,-,5.00,0.000,-0.1,0.000
1,63202,장승현,두산,0.385,0,5,1,5.00,0,0.50,3.19,0.000,1.4,0.289
2,68205,전민재,두산,0.375,1,1,2,0.50,0,0.00,2.88,0.125,0.9,0.294
3,79231,정수빈,두산,0.367,5,29,22,1.32,3,0.85,4.25,0.102,19.9,0.310
6,79290,국해성,두산,0.333,3,6,5,1.20,0,0.60,4.29,0.125,4.4,0.308
12,61208,정진호,두산,0.301,15,89,56,1.59,0,0.43,3.75,0.074,34.0,0.250
13,79530,양종민,두산,0.286,1,2,3,0.67,0,0.20,3.80,0.143,1.6,0.257
14,62244,박세혁,두산,0.282,15,23,45,0.51,0,0.29,3.93,0.124,26.2,0.262
16,66209,조수행,두산,0.279,11,62,38,1.63,0,0.27,3.79,0.093,21.5,0.233
17,67207,이유찬,두산,0.273,1,3,7,0.43,0,0.17,3.50,0.045,1.9,0.229
18,62234,류지혁,두산,0.268,8,81,45,1.80,3,0.67,3.79,0.044,31.6,0.245
19,63257,김인태,두산,0.263,8,23,22,1.05,1,0.46,4.04,0.105,13.0,0.246
20,66207,황경태,두산,0.231,2,4,3,1.33,0,0.00,3.08,0.154,0.7,0.200
21,65269,김민혁,두산,0.226,4,14,8,1.75,1,0.26,4.12,0.151,5.1,0.226
22,63559,백동훈,두산,0.222,3,5,6,0.83,0,0.45,4.38,0.185,4.4,0.261
23,64086,신성현,두산,0.167,1,3,9,0.33,0,0.22,3.70,0.125,1.7,0.173
24,68244,파레디스,두산,0.138,4,19,21,0.90,0,0.24,3.62,0.108,3.4,0.150
25,68245,반슬라이크,두산,0.128,2,11,18,0.61,0,0.67,3.23,0.103,1.5,0.150
26,61962,김정후,두산,0.000,0,0,0,-,0,0.00,7.00,0.000,-0.1,0.000
26,63440,이흥련,두산,0.000,0,1,5,0.20,0,0.00,3.57,0.000,-0.6,0.000
1,71752,김태균,한화,0.315,21,54,64,0.84,4,0.23,3.82,0.161,38.5,0.280
3,75808,정근우,한화,0.304,36,122,99,1.23,3,0.91,3.59,0.157,61.1,0.285
7,61700,강경학,한화,0.278,17,74,45,1.64,5,0.64,4.26,0.114,37.5,0.270
8,64717,지시완,한화,0.275,14,38,58,0.66,5,0.22,3.82,0.135,25.9,0.247
9,78288,최재훈,한화,0.262,18,98,63,1.56,3,0.33,3.90,0.067,34.8,0.234
10,79705,김회성,한화,0.259,9,17,20,0.85,1,0.42,3.88,0.200,13.9,0.279
12,62797,양성우,한화,0.254,11,64,61,1.05,2,0.69,4.04,0.072,22.0,0.232
13,68743,정은원,한화,0.249,12,56,46,1.22,3,0.44,4.19,0.114,26.3,0.237
14,60100,백진우,한화,0.243,19,26,54,0.48,1,0.33,3.96,0.171,18.5,0.245
15,66702,이시원,한화,0.239,2,18,9,2.00,0,0.38,3.58,0.087,4.1,0.217
16,78756,오선진,한화,0.226,5,49,21,2.33,1,0.21,3.68,0.053,11.3,0.200
17,61554,김민하,한화,0.216,7,27,20,1.35,2,0.17,3.53,0.134,7.4,0.211
18,66706,장진혁,한화,0.214,5,10,12,0.83,0,0.36,4.00,0.143,4.4,0.230
19,74729,최진행,한화,0.213,10,32,22,1.45,2,0.28,4.15,0.176,15.6,0.235
20,60184,김창혁,한화,0.200,1,1,4,0.25,0,0.00,3.20,0.100,0.5,0.165
20,64724,박준혁,한화,0.200,1,1,1,1.00,0,0.00,4.20,0.200,0.3,0.190
22,66704,김태연,한화,0.192,1,8,5,1.60,0,0.38,4.07,0.038,1.5,0.182
23,66716,정경운,한화,0.067,0,4,4,1.00,1,0.00,3.63,0.000,-0.8,0.045
24,66710,강상원,한화,0.000,0,1,3,0.33,0,0.50,4.14,0.000,0.0,0.064
24,66715,김인환,한화,0.000,0,3,1,3.00,0,0.00,5.17,0.000,-0.6,0.000
24,65703,이도윤,한화,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.000
1,66392,김종덕,넥센,0.500,0,0,1,0.00,0,-,1.50,0.000,0.4,0.350
4,78168,서건창,넥센,0.340,12,46,30,1.53,3,0.63,3.80,0.085,24.0,0.286
5,68345,샌즈,넥센,0.314,14,16,17,0.94,3,0.22,3.90,0.453,21.4,0.352
6,65357,송성문,넥센,0.313,26,54,43,1.26,2,0.49,4.13,0.190,37.3,0.297
7,73342,이택근,넥센,0.308,30,89,84,1.06,3,0.73,3.78,0.127,48.3,0.282
8,62356,김규민,넥센,0.295,14,73,52,1.40,2,0.30,4.15,0.074,42.1,0.255
12,61353,고종욱,넥센,0.279,28,84,62,1.35,6,0.16,3.81,0.121,42.2,0.239
14,67394,초이스,넥센,0.258,36,69,116,0.59,7,0.42,3.94,0.201,56.1,0.265
15,65399,허정협,넥센,0.250,2,4,7,0.57,0,0.00,3.63,0.083,1.4,0.196
16,79365,박동원,넥센,0.248,9,28,35,0.80,4,0.36,3.73,0.179,14.6,0.243
17,62332,김재현,넥센,0.228,10,50,51,0.98,4,0.21,3.54,0.079,20.4,0.209
18,79334,장영석,넥센,0.224,22,44,47,0.94,2,0.38,4.37,0.184,25.7,0.242
19,66354,주효상,넥센,0.218,4,27,23,1.17,2,0.28,4.10,0.055,8.6,0.201
20,76746,김태완,넥센,0.197,3,16,13,1.23,1,0.20,4.11,0.076,4.1,0.190
21,79300,김지수,넥센,0.147,0,8,6,1.33,0,0.33,4.26,0.000,0.4,0.152
22,68330,예진원,넥센,0.143,0,4,2,2.00,0,-,3.00,0.000,0.0,0.100
23,62353,박정음,넥센,0.063,1,5,6,0.83,0,0.00,3.29,0.188,0.4,0.116
24,61366,홍성갑,넥센,0.000,0,4,1,4.00,0,0.00,3.88,0.000,-1.1,0.000
1,65586,전병우,롯데,0.364,10,9,10,0.90,1,0.38,4.17,0.242,16.3,0.350
2,61566,허일,롯데,0.357,0,3,4,0.75,0,0.50,3.93,0.000,2.0,0.269
7,60523,정훈,롯데,0.305,18,39,46,0.85,2,0.41,4.12,0.190,30.0,0.286
9,77463,채태인,롯데,0.293,33,96,67,1.43,3,0.32,3.81,0.168,59.1,0.275
10,72546,문규현,롯데,0.275,26,80,110,0.73,2,0.40,3.73,0.123,38.5,0.239
11,76100,이병규,롯데,0.273,22,43,45,0.96,2,0.86,4.36,0.217,44.1,0.317
13,66508,나경민,롯데,0.263,2,9,12,0.75,0,0.48,4.10,0.035,9.3,0.255
14,76509,김문호,롯데,0.250,9,24,24,1.00,1,0.48,3.96,0.130,12.8,0.246
15,64022,안중열,롯데,0.247,15,39,21,1.86,1,0.21,3.97,0.149,18.2,0.240
16,68525,한동희,롯데,0.232,18,69,36,1.92,1,0.21,3.90,0.128,18.8,0.216
17,61591,김사훈,롯데,0.230,3,17,18,0.94,0,0.05,3.35,0.041,4.7,0.180
18,63593,조홍석,롯데,0.226,1,20,15,1.33,1,0.46,3.97,0.016,4.2,0.202
19,61204,김동한,롯데,0.193,3,26,25,1.04,1,0.50,4.23,0.084,7.7,0.189
20,64504,오윤석,롯데,0.167,0,3,2,1.50,0,0.20,4.23,0.000,0.0,0.146
20,78566,황진수,롯데,0.167,2,10,5,2.00,1,0.40,3.96,0.167,2.2,0.187
22,67454,나원탁,롯데,0.125,0,3,8,0.38,0,0.00,4.29,0.000,-0.5,0.088
23,67539,나균안,롯데,0.124,5,38,32,1.19,3,0.14,4.00,0.051,4.3,0.134
24,79356,박헌도,롯데,0.115,1,6,7,0.86,0,0.50,4.81,0.038,0.9,0.155
