season,team,top5_pitcher_era_avg,top5_pitcher_whip_avg,top5_pitcher_ip_sum,top5_pitcher_so_sum,ace_era,ace_era_gap
2020,KIA,4.696,1.394,717.0,593,2.5,2.1959999999999997
2020,KT,4.467999999999999,1.4620000000000002,743.3333333333334,500,2.7,1.767999999999999
2020,LG,3.804,1.3359999999999999,673.6666666666666,533,3.12,0.6839999999999997
2020,NC,3.944,1.294,612.3333333333333,527,1.74,2.2039999999999997
2020,SK,5.2540000000000004,1.5060000000000002,664.0,492,3.65,1.6040000000000005
2020,두산,3.8019999999999996,1.358,706.6666666666666,549,2.54,1.2619999999999996
2020,롯데,4.529999999999999,1.3900000000000001,712.6666666666666,537,2.5,2.0299999999999994
2020,삼성,4.256,1.3719999999999999,650.3333333333333,454,3.45,0.806
2020,키움,4.178000000000001,1.302,631.0,469,2.14,2.0380000000000007
2020,한화,5.41,1.5879999999999999,571.9999999999999,438,4.34,1.0700000000000003
