순위,선수ID,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
26,50506,마차도,롯데,0.279,27,133,145,0.92,2,0.89,3.69,0.082,64.4,0.252
27,62895,한유섬,SSG,0.278,50,108,121,0.89,4,0.63,4.04,0.256,87.5,0.301
28,79240,허경민,두산,0.278,30,175,131,1.34,6,1.03,3.76,0.088,51.8,0.243
29,75847,최정,SSG,0.278,53,77,148,0.52,13,0.82,4.02,0.284,105.0,0.325
30,79192,채은성,LG,0.276,36,89,118,0.75,7,0.48,3.88,0.176,64.6,0.275
31,78288,최재훈,한화,0.275,28,107,100,1.07,2,1.06,4.14,0.112,61.3,0.279
32,78224,김재환,두산,0.274,52,109,114,0.96,15,0.64,4.01,0.227,91.3,0.297
33,64153,양석환,두산,0.273,50,79,147,0.54,12,0.31,3.98,0.217,80.1,0.274
34,62700,하주석,한화,0.272,40,146,104,1.40,4,0.38,3.87,0.120,73.9,0.254
35,50923,알테어,NC,0.272,53,92,115,0.80,10,0.37,3.97,0.242,93.4,0.290
36,69737,노시환,한화,0.271,37,97,77,1.26,9,0.68,4.17,0.195,67.7,0.290
37,64006,심우준,KT,0.268,28,92,147,0.63,7,0.49,4.12,0.103,53.4,0.238
38,68525,한동희,롯데,0.267,41,135,85,1.59,7,0.64,4.04,0.177,65.1,0.275
39,51817,추신수,SSG,0.265,42,118,102,1.16,4,0.84,4.11,0.187,93.4,0.297
40,50854,최지훈,SSG,0.262,30,111,164,0.68,3,0.72,3.82,0.100,64.6,0.244
41,64166,배정대,KT,0.259,36,121,130,0.93,7,0.49,4.02,0.120,73.6,0.253
42,76267,최주환,SSG,0.256,34,77,143,0.54,5,0.63,4.39,0.172,63.5,0.266
43,79109,오지환,LG,0.254,29,142,127,1.12,8,0.66,3.86,0.101,58.2,0.240
44,78168,서건창,LG,0.253,32,154,155,0.99,4,0.88,3.93,0.090,65.6,0.243
45,79365,박동원,키움,0.249,43,105,94,1.12,11,0.46,4.06,0.211,65.6,0.269
46,62925,강진성,NC,0.249,27,114,125,0.91,5,0.53,3.74,0.101,47.4,0.236
47,64646,박찬호,KIA,0.246,21,147,98,1.50,7,0.74,4.10,0.067,45.6,0.227
48,69652,터커,KIA,0.237,34,121,172,0.70,4,0.92,3.76,0.113,56.8,0.238
49,64868,조용호,KT,0.236,15,145,102,1.42,5,0.87,4.30,0.037,48.6,0.225
50,79402,김상수,삼성,0.235,21,147,134,1.10,6,1.02,3.90,0.065,43.1,0.219
51,72443,최형우,KIA,0.233,28,110,111,0.99,11,1.00,4.00,0.142,53.0,0.253
52,78548,장성우,KT,0.231,27,113,117,0.97,10,0.87,3.95,0.143,49.6,0.245
53,75566,이원석,삼성,0.231,28,77,158,0.49,7,0.75,3.91,0.115,53.5,0.240
54,75125,박병호,키움,0.227,43,77,105,0.73,9,0.33,4.05,0.203,60.2,0.253
2,62802,박승욱,KT,0.333,1,3,0,-,0,0.00,3.00,0.167,1.0,0.275
3,64004,김민혁,KT,0.320,9,49,42,1.17,1,0.77,3.82,0.076,26.8,0.277
4,74339,유한준,KT,0.309,21,77,88,0.88,5,1.29,3.86,0.110,48.0,0.289
6,64014,김병희,KT,0.288,8,9,13,0.69,1,0.87,4.00,0.346,15.5,0.364
7,50054,천성호,KT,0.286,1,14,7,2.00,1,0.33,3.43,0.024,5.3,0.240
8,77243,허도환,KT,0.276,8,28,20,1.40,3,0.29,3.77,0.114,13.3,0.250
9,51004,알몬테,KT,0.271,16,60,56,1.07,1,0.44,3.92,0.133,29.3,0.252
12,51003,권동진,KT,0.254,6,14,6,2.33,0,0.60,4.07,0.119,11.5,0.279
13,64906,강민국,KT,0.244,2,20,8,2.50,1,0.50,3.94,0.044,3.6,0.204
14,64504,오윤석,KT,0.244,15,34,43,0.79,0,0.57,3.95,0.140,23.9,0.257
15,68730,호잉,KT,0.239,23,67,83,0.81,8,0.50,3.78,0.178,37.5,0.245
17,62556,신본기,KT,0.236,9,53,36,1.47,1,0.49,3.91,0.063,17.6,0.225
19,65040,김태훈,KT,0.230,6,25,23,1.09,1,0.11,3.51,0.103,7.0,0.198
20,64012,송민섭,KT,0.229,0,8,7,1.14,0,0.55,4.09,0.000,8.7,0.230
21,64007,문상철,KT,0.219,8,17,25,0.68,1,0.24,3.73,0.125,10.1,0.217
22,51005,김건형,KT,0.212,1,13,7,1.86,0,1.00,3.72,0.030,3.5,0.210
23,62558,김준태,KT,0.195,9,27,38,0.71,0,0.45,4.25,0.133,13.9,0.215
24,73113,박경수,KT,0.192,19,41,76,0.54,4,0.45,4.08,0.155,25.3,0.222
25,67005,홍현빈,KT,0.182,0,1,0,-,0,0.00,4.75,0.000,-0.2,0.127
26,63634,이홍구,KT,0.164,1,9,10,0.90,0,0.07,3.83,0.055,0.6,0.140
27,68069,고명성,KT,0.000,0,0,1,0.00,0,-,1.00,0.000,-0.1,0.000
2,60566,이상호,LG,0.308,2,20,15,1.33,1,0.10,3.46,0.031,6.0,0.228
3,64101,한석현,LG,0.286,3,3,6,0.50,0,0.43,4.31,0.190,4.3,0.292
8,61102,유강남,LG,0.252,27,120,104,1.15,11,0.33,3.90,0.123,46.9,0.236
9,68106,이재원,LG,0.247,11,30,39,0.77,0,0.29,4.18,0.136,19.8,0.238
10,50165,라모스,LG,0.243,16,36,61,0.59,2,0.42,3.99,0.178,25.2,0.248
10,51100,이영빈,LG,0.243,11,33,29,1.14,4,0.29,3.99,0.101,17.7,0.232
12,79150,정주현,LG,0.238,11,56,50,1.12,1,0.75,3.79,0.099,20.3,0.231
13,69102,문보경,LG,0.230,20,80,72,1.11,1,0.72,4.22,0.133,37.5,0.242
14,68119,문성주,LG,0.228,2,26,21,1.24,1,0.47,3.79,0.051,7.5,0.206
15,77564,김민성,LG,0.222,30,91,121,0.75,1,0.58,4.19,0.128,42.7,0.228
16,78135,이형종,LG,0.218,21,46,76,0.61,3,0.52,4.12,0.172,30.9,0.247
17,71184,이성우,LG,0.212,0,13,5,2.60,0,0.13,3.90,0.000,1.3,0.159
18,61186,이천웅,LG,0.199,9,71,52,1.37,1,1.09,3.89,0.072,13.9,0.205
19,51144,보어,LG,0.170,5,26,30,0.87,3,0.37,4.12,0.110,9.2,0.189
20,66162,김주성,LG,0.167,1,1,1,1.00,0,0.33,4.29,0.500,1.3,0.295
21,78217,김용의,LG,0.148,2,11,8,1.38,0,1.80,3.63,0.074,4.6,0.213
22,65115,안익훈,LG,0.143,1,5,5,1.00,0,0.00,4.13,0.071,0.4,0.166
23,65132,김재성,LG,0.138,4,11,33,0.33,0,0.38,3.58,0.108,3.2,0.155
24,69100,구본혁,LG,0.132,2,12,16,0.75,0,0.43,4.58,0.053,2.1,0.138
25,65207,신민재,LG,0.130,0,8,6,1.33,0,0.67,4.11,0.000,1.1,0.149
26,50167,이주형,LG,0.125,0,2,5,0.40,0,0.14,3.95,0.000,0.4,0.131
27,50150,손호영,LG,0.100,0,2,5,0.40,0,0.50,3.58,0.000,0.4,0.138
28,66113,김호은,LG,0.000,0,4,1,4.00,0,0.00,4.56,0.000,-0.8,0.000
28,64115,장준원,LG,0.000,0,1,2,0.50,0,-,1.00,0.000,-0.3,0.000
28,65157,최민창,LG,0.000,0,1,1,1.00,0,-,3.50,0.000,-0.2,0.000
2,66052,남태혁,SSG,0.300,2,5,2,2.50,0,0.14,4.64,0.200,3.2,0.289
3,76802,김성현,SSG,0.283,21,72,73,0.99,5,1.00,3.63,0.139,35.7,0.266
4,76812,이재원,SSG,0.280,16,63,87,0.72,5,0.62,3.86,0.081,32.1,0.252
7,62884,최항,SSG,0.275,3,17,18,0.94,1,0.38,3.97,0.058,7.6,0.239
8,60558,오태곤,SSG,0.268,19,51,70,0.73,2,0.27,3.80,0.157,31.0,0.247
9,61353,고종욱,SSG,0.267,7,52,52,1.00,2,0.53,3.90,0.061,18.3,0.227
10,65869,이현석,SSG,0.266,9,8,23,0.35,0,0.17,3.76,0.215,12.5,0.256
13,66864,안상현,SSG,0.256,3,7,7,1.00,0,0.07,3.35,0.128,4.2,0.220
15,67807,이정범,SSG,0.254,7,17,12,1.42,1,0.47,3.74,0.220,9.1,0.269
16,71837,김강민,SSG,0.238,20,49,72,0.68,1,0.48,4.01,0.166,31.4,0.248
17,63440,이흥련,SSG,0.236,6,37,29,1.28,1,0.39,3.77,0.094,13.9,0.229
18,75151,정의윤,SSG,0.230,9,44,48,0.92,4,0.30,4.08,0.139,16.8,0.216
19,66917,김찬형,SSG,0.227,9,28,42,0.67,1,0.50,3.88,0.098,15.8,0.230
20,67872,로맥,SSG,0.225,31,82,113,0.73,6,0.71,4.02,0.200,55.1,0.259
21,61743,오준혁,SSG,0.217,4,12,9,1.33,0,0.27,3.58,0.174,4.6,0.224
22,69825,김창평,SSG,0.080,0,11,6,1.83,0,0.17,3.57,0.000,-0.7,0.072
23,51868,고명준,SSG,0.000,0,2,0,-,0,0.00,4.20,0.000,-0.8,0.000
23,69810,김규남,SSG,0.000,0,1,3,0.33,0,0.00,4.29,0.000,-0.7,0.000
23,61895,서진용,SSG,0.000,0,0,0,-,0,0.00,6.00,0.000,-0.1,0.000
23,64890,유서준,SSG,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.000
23,71842,정상호,SSG,0.000,0,0,1,0.00,0,0.00,3.00,0.000,-0.3,0.000
1,63435,김성표,삼성,0.333,0,3,2,1.50,0,0.71,4.21,0.000,3.6,0.298
7,61404,김헌곤,삼성,0.281,14,111,76,1.46,2,0.74,4.08,0.076,41.7,0.249
8,61197,최영진,삼성,0.281,4,19,10,1.90,1,0.42,4.03,0.140,8.3,0.262
9,50458,김지찬,삼성,0.274,7,112,75,1.49,6,0.87,3.65,0.030,36.7,0.225
10,64793,김민수,삼성,0.263,8,24,21,1.14,1,0.46,3.67,0.184,11.2,0.255
11,64610,강한울,삼성,0.260,5,64,46,1.39,0,0.50,4.13,0.022,23.7,0.224
12,51417,김현준,삼성,0.250,0,1,2,0.50,0,-,3.25,0.000,-0.1,0.175
13,66838,김동엽,삼성,0.238,13,44,59,0.75,4,0.24,3.67,0.114,20.3,0.216
15,64469,송준석,삼성,0.235,4,14,12,1.17,0,0.23,3.84,0.157,5.7,0.229
17,64407,김호재,삼성,0.227,2,25,20,1.25,1,0.64,4.04,0.027,7.8,0.208
18,78756,오선진,삼성,0.214,0,14,11,1.27,0,0.38,4.02,0.000,2.1,0.181
19,69453,이학주,삼성,0.206,12,34,28,1.21,1,0.23,4.16,0.129,13.8,0.208
20,69418,박승규,삼성,0.182,4,24,21,1.14,0,1.00,3.73,0.152,6.3,0.218
21,67449,김성윤,삼성,0.167,0,7,4,1.75,0,0.00,3.32,0.000,0.2,0.113
22,69442,김도환,삼성,0.146,2,7,8,0.88,0,0.10,4.07,0.049,1.2,0.149
23,65412,권정웅,삼성,0.000,0,1,0,-,0,-,6.00,0.000,-0.1,0.000
23,60288,김응민,삼성,0.000,0,1,1,1.00,0,-,3.50,0.000,-0.2,0.000
23,64410,백승민,삼성,0.000,0,1,0,-,0,0.00,4.67,0.000,-0.3,0.000
23,68466,이태훈,삼성,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.000
1,62893,최정민,KIA,0.333,0,1,2,0.50,0,0.43,4.00,0.000,1.9,0.297
4,62234,류지혁,KIA,0.278,10,80,74,1.08,2,0.91,3.63,0.051,38.7,0.256
5,64984,김태진,KIA,0.276,18,120,96,1.25,0,0.36,3.56,0.066,40.1,0.227
6,67610,김석환,KIA,0.263,1,4,3,1.33,0,0.00,3.45,0.158,2.5,0.240
7,67644,이정훈,KIA,0.248,8,32,32,1.00,1,0.58,4.15,0.093,16.6,0.246
9,65610,황대인,KIA,0.238,24,69,89,0.78,2,0.29,3.67,0.181,34.3,0.232
11,68614,오정환,KIA,0.235,1,2,2,1.00,0,0.11,4.61,0.059,1.3,0.199
12,62265,유민상,KIA,0.233,3,15,13,1.15,1,0.44,4.16,0.083,8.5,0.249
14,51640,권다결,KIA,0.222,0,4,4,1.00,0,0.00,3.39,0.000,0.0,0.155
15,62864,김민식,KIA,0.220,11,57,92,0.62,4,0.84,4.20,0.068,29.8,0.223
16,63722,한승택,KIA,0.217,10,50,48,1.04,1,0.46,3.96,0.079,20.1,0.218
17,64560,이창진,KIA,0.209,12,80,66,1.21,6,0.67,4.03,0.076,24.0,0.210
18,65653,김호령,KIA,0.208,6,29,30,0.97,3,0.36,4.06,0.108,15.3,0.224
19,63260,이우성,KIA,0.200,5,26,26,1.00,0,0.76,3.94,0.059,7.5,0.201
19,66657,이진영,KIA,0.200,5,6,4,1.50,0,0.14,4.45,0.250,6.4,0.256
21,65464,최정용,KIA,0.192,1,9,18,0.50,0,0.56,3.94,0.019,4.9,0.191
22,67609,박정우,KIA,0.188,1,21,10,2.10,2,1.25,4.02,0.021,3.9,0.210
23,62908,황윤호,KIA,0.176,0,4,7,0.57,0,0.33,3.05,0.000,0.5,0.162
24,50657,박민,KIA,0.171,1,6,13,0.46,0,0.20,4.34,0.029,0.9,0.157
25,73209,나주환,KIA,0.161,0,4,11,0.36,0,0.00,3.94,0.000,-0.3,0.110
26,78629,나지완,KIA,0.160,1,26,14,1.86,1,0.48,4.27,0.012,6.4,0.189
27,61700,강경학,KIA,0.152,0,6,9,0.67,0,0.38,4.28,0.000,2.1,0.165
28,66614,김규성,KIA,0.139,1,10,4,2.50,0,0.29,4.32,0.028,1.2,0.152
29,69636,오선우,KIA,0.067,0,4,1,4.00,0,0.11,3.56,0.000,-0.5,0.073
2,63905,윤형준,NC,0.297,5,16,20,0.80,1,0.18,3.56,0.203,11.3,0.269
3,76849,이명기,NC,0.293,14,62,46,1.35,1,1.37,4.21,0.094,32.6,0.281
4,62931,노진혁,NC,0.288,30,57,91,0.63,5,0.47,4.09,0.139,54.0,0.275
5,69992,최정원,NC,0.283,6,71,41,1.73,0,0.45,3.82,0.038,25.2,0.238
8,63963,권희동,NC,0.263,11,34,43,0.79,3,1.21,4.47,0.203,28.2,0.299
9,62907,박민우,NC,0.261,9,51,61,0.84,1,0.96,3.86,0.078,25.5,0.247
10,74465,박석민,NC,0.257,18,47,39,1.21,4,0.63,4.09,0.222,29.1,0.282
11,78361,전민수,NC,0.255,6,18,32,0.56,2,0.48,3.99,0.122,12.1,0.243
12,68909,최보성,NC,0.250,0,1,3,0.33,0,0.00,2.71,0.000,0.7,0.201
14,51907,김주원,NC,0.241,13,30,41,0.73,2,0.30,3.76,0.145,20.9,0.239
15,62025,이원재,NC,0.231,2,23,17,1.35,0,0.09,3.68,0.031,4.3,0.178
16,65905,최승민,NC,0.226,1,11,6,1.83,0,0.14,3.03,0.032,1.7,0.177
17,61869,정진기,NC,0.223,14,63,48,1.31,2,0.26,3.51,0.135,18.3,0.209
18,63450,정현,NC,0.222,6,30,37,0.81,1,0.71,3.76,0.060,11.8,0.230
19,78122,김태군,NC,0.220,14,71,83,0.86,2,0.70,3.57,0.121,27.6,0.225
20,64944,박대온,NC,0.212,1,21,27,0.78,0,0.19,3.43,0.012,5.3,0.165
21,76720,정범모,NC,0.211,2,5,6,0.83,0,0.50,3.43,0.211,2.1,0.248
22,66928,박준영,NC,0.209,17,52,74,0.70,0,0.29,4.09,0.128,28.3,0.220
23,65462,김기환,NC,0.207,12,39,27,1.44,0,0.18,3.73,0.143,13.4,0.200
24,66968,이재율,NC,0.200,2,6,3,2.00,0,0.00,3.00,0.133,1.0,0.216
25,66965,도태훈,NC,0.182,2,23,17,1.35,0,0.43,3.93,0.061,4.7,0.191
26,63920,김준완,NC,0.167,1,4,6,0.67,0,-,3.50,0.167,1.3,0.212
27,73306,지석훈,NC,0.147,1,7,11,0.64,0,0.50,3.67,0.029,3.1,0.180
28,67900,김수윤,NC,0.000,0,2,3,0.67,0,0.00,2.14,0.000,-0.6,0.000
28,78813,모창민,NC,0.000,0,3,1,3.00,0,1.00,4.50,0.000,-0.4,0.075
28,50996,박시원,NC,0.000,0,0,1,0.00,0,-,4.00,0.000,-0.1,0.000
28,51991,오장한,NC,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.000
28,51996,오태양,NC,0.000,0,1,0,-,0,-,2.00,0.000,-0.1,0.000
28,66963,최우재,NC,0.000,0,1,1,1.00,0,-,3.00,0.000,-0.2,0.000
1,50204,박지훈,두산,0.333,1,3,2,1.50,0,0.33,3.57,0.083,2.4,0.297
4,66209,조수행,두산,0.286,4,21,13,1.62,0,0.62,4.08,0.083,16.9,0.280
5,64213,최용제,두산,0.279,3,27,28,0.96,1,0.52,3.89,0.029,13.1,0.237
9,64468,박계범,두산,0.267,18,87,84,1.04,7,0.65,4.12,0.090,45.3,0.255
10,79231,정수빈,두산,0.259,26,112,72,1.56,2,0.58,3.82,0.115,37.4,0.240
11,63257,김인태,두산,0.259,24,92,100,0.92,3,0.93,3.88,0.119,51.8,0.262
12,51203,안재석,두산,0.255,12,49,51,0.96,2,0.30,3.94,0.090,23.4,0.229
13,68205,전민재,두산,0.250,0,0,2,0.00,0,0.00,3.20,0.000,0.6,0.153
14,63123,강승호,두산,0.239,25,76,78,0.97,2,0.28,3.79,0.136,34.6,0.229
15,50202,안권수,두산,0.238,1,20,9,2.22,0,1.00,3.47,0.048,4.3,0.202
16,63202,장승현,두산,0.232,12,51,36,1.42,3,0.38,3.81,0.090,21.0,0.230
17,62244,박세혁,두산,0.219,12,77,68,1.13,1,0.51,4.02,0.051,19.9,0.201
18,68204,권민석,두산,0.214,2,3,1,3.00,0,0.14,4.20,0.143,1.2,0.209
19,74206,김재호,두산,0.209,9,56,80,0.70,3,0.85,3.91,0.052,18.6,0.203
20,64086,신성현,두산,0.182,0,2,1,2.00,0,0.50,4.60,0.000,1.5,0.226
21,77248,오재원,두산,0.167,3,19,24,0.79,2,0.33,3.90,0.042,2.8,0.155
22,79290,국해성,두산,0.125,0,3,2,1.50,0,0.00,4.38,0.000,-0.1,0.088
23,65269,김민혁,두산,0.000,0,3,1,3.00,0,1.00,4.25,0.000,0.1,0.113
23,51298,박성재,두산,0.000,0,0,0,-,0,0.00,8.00,0.000,-0.1,0.000
23,63559,백동훈,두산,0.000,0,0,1,0.00,0,0.00,3.00,0.000,-0.3,0.000
23,66203,서예일,두산,0.000,0,0,1,0.00,0,-,3.00,0.000,-0.1,0.000
23,50208,오명진,두산,0.000,0,2,0,-,0,0.00,4.33,0.000,-0.3,0.000
23,66207,황경태,두산,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.000
1,66704,김태연,한화,0.301,15,51,33,1.55,7,0.77,4.21,0.119,34.1,0.293
6,51714,페레즈,한화,0.268,21,50,69,0.72,1,0.33,3.94,0.143,30.7,0.247
7,64266,이성곤,한화,0.264,15,43,33,1.30,0,0.55,4.26,0.109,24.6,0.263
8,51725,힐리,한화,0.257,19,63,65,0.97,4,0.28,3.88,0.137,28.7,0.236
9,51762,장규현,한화,0.250,1,4,1,4.00,0,0.00,3.08,0.083,0.5,0.196
10,63700,장운호,한화,0.235,10,68,76,0.89,2,0.47,3.78,0.035,27.5,0.217
11,63704,노수광,한화,0.231,10,39,38,1.03,1,0.37,3.78,0.100,19.3,0.222
12,61208,정진호,한화,0.228,9,54,38,1.42,2,0.68,4.10,0.062,13.0,0.208
13,73136,이성열,한화,0.210,10,34,26,1.31,2,0.50,4.06,0.118,14.0,0.223
14,61554,김민하,한화,0.209,6,31,26,1.19,2,0.47,4.20,0.078,14.1,0.227
15,50707,최인호,한화,0.206,10,23,44,0.52,3,0.56,4.30,0.132,18.3,0.233
16,69705,조한민,한화,0.197,13,22,25,0.88,0,0.23,4.10,0.197,14.3,0.224
17,50709,박정현,한화,0.196,4,26,29,0.90,3,0.28,3.58,0.037,6.7,0.174
18,69706,허관회,한화,0.190,0,16,15,1.07,0,0.59,4.19,0.000,6.4,0.196
19,66702,이시원,한화,0.189,1,18,13,1.38,0,0.25,3.18,0.019,2.1,0.169
20,51706,장지승,한화,0.180,2,11,16,0.69,0,0.29,3.74,0.066,4.0,0.183
21,68700,이원석,한화,0.175,3,20,33,0.61,0,0.19,3.96,0.053,6.9,0.164
22,65703,이도윤,한화,0.175,0,16,18,0.89,0,0.22,3.93,0.000,1.2,0.145
23,60343,이해창,한화,0.167,3,13,20,0.65,0,0.08,3.73,0.056,1.9,0.142
24,50704,임종찬,한화,0.153,6,29,33,0.88,0,0.24,3.91,0.061,5.1,0.157
25,69766,유로결,한화,0.143,6,27,20,1.35,0,0.21,4.08,0.082,4.7,0.154
26,78643,백용환,한화,0.140,5,23,25,0.92,1,0.42,3.92,0.151,6.5,0.190
27,51764,정민규,한화,0.125,1,4,4,1.00,0,0.17,4.59,0.063,-0.1,0.126
28,64704,노태형,한화,0.116,1,13,10,1.30,0,0.40,4.27,0.023,1.2,0.136
29,66710,강상원,한화,0.108,0,13,9,1.44,0,0.82,4.12,0.000,3.0,0.161
30,65503,김지수,한화,0.083,1,4,4,1.00,0,0.07,4.84,0.042,-0.5,0.085
30,69702,김건,한화,0.083,0,4,3,1.33,0,0.00,4.00,0.000,-0.5,0.058
32,66707,박상언,한화,0.000,0,1,0,-,0,-,3.00,0.000,-0.1,0.000
32,51767,송호정,한화,0.000,0,2,0,-,0,0.13,4.91,0.000,-0.6,0.041
4,65362,송우현,키움,0.296,22,76,52,1.46,3,0.57,3.71,0.120,37.3,0.271
5,65304,김은성,키움,0.278,3,5,2,2.50,0,0.00,3.44,0.167,1.9,0.236
6,79456,이지영,키움,0.275,6,102,53,1.92,4,1.12,3.50,0.030,22.6,0.224
7,51324,프레이타스,키움,0.259,12,40,35,1.14,3,0.24,3.70,0.115,13.1,0.227
9,65357,송성문,키움,0.249,17,58,85,0.68,4,0.60,3.76,0.122,30.5,0.237
10,51309,크레익,키움,0.248,18,51,74,0.69,3,0.47,3.67,0.135,27.0,0.240
11,65898,김웅빈,키움,0.241,20,54,51,1.06,2,0.47,4.16,0.142,35.0,0.257
12,68305,변상권,키움,0.239,9,55,29,1.90,1,0.23,3.76,0.082,14.5,0.204
14,68346,김수환,키움,0.220,4,7,9,0.78,0,0.12,3.91,0.195,4.1,0.216
15,62332,김재현,키움,0.217,7,14,10,1.40,0,0.25,3.57,0.152,3.6,0.212
16,50304,김병휘,키움,0.200,0,1,5,0.20,0,0.50,3.27,0.000,0.6,0.173
17,64657,박준태,키움,0.196,3,13,8,1.63,0,0.63,4.05,0.065,6.0,0.228
18,65586,전병우,키움,0.187,14,33,59,0.56,1,0.40,4.10,0.121,26.1,0.221
19,69306,김주형,키움,0.180,3,12,14,0.86,1,0.27,3.70,0.060,7.4,0.235
20,50312,신준우,키움,0.167,3,5,10,0.50,0,0.19,3.84,0.071,2.9,0.186
20,69366,이명기,키움,0.167,0,1,1,1.00,0,0.67,4.38,0.000,0.7,0.211
22,68330,예진원,키움,0.158,8,26,43,0.60,1,0.43,3.89,0.096,7.1,0.175
23,65399,허정협,키움,0.156,0,11,17,0.65,0,0.70,3.83,0.000,2.0,0.160
24,50365,문찬종,키움,0.143,0,4,4,1.00,0,0.75,4.41,0.000,0.5,0.168
25,51344,김휘집,키움,0.129,2,16,23,0.70,0,0.57,4.21,0.057,5.8,0.172
26,64340,임지열,키움,0.120,0,5,7,0.71,0,0.40,3.77,0.000,0.5,0.150
27,50357,박주홍,키움,0.106,2,12,9,1.33,0,0.43,4.54,0.043,1.5,0.150
28,51302,이주형,키움,0.100,1,2,0,-,0,0.14,4.27,0.300,0.9,0.182
29,62353,박정음,키움,0.000,0,6,6,1.00,0,0.67,3.61,0.000,-0.2,0.075
3,51528,손성빈,롯데,0.316,0,4,3,1.33,0,0.50,4.27,0.000,2.8,0.263
6,65506,김재유,롯데,0.287,9,49,39,1.26,2,0.28,3.84,0.063,22.1,0.241
9,68518,정보근,롯데,0.278,0,6,5,1.20,0,1.00,3.20,0.000,1.3,0.227
11,69508,신윤후,롯데,0.261,8,33,36,0.92,0,0.55,4.02,0.101,15.2,0.241
12,68362,추재현,롯데,0.252,20,83,56,1.48,2,0.46,3.84,0.115,33.0,0.243
13,66749,김주현,롯데,0.250,0,1,5,0.20,0,0.17,3.88,0.000,1.2,0.195
14,67504,김정율,롯데,0.241,15,56,34,1.65,4,0.29,3.89,0.111,21.8,0.228
15,64717,지시완,롯데,0.241,16,33,39,0.85,4,0.26,4.07,0.181,20.7,0.249
16,76100,이병규,롯데,0.235,0,8,4,2.00,1,0.57,4.33,0.000,3.9,0.237
17,64022,안중열,롯데,0.232,8,37,35,1.06,2,1.08,3.73,0.112,19.2,0.253
18,68504,이호연,롯데,0.222,0,5,2,2.50,0,1.00,3.82,0.000,0.7,0.178
18,68507,장두성,롯데,0.222,3,8,8,1.00,0,0.42,3.85,0.111,4.1,0.226
20,64501,배성근,롯데,0.204,5,28,10,2.80,0,0.39,4.27,0.075,9.0,0.209
21,51551,나승엽,롯데,0.204,4,35,23,1.52,0,0.42,4.44,0.071,10.4,0.199
22,76249,민병헌,롯데,0.190,3,9,14,0.64,0,0.55,3.73,0.071,2.5,0.197
23,65515,강로한,롯데,0.121,2,7,4,1.75,0,0.11,4.31,0.182,1.8,0.153
