순위,선수ID,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
24,68743,정은원,한화,0.283,139,608,495,85,140,22,5,6,190,39,4,3,105,1,1,105,9,0.384,0.407,0.791,40,0.312,0.500
25,62947,나성범,NC,0.281,144,623,570,96,160,29,1,33,290,101,0,4,38,2,11,155,5,0.509,0.335,0.844,46,0.263,0.000
26,50506,마차도,롯데,0.279,134,539,466,83,130,21,1,5,168,58,4,7,58,1,4,65,9,0.361,0.359,0.720,27,0.339,0.000
27,62895,한유섬,SSG,0.278,135,519,442,71,123,18,1,31,236,95,1,6,60,4,10,96,11,0.534,0.373,0.907,33,0.304,0.429
28,79240,허경민,두산,0.278,136,518,468,61,130,24,1,5,171,59,3,3,36,1,8,35,21,0.365,0.338,0.703,34,0.285,0.444
29,75847,최정,SSG,0.278,134,555,436,92,121,17,1,35,245,100,1,12,84,3,22,102,9,0.562,0.410,0.972,28,0.281,0.600
30,79192,채은성,LG,0.276,110,448,387,59,107,20,0,16,175,82,0,7,38,2,16,80,9,0.452,0.359,0.811,27,0.317,0.167
31,78288,최재훈,한화,0.275,116,467,375,52,103,21,0,7,145,44,5,3,72,2,12,68,16,0.387,0.405,0.792,29,0.275,0.000
32,78224,김재환,두산,0.274,137,566,475,86,130,23,2,27,238,102,0,5,81,3,5,127,9,0.501,0.382,0.883,40,0.338,0.500
33,64153,양석환,두산,0.273,133,546,488,66,133,22,0,28,239,96,0,7,42,2,9,136,10,0.490,0.337,0.827,34,0.290,0.250
34,62700,하주석,한화,0.272,138,594,525,84,143,27,3,10,206,68,5,3,51,1,10,135,9,0.392,0.346,0.738,39,0.269,0.000
35,50923,알테어,NC,0.272,143,565,492,83,134,19,2,32,253,84,0,5,57,2,11,156,6,0.514,0.358,0.872,31,0.248,0.000
36,69737,노시환,한화,0.271,107,458,380,56,103,18,1,18,177,84,0,4,73,9,1,107,15,0.466,0.386,0.852,25,0.341,0.000
37,64006,심우준,KT,0.268,139,460,407,61,109,20,2,6,151,48,10,6,32,0,4,65,2,0.371,0.323,0.694,26,0.271,0.500
38,68525,한동희,롯데,0.267,129,496,424,54,113,24,0,17,188,69,1,4,61,1,6,95,21,0.443,0.364,0.807,32,0.252,0.500
39,51817,추신수,SSG,0.265,137,580,461,84,122,19,2,21,208,69,0,4,103,4,12,123,8,0.451,0.409,0.860,34,0.274,0.222
40,50854,최지훈,SSG,0.262,136,534,461,75,121,19,6,5,167,45,8,6,51,0,8,71,6,0.362,0.342,0.704,30,0.255,0.333
41,64166,배정대,KT,0.259,144,595,510,85,132,23,1,12,193,68,3,5,65,2,12,132,9,0.378,0.353,0.731,35,0.220,0.000
42,76267,최주환,SSG,0.256,116,470,406,50,104,16,0,18,174,67,0,2,53,4,9,84,7,0.429,0.353,0.782,29,0.284,0.167
43,79109,오지환,LG,0.254,134,532,464,62,118,19,2,8,165,57,4,5,54,0,5,82,11,0.356,0.335,0.691,30,0.248,0.250
44,78168,서건창,LG,0.253,144,600,513,78,130,24,2,6,176,52,5,4,69,2,9,78,14,0.343,0.350,0.693,32,0.240,0.286
45,79365,박동원,키움,0.249,131,481,413,61,103,21,0,22,190,83,5,3,53,0,7,114,12,0.460,0.342,0.802,26,0.277,0.200
46,62925,강진성,NC,0.249,124,462,406,49,101,20,0,7,142,38,4,2,36,2,14,68,12,0.350,0.330,0.680,25,0.227,0.200
47,64646,박찬호,KIA,0.246,131,483,418,51,103,15,5,1,131,59,8,3,54,0,0,73,11,0.313,0.331,0.644,22,0.291,1.000
48,69652,터커,KIA,0.237,127,539,468,42,111,24,1,9,164,59,0,2,61,1,8,66,12,0.350,0.334,0.684,24,0.266,0.000
49,64868,조용호,KT,0.236,138,515,428,71,101,14,1,0,117,48,5,5,74,0,3,85,8,0.273,0.349,0.622,27,0.330,0.143
50,79402,김상수,삼성,0.235,132,496,429,46,101,17,1,3,129,42,8,4,52,0,3,51,14,0.301,0.320,0.621,24,0.223,0.333
51,72443,최형우,KIA,0.233,104,446,373,52,87,15,1,12,140,55,0,2,67,10,4,67,9,0.375,0.354,0.729,22,0.264,0.333
52,78548,장성우,KT,0.231,127,460,385,46,89,13,0,14,144,63,9,3,60,3,3,69,16,0.374,0.337,0.711,15,0.239,0.200
53,75566,이원석,삼성,0.231,131,480,399,40,92,19,0,9,138,59,2,8,60,2,11,80,11,0.346,0.341,0.687,18,0.309,0.250
54,75125,박병호,키움,0.227,118,477,409,48,93,23,0,20,176,76,0,7,47,3,14,141,9,0.430,0.323,0.753,22,0.233,0.333
2,62802,박승욱,KT,0.333,8,6,6,5,2,1,0,0,3,0,0,0,0,0,0,1,0,0.500,0.333,0.833,0,0.333,0.000
3,64004,김민혁,KT,0.320,75,199,172,22,55,6,2,1,68,13,5,0,20,0,2,26,3,0.395,0.397,0.792,13,0.220,0.381
4,74339,유한준,KT,0.309,104,337,282,30,87,16,0,5,118,42,0,4,44,5,7,34,12,0.418,0.409,0.827,25,0.263,0.333
6,64014,김병희,KT,0.288,34,70,52,16,15,3,0,5,33,13,2,0,13,0,3,15,0,0.635,0.456,1.091,2,0.455,0.200
7,50054,천성호,KT,0.286,41,47,42,13,12,1,0,0,13,4,0,0,3,0,2,9,0,0.310,0.362,0.672,2,0.250,0.111
8,77243,허도환,KT,0.276,62,125,105,8,29,6,0,2,41,21,10,0,8,0,2,28,3,0.390,0.339,0.729,6,0.393,0.000
9,51004,알몬테,KT,0.271,60,250,225,18,61,9,0,7,91,36,0,2,22,0,1,50,9,0.404,0.336,0.740,15,0.323,0.000
12,51003,권동진,KT,0.254,86,86,67,21,17,5,0,1,25,6,1,0,18,0,0,30,0,0.373,0.412,0.785,2,0.125,0.250
13,64906,강민국,KT,0.244,18,50,45,2,11,2,0,0,13,4,2,0,3,0,0,6,1,0.289,0.292,0.581,2,0.235,0.500
14,64504,오윤석,KT,0.244,97,198,164,23,40,11,0,4,63,16,5,0,27,1,2,47,4,0.384,0.358,0.742,5,0.160,0.308
15,68730,호잉,KT,0.239,68,294,259,32,62,11,1,11,108,52,0,5,26,2,4,52,2,0.417,0.313,0.730,17,0.238,0.000
17,62556,신본기,KT,0.236,96,206,174,25,41,8,0,1,52,19,5,1,22,0,4,45,6,0.299,0.333,0.632,9,0.306,0.200
19,65040,김태훈,KT,0.230,44,91,87,6,20,4,1,1,29,6,1,0,2,0,1,19,1,0.333,0.256,0.589,3,0.200,0.316
20,64012,송민섭,KT,0.229,122,65,48,39,11,0,0,0,11,7,5,0,12,0,0,22,0,0.229,0.383,0.612,1,0.462,0.000
21,64007,문상철,KT,0.219,53,106,96,14,21,6,0,2,33,16,0,0,8,0,2,33,1,0.344,0.292,0.636,1,0.250,0.364
22,51005,김건형,KT,0.212,11,39,33,4,7,1,0,0,8,0,0,0,6,1,0,6,0,0.242,0.333,0.575,1,0.000,0.000
23,62558,김준태,KT,0.195,58,149,128,17,25,5,0,4,42,15,0,2,18,0,1,40,3,0.328,0.295,0.623,3,0.154,0.182
24,73113,박경수,KT,0.192,118,280,239,24,46,10,0,9,83,33,4,0,34,2,3,76,7,0.347,0.301,0.648,8,0.190,0.074
25,67005,홍현빈,KT,0.182,43,12,11,8,2,0,0,0,2,0,1,0,0,0,0,8,0,0.182,0.182,0.364,0,0.000,0.000
26,63634,이홍구,KT,0.164,37,58,55,4,9,0,0,1,12,5,0,1,2,1,0,28,4,0.218,0.190,0.408,0,0.214,0.286
27,68069,고명성,KT,0.000,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1,50204,박지훈,두산,0.333,34,14,12,6,4,1,0,0,5,2,0,0,1,0,1,3,0,0.417,0.429,0.846,0,0.333,0.000
4,66209,조수행,두산,0.286,115,104,84,34,24,2,1,1,31,8,1,0,16,0,3,26,1,0.369,0.417,0.786,3,0.231,0.143
5,64213,최용제,두산,0.279,79,119,104,7,29,3,0,0,32,15,1,1,11,0,2,21,0,0.308,0.356,0.664,3,0.279,0.371
9,64468,박계범,두산,0.267,118,385,322,44,86,12,1,5,115,46,7,3,44,0,9,68,8,0.357,0.368,0.725,21,0.267,0.000
10,79231,정수빈,두산,0.259,104,351,313,50,81,19,4,3,117,37,4,2,29,1,3,50,7,0.374,0.326,0.700,19,0.301,0.250
11,63257,김인태,두산,0.259,133,418,344,51,89,15,1,8,130,46,5,4,62,0,3,67,10,0.378,0.373,0.751,20,0.337,0.381
12,51203,안재석,두산,0.255,96,224,200,28,51,8,2,2,69,14,0,4,16,0,4,53,4,0.345,0.317,0.662,11,0.213,0.182
13,68205,전민재,두산,0.250,9,5,4,1,1,0,0,0,1,1,0,1,0,0,0,2,0,0.250,0.200,0.450,0,0.000,0.000
14,63123,강승호,두산,0.239,113,340,301,47,72,16,2,7,113,37,8,3,22,1,6,78,8,0.375,0.301,0.676,17,0.287,0.000
15,50202,안권수,두산,0.238,87,47,42,17,10,0,1,0,12,4,2,0,3,0,0,3,0,0.286,0.289,0.575,2,0.267,0.000
16,63202,장승현,두산,0.232,92,211,177,18,41,10,0,2,57,27,6,1,19,0,8,50,2,0.322,0.332,0.654,8,0.365,0.000
17,62244,박세혁,두산,0.219,96,270,237,25,52,12,0,0,64,30,3,3,22,0,5,43,6,0.270,0.296,0.566,11,0.258,0.273
18,68204,권민석,두산,0.214,33,15,14,8,3,2,0,0,5,1,0,0,1,0,0,7,0,0.357,0.267,0.624,0,0.250,0.000
19,74206,김재호,두산,0.209,89,251,211,23,44,8,0,1,55,24,6,3,29,0,2,34,7,0.261,0.306,0.567,12,0.186,0.222
20,64086,신성현,두산,0.182,11,15,11,3,2,0,0,0,2,0,0,0,3,0,1,6,0,0.182,0.400,0.582,1,0.000,0.000
21,77248,오재원,두산,0.167,45,79,72,6,12,3,0,0,15,5,0,1,6,0,0,18,3,0.208,0.228,0.436,1,0.050,0.111
22,79290,국해성,두산,0.125,4,8,8,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.125,0.125,0.250,0,0.000,0.000
23,65269,김민혁,두산,0.000,6,8,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0.000,0.250,0.250,0,0.000,0.000
23,51298,박성재,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
23,63559,백동훈,두산,0.000,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
23,66203,서예일,두산,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
23,50208,오명진,두산,0.000,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
23,66207,황경태,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,63435,김성표,삼성,0.333,39,24,18,10,6,0,0,0,6,1,1,0,5,0,0,7,0,0.333,0.478,0.811,1,0.250,0.000
7,61404,김헌곤,삼성,0.281,118,364,317,38,89,8,2,4,113,27,3,5,34,0,5,46,9,0.356,0.355,0.711,24,0.217,0.250
8,61197,최영진,삼성,0.281,44,63,57,9,16,1,2,1,24,6,0,0,5,0,1,12,1,0.421,0.349,0.770,3,0.267,0.222
9,50458,김지찬,삼성,0.274,120,336,296,50,81,6,0,1,90,26,10,3,27,0,0,31,0,0.304,0.331,0.635,20,0.278,0.333
10,64793,김민수,삼성,0.263,47,87,76,9,20,5,0,3,34,13,2,2,6,0,1,13,2,0.447,0.318,0.765,5,0.217,0.000
11,64610,강한울,삼성,0.260,124,258,223,25,58,5,0,0,63,27,3,3,29,0,0,58,5,0.283,0.341,0.624,8,0.339,0.348
12,51417,김현준,삼성,0.250,13,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0.250,0.250,0.500,0,0.000,0.000
13,66838,김동엽,삼성,0.238,69,203,185,20,44,9,0,4,65,24,0,4,10,0,4,42,2,0.351,0.286,0.637,10,0.258,0.111
15,64469,송준석,삼성,0.235,19,55,51,5,12,2,0,2,20,4,0,0,3,0,1,13,1,0.392,0.291,0.683,3,0.188,0.000
17,64407,김호재,삼성,0.227,87,90,75,9,17,2,0,0,19,7,3,1,9,0,2,14,0,0.253,0.322,0.575,0,0.333,0.333
18,78756,오선진,삼성,0.214,23,46,42,5,9,0,0,0,9,2,0,0,3,0,1,8,2,0.214,0.283,0.497,1,0.154,1.000
19,69453,이학주,삼성,0.206,66,174,155,17,32,8,0,4,52,20,4,0,14,0,1,61,3,0.335,0.276,0.611,9,0.244,0.000
20,69418,박승규,삼성,0.182,59,78,66,13,12,1,0,3,22,5,1,0,9,0,2,9,4,0.333,0.299,0.632,1,0.143,0.222
21,67449,김성윤,삼성,0.167,30,19,18,7,3,0,0,0,3,2,0,1,0,0,0,5,0,0.167,0.158,0.325,0,0.400,0.000
22,69442,김도환,삼성,0.146,25,46,41,1,6,2,0,0,8,1,1,0,2,0,2,20,0,0.195,0.222,0.417,1,0.000,0.000
23,65412,권정웅,삼성,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
23,60288,김응민,삼성,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
23,64410,백승민,삼성,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
23,68466,이태훈,삼성,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
2,60566,이상호,LG,0.308,45,68,65,5,20,2,0,0,22,12,2,0,1,0,0,10,2,0.338,0.318,0.656,3,0.550,0.667
3,64101,한석현,LG,0.286,16,26,21,5,6,2,1,0,10,1,0,1,3,0,1,7,1,0.476,0.385,0.861,1,0.000,0.500
8,61102,유강남,LG,0.252,130,441,397,39,100,16,0,11,149,60,3,2,25,1,14,75,11,0.375,0.317,0.692,22,0.254,0.500
9,68106,이재원,LG,0.247,62,171,154,22,38,6,0,5,59,17,0,1,14,0,2,48,2,0.383,0.316,0.699,9,0.191,0.000
10,50165,라모스,LG,0.243,51,205,185,14,45,7,1,8,78,25,0,0,18,0,2,43,2,0.422,0.317,0.739,11,0.218,0.333
10,51100,이영빈,LG,0.243,72,169,148,21,36,9,0,2,51,16,2,1,15,0,3,51,1,0.345,0.323,0.668,7,0.297,0.467
12,79150,정주현,LG,0.238,73,214,181,26,43,7,1,3,61,10,9,0,24,0,0,32,4,0.337,0.327,0.664,8,0.159,1.000
13,69102,문보경,LG,0.230,107,329,278,37,64,11,1,8,101,39,3,2,46,1,0,64,5,0.363,0.337,0.700,14,0.324,0.308
14,68119,문성주,LG,0.228,31,89,79,11,18,1,0,1,22,10,0,1,7,0,2,15,1,0.278,0.303,0.581,4,0.375,0.000
15,77564,김민성,LG,0.222,121,426,360,35,80,22,0,8,126,39,11,5,42,2,8,73,7,0.350,0.313,0.663,19,0.207,0.111
16,78135,이형종,LG,0.218,90,281,239,32,52,11,0,10,93,34,1,0,34,1,7,65,10,0.389,0.332,0.721,11,0.154,0.222
17,71184,이성우,LG,0.212,36,39,33,0,7,0,0,0,7,2,5,0,1,0,0,8,1,0.212,0.235,0.447,1,0.111,0.000
18,61186,이천웅,LG,0.199,68,211,181,20,36,7,0,2,49,16,1,1,25,0,3,23,11,0.271,0.305,0.576,7,0.273,0.300
19,51144,보어,LG,0.170,32,117,100,7,17,2,0,3,28,17,0,3,11,0,3,30,2,0.280,0.265,0.545,1,0.160,0.000
20,66162,김주성,LG,0.167,3,7,6,1,1,0,0,1,4,1,0,0,1,0,0,3,0,0.667,0.286,0.953,0,0.000,0.000
21,78217,김용의,LG,0.148,102,41,27,19,4,2,0,0,6,2,4,1,9,0,0,5,1,0.222,0.351,0.573,0,0.125,0.000
22,65115,안익훈,LG,0.143,48,16,14,4,2,1,0,0,3,1,0,0,0,0,2,2,1,0.214,0.250,0.464,0,0.000,0.000
23,65132,김재성,LG,0.138,58,73,65,6,9,2,1,1,16,3,1,1,5,0,1,13,2,0.246,0.208,0.454,1,0.105,0.250
24,69100,구본혁,LG,0.132,123,45,38,10,5,2,0,0,7,3,1,2,3,0,1,7,0,0.184,0.205,0.389,0,0.200,0.000
25,65207,신민재,LG,0.130,32,27,23,8,3,0,0,0,3,2,0,0,4,0,0,6,0,0.130,0.259,0.389,1,0.400,0.000
26,50167,이주형,LG,0.125,14,19,16,3,2,0,0,0,2,0,1,0,1,0,1,7,0,0.125,0.222,0.347,0,0.000,0.000
27,50150,손호영,LG,0.100,8,12,10,2,1,0,0,0,1,0,0,0,1,0,1,2,0,0.100,0.250,0.350,0,0.000,1.000
28,66113,김호은,LG,0.000,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.000,0.000
28,64115,장준원,LG,0.000,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
28,65157,최민창,LG,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
4,65362,송우현,키움,0.296,69,282,250,34,74,17,2,3,104,42,1,1,28,1,2,49,4,0.416,0.370,0.786,22,0.361,0.500
5,65304,김은성,키움,0.278,6,18,18,1,5,3,0,0,8,2,0,0,0,0,0,6,0,0.444,0.278,0.722,1,0.400,0.000
6,79456,이지영,키움,0.275,108,258,233,29,64,5,1,0,71,31,2,3,19,2,1,17,10,0.305,0.328,0.633,18,0.328,0.133
7,51324,프레이타스,키움,0.259,43,148,139,13,36,10,0,2,52,14,0,1,7,0,1,29,7,0.374,0.297,0.671,9,0.211,0.000
9,65357,송성문,키움,0.249,66,274,245,30,61,10,1,6,91,33,2,1,25,0,1,42,2,0.371,0.320,0.691,17,0.267,0.333
10,51309,크레익,키움,0.248,61,247,222,25,55,12,0,6,85,30,0,1,20,1,4,43,4,0.383,0.320,0.703,16,0.270,0.333
11,65898,김웅빈,키움,0.241,97,279,232,24,56,13,1,6,89,35,2,2,34,2,9,73,2,0.384,0.357,0.741,10,0.315,0.348
12,68305,변상권,키움,0.239,72,171,159,19,38,5,4,0,51,20,0,3,9,0,0,40,2,0.321,0.275,0.596,7,0.213,0.182
14,68346,김수환,키움,0.220,13,44,41,5,9,2,0,2,17,5,0,1,2,0,0,17,2,0.415,0.250,0.665,2,0.250,0.000
15,62332,김재현,키움,0.217,39,51,46,2,10,7,0,0,17,8,2,0,3,0,0,12,1,0.370,0.265,0.635,1,0.176,0.000
16,50304,김병휘,키움,0.200,13,11,10,5,2,0,0,0,2,0,0,0,1,0,0,2,0,0.200,0.273,0.473,0,0.333,0.000
17,64657,박준태,키움,0.196,27,58,46,10,9,3,0,0,12,4,0,0,10,0,2,16,0,0.261,0.362,0.623,1,0.214,1.000
18,65586,전병우,키움,0.187,115,261,214,35,40,8,0,6,66,31,4,1,33,0,9,83,0,0.308,0.319,0.627,7,0.286,0.200
19,69306,김주형,키움,0.180,36,70,50,5,9,3,0,0,12,5,3,0,4,0,13,15,0,0.240,0.388,0.628,1,0.364,1.000
20,50312,신준우,키움,0.167,56,51,42,7,7,3,0,0,10,4,1,1,4,0,3,21,1,0.238,0.280,0.518,0,0.154,1.000
20,69366,이명기,키움,0.167,3,8,6,0,1,0,0,0,1,1,0,0,2,0,0,3,0,0.167,0.375,0.542,0,0.000,0.000
22,68330,예진원,키움,0.158,52,132,114,16,18,6,1,1,29,8,3,1,12,0,2,28,2,0.254,0.248,0.502,0,0.105,0.200
23,65399,허정협,키움,0.156,29,52,45,5,7,0,0,0,7,2,0,0,7,0,0,10,1,0.156,0.269,0.425,0,0.214,0.235
24,50365,문찬종,키움,0.143,13,17,14,0,2,0,0,0,2,1,0,0,3,0,0,4,1,0.143,0.294,0.437,0,0.333,0.000
25,51344,김휘집,키움,0.129,34,89,70,9,9,1,0,1,13,8,3,1,13,0,2,23,0,0.186,0.279,0.465,2,0.313,0.000
26,64340,임지열,키움,0.120,19,30,25,5,3,0,0,0,3,0,0,0,4,0,1,10,1,0.120,0.267,0.387,1,0.000,0.000
27,50357,박주홍,키움,0.106,23,56,47,4,5,2,0,0,7,3,0,0,9,0,0,21,1,0.149,0.250,0.399,0,0.071,0.250
28,51302,이주형,키움,0.100,5,11,10,1,1,0,0,1,4,3,0,0,1,0,0,7,0,0.400,0.182,0.582,0,0.250,0.000
29,62353,박정음,키움,0.000,70,18,14,19,0,0,0,0,0,1,0,1,2,0,1,3,1,0.000,0.167,0.167,0,0.000,0.000
2,66052,남태혁,SSG,0.300,12,22,20,2,6,1,0,1,10,4,0,0,1,0,1,7,1,0.500,0.364,0.864,1,0.333,0.000
3,76802,김성현,SSG,0.283,110,274,237,27,67,15,0,6,100,37,4,4,29,0,0,29,8,0.422,0.356,0.778,16,0.266,0.000
4,76812,이재원,SSG,0.280,107,313,271,29,76,13,0,3,98,30,6,2,29,4,5,47,14,0.362,0.358,0.720,16,0.292,0.250
7,62884,최항,SSG,0.275,34,79,69,5,19,2,1,0,23,7,1,1,6,1,2,16,4,0.333,0.346,0.679,6,0.267,0.444
8,60558,오태곤,SSG,0.268,122,253,235,47,63,10,0,9,100,35,1,1,14,0,2,52,4,0.426,0.313,0.739,12,0.224,0.167
9,61353,고종욱,SSG,0.267,88,199,180,25,48,5,0,2,59,18,1,2,16,0,0,30,6,0.328,0.323,0.651,11,0.310,0.229
10,65869,이현석,SSG,0.266,39,89,79,7,21,5,0,4,38,19,3,2,5,0,0,29,0,0.481,0.302,0.783,6,0.286,0.250
13,66864,안상현,SSG,0.256,37,40,39,9,10,2,0,1,15,4,0,0,1,0,0,15,0,0.385,0.275,0.660,2,0.077,0.500
15,67807,이정범,SSG,0.254,19,66,59,8,15,4,0,3,28,9,0,0,7,0,0,15,1,0.475,0.333,0.808,5,0.278,0.000
16,71837,김강민,SSG,0.238,122,260,223,43,53,11,1,8,90,27,3,3,25,1,6,52,3,0.404,0.327,0.731,9,0.222,0.300
17,63440,이흥련,SSG,0.236,90,146,127,15,30,3,0,3,42,14,2,0,12,0,5,31,4,0.331,0.326,0.657,4,0.241,0.143
18,75151,정의윤,SSG,0.230,62,178,165,21,38,2,0,7,61,24,0,2,11,1,0,37,5,0.370,0.275,0.645,8,0.297,0.176
19,66917,김찬형,SSG,0.227,88,161,132,20,30,7,0,2,43,7,9,0,16,0,4,32,1,0.326,0.329,0.655,6,0.133,0.167
20,67872,로맥,SSG,0.225,107,421,355,55,80,11,0,20,151,52,0,3,59,1,4,83,9,0.425,0.340,0.765,23,0.177,0.286
21,61743,오준혁,SSG,0.217,26,50,46,7,10,2,0,2,18,5,0,0,4,0,0,15,2,0.391,0.280,0.671,2,0.222,0.200
22,69825,김창평,SSG,0.080,40,28,25,6,2,0,0,0,2,1,2,0,1,0,0,6,0,0.080,0.115,0.195,0,0.000,0.333
23,51868,고명준,SSG,0.000,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.000,0.000,0.000,0,0.000,0.000
23,69810,김규남,SSG,0.000,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000
23,61895,서진용,SSG,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
23,64890,유서준,SSG,0.000,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
23,71842,정상호,SSG,0.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
2,63905,윤형준,NC,0.297,51,81,74,10,22,0,0,5,37,10,3,1,3,0,0,17,2,0.500,0.321,0.821,2,0.083,0.310
3,76849,이명기,NC,0.293,56,232,191,30,56,12,0,2,74,14,3,0,37,0,1,27,2,0.387,0.410,0.797,18,0.300,0.250
4,62931,노진혁,NC,0.288,107,384,330,41,95,22,0,8,141,58,4,3,42,0,5,90,3,0.427,0.374,0.801,28,0.351,0.000
