순위,선수ID,선수명,팀명,ERA,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
24,65844,박세웅,삼성,9.00,0,0,0,1,0,0,1,3,4,0.75
25,60146,이승현,삼성,9.53,0,0,1,3,1,0,2,15,26,0.58
26,50449,허윤동,삼성,12.27,1,0,0,0,0,0,0,4,5,0.80
27,64498,구준범,삼성,22.50,1,0,0,0,0,0,0,1,4,0.25
1,60181,김지용,LG,0.00,0,0,0,2,1,0,0,2,5,0.40
2,60337,김대유,LG,2.13,0,0,4,3,25,0,2,44,51,0.86
3,65109,백승현,LG,2.16,0,0,0,3,1,0,1,18,18,1.00
4,67119,고우석,LG,2.17,0,0,1,61,37,0,6,53,42,1.26
5,51136,수아레즈,LG,2.18,22,9,1,0,0,0,8,102,107,0.95
6,69159,정우영,LG,2.22,0,0,7,6,34,0,9,120,23,5.22
7,62146,최성훈,LG,2.43,0,0,1,11,5,0,6,56,29,1.93
8,76650,진해수,LG,2.44,0,0,1,9,7,0,3,52,35,1.49
9,69134,이정용,LG,2.97,0,0,3,5,13,0,4,62,67,0.93
10,65241,채원후,LG,3.12,0,0,0,7,0,0,2,15,19,0.79
11,69113,임준형,LG,3.13,4,1,0,1,0,0,4,22,20,1.10
13,72523,고효준,LG,3.86,0,0,0,0,0,0,0,0,6,0.00
13,51154,김진수,LG,3.86,0,0,0,2,0,0,0,0,5,0.00
15,61101,임찬규,LG,3.87,17,1,0,0,0,0,5,89,105,0.85
16,73801,송은범,LG,4.10,0,0,2,2,8,0,4,56,31,1.81
17,63145,배재준,LG,4.13,6,1,1,4,0,0,4,40,30,1.33
18,63248,함덕주,LG,4.29,3,0,1,3,4,0,3,24,19,1.26
19,50126,이민호,LG,4.30,22,8,0,0,0,0,12,102,116,0.88
20,69168,이상영,LG,4.32,9,0,1,8,0,0,10,58,50,1.16
21,50157,김윤식,LG,4.46,3,0,7,0,4,0,8,73,60,1.22
22,76455,차우찬,LG,5.24,5,2,0,0,0,0,1,21,34,0.62
23,61145,이우찬,LG,5.56,5,0,0,2,0,0,5,43,29,1.48
24,63103,류원석,LG,6.00,0,0,0,1,0,0,2,4,5,0.80
25,67116,오석주,LG,6.48,0,0,0,5,0,0,0,6,10,0.60
26,67143,손주영,LG,8.44,6,1,0,1,0,0,3,29,25,1.16
27,65117,이상규,LG,9.00,0,0,0,4,0,0,1,10,4,2.50
28,79140,최동환,LG,9.53,0,0,0,1,1,0,0,3,11,0.27
29,66145,김대현,LG,12.27,0,0,0,2,0,0,0,3,5,0.60
30,67164,이찬혁,LG,18.00,0,0,0,1,0,0,0,0,1,0.00
31,67122,김태형,LG,27.00,0,0,0,0,0,0,0,1,0,-
1,69367,김인범,키움,0.00,0,0,0,2,0,0,0,3,8,0.38
1,69360,조영건,키움,0.00,0,0,0,1,0,0,0,0,0,-
3,69399,윤정현,키움,1.46,0,0,0,3,0,0,1,19,9,2.11
5,67313,브리검,키움,2.95,10,7,0,0,0,0,8,75,45,1.67
6,51393,김준형,키움,3.14,0,0,0,2,0,0,2,13,21,0.62
7,62360,김태훈,키움,3.22,0,0,4,20,25,1,7,73,61,1.20
8,68341,안우진,키움,3.26,21,8,0,0,0,0,6,93,109,0.85
9,67828,김성민,키움,3.28,0,0,2,6,18,0,9,59,35,1.69
10,63342,조상우,키움,3.48,0,0,6,26,20,2,1,35,53,0.66
11,67391,김재웅,키움,3.54,0,0,0,9,13,0,3,43,68,0.63
12,62363,한현희,키움,3.89,15,5,1,0,0,0,7,94,94,1.00
13,78148,정찬헌,키움,4.01,23,9,0,1,0,0,11,138,131,1.05
14,66305,박승주,키움,4.15,0,0,0,1,0,0,1,3,8,0.38
15,65320,최원태,키움,4.58,28,9,0,0,0,0,13,157,160,0.98
16,61268,양현,키움,4.69,0,0,1,9,9,0,4,58,55,1.05
17,69328,박주성,키움,4.91,0,0,0,7,1,0,1,20,22,0.91
18,50360,김동혁,키움,5.05,8,0,0,10,4,0,14,108,86,1.26
19,51301,김성진,키움,5.18,0,0,1,11,5,0,4,42,47,0.89
20,60336,문성현,키움,5.40,0,0,0,3,0,0,1,3,3,1.00
21,67603,이승호,키움,5.51,3,0,1,5,8,0,5,43,52,0.83
22,51334,스미스,키움,6.30,2,1,0,0,0,0,1,14,10,1.40
23,66018,김선기,키움,6.52,7,1,2,5,1,0,4,43,73,0.59
24,65392,김정인,키움,7.11,6,1,0,1,1,0,2,33,42,0.79
25,50393,김동욱,키움,9.00,0,0,0,3,0,0,1,1,5,0.20
26,51359,장재영,키움,9.17,2,0,0,3,1,0,2,18,17,1.06
27,74359,오주원,키움,9.31,0,0,1,11,3,0,1,15,27,0.56
28,65398,임규빈,키움,10.38,0,0,0,4,1,0,0,9,11,0.82
29,50354,이종민,키움,23.14,0,0,0,1,0,0,1,1,2,0.50
30,50397,박관진,키움,81.00,0,0,0,0,0,0,0,1,2,0.50
1,65411,김주온,SSG,0.00,0,0,0,2,0,0,0,1,2,0.50
1,66858,정동윤,SSG,0.00,0,0,0,1,0,0,1,1,4,0.25
3,65343,김택형,SSG,2.39,0,0,5,24,14,0,12,79,66,1.20
4,60841,박종훈,SSG,2.82,9,4,0,0,0,0,5,75,40,1.88
5,62869,문승원,SSG,2.86,9,2,0,0,0,0,3,59,58,1.02
6,61895,서진용,SSG,3.34,0,0,7,32,18,0,6,57,74,0.77
8,64893,박민호,SSG,3.73,0,0,4,5,11,0,5,42,53,0.79
9,51834,르위키,SSG,3.77,4,1,0,0,0,0,2,13,17,0.76
10,51895,장지훈,SSG,3.92,1,0,2,6,11,0,5,110,69,1.59
11,69813,하재훈,SSG,4.00,0,0,1,8,2,0,0,14,29,0.48
12,75138,신재웅,SSG,4.32,0,0,0,4,0,0,0,7,9,0.78
13,51867,김건우,SSG,4.91,4,0,0,1,0,0,0,12,15,0.80
14,79847,김태훈,SSG,4.97,0,0,2,4,27,1,12,59,55,1.07
15,76430,김태혁,SSG,5.09,0,0,4,20,14,0,1,57,67,0.85
16,64896,서동민,SSG,5.13,0,0,0,6,0,0,3,15,33,0.45
17,64768,조이현,SSG,5.67,8,2,2,3,3,0,6,65,74,0.88
18,62937,신재영,SSG,5.72,1,0,0,12,0,0,2,28,27,1.04
19,60768,이태양,SSG,5.73,14,2,3,3,6,0,5,94,139,0.68
20,68856,최민준,SSG,5.86,12,2,1,3,5,0,4,91,92,0.99
21,51833,가빌리오,SSG,5.86,15,6,0,0,0,0,12,95,60,1.58
22,50859,오원석,SSG,5.89,21,5,2,2,0,0,8,110,116,0.95
23,66960,정수민,SSG,6.82,7,1,0,2,0,0,3,34,33,1.03
24,68896,이채호,SSG,7.20,0,0,0,1,0,0,0,8,5,1.60
25,51809,조요한,SSG,7.71,0,0,0,1,0,0,0,9,6,1.50
26,51897,조병현,SSG,8.10,3,0,0,0,0,0,0,9,3,3.00
27,62056,정영일,SSG,9.00,0,0,0,0,0,0,0,3,2,1.50
28,63894,김사윤,SSG,9.87,6,0,0,0,0,0,2,14,12,1.17
29,76350,김세현,SSG,10.38,0,0,0,1,0,0,0,6,1,6.00
30,64861,이건욱,SSG,11.37,4,0,0,1,0,0,0,7,23,0.30
31,71837,김강민,SSG,13.50,0,0,0,1,0,0,0,0,1,0.00
32,50813,양선률,SSG,27.00,1,0,0,0,0,0,0,1,1,1.00
33,79130,강지광,SSG,36.00,0,0,0,1,0,0,0,0,2,0.00
1,63991,박진우,NC,1.64,0,0,0,5,0,0,1,13,7,1.86
2,65949,류진욱,NC,2.08,0,0,1,11,6,0,5,58,37,1.57
3,77211,이용찬,NC,2.19,0,0,1,30,23,1,2,32,43,0.74
5,51967,파슨스,NC,3.72,24,4,0,1,0,0,6,142,104,1.37
6,78352,임창민,NC,3.79,0,0,0,4,14,0,2,37,51,0.73
7,69996,노시훈,NC,3.86,0,0,0,1,0,0,0,8,4,2.00
8,62655,홍성민,NC,3.92,0,0,3,2,17,0,3,49,40,1.23
9,63959,임정호,NC,4.15,0,0,0,1,24,0,6,40,33,1.21
10,76118,원종현,NC,4.25,0,0,2,33,28,1,7,54,49,1.10
12,62966,최금강,NC,4.50,0,0,2,4,2,0,1,28,27,1.04
13,50992,김태경,NC,4.80,3,0,0,2,1,0,1,15,17,0.88
14,65643,문경찬,NC,4.94,0,0,0,8,6,0,0,23,48,0.48
15,69974,배민서,NC,4.95,2,0,1,11,3,0,4,51,39,1.31
16,60263,이재학,NC,5.20,17,6,0,2,0,0,5,73,98,0.74
17,68900,김영규,NC,5.37,8,3,2,1,5,0,4,67,75,0.89
18,60339,김건태,NC,5.40,0,0,0,2,1,0,0,4,11,0.36
18,50901,안인산,NC,5.40,0,0,0,2,0,0,0,6,6,1.00
20,65964,이우석,NC,5.59,0,0,1,3,1,0,2,7,11,0.64
21,50905,강태경,NC,5.68,3,0,0,0,0,0,1,10,15,0.67
22,69962,송명기,NC,5.91,24,8,0,0,0,0,5,105,152,0.69
23,63914,손정욱,NC,6.57,0,0,1,1,1,0,1,10,19,0.53
24,67962,소이현,NC,6.75,0,0,0,6,0,0,0,15,9,1.67
24,68910,이승헌,NC,6.75,0,0,0,1,0,0,0,3,7,0.43
26,75867,김진성,NC,7.17,0,0,2,6,16,0,2,24,50,0.48
27,61295,강동연,NC,7.83,3,1,2,0,0,0,0,23,33,0.70
28,67956,김태현,NC,11.81,0,0,0,4,0,0,1,8,5,1.60
29,51948,이용준,NC,21.60,0,0,0,1,0,0,0,1,3,0.33
30,67954,김진호,NC,27.00,1,0,0,0,0,0,0,0,1,0.00
1,65514,강태율,롯데,0.00,0,0,0,1,0,0,0,1,0,-
1,67504,김정율,롯데,0.00,0,0,0,0,0,0,0,1,1,1.00
1,66556,박선우,롯데,0.00,0,0,0,0,0,0,0,3,2,1.50
1,64501,배성근,롯데,0.00,0,0,0,1,0,0,0,0,5,0.00
1,67588,윤성빈,롯데,0.00,0,0,0,1,0,0,0,2,2,1.00
1,68362,추재현,롯데,0.00,0,0,0,0,0,0,1,1,1,1.00
7,50556,최준용,롯데,2.85,0,0,4,6,24,0,2,33,56,0.59
8,62528,김원중,롯데,3.59,0,0,4,55,40,2,0,54,63,0.86
11,64565,이인복,롯데,4.11,8,3,0,9,0,0,8,88,43,2.05
12,63543,구승민,롯데,4.33,0,0,6,7,25,0,6,41,69,0.59
13,79545,진명호,롯데,4.81,0,0,2,3,4,0,3,21,26,0.81
14,78536,김대우,롯데,5.09,0,0,2,4,11,0,4,36,28,1.29
16,68529,이승헌,롯데,5.77,12,0,0,2,1,0,5,77,51,1.51
17,68585,김도규,롯데,5.79,0,0,2,7,2,0,4,31,47,0.66
18,64718,최설우,롯데,6.20,7,1,0,3,0,0,7,45,36,1.25
19,51516,김진욱,롯데,6.31,5,0,4,2,9,0,2,47,38,1.24
20,67539,나균안,롯데,6.41,7,1,0,3,1,0,1,51,58,0.88
21,76225,김건국,롯데,6.55,0,0,0,0,1,0,3,29,17,1.71
22,79293,오현택,롯데,6.61,0,0,0,4,2,0,0,20,22,0.91
23,67591,강동호,롯데,6.75,0,0,0,1,0,0,0,2,1,2.00
24,64596,김유영,롯데,7.23,0,0,1,7,0,0,1,24,14,1.71
25,69539,서준원,롯데,7.33,8,1,0,3,4,0,3,61,51,1.20
26,73211,노경은,롯데,7.35,11,3,0,0,0,0,6,53,72,0.74
27,63512,박진형,롯데,7.88,0,0,2,6,1,0,1,15,8,1.88
28,68556,정성종,롯데,8.25,0,0,0,3,1,0,1,24,9,2.67
29,79358,강윤구,롯데,8.44,1,0,0,1,3,0,2,14,14,1.00
30,51546,정우준,롯데,9.53,0,0,0,2,1,0,1,4,8,0.50
31,68589,김동우,롯데,10.80,0,0,0,2,0,0,1,7,4,1.75
31,50036,이강준,롯데,10.80,0,0,1,1,0,0,1,9,9,1.00
33,51586,김창훈,롯데,11.25,0,0,0,3,0,0,0,6,10,0.60
34,67454,나원탁,롯데,13.50,0,0,0,1,0,0,0,2,1,2.00
34,51594,송재영,롯데,13.50,0,0,0,1,3,0,1,13,15,0.87
34,66557,한승혁,롯데,13.50,0,0,0,1,0,0,0,3,5,0.60
37,50563,박로건,롯데,16.88,0,0,0,2,0,0,0,3,3,1.00
38,50596,홍민기,롯데,27.00,0,0,0,0,0,0,0,1,0,-
1,51645,박건우,KIA,0.00,0,0,0,2,0,0,1,1,3,0.33
1,65464,최정용,KIA,0.00,0,0,0,1,0,0,0,0,1,0.00
1,62908,황윤호,KIA,0.00,0,0,0,1,0,0,0,0,2,0.00
4,50662,정해영,KIA,2.20,0,0,5,58,38,5,6,61,77,0.79
5,69645,장유호,KIA,3.14,0,0,0,5,0,0,1,19,18,1.06
6,63950,장현식,KIA,3.29,0,0,1,5,40,0,3,57,80,0.71
7,50636,브룩스,KIA,3.35,13,3,0,0,0,0,13,110,56,1.96
8,66609,전상현,KIA,3.46,0,0,1,0,9,0,1,6,23,0.26
9,51665,장민기,KIA,3.47,0,0,2,7,1,0,1,10,34,0.29
10,51619,멩덴,KIA,3.60,21,8,0,0,0,0,7,111,132,0.84
11,51648,이의리,KIA,3.61,19,4,0,0,0,0,6,79,101,0.78
12,64580,김재열,KIA,3.86,0,0,1,10,1,0,1,26,53,0.49
13,68619,윤중현,KIA,3.92,13,4,1,6,0,0,15,121,80,1.51
14,61666,한승혁,KIA,4.56,5,0,0,2,0,0,6,28,20,1.40
15,78247,홍상삼,KIA,4.75,0,0,4,3,7,0,2,23,48,0.48
17,51636,다카하시,KIA,4.91,7,1,0,0,0,0,3,23,36,0.64
18,66630,김현준,KIA,5.49,0,0,0,7,2,0,1,6,28,0.21
19,65665,이준영,KIA,5.55,1,0,3,4,8,0,2,42,40,1.05
20,63628,고영창,KIA,5.79,0,0,0,1,2,0,7,39,20,1.95
21,63638,박준표,KIA,5.91,0,0,2,2,7,0,5,36,34,1.06
22,67646,박진태,KIA,5.95,0,0,3,10,9,0,7,72,69,1.04
23,66663,서덕원,KIA,7.44,0,0,1,8,2,0,1,28,44,0.64
24,51668,이승재,KIA,7.50,0,0,2,1,6,0,0,18,32,0.56
25,64615,차명진,KIA,7.59,3,0,0,0,0,0,1,10,15,0.67
26,68659,김유신,KIA,7.62,11,2,0,1,0,0,9,57,63,0.90
27,69516,김현수,KIA,7.88,8,0,1,7,0,0,3,38,66,0.58
28,65616,이민우,KIA,8.05,12,1,0,1,0,0,8,72,61,1.18
29,50650,최용준,KIA,14.21,2,0,0,0,0,0,0,2,12,0.17
30,66660,남하준,KIA,14.63,1,0,0,2,0,0,0,4,15,0.27
31,62263,변시원,KIA,27.00,0,0,0,0,0,0,0,1,1,1.00
32,61700,강경학,KIA,54.00,0,0,0,0,0,0,0,1,1,1.00
1,64554,문동욱,한화,0.00,0,0,0,0,0,0,0,1,1,1.00
1,50758,신지후,한화,0.00,0,0,0,0,0,0,0,1,1,1.00
1,61208,정진호,한화,0.00,0,0,0,3,0,0,1,2,2,1.00
4,50705,강재민,한화,2.13,0,0,2,18,25,1,4,48,81,0.59
5,79764,장민재,한화,2.76,6,0,0,3,0,0,3,39,32,1.22
7,61156,송윤준,한화,3.55,0,0,0,3,1,0,3,10,17,0.59
8,65707,주현상,한화,3.58,0,0,2,6,5,0,3,39,75,0.52
9,67737,김진영,한화,3.93,0,0,0,3,2,0,2,22,21,1.05
10,63464,윤대경,한화,3.94,9,1,1,2,4,0,5,72,96,0.75
13,51761,배동현,한화,4.50,4,0,1,2,1,0,0,34,54,0.63
14,63961,윤호솔,한화,4.62,0,0,3,13,6,0,5,35,62,0.56
15,51715,김기중,한화,4.70,12,2,0,0,0,0,3,41,78,0.53
16,63765,김종수,한화,4.82,0,0,1,11,5,0,1,40,60,0.67
16,79440,정인욱,한화,4.82,1,0,0,2,0,0,1,11,11,1.00
18,65769,김범수,한화,5.22,2,0,4,3,14,1,6,63,72,0.88
19,69703,오동욱,한화,5.40,0,0,0,13,2,0,1,23,39,0.59
20,64760,황영국,한화,5.52,0,0,0,4,3,0,0,13,16,0.81
21,74857,정우람,한화,5.64,0,0,1,37,22,1,4,33,58,0.57
22,67711,김기탁,한화,5.84,0,0,0,4,5,0,2,10,14,0.71
23,69213,윤산흠,한화,6.00,0,0,0,1,0,0,1,4,2,2.00
24,77318,장시환,한화,7.04,16,0,0,2,0,0,4,81,72,1.13
25,50720,남지민,한화,7.36,3,0,0,0,0,0,0,7,12,0.58
26,69745,김도현,한화,7.62,5,0,0,2,0,0,2,20,40,0.50
27,63749,이충호,한화,7.71,0,0,1,3,2,0,2,22,15,1.47
28,60140,신정락,한화,8.55,0,0,0,4,1,0,1,14,27,0.52
29,50706,장웅정,한화,9.82,0,0,0,2,0,0,0,6,11,0.55
30,64759,서균,한화,10.80,0,0,0,0,0,0,0,2,3,0.67
31,62611,임준섭,한화,10.97,0,0,0,2,0,0,2,15,7,2.14
32,68703,박성웅,한화,12.00,1,0,1,0,0,0,1,1,3,0.33
33,68797,이승관,한화,27.00,2,0,0,1,0,0,0,3,8,0.38
