순위,선수ID,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
26,64699,필,KIA,0.313,58,140,140,1.00,9,0.47,3.55,0.198,84.5,0.288
27,75151,정의윤,SK,0.311,60,153,173,0.88,10,0.33,3.48,0.200,93.5,0.284
28,74206,김재호,두산,0.310,37,102,146,0.70,7,1.10,4.11,0.130,75.6,0.285
29,70756,이범호,KIA,0.310,56,104,180,0.58,11,1.05,3.80,0.252,100.3,0.316
30,75808,정근우,한화,0.310,51,180,164,1.10,7,1.03,3.59,0.155,99.7,0.287
31,62947,나성범,NC,0.309,61,132,131,1.01,15,0.49,3.79,0.187,107.4,0.299
32,73342,이택근,넥센,0.309,28,116,109,1.06,8,0.95,3.86,0.113,65.6,0.281
33,78629,나지완,KIA,0.308,48,62,115,0.54,8,0.94,4.18,0.263,96.5,0.346
34,65103,히메네스,LG,0.308,62,117,184,0.64,7,0.58,3.67,0.218,95.9,0.295
35,66244,에반스,두산,0.308,55,72,122,0.59,10,0.77,4.24,0.258,89.3,0.326
36,74465,박석민,NC,0.307,52,98,107,0.92,9,0.59,4.14,0.272,92.1,0.326
37,77564,김민성,넥센,0.306,61,112,165,0.68,3,0.60,4.18,0.196,90.1,0.291
38,73339,이종욱,NC,0.305,33,124,123,1.01,3,0.74,4.20,0.104,70.6,0.271
39,95436,이승엽,삼성,0.303,61,130,167,0.78,13,0.73,3.86,0.216,106.1,0.301
40,62415,박해민,삼성,0.300,42,145,166,0.87,4,0.56,3.82,0.110,86.0,0.263
41,94629,이호준,NC,0.298,41,114,92,1.24,12,0.83,4.14,0.208,77.4,0.305
42,66306,대니돈,넥센,0.295,50,83,143,0.58,7,0.97,3.91,0.199,81.2,0.303
43,73606,서동욱,KIA,0.292,49,84,102,0.82,6,0.56,4.08,0.204,76.9,0.298
44,76812,이재원,SK,0.290,30,99,124,0.80,4,0.57,3.66,0.146,63.1,0.273
45,75847,최정,SK,0.288,65,87,149,0.58,6,0.61,4.04,0.292,115.7,0.326
46,60456,백상원,삼성,0.288,25,143,112,1.28,2,0.74,3.65,0.076,60.2,0.253
47,79240,허경민,두산,0.286,35,179,149,1.20,11,0.84,3.64,0.099,72.3,0.258
48,66805,고메즈,SK,0.283,52,107,137,0.78,4,0.29,3.60,0.206,68.8,0.268
49,64300,김하성,넥센,0.281,56,103,200,0.52,4,0.75,4.12,0.196,90.1,0.280
50,79109,오지환,LG,0.280,39,101,90,1.12,3,0.67,4.22,0.214,77.3,0.298
51,74846,박정권,SK,0.277,38,101,109,0.93,5,0.35,3.81,0.182,65.8,0.267
52,77248,오재원,두산,0.272,24,119,108,1.10,6,0.66,4.08,0.084,55.5,0.250
53,62797,양성우,한화,0.271,20,117,102,1.15,5,0.58,3.81,0.083,51.7,0.245
54,65653,김호령,KIA,0.267,29,114,116,0.98,1,0.35,3.85,0.106,57.4,0.243
55,79365,박동원,넥센,0.248,40,117,102,1.15,8,0.29,3.65,0.168,48.1,0.241
2,99810,이진영,KT,0.332,34,117,92,1.27,4,1.02,3.59,0.148,65.9,0.301
5,78361,전민수,KT,0.305,18,65,37,1.76,2,0.41,3.91,0.117,32.0,0.274
6,79453,오정복,KT,0.304,18,76,109,0.70,1,0.88,3.88,0.098,44.8,0.262
7,76304,신현철,KT,0.292,2,3,2,1.50,0,0.00,3.76,0.083,2.7,0.238
8,62265,유민상,KT,0.282,17,67,51,1.31,0,0.64,4.18,0.122,32.9,0.270
9,70553,박기혁,KT,0.273,15,97,76,1.28,8,0.51,3.86,0.062,33.2,0.232
10,65005,마르테,KT,0.265,38,68,125,0.54,8,0.98,3.69,0.252,60.0,0.291
11,64166,배정대,KT,0.260,1,12,7,1.71,1,0.22,4.09,0.020,4.7,0.212
12,78753,김지열,KT,0.250,1,15,17,0.88,1,0.70,3.92,0.018,4.2,0.217
13,79364,김종민,KT,0.244,3,62,45,1.38,3,0.66,4.08,0.017,18.7,0.213
14,64006,심우준,KT,0.242,13,64,77,0.83,2,0.20,3.67,0.085,22.0,0.200
15,78892,윤요섭,KT,0.238,12,47,25,1.88,4,0.83,3.72,0.190,18.1,0.267
16,77104,박용근,KT,0.230,6,31,13,2.38,1,0.79,4.05,0.122,9.0,0.234
17,70646,김상현,KT,0.225,16,74,52,1.42,0,0.42,3.94,0.171,24.8,0.231
18,60496,김동은,KT,0.220,0,9,16,0.56,0,0.71,4.60,0.000,4.8,0.217
19,78517,하준호,KT,0.219,8,55,29,1.90,2,0.32,4.07,0.075,19.6,0.213
20,77609,김연훈,KT,0.217,11,46,41,1.12,1,0.15,3.48,0.078,11.2,0.184
21,66052,남태혁,KT,0.205,3,9,9,1.00,0,0.17,4.27,0.068,2.3,0.181
22,60343,이해창,KT,0.203,16,50,72,0.69,1,0.14,3.65,0.121,17.0,0.189
23,64007,문상철,KT,0.200,8,17,22,0.77,0,0.15,3.51,0.125,6.4,0.195
24,63448,김영환,KT,0.167,0,5,2,2.50,0,0.00,3.58,0.000,0.1,0.117
25,77462,김동욱,KT,0.135,3,10,8,1.25,0,0.21,3.80,0.243,2.9,0.194
26,63088,김진곤,KT,0.125,0,4,2,2.00,0,0.00,3.75,0.000,-0.1,0.088
27,64004,김민혁,KT,0.103,1,8,10,0.80,0,0.25,4.00,0.034,0.0,0.107
28,65044,김만수,KT,0.000,0,1,0,-,0,-,6.00,0.000,-0.5,0.000
28,65058,정성곤,KT,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
28,65096,정주후,KT,0.000,0,2,0,-,0,0.00,3.00,0.000,-0.3,0.000
1,97109,이병규,LG,1.000,0,0,0,-,0,-,2.00,0.000,0.5,0.700
1,62147,조윤준,LG,1.000,0,0,0,-,0,-,3.00,0.000,0.5,0.700
4,60100,백진우,LG,0.333,3,3,3,1.00,0,0.33,4.19,0.278,3.6,0.346
5,72456,손주인,LG,0.322,25,91,118,0.77,3,0.94,3.86,0.090,55.6,0.276
6,99606,정성훈,LG,0.322,29,118,79,1.49,4,0.56,4.02,0.114,59.2,0.280
7,78217,김용의,LG,0.318,23,90,56,1.61,0,0.55,3.85,0.094,47.7,0.278
10,61186,이천웅,LG,0.293,17,83,64,1.30,3,0.69,3.91,0.109,41.2,0.270
11,79113,문선재,LG,0.288,12,17,34,0.50,0,0.34,3.99,0.252,21.5,0.290
12,78135,이형종,LG,0.282,7,35,35,1.00,2,0.75,3.84,0.089,17.7,0.257
14,64153,양석환,LG,0.276,17,33,68,0.49,4,0.13,3.91,0.148,26.2,0.240
15,76100,이병규,LG,0.272,21,57,76,0.75,4,0.58,4.10,0.128,48.9,0.275
16,65115,안익훈,LG,0.267,1,13,11,1.18,0,0.67,4.85,0.044,5.4,0.237
17,61102,유강남,LG,0.266,15,56,95,0.59,7,0.35,3.63,0.118,34.6,0.240
18,74823,임훈,LG,0.261,5,66,41,1.61,0,0.46,3.87,0.039,16.0,0.216
19,64100,박재욱,LG,0.255,2,19,7,2.71,0,0.22,3.64,0.043,2.8,0.203
20,62164,서상우,LG,0.252,9,22,24,0.92,0,0.68,4.26,0.153,19.7,0.279
21,79150,정주현,LG,0.222,14,66,45,1.47,3,0.42,3.93,0.076,22.1,0.212
22,79198,윤진호,LG,0.190,0,8,3,2.67,0,0.00,3.78,0.000,0.3,0.133
23,63123,강승호,LG,0.184,3,9,11,0.82,0,0.17,4.17,0.079,2.3,0.165
24,71842,정상호,LG,0.182,6,31,40,0.78,2,0.44,4.05,0.061,11.0,0.191
25,63077,황목치승,LG,0.179,3,15,8,1.88,0,0.00,3.72,0.077,0.9,0.145
26,73824,최경철,LG,0.156,2,12,10,1.20,0,0.25,4.08,0.044,2.2,0.158
27,64115,장준원,LG,0.077,0,4,5,0.80,0,0.67,3.73,0.000,0.1,0.109
28,62007,김지성,LG,0.000,0,3,0,-,0,-,3.33,0.000,-0.6,0.000
28,65120,박성준,LG,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
28,66108,홍창기,LG,0.000,0,3,1,3.00,0,-,5.00,0.000,0.0,0.090
1,64802,조성모,SK,0.500,0,0,0,-,0,0.00,4.00,0.000,0.4,0.350
2,73209,나주환,SK,0.386,7,17,12,1.42,1,0.33,3.82,0.298,12.0,0.367
3,66838,김동엽,SK,0.336,14,27,28,0.96,1,0.12,3.37,0.182,23.9,0.291
4,62893,최정민,SK,0.329,5,37,20,1.85,0,0.17,3.64,0.039,22.7,0.266
5,76869,김재현,SK,0.321,11,43,31,1.39,1,0.27,3.53,0.107,27.0,0.277
8,71857,박재상,SK,0.298,21,70,74,0.95,6,0.73,3.92,0.133,36.2,0.271
9,71837,김강민,SK,0.298,31,88,82,1.07,7,0.36,3.83,0.139,59.3,0.276
10,65464,최정용,SK,0.296,2,13,9,1.44,0,0.19,3.70,0.056,6.4,0.238
14,62895,한유섬,SK,0.278,0,2,6,0.33,0,0.20,3.50,0.000,2.2,0.227
16,62802,박승욱,SK,0.276,8,16,20,0.80,1,0.32,3.93,0.172,14.7,0.271
17,76849,이명기,SK,0.272,12,123,51,2.41,0,0.62,3.87,0.063,33.7,0.233
18,76158,최승준,SK,0.266,24,38,43,0.88,8,0.42,4.19,0.312,40.8,0.308
19,62864,김민식,SK,0.257,11,29,40,0.73,2,0.55,4.12,0.104,19.5,0.252
20,71848,조동화,SK,0.238,5,54,40,1.35,1,0.88,4.21,0.035,15.4,0.214
21,77869,김기현,SK,0.188,1,4,3,1.33,0,0.17,4.06,0.063,0.8,0.168
22,64895,이진석,SK,0.186,2,8,8,1.00,0,0.11,4.27,0.070,1.8,0.164
23,65869,이현석,SK,0.182,0,1,0,-,0,0.00,4.55,0.000,-0.2,0.127
23,66833,임석진,SK,0.182,0,2,1,2.00,0,0.17,3.83,0.000,0.5,0.158
25,76858,박희수,SK,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
25,64890,유서준,SK,0.000,0,1,2,0.50,0,0.00,4.14,0.000,-0.7,0.000
25,72860,이대수,SK,0.000,0,7,3,2.33,0,0.67,3.80,0.000,-0.1,0.060
1,65412,권정웅,삼성,1.000,0,0,0,-,0,-,1.00,0.000,0.5,0.700
4,63913,최재원,삼성,0.333,7,26,13,2.00,2,1.00,4.06,0.185,20.0,0.335
4,66469,황선도,삼성,0.333,0,0,1,0.00,0,1.00,3.75,0.000,0.7,0.308
7,71432,박한이,삼성,0.301,35,93,83,1.12,6,0.56,4.21,0.181,61.9,0.288
9,79456,이지영,삼성,0.297,19,165,79,2.09,3,0.38,3.18,0.085,44.9,0.243
11,72466,조동찬,삼성,0.275,22,49,69,0.71,6,0.41,3.99,0.174,37.9,0.269
12,79402,김상수,삼성,0.271,16,120,106,1.13,6,0.59,3.57,0.061,39.2,0.230
13,79465,배영섭,삼성,0.266,21,111,85,1.31,1,1.21,4.10,0.090,42.9,0.257
14,66452,발디리스,삼성,0.266,14,45,54,0.83,1,1.82,4.26,0.195,28.0,0.290
15,63440,이흥련,삼성,0.260,17,37,35,1.06,0,0.20,3.79,0.193,21.3,0.255
16,66409,이성규,삼성,0.250,0,0,0,-,0,0.00,3.67,0.000,0.3,0.175
17,61463,김정혁,삼성,0.236,4,33,24,1.38,0,0.36,3.81,0.085,10.2,0.215
18,78454,우동균,삼성,0.221,3,16,28,0.57,1,1.20,4.50,0.103,9.2,0.231
19,64499,김재현,삼성,0.218,7,59,47,1.26,0,0.19,3.66,0.037,10.5,0.188
20,74158,김태완,삼성,0.196,3,10,13,0.77,0,0.33,3.58,0.109,3.7,0.197
21,61742,나성용,삼성,0.167,0,2,3,0.67,0,0.20,3.69,0.000,0.4,0.146
22,78467,이영욱,삼성,0.163,2,15,5,3.00,0,0.10,3.69,0.082,2.1,0.157
23,62406,성의준,삼성,0.150,1,4,9,0.44,0,0.50,3.52,0.150,1.9,0.192
24,64493,최선호,삼성,0.115,1,7,5,1.40,0,0.09,4.15,0.038,-0.6,0.105
25,60724,이상훈,삼성,0.083,0,2,5,0.40,0,0.00,3.64,0.000,-0.4,0.058
26,74402,이정식,삼성,0.000,0,5,0,-,0,0.00,3.89,0.000,-0.4,0.050
1,66606,최원준,KIA,0.458,2,6,4,1.50,0,0.00,3.44,0.167,5.4,0.362
2,65610,황대인,KIA,0.429,3,1,0,-,0,0.00,3.86,0.714,2.5,0.479
3,78603,김선빈,KIA,0.360,3,8,5,1.60,0,0.33,3.37,0.160,3.9,0.303
7,72559,신종길,KIA,0.310,12,57,41,1.39,1,0.41,3.83,0.080,32.2,0.271
8,63704,노수광,KIA,0.309,10,52,45,1.16,2,0.43,3.95,0.097,33.5,0.269
10,78765,김다원,KIA,0.302,3,9,6,1.50,0,0.13,4.13,0.116,6.1,0.268
11,61652,윤정우,KIA,0.299,7,27,6,4.50,0,0.33,3.89,0.164,13.2,0.296
13,74605,김주형,KIA,0.281,36,82,112,0.73,2,0.62,3.75,0.217,57.9,0.285
14,64610,강한울,KIA,0.272,16,100,71,1.41,3,0.33,3.89,0.064,30.1,0.222
16,63634,이홍구,KIA,0.266,27,49,68,0.72,4,0.29,3.94,0.195,36.5,0.260
17,61743,오준혁,KIA,0.265,14,27,32,0.84,0,0.24,3.94,0.167,16.5,0.251
18,79608,안치홍,KIA,0.222,2,11,10,1.10,0,0.63,4.26,0.056,3.2,0.209
19,71207,김원섭,KIA,0.219,5,28,14,2.00,2,0.94,4.14,0.068,8.8,0.229
20,63636,고장혁,KIA,0.214,3,21,19,1.11,0,0.47,4.05,0.043,6.1,0.205
21,71184,이성우,KIA,0.211,1,31,20,1.55,0,0.50,3.39,0.013,4.9,0.183
22,78643,백용환,KIA,0.195,11,53,37,1.43,2,0.37,4.13,0.109,14.7,0.200
23,72303,김민우,KIA,0.195,1,15,6,2.50,1,0.42,3.87,0.024,2.7,0.182
24,63722,한승택,KIA,0.179,0,9,6,1.50,1,0.13,3.57,0.000,0.7,0.138
25,64646,박찬호,KIA,0.167,0,21,5,4.20,1,0.33,4.28,0.000,1.0,0.142
25,62668,윤해진,KIA,0.167,1,14,6,2.33,0,0.33,3.44,0.100,2.2,0.162
27,77648,이호신,KIA,0.154,2,5,19,0.26,0,0.20,3.56,0.051,1.0,0.137
28,66657,이진영,KIA,0.138,0,11,4,2.75,0,0.30,4.00,0.000,0.2,0.133
29,60605,홍재호,KIA,0.077,0,5,5,1.00,0,0.67,4.25,0.000,0.4,0.104
30,60658,최병연,KIA,0.000,0,3,3,1.00,0,0.50,4.44,0.000,-0.4,0.050
1,64984,김태진,NC,0.500,0,0,1,0.00,0,-,6.00,0.000,0.4,0.350
2,64944,박대온,NC,0.400,0,1,5,0.20,0,0.00,3.53,0.000,1.8,0.280
4,75441,조영훈,NC,0.335,19,31,48,0.65,3,0.49,3.83,0.162,34.8,0.308
5,78813,모창민,NC,0.331,13,35,33,1.06,3,0.38,3.59,0.173,22.1,0.293
9,73213,손시헌,NC,0.305,28,90,100,0.90,6,0.79,3.76,0.117,54.2,0.283
12,77454,김종호,NC,0.295,2,40,16,2.50,1,0.47,3.91,0.016,14.6,0.243
13,60566,이상호,NC,0.280,2,8,6,1.33,0,0.00,3.44,0.080,2.4,0.240
14,63963,권희동,NC,0.268,1,9,12,0.75,2,0.56,4.55,0.073,5.4,0.248
15,62934,김성욱,NC,0.265,31,79,84,0.94,9,0.47,3.91,0.203,44.6,0.267
16,63920,김준완,NC,0.261,9,86,40,2.15,0,1.06,4.53,0.047,39.5,0.264
17,78122,김태군,NC,0.232,16,123,98,1.26,2,0.50,3.54,0.053,27.5,0.203
18,73306,지석훈,NC,0.219,23,106,83,1.28,2,0.24,3.96,0.117,33.7,0.209
19,74223,용덕한,NC,0.212,5,29,33,0.88,0,0.38,3.71,0.087,7.7,0.197
20,66965,도태훈,NC,0.167,0,1,2,0.50,0,0.00,3.29,0.000,0.4,0.170
20,74358,조평호,NC,0.167,0,3,1,3.00,0,1.00,3.14,0.000,0.0,0.170
22,66968,이재율,NC,0.154,0,5,3,1.67,0,0.00,3.23,0.000,1.1,0.108
23,64906,강민국,NC,0.130,2,5,6,0.83,0,0.22,4.08,0.174,1.1,0.166
24,62016,윤병호,NC,0.111,1,2,3,0.67,0,0.00,4.44,0.333,0.7,0.161
25,62908,황윤호,NC,0.083,0,2,4,0.50,0,0.00,3.83,0.000,-0.4,0.058
26,62917,강구성,NC,0.000,0,2,0,-,0,0.00,4.67,0.000,-0.3,0.000
26,62926,박세웅,NC,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
1,61208,정진호,두산,0.375,1,8,6,1.33,1,6.00,3.94,0.083,5.8,0.353
5,76232,양의지,두산,0.319,39,70,134,0.52,6,1.38,3.61,0.250,70.0,0.324
6,75566,이원석,두산,0.316,5,4,8,0.50,1,1.00,4.14,0.474,5.0,0.361
10,62234,류지혁,두산,0.288,8,28,29,0.97,0,0.36,3.55,0.119,17.9,0.262
12,76267,최주환,두산,0.281,13,39,61,0.64,2,0.63,3.99,0.106,22.5,0.250
13,79290,국해성,두산,0.278,15,37,37,1.00,0,0.58,3.90,0.152,24.4,0.273
14,66209,조수행,두산,0.276,0,7,8,0.88,0,0.00,4.07,0.000,1.5,0.193
16,72214,고영민,두산,0.250,1,0,2,0.00,0,1.00,4.80,0.250,0.8,0.305
16,99222,홍성흔,두산,0.250,2,7,14,0.50,0,0.56,4.11,0.050,2.9,0.225
18,79231,정수빈,두산,0.242,11,90,67,1.34,1,0.52,4.00,0.063,27.6,0.220
19,64213,최용제,두산,0.222,0,4,1,4.00,0,0.50,4.27,0.000,0.4,0.191
20,62244,박세혁,두산,0.209,11,48,46,1.04,2,0.49,3.73,0.128,20.8,0.220
21,63260,이우성,두산,0.200,0,2,0,-,0,0.00,4.20,0.000,0.1,0.140
22,63257,김인태,두산,0.167,1,6,5,1.20,0,0.25,4.42,0.056,0.7,0.150
22,78288,최재훈,두산,0.167,1,7,7,1.00,0,1.00,4.23,0.056,1.4,0.178
24,66203,서예일,두산,0.105,0,7,2,3.50,0,0.25,4.00,0.000,-0.3,0.112
25,65293,정진철,두산,0.000,0,0,1,0.00,0,-,3.00,0.000,-0.1,0.000
1,64724,박준혁,한화,0.375,2,1,2,0.50,1,0.50,4.56,0.250,1.4,0.356
4,76746,김태완,한화,0.350,2,4,1,4.00,0,0.38,4.50,0.150,4.4,0.331
5,74729,최진행,한화,0.329,3,15,16,0.94,0,0.69,3.72,0.071,12.7,0.295
9,73725,이양기,한화,0.288,3,17,13,1.31,0,0.25,3.86,0.096,5.0,0.246
10,73136,이성열,한화,0.288,20,43,36,1.19,2,0.18,3.73,0.217,33.3,0.284
11,62700,하주석,한화,0.279,32,116,62,1.87,2,0.16,3.49,0.131,51.2,0.248
12,64086,신성현,한화,0.278,16,29,31,0.94,0,0.28,4.12,0.203,25.2,0.282
13,60667,이종환,한화,0.276,1,5,7,0.71,0,0.30,3.85,0.034,3.1,0.227
15,71610,김경언,한화,0.264,12,56,35,1.60,1,0.61,4.42,0.126,27.5,0.261
16,95158,권용관,한화,0.250,3,10,11,0.91,0,0.17,3.67,0.091,4.1,0.226
16,62768,김원석,한화,0.250,0,0,1,0.00,0,0.20,4.00,0.000,0.8,0.212
16,65707,주현상,한화,0.250,0,4,1,4.00,0,0.00,3.13,0.000,0.5,0.175
19,63700,장운호,한화,0.237,3,18,24,0.75,1,0.25,3.76,0.053,6.4,0.204
20,71347,장민석,한화,0.229,11,76,38,2.00,2,0.36,4.04,0.078,17.2,0.205
21,73602,차일목,한화,0.228,11,93,69,1.35,2,0.53,4.19,0.062,27.4,0.211
22,77243,허도환,한화,0.218,8,21,19,1.11,1,0.29,3.92,0.103,7.8,0.222
23,79705,김회성,한화,0.200,1,8,13,0.62,1,0.53,3.88,0.067,6.2,0.222
24,98144,조인성,한화,0.168,5,34,42,0.81,1,0.05,3.14,0.080,4.7,0.146
25,78756,오선진,한화,0.163,0,15,13,1.15,1,0.63,3.94,0.000,2.7,0.167
26,61700,강경학,한화,0.158,6,23,33,0.70,0,0.27,3.90,0.099,4.9,0.169
27,60805,최윤석,한화,0.125,0,5,5,1.00,0,0.25,4.12,0.000,0.0,0.110
28,60404,송주호,한화,0.106,0,20,10,2.00,0,0.25,3.48,0.000,-1.3,0.099
29,66749,김주현,한화,0.000,0,1,0,-,0,0.00,5.33,0.000,-0.3,0.000
29,74756,박노민,한화,0.000,0,0,0,-,0,0.00,4.50,0.000,-0.2,0.000
29,66702,이시원,한화,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.000
29,60768,이태양,한화,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
29,77464,임익준,한화,0.000,0,0,1,0.00,0,0.00,4.50,0.000,-0.2,0.000
29,76720,정범모,한화,0.000,0,0,1,0.00,0,0.00,5.25,0.000,-0.4,0.000
29,78745,정현석,한화,0.000,0,3,3,1.00,0,0.00,4.00,0.000,-1.5,0.000
1,65898,김웅빈,넥센,0.429,1,5,1,5.00,1,0.00,3.67,0.214,3.6,0.341
2,74215,윤석민,넥센,0.334,34,102,81,1.26,7,0.92,4.06,0.211,71.5,0.325
5,62353,박정음,넥센,0.309,12,55,49,1.12,5,0.58,3.98,0.103,37.0,0.281
9,77463,채태인,넥센,0.286,24,111,70,1.59,7,0.39,3.94,0.111,50.8,0.255
10,79300,김지수,넥센,0.286,8,21,29,0.72,2,0.63,3.93,0.154,13.5,0.269
12,76368,유재신,넥센,0.258,0,19,15,1.27,0,0.83,4.00,0.000,7.9,0.227
13,64346,임병욱,넥센,0.249,20,37,56,0.66,0,0.30,4.00,0.159,32.6,0.248
15,62302,지재옥,넥센,0.231,1,3,0,-,0,0.43,4.18,0.231,2.8,0.301
16,61366,홍성갑,넥센,0.226,1,13,17,0.76,0,0.06,3.72,0.032,4.6,0.197
17,66354,주효상,넥센,0.222,1,2,3,0.67,1,0.11,4.74,0.056,1.2,0.188
18,63360,장시윤,넥센,0.200,0,3,3,1.00,0,1.50,3.86,0.000,1.3,0.243
19,79130,강지광,넥센,0.197,3,12,18,0.67,0,0.46,3.86,0.076,6.3,0.210
20,79334,장영석,넥센,0.192,2,6,5,1.20,0,0.70,4.79,0.077,2.7,0.231
21,62332,김재현,넥센,0.181,2,25,20,1.25,0,0.50,4.16,0.028,3.9,0.170
22,65399,허정협,넥센,0.176,0,3,4,0.75,0,0.43,3.75,0.000,0.8,0.179
23,77848,박윤,넥센,0.091,0,3,5,0.60,0,0.50,3.67,0.000,-0.1,0.098
24,63339,김민준,넥센,0.083,0,4,2,2.00,0,0.20,3.38,0.000,-0.5,0.090
5,61591,김사훈,롯데,0.321,1,6,7,0.86,0,0.50,3.39,0.036,3.8,0.263
6,62556,신본기,롯데,0.309,5,21,23,0.91,0,1.08,3.50,0.086,15.0,0.302
7,65523,아두치,롯데,0.291,28,50,71,0.70,3,0.31,3.58,0.182,40.4,0.270
8,62559,김상호,롯데,0.290,27,102,79,1.29,2,0.45,3.98,0.112,52.5,0.262
9,66523,맥스웰,롯데,0.288,8,18,15,1.20,2,0.60,4.16,0.213,17.3,0.311
10,71562,박종윤,롯데,0.282,7,57,59,0.97,3,0.40,3.89,0.051,20.2,0.228
11,62558,김준태,롯데,0.275,6,27,19,1.42,2,0.52,4.28,0.092,19.2,0.265
12,72546,문규현,롯데,0.272,14,110,83,1.33,5,0.74,3.98,0.070,35.3,0.235
13,60523,정훈,롯데,0.262,22,101,99,1.02,1,0.57,4.18,0.076,46.0,0.247
14,71552,최준석,롯데,0.262,29,81,61,1.33,6,0.63,4.37,0.206,59.0,0.290
15,79356,박헌도,롯데,0.261,10,15,11,1.36,0,0.40,4.07,0.232,12.8,0.293
16,60558,오태곤,롯데,0.260,9,33,21,1.57,1,0.32,4.10,0.122,14.3,0.242
17,78513,전준우,롯데,0.253,9,26,23,1.13,0,0.28,3.81,0.131,11.6,0.249
18,61204,김동한,롯데,0.252,6,30,31,0.97,0,0.32,3.66,0.056,9.8,0.208
19,76435,이여상,롯데,0.250,4,18,12,1.50,3,0.28,3.69,0.069,7.7,0.221
20,76536,손용석,롯데,0.244,5,34,18,1.89,2,0.06,3.40,0.056,5.8,0.200
21,66508,나경민,롯데,0.232,2,14,12,1.17,0,0.44,4.29,0.036,5.6,0.212
22,77669,김주현,롯데,0.207,4,5,6,0.83,0,0.25,4.03,0.138,3.0,0.213
23,61554,김민하,롯데,0.200,2,8,9,0.89,0,0.05,4.08,0.089,3.0,0.178
23,78850,오현근,롯데,0.200,0,7,0,-,0,0.40,3.94,0.000,1.4,0.182
25,71565,이우민,롯데,0.193,6,33,18,1.83,0,0.44,3.61,0.096,6.4,0.201
26,64022,안중열,롯데,0.179,1,5,9,0.56,0,0.11,3.79,0.036,0.9,0.147
27,65506,김재유,롯데,0.148,0,11,5,2.20,0,0.14,4.27,0.000,-0.4,0.130
28,65513,김대륙,롯데,0.143,3,15,8,1.88,0,0.25,4.29,0.102,4.0,0.178
29,65514,강태율,롯데,0.000,0,2,0,-,0,-,3.50,0.000,-0.2,0.000
29,78536,김대우,롯데,0.000,0,1,0,-,0,-,4.00,0.000,0.3,0.225
29,65503,김지수,롯데,0.000,0,1,2,0.50,0,0.00,3.71,0.000,-1.0,0.000
