순위,선수ID,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
53,62797,양성우,한화,0.271,108,446,384,52,104,12,4,4,136,53,8,6,39,0,9,67,6,0.354,0.347,0.701,27,0.318,0.667
54,65653,김호령,KIA,0.267,124,514,453,72,121,18,3,8,169,41,13,2,36,0,10,104,7,0.373,0.333,0.706,32,0.221,0.500
55,79365,박동원,넥센,0.248,127,454,411,44,102,25,1,14,171,70,6,3,27,0,7,93,18,0.416,0.304,0.720,26,0.250,0.000
1,61208,정진호,두산,0.375,31,32,24,9,9,0,1,0,11,3,0,0,6,0,2,1,0,0.458,0.531,0.989,3,0.333,0.250
5,76232,양의지,두산,0.319,108,392,332,66,106,17,0,22,189,66,1,7,40,1,12,29,20,0.569,0.404,0.973,30,0.245,0.200
6,75566,이원석,두산,0.316,7,22,19,3,6,3,0,2,15,7,0,1,2,0,0,2,1,0.789,0.364,1.153,1,0.333,0.000
10,62234,류지혁,두산,0.288,90,134,118,34,34,5,0,3,48,9,2,1,10,0,3,28,0,0.407,0.356,0.763,7,0.296,0.000
12,76267,최주환,두산,0.281,85,182,160,21,45,11,0,2,62,22,2,4,12,1,4,19,2,0.388,0.339,0.727,9,0.382,0.357
13,79290,국해성,두산,0.278,58,174,151,28,42,11,0,4,65,24,0,1,21,0,1,36,1,0.430,0.368,0.798,13,0.378,0.000
14,66209,조수행,두산,0.276,66,29,29,16,8,0,0,0,8,3,0,0,0,0,0,6,0,0.276,0.276,0.552,0,0.300,1.000
16,72214,고영민,두산,0.250,8,5,4,1,1,1,0,0,2,1,0,0,1,0,0,1,0,0.500,0.400,0.900,0,0.500,0.333
16,99222,홍성흔,두산,0.250,17,45,40,4,10,2,0,0,12,5,0,0,5,0,0,9,3,0.300,0.333,0.633,2,0.273,0.000
18,79231,정수빈,두산,0.242,114,305,269,49,65,7,2,2,82,20,4,1,25,0,6,48,7,0.305,0.319,0.624,16,0.243,0.000
19,64213,최용제,두산,0.222,4,11,9,0,2,0,0,0,2,1,1,0,1,0,0,2,1,0.222,0.300,0.522,0,0.200,0.000
20,62244,박세혁,두산,0.209,87,210,172,26,36,5,1,5,58,23,11,3,22,0,2,45,1,0.337,0.302,0.639,3,0.148,0.500
21,63260,이우성,두산,0.200,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.200,0.200,0.400,0,0.000,0.000
22,63257,김인태,두산,0.167,14,19,18,0,3,1,0,0,4,3,0,0,1,0,0,4,0,0.222,0.211,0.433,0,0.375,0.429
22,78288,최재훈,두산,0.167,22,22,18,1,3,1,0,0,4,4,0,1,2,0,1,2,1,0.222,0.273,0.495,0,0.333,0.000
24,66203,서예일,두산,0.105,31,21,19,3,2,0,0,0,2,0,0,0,2,0,0,8,1,0.105,0.190,0.295,0,0.000,0.000
25,65293,정진철,두산,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1,64984,김태진,NC,0.500,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.500,1.000,0,1.000,0.000
2,64944,박대온,NC,0.400,13,15,15,0,6,0,0,0,6,0,0,0,0,0,0,3,1,0.400,0.400,0.800,1,0.500,0.500
4,75441,조영훈,NC,0.335,109,207,179,29,60,14,0,5,89,35,1,3,21,1,3,43,2,0.497,0.408,0.905,15,0.339,0.333
5,78813,모창민,NC,0.331,63,147,133,16,44,8,0,5,67,20,1,3,9,0,1,24,7,0.504,0.370,0.874,10,0.289,0.300
9,73213,손시헌,NC,0.305,110,403,341,36,104,21,2,5,144,39,10,1,38,0,13,48,13,0.422,0.394,0.816,30,0.311,0.000
12,77454,김종호,NC,0.295,93,137,122,26,36,2,0,0,38,7,1,0,14,0,0,30,3,0.311,0.368,0.679,13,0.286,0.167
13,60566,이상호,NC,0.280,15,27,25,1,7,2,0,0,9,1,0,0,0,0,2,4,3,0.360,0.333,0.693,1,0.143,0.000
14,63963,권희동,NC,0.268,14,47,41,4,11,0,0,1,14,9,0,0,5,0,1,9,0,0.341,0.362,0.703,2,0.235,0.000
15,62934,김성욱,NC,0.265,130,348,306,60,81,15,1,15,143,51,7,2,30,0,3,64,15,0.467,0.334,0.801,22,0.318,0.125
16,63920,김준완,NC,0.261,122,325,253,60,66,7,1,1,78,12,2,1,66,0,2,62,4,0.308,0.416,0.724,17,0.179,0.000
17,78122,김태군,NC,0.232,134,395,340,37,79,15,0,1,97,30,20,4,22,0,9,44,14,0.285,0.293,0.578,19,0.206,0.000
18,73306,지석훈,NC,0.219,141,394,351,34,77,14,0,9,118,54,6,6,22,0,9,91,9,0.336,0.278,0.614,13,0.232,0.071
19,74223,용덕한,NC,0.212,88,116,104,16,22,3,0,2,31,7,2,1,8,0,1,21,5,0.298,0.272,0.570,3,0.136,0.000
20,66965,도태훈,NC,0.167,6,7,6,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0.167,0.286,0.453,0,0.000,0.000
20,74358,조평호,NC,0.167,3,7,6,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0.167,0.286,0.453,0,0.000,0.500
22,66968,이재율,NC,0.154,32,13,13,9,2,0,0,0,2,0,0,0,0,0,0,3,0,0.154,0.154,0.308,0,0.000,0.000
23,64906,강민국,NC,0.130,24,26,23,2,3,1,0,1,7,1,1,0,2,0,0,9,1,0.304,0.200,0.504,0,0.167,0.000
24,62016,윤병호,NC,0.111,11,9,9,3,1,0,0,1,4,3,0,0,0,0,0,3,0,0.444,0.111,0.555,0,0.333,0.250
25,62908,황윤호,NC,0.083,33,12,12,7,1,0,0,0,1,2,0,0,0,0,0,5,0,0.083,0.083,0.166,0,0.143,0.000
26,62917,강구성,NC,0.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
26,62926,박세웅,NC,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,65898,김웅빈,넥센,0.429,10,15,14,4,6,0,0,1,9,4,0,1,0,0,0,3,0,0.643,0.400,1.043,2,0.333,0.000
2,74215,윤석민,넥센,0.334,92,402,341,72,114,15,0,19,186,80,0,6,46,3,9,50,16,0.545,0.420,0.965,34,0.289,0.000
5,62353,박정음,넥센,0.309,98,263,223,45,69,5,3,4,92,26,5,2,30,0,3,52,5,0.413,0.395,0.808,19,0.365,0.250
9,77463,채태인,넥센,0.286,124,417,370,29,106,14,3,7,147,72,0,9,36,1,2,92,13,0.397,0.345,0.742,23,0.350,0.409
10,79300,김지수,넥센,0.286,81,106,91,16,26,5,0,3,40,9,4,1,10,0,0,16,3,0.440,0.353,0.793,4,0.160,0.200
12,76368,유재신,넥센,0.258,93,74,62,20,16,0,0,0,16,6,2,0,10,0,0,12,0,0.258,0.361,0.619,1,0.350,0.000
13,64346,임병욱,넥센,0.249,104,265,233,43,58,11,1,8,95,24,6,0,25,0,1,82,2,0.408,0.324,0.732,13,0.197,0.000
15,62302,지재옥,넥센,0.231,7,17,13,2,3,0,0,1,6,1,0,0,3,0,1,7,0,0.462,0.412,0.874,1,0.250,0.000
16,61366,홍성갑,넥센,0.226,44,68,62,4,14,0,1,0,16,7,0,0,1,0,5,18,2,0.258,0.294,0.552,0,0.235,0.217
17,66354,주효상,넥센,0.222,12,19,18,3,4,1,0,0,5,3,0,0,1,0,0,9,0,0.278,0.263,0.541,0,0.333,0.000
18,63360,장시윤,넥센,0.200,9,14,10,3,2,0,0,0,2,0,0,0,3,0,1,2,1,0.200,0.429,0.629,0,0.000,0.000
19,79130,강지광,넥센,0.197,40,80,66,10,13,2,0,1,18,7,1,1,11,0,1,24,1,0.273,0.316,0.589,2,0.150,0.000
20,79334,장영석,넥센,0.192,23,33,26,6,5,2,0,0,7,3,0,0,7,0,0,10,1,0.269,0.364,0.633,1,0.182,0.000
21,62332,김재현,넥센,0.181,56,82,72,8,13,2,0,0,15,8,2,0,7,0,1,14,1,0.208,0.263,0.471,3,0.313,0.000
22,65399,허정협,넥센,0.176,13,20,17,0,3,0,0,0,3,1,0,0,3,0,0,7,1,0.176,0.300,0.476,0,0.500,0.333
23,77848,박윤,넥센,0.091,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0.091,0.167,0.258,0,0.333,0.000
24,63339,김민준,넥센,0.083,20,13,12,4,1,0,0,0,1,0,0,0,1,0,0,5,0,0.083,0.154,0.237,0,0.000,0.000
1,97109,이병규,LG,1.000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0,1.000,1.000
1,62147,조윤준,LG,1.000,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0,0.000,0.000
4,60100,백진우,LG,0.333,10,21,18,4,6,2,0,1,11,3,0,0,2,0,1,6,1,0.611,0.429,1.040,2,0.333,0.250
5,72456,손주인,LG,0.322,122,409,354,47,114,20,3,2,146,39,12,4,33,0,6,35,6,0.412,0.385,0.797,30,0.241,0.000
6,99606,정성훈,LG,0.322,126,418,370,58,119,22,1,6,161,64,5,5,33,1,5,59,9,0.435,0.380,0.815,31,0.321,0.250
7,78217,김용의,LG,0.318,105,347,308,62,98,18,4,1,127,20,4,0,35,0,0,64,6,0.412,0.388,0.800,32,0.290,0.250
10,61186,이천웅,LG,0.293,103,320,276,38,81,10,1,6,111,41,6,1,34,0,3,49,3,0.402,0.376,0.778,22,0.307,0.300
11,79113,문선재,LG,0.288,52,127,111,28,32,3,2,7,60,16,5,1,10,0,0,29,1,0.541,0.344,0.885,9,0.226,0.333
12,78135,이형종,LG,0.282,61,147,124,14,35,4,2,1,46,14,5,1,15,0,2,20,3,0.371,0.366,0.737,11,0.318,0.211
14,64153,양석환,LG,0.276,80,215,203,24,56,10,1,6,86,37,3,2,6,0,1,48,1,0.424,0.297,0.721,12,0.301,0.286
15,76100,이병규,LG,0.272,103,350,290,43,79,12,2,7,116,37,0,3,47,1,10,81,4,0.400,0.389,0.789,18,0.214,0.059
16,65115,안익훈,LG,0.267,68,52,45,13,12,0,1,0,14,4,1,0,6,0,0,9,0,0.311,0.353,0.664,0,0.375,0.250
17,61102,유강남,LG,0.266,100,297,263,28,70,7,0,8,101,47,4,6,17,0,7,48,6,0.384,0.321,0.705,20,0.316,0.167
18,74823,임훈,LG,0.261,60,198,180,20,47,4,0,1,54,14,4,0,12,0,2,26,6,0.300,0.314,0.614,13,0.250,0.000
19,64100,박재욱,LG,0.255,26,50,47,5,12,2,0,0,14,4,1,0,2,0,0,9,3,0.298,0.286,0.584,3,0.250,0.000
20,62164,서상우,LG,0.252,56,137,111,18,28,5,0,4,45,12,0,0,25,1,1,37,1,0.405,0.394,0.799,7,0.200,0.160
21,79150,정주현,LG,0.222,99,257,225,30,50,12,1,1,67,22,2,2,28,0,0,66,1,0.298,0.306,0.604,11,0.160,0.500
22,79198,윤진호,LG,0.190,34,23,21,3,4,0,0,0,4,0,2,0,0,0,0,6,1,0.190,0.190,0.380,1,0.000,0.000
23,63123,강승호,LG,0.184,18,41,38,4,7,3,0,0,10,3,0,1,2,0,0,12,0,0.263,0.220,0.483,1,0.222,1.000
24,71842,정상호,LG,0.182,77,159,132,12,24,5,0,1,32,10,4,2,17,0,4,39,2,0.242,0.290,0.532,4,0.136,0.000
25,63077,황목치승,LG,0.179,48,39,39,7,7,3,0,0,10,4,0,0,0,0,0,9,0,0.256,0.179,0.435,0,0.375,0.000
26,73824,최경철,LG,0.156,29,52,45,3,7,2,0,0,9,2,2,0,4,0,1,16,0,0.200,0.240,0.440,0,0.091,1.000
27,64115,장준원,LG,0.077,14,15,13,2,1,0,0,0,1,0,0,0,2,0,0,3,0,0.077,0.200,0.277,0,0.000,0.000
28,62007,김지성,LG,0.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000
28,65120,박성준,LG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
28,66108,홍창기,LG,0.000,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000,0.200,0.200,0,0.000,0.000
1,66606,최원준,KIA,0.458,14,25,24,5,11,1,0,1,15,4,1,0,0,0,0,3,0,0.625,0.458,1.083,2,0.800,1.000
2,65610,황대인,KIA,0.429,4,7,7,1,3,2,0,1,8,3,0,0,0,0,0,3,0,1.143,0.429,1.572,1,0.667,0.333
3,78603,김선빈,KIA,0.360,6,27,25,3,9,2,1,0,13,0,1,0,1,0,0,3,1,0.520,0.385,0.905,3,0.000,0.000
7,72559,신종길,KIA,0.310,75,240,213,34,66,8,3,1,83,12,1,0,20,0,6,49,1,0.390,0.385,0.775,19,0.250,0.318
8,63704,노수광,KIA,0.309,77,238,207,43,64,4,2,4,84,30,10,0,20,0,1,46,0,0.406,0.373,0.779,16,0.413,0.500
10,78765,김다원,KIA,0.302,25,47,43,3,13,2,0,1,18,6,0,0,2,0,2,15,1,0.419,0.362,0.781,0,0.294,0.385
11,61652,윤정우,KIA,0.299,46,82,67,20,20,5,0,2,31,13,2,1,5,0,7,15,2,0.463,0.400,0.863,5,0.357,0.000
13,74605,김주형,KIA,0.281,135,387,345,43,97,16,1,19,172,49,1,1,34,0,6,55,9,0.499,0.355,0.854,20,0.244,0.313
14,64610,강한울,KIA,0.272,104,322,298,36,81,13,3,0,100,27,9,0,15,0,0,46,2,0.336,0.307,0.643,16,0.313,0.500
16,63634,이홍구,KIA,0.266,106,273,241,27,64,16,2,9,111,45,3,6,19,1,4,66,5,0.461,0.322,0.783,14,0.260,0.240
17,61743,오준혁,KIA,0.265,47,144,132,18,35,8,4,2,57,15,2,0,9,0,1,38,2,0.432,0.317,0.749,8,0.308,0.000
18,79608,안치홍,KIA,0.222,10,43,36,3,8,2,0,0,10,1,1,1,5,0,0,8,2,0.278,0.310,0.588,3,0.000,0.000
19,71207,김원섭,KIA,0.219,37,90,73,10,16,5,0,0,21,12,1,1,15,0,0,16,2,0.288,0.348,0.636,3,0.300,0.385
20,63636,고장혁,KIA,0.214,63,81,70,18,15,3,0,0,18,4,1,0,7,0,3,15,1,0.257,0.313,0.570,3,0.167,0.000
21,71184,이성우,KIA,0.211,55,89,76,9,16,1,0,0,17,6,4,1,5,0,3,10,3,0.224,0.282,0.506,2,0.174,0.167
22,78643,백용환,KIA,0.195,80,199,174,12,34,7,0,4,53,15,3,2,19,1,1,52,6,0.305,0.276,0.581,5,0.146,0.091
23,72303,김민우,KIA,0.195,19,47,41,3,8,1,0,0,9,4,1,0,5,0,0,12,1,0.220,0.283,0.503,1,0.250,0.000
24,63722,한승택,KIA,0.179,27,30,28,1,5,0,0,0,5,5,1,0,1,0,0,8,0,0.179,0.207,0.386,1,0.429,0.000
25,64646,박찬호,KIA,0.167,69,46,42,9,7,0,0,0,7,3,1,0,3,0,0,9,2,0.167,0.222,0.389,0,0.214,0.500
25,62668,윤해진,KIA,0.167,34,34,30,5,5,0,0,1,8,2,1,1,2,0,0,6,0,0.267,0.212,0.479,0,0.000,0.000
27,77648,이호신,KIA,0.154,51,43,39,1,6,2,0,0,8,2,1,1,2,0,0,10,1,0.205,0.190,0.395,1,0.143,0.000
28,66657,이진영,KIA,0.138,17,33,29,4,4,0,0,0,4,2,1,0,3,0,0,10,1,0.138,0.219,0.357,1,0.143,0.333
29,60605,홍재호,KIA,0.077,22,16,13,4,1,0,0,0,1,1,0,1,2,0,0,3,0,0.077,0.188,0.265,0,0.000,0.200
30,60658,최병연,KIA,0.000,12,9,8,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0.000,0.111,0.111,0,0.000,0.000
1,64802,조성모,SK,0.500,3,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.500,0.500,1.000,0,0.000,1.000
2,73209,나주환,SK,0.386,24,65,57,13,22,2,0,5,39,12,3,0,2,0,3,6,4,0.684,0.435,1.119,5,0.417,0.333
3,66838,김동엽,SK,0.336,57,150,143,19,48,8,0,6,74,23,0,1,5,0,1,41,3,0.517,0.360,0.877,13,0.290,0.316
4,62893,최정민,SK,0.329,88,177,155,29,51,4,1,0,57,11,6,1,8,0,7,48,1,0.368,0.386,0.754,11,0.293,0.333
5,76869,김재현,SK,0.321,100,193,168,27,54,5,5,1,72,18,8,1,11,0,5,41,1,0.429,0.378,0.807,13,0.302,0.500
8,71857,박재상,SK,0.298,94,288,255,37,76,14,1,6,110,35,4,2,27,0,0,37,9,0.431,0.363,0.794,21,0.339,0.667
9,71837,김강민,SK,0.298,115,422,366,59,109,21,0,10,160,47,10,2,32,2,12,89,5,0.437,0.371,0.808,30,0.262,0.500
10,65464,최정용,SK,0.296,48,61,54,10,16,1,1,0,19,2,4,0,3,0,0,16,0,0.352,0.333,0.685,2,0.267,0.333
14,62895,한유섬,SK,0.278,6,20,18,3,5,0,0,0,5,0,0,0,1,0,1,5,0,0.278,0.350,0.628,0,0.000,1.000
16,62802,박승욱,SK,0.276,36,103,87,19,24,4,1,3,39,13,4,1,9,0,2,28,0,0.448,0.354,0.802,5,0.300,0.000
17,76849,이명기,SK,0.272,99,326,287,29,78,7,4,1,96,22,10,2,23,0,4,37,3,0.334,0.332,0.666,17,0.244,0.412
18,76158,최승준,SK,0.266,76,231,199,31,53,5,0,19,115,42,0,1,28,1,3,66,5,0.578,0.364,0.942,10,0.188,0.286
19,62864,김민식,SK,0.257,88,170,144,17,37,9,0,2,52,14,3,0,21,0,2,38,2,0.361,0.359,0.720,7,0.308,0.167
20,71848,조동화,SK,0.238,76,172,143,24,34,5,0,0,39,16,8,2,15,0,4,17,2,0.273,0.323,0.596,7,0.233,0.000
21,77869,김기현,SK,0.188,14,17,16,3,3,1,0,0,4,0,0,0,1,0,0,6,0,0.250,0.235,0.485,0,0.000,0.429
22,64895,이진석,SK,0.186,41,45,43,6,8,1,1,0,11,2,0,0,2,0,0,19,1,0.256,0.222,0.478,0,0.125,0.000
23,65869,이현석,SK,0.182,11,11,11,1,2,0,0,0,2,0,0,0,0,0,0,8,1,0.182,0.182,0.364,0,0.000,0.250
23,66833,임석진,SK,0.182,11,12,11,3,2,0,0,0,2,0,0,0,1,0,0,6,0,0.182,0.250,0.432,0,0.000,0.167
25,76858,박희수,SK,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
25,64890,유서준,SK,0.000,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.000,0.000
25,72860,이대수,SK,0.000,14,15,12,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0.000,0.133,0.133,0,0.000,0.000
1,64724,박준혁,한화,0.375,6,9,8,3,3,2,0,0,5,3,0,0,1,0,0,2,1,0.625,0.444,1.069,0,0.333,0.500
4,76746,김태완,한화,0.350,24,24,20,3,7,1,1,0,10,0,0,0,3,0,1,8,0,0.500,0.458,0.958,1,0.000,0.313
5,74729,최진행,한화,0.329,28,85,70,4,23,2,0,1,28,9,2,0,11,0,2,16,1,0.400,0.434,0.834,5,0.412,0.600
9,73725,이양기,한화,0.288,17,58,52,5,15,2,0,1,20,9,1,1,2,0,2,8,6,0.385,0.333,0.718,5,0.313,0.333
10,73136,이성열,한화,0.288,86,219,198,29,57,7,3,10,100,29,2,0,11,0,8,62,3,0.505,0.350,0.855,11,0.246,0.375
11,62700,하주석,한화,0.279,115,441,405,58,113,21,1,10,166,57,8,1,18,1,9,115,3,0.410,0.323,0.733,25,0.291,0.833
12,64086,신성현,한화,0.278,89,184,158,30,44,8,0,8,76,24,6,0,15,0,5,54,3,0.481,0.360,0.841,10,0.191,0.294
13,60667,이종환,한화,0.276,31,33,29,3,8,1,0,0,9,4,0,1,3,2,0,10,1,0.310,0.333,0.643,1,0.200,0.182
15,71610,김경언,한화,0.264,66,217,182,23,48,6,1,5,71,25,2,3,28,0,2,46,7,0.390,0.363,0.753,14,0.216,0.250
