순위,선수ID,선수명,팀명,ERA,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
1,61240,니퍼트,두산,2.95,27,21,1,1,0,0,13,171,164,1.04
2,74513,장원준,두산,3.32,27,15,0,0,0,0,22,196,141,1.39
3,66643,헥터,KIA,3.40,31,15,0,3,0,0,14,225,223,1.01
4,65856,켈리,SK,3.68,31,9,0,0,0,0,21,274,137,2.00
4,77637,양현종,KIA,3.68,31,10,0,3,0,0,21,213,205,1.04
6,66226,보우덴,두산,3.80,30,18,0,1,0,0,14,162,189,0.86
7,62937,신재영,넥센,3.90,30,15,0,0,0,0,7,150,238,0.63
8,63111,류제국,LG,4.30,29,13,0,1,0,0,16,180,135,1.33
9,65546,레일리,롯데,4.34,31,8,0,1,0,0,19,218,160,1.36
10,74454,윤성환,삼성,4.35,28,11,0,1,0,0,18,168,247,0.68
11,79229,유희관,두산,4.41,29,15,0,0,0,0,19,188,231,0.81
12,65331,피어밴드,KT,4.45,30,7,0,0,0,0,20,184,173,1.06
13,65931,스튜어트,NC,4.56,27,12,0,0,0,0,13,185,120,1.54
14,76455,차우찬,삼성,4.73,24,12,0,1,0,0,17,146,154,0.95
15,62698,소사,LG,5.16,33,10,0,0,0,0,21,211,236,0.89
16,66628,지크,KIA,5.27,29,10,0,1,0,0,16,155,155,1.00
17,65543,린드블럼,롯데,5.28,30,10,0,1,0,0,11,186,168,1.11
1,77211,이용찬,두산,2.70,0,0,1,3,2,0,1,8,6,1.33
3,73241,정재훈,두산,3.27,0,0,1,6,32,0,4,42,55,0.76
6,62242,윤명준,두산,3.95,0,0,4,9,17,1,3,74,53,1.40
8,76329,이현승,두산,4.84,0,0,1,42,34,2,4,71,56,1.27
9,78257,진야곱,두산,4.94,2,0,5,15,8,0,4,65,59,1.10
10,77263,김강률,두산,5.14,0,0,0,5,5,0,7,34,19,1.79
11,78247,홍상삼,두산,5.25,0,0,0,6,7,0,1,5,11,0.45
12,65206,박성민,두산,5.40,0,0,0,2,0,0,1,3,2,1.50
12,77253,이용호,두산,5.40,0,0,0,0,0,0,1,2,3,0.67
14,79349,고원준,두산,5.47,4,1,0,5,2,0,2,23,23,1.00
15,79535,허준혁,두산,5.64,15,4,0,2,2,0,8,116,84,1.38
16,73226,김성배,두산,6.03,0,0,0,10,11,0,6,37,40,0.93
