순위,선수ID,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
140,76118,원종현,NC,투수,54,0,70 2/3,1,0,2,6,0,0.889,0,0,0,-
140,70142,김광수,KIA,투수,54,0,52 1/3,0,0,2,4,0,1.000,0,0,0,-
140,60636,심동섭,KIA,투수,54,0,38,0,0,1,4,0,1.000,0,0,0,-
140,97336,최영필,KIA,투수,54,3,57 1/3,0,1,0,6,0,1.000,0,0,0,-
144,62934,김성욱,NC,중견수,53,39,332 2/3,1,0,85,2,0,0.989,0,0,0,-
144,71184,이성우,KIA,포수,53,23,227,2,0,184,17,1,0.990,1,26,12,31.6
144,64001,고영표,KT,투수,53,0,56 1/3,0,0,4,8,0,1.000,0,0,0,-
147,62966,최금강,NC,투수,52,11,108,2,0,6,10,0,0.889,0,0,0,-
147,71857,박재상,SK,좌익수,52,35,291,2,0,62,1,0,0.969,0,0,0,-
147,62655,홍성민,롯데,투수,52,0,42 2/3,1,0,2,4,0,0.857,0,0,0,-
147,65062,김재윤,KT,투수,52,0,54 1/3,2,0,0,2,0,0.500,0,0,0,-
