순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
358,이성규,삼성,우익수,3,0,3 2/3,0,0,1,0,0,1.000,0,0,0,-
358,이성규,삼성,좌익수,3,1,14 1/3,0,0,2,0,0,1.000,0,0,0,-
358,이승현,삼성,투수,3,3,10 1/3,0,0,1,2,0,1.000,0,0,0,-
358,최형우,삼성,좌익수,3,3,23,0,0,5,0,0,1.000,0,0,0,-
358,홍현빈,삼성,좌익수,3,1,13,0,0,0,0,0,-,0,0,0,-
358,김한별,NC,2루수,3,0,4,1,0,2,1,0,0.750,0,0,0,-
358,도태훈,NC,1루수,3,1,6,0,0,7,1,0,1.000,0,0,0,-
358,권동진,KT,3루수,3,1,11,0,0,0,1,0,1.000,0,0,0,-
358,박승욱,롯데,2루수,3,0,5,0,0,0,4,0,1.000,0,0,0,-
358,손호영,롯데,2루수,3,2,21 2/3,0,0,8,8,1,1.000,0,0,0,-
358,윤성빈,롯데,투수,3,0,2 1/3,1,0,0,0,0,0.000,0,0,0,-
358,한동희,롯데,1루수,3,1,12,0,0,15,2,1,1.000,0,0,0,-
358,데일,KIA,1루수,3,0,6,0,0,8,2,0,1.000,0,0,0,-
358,오선우,KIA,우익수,3,2,12,0,0,3,0,0,1.000,0,0,0,-
358,홍건희,KIA,투수,3,0,3,0,0,0,0,0,-,0,0,0,-
358,강승호,두산,2루수,3,3,23,0,0,6,10,0,1.000,0,0,0,-
358,김기연,두산,포수,3,1,10,0,0,8,0,0,1.000,0,0,0,-
358,손아섭,두산,좌익수,3,2,18,0,0,1,0,0,1.000,0,0,0,-
358,이유찬,두산,좌익수,3,3,22,0,0,5,1,0,1.000,0,0,0,-
358,조수행,두산,좌익수,3,0,8,0,0,4,0,0,1.000,0,0,0,-
358,박찬혁,키움,좌익수,3,2,19 2/3,0,0,4,0,0,1.000,0,0,0,-
358,안우진,키움,투수,3,3,6,0,0,0,1,0,1.000,0,0,0,-
358,정세영,키움,투수,3,2,10,0,0,0,2,0,1.000,0,0,0,-
358,최재영,키움,2루수,3,3,20,1,0,5,7,1,0.923,0,0,0,-
358,최재영,키움,3루수,3,3,22,1,0,1,4,3,0.833,0,0,0,-
396,김유영,LG,투수,2,0,2 1/3,0,0,0,0,0,-,0,0,0,-
396,문보경,LG,1루수,2,2,18 1/3,0,0,18,0,0,1.000,0,0,0,-
396,이영빈,LG,1루수,2,0,2,0,0,2,0,1,1.000,0,0,0,-
396,이영빈,LG,2루수,2,2,10,1,0,2,7,1,0.900,0,0,0,-
396,천성호,LG,1루수,2,0,5,0,0,6,0,0,1.000,0,0,0,-
396,천성호,LG,우익수,2,1,5,0,0,2,0,0,1.000,0,0,0,-
396,강재민,한화,투수,2,0,2 1/3,0,0,0,0,0,-,0,0,0,-
396,권민규,한화,투수,2,0,1,0,0,0,0,0,-,0,0,0,-
396,김태연,한화,좌익수,2,1,11,0,0,5,0,0,1.000,0,0,0,-
396,박정현,한화,3루수,2,0,5,0,0,0,0,0,-,0,0,0,-
396,이진영,한화,중견수,2,0,5,0,0,0,0,0,-,0,0,0,-
396,고명준,SSG,3루수,2,0,2,0,0,0,0,0,-,0,0,0,-
396,백승건,SSG,투수,2,0,2,0,0,0,0,0,-,0,0,0,-
396,석정우,SSG,3루수,2,0,2,0,0,0,0,0,-,0,0,0,-
396,채현우,SSG,중견수,2,0,2,0,0,0,0,0,-,0,0,0,-
396,홍대인,SSG,유격수,2,0,3,0,0,0,1,0,1.000,0,0,0,-
396,김도환,삼성,포수,2,1,7 2/3,0,0,10,0,0,1.000,0,0,0,-
396,김재혁,삼성,좌익수,2,1,11,0,0,2,0,0,1.000,0,0,0,-
396,김태훈,삼성,우익수,2,1,8,0,0,2,0,0,1.000,0,0,0,-
396,류지혁,삼성,1루수,2,0,3,0,0,2,0,0,1.000,0,0,0,-
396,박승규,삼성,중견수,2,0,2 2/3,0,0,1,0,0,1.000,0,0,0,-
396,심재훈,삼성,2루수,2,0,4,0,0,2,0,0,1.000,0,0,0,-
396,육선엽,삼성,투수,2,0,2 1/3,0,0,0,1,0,1.000,0,0,0,-
396,홍현빈,삼성,중견수,2,0,4,0,0,1,0,0,1.000,0,0,0,-
396,권희동,NC,좌익수,2,2,10,0,0,4,0,0,1.000,0,0,0,-
396,김휘집,NC,유격수,2,0,3,0,0,0,2,0,1.000,0,0,0,-
396,오태양,NC,좌익수,2,0,3,0,0,0,0,0,-,0,0,0,-
396,강민성,KT,2루수,2,0,4,0,0,1,2,1,1.000,0,0,0,-
396,장진혁,KT,우익수,2,0,4,0,0,1,0,0,1.000,0,0,0,-
396,조대현,KT,포수,2,0,3 1/3,0,0,2,0,0,1.000,0,1,0,0.0
396,김민성,롯데,3루수,2,1,11,0,0,1,1,0,1.000,0,0,0,-
396,김한홀,롯데,우익수,2,0,2,0,0,0,0,0,-,0,0,0,-
396,손호영,롯데,우익수,2,1,8,1,0,0,0,0,0.000,0,0,0,-
396,정보근,롯데,포수,2,0,4,0,0,3,2,0,1.000,0,0,1,100
396,김건국,KIA,투수,2,0,1 2/3,0,0,0,0,0,-,0,0,0,-
396,김규성,KIA,3루수,2,0,1 1/3,0,0,0,0,0,-,0,0,0,-
396,김기훈,KIA,투수,2,0,1 2/3,0,0,0,0,0,-,0,0,0,-
396,김시훈,KIA,투수,2,0,2,0,0,0,1,0,1.000,0,0,0,-
396,박민,KIA,3루수,2,2,16,0,0,2,0,0,1.000,0,0,0,-
396,카스트로,KIA,1루수,2,2,11,0,0,11,0,1,1.000,0,0,0,-
396,박정수,두산,투수,2,0,2,0,0,0,0,0,-,0,0,0,-
396,벤자민,두산,투수,2,2,11 2/3,0,0,0,1,0,1.000,0,0,0,-
396,오명진,두산,2루수,2,0,3 2/3,0,0,1,1,0,1.000,0,0,0,-
396,임종성,두산,3루수,2,2,19,0,0,1,3,0,1.000,0,0,0,-
396,최원준,두산,투수,2,0,2,0,0,0,0,0,-,0,0,0,-
396,플렉센,두산,투수,2,2,5,1,0,0,0,0,0.000,0,0,0,-
396,김태진,키움,2루수,2,0,3 2/3,0,0,2,1,0,1.000,0,0,0,-
396,김태진,키움,3루수,2,0,4,0,0,0,1,0,1.000,0,0,0,-
396,박한결,키움,유격수,2,1,5,0,0,0,0,0,-,0,0,0,-
396,윤석원,키움,투수,2,0,2 1/3,0,0,0,0,0,-,0,0,0,-
396,최재영,키움,유격수,2,2,10 1/3,1,0,3,2,0,0.833,0,0,0,-
396,추재현,키움,좌익수,2,1,4,0,0,0,0,0,-,0,0,0,-
448,문성주,LG,우익수,1,1,7,0,0,3,0,0,1.000,0,0,0,-
448,이재원,LG,우익수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
448,홍창기,LG,중견수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
448,김범준,한화,투수,1,0,2/3,0,0,0,1,0,1.000,0,0,0,-
448,김태연,한화,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,박재규,한화,투수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
448,박정현,한화,유격수,1,1,3,1,0,0,0,0,0.000,0,0,0,-
448,엄상백,한화,투수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
448,이교훈,한화,투수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
448,이원석,한화,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,최유빈,한화,유격수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
448,최인호,한화,좌익수,1,0,3,0,0,1,0,0,1.000,0,0,0,-
448,화이트,한화,투수,1,1,2 1/3,0,0,0,1,0,1.000,0,0,0,-
448,김민준,SSG,2루수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
448,김민준,SSG,3루수,1,0,2/3,1,0,0,0,0,0.000,0,0,0,-
448,김민준,SSG,유격수,1,0,2,0,0,1,1,0,1.000,0,0,0,-
448,김성욱,SSG,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,김창평,SSG,우익수,1,0,1 2/3,0,0,2,0,0,1.000,0,0,0,-
448,김택형,SSG,투수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
448,석정우,SSG,2루수,1,1,4 1/3,1,0,3,0,1,0.750,0,0,0,-
448,오태곤,SSG,좌익수,1,0,2,0,0,0,0,0,-,0,0,0,-
448,정동윤,SSG,투수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
448,최준우,SSG,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,홍대인,SSG,2루수,1,0,1,1,0,0,0,0,0.000,0,0,0,-
448,김재혁,삼성,중견수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
448,김태훈,삼성,1루수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
448,심재훈,삼성,유격수,1,1,6,0,0,1,2,1,1.000,0,0,0,-
448,윤정빈,삼성,우익수,1,1,9,0,0,0,0,0,-,0,0,0,-
448,이성규,삼성,중견수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
448,이성규,삼성,1루수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,이해승,삼성,3루수,1,0,2,0,0,0,0,0,-,0,0,0,-
448,전병우,삼성,1루수,1,0,2,0,0,3,0,0,1.000,0,0,0,-
448,고준휘,NC,우익수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
448,김한별,NC,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,김한별,NC,유격수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
448,김휘집,NC,1루수,1,0,4 1/3,0,0,5,1,0,1.000,0,0,0,-
448,도태훈,NC,유격수,1,0,3,0,0,0,0,0,-,0,0,0,-
448,박시원,NC,우익수,1,1,6,0,0,1,0,0,1.000,0,0,0,-
448,오장한,NC,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,오태양,NC,중견수,1,0,2,0,0,0,0,0,-,0,0,0,-
448,오태양,NC,우익수,1,0,4,0,0,0,0,0,-,0,0,0,-
448,한재환,NC,1루수,1,0,5,0,0,5,0,1,1.000,0,0,0,-
448,한재환,NC,2루수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
448,허윤,NC,2루수,1,0,2,0,0,1,1,0,1.000,0,0,0,-
448,강민성,KT,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,강민성,KT,1루수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
448,김민석,KT,포수,1,0,4,0,0,7,0,0,1.000,0,1,0,0.0
448,김상수,KT,유격수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,문용익,KT,투수,1,0,0,0,0,0,0,0,-,0,0,0,-
448,박지훈,KT,투수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
448,유준규,KT,좌익수,1,0,2,0,0,0,0,0,-,0,0,0,-
448,이정훈,KT,좌익수,1,0,3,0,0,3,0,0,1.000,0,0,0,-
448,장준원,KT,유격수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
448,장진혁,KT,좌익수,1,0,3,0,0,0,0,0,-,0,0,0,-
448,힐리어드,KT,1루수,1,0,3,0,0,2,0,0,1.000,0,0,0,-
448,김민성,롯데,1루수,1,1,6,0,0,5,1,0,1.000,0,0,0,-
448,박세진,롯데,투수,1,0,0,0,0,0,0,0,-,0,0,0,-
448,박승욱,롯데,유격수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
448,신동건,롯데,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,윤동희,롯데,중견수,1,1,8,0,0,3,0,0,1.000,0,0,0,-
448,이서준,롯데,유격수,1,0,2,0,0,0,0,0,-,0,0,0,-
448,이영재,롯데,투수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
448,전민재,롯데,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,정현수,롯데,투수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
448,최충연,롯데,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,황성빈,롯데,좌익수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
448,고종욱,KIA,좌익수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
448,박재현,KIA,중견수,1,1,9,0,0,4,0,0,1.000,0,0,0,-
448,윤도현,KIA,2루수,1,0,7,0,0,4,3,2,1.000,0,0,0,-
448,이창진,KIA,우익수,1,1,5,0,0,2,0,0,1.000,0,0,0,-
448,정현창,KIA,3루수,1,0,2,0,0,0,0,0,-,0,0,0,-
448,김인태,두산,좌익수,1,0,2,0,0,0,0,0,-,0,0,0,-
448,박지훈,두산,유격수,1,0,2,0,0,0,0,0,-,0,0,0,-
448,박지훈,두산,1루수,1,0,1,0,0,2,0,0,1.000,0,0,0,-
448,손아섭,두산,우익수,1,1,9,0,0,0,0,0,-,0,0,0,-
448,오명진,두산,1루수,1,0,2,0,0,1,0,1,1.000,0,0,0,-
448,최준호,두산,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,김연주,키움,투수,1,1,2 1/3,0,0,0,1,0,1.000,0,0,0,-
448,박수종,키움,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
448,박준현,키움,투수,1,1,5,0,0,1,1,0,1.000,0,0,0,-
448,송지후,키움,2루수,1,1,9,0,0,3,4,1,1.000,0,0,0,-
448,안치홍,키움,1루수,1,1,7,0,0,6,0,0,1.000,0,0,0,-
448,염승원,키움,유격수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
448,오선진,키움,2루수,1,0,4,0,0,0,2,1,1.000,0,0,0,-
448,임병욱,키움,좌익수,1,0,1,0,0,2,0,0,1.000,0,0,0,-
448,임병욱,키움,우익수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
448,정현우,키움,투수,1,1,5,0,0,0,0,0,-,0,0,0,-
448,주성원,키움,우익수,1,1,9,0,0,6,0,0,1.000,0,0,0,-
448,최주환,키움,2루수,1,0,1,0,0,0,2,0,1.000,0,0,0,-
448,추재현,키움,중견수,1,0,6,1,0,1,0,0,0.500,0,0,0,-
