season,team,top5_hitter_avg,top5_hitter_hr_sum,top5_hitter_rbi_sum,top5_hitter_ops_avg,top3_hitter_ops_avg,ops_concentration,top5_hitter_obp_avg,top5_hitter_slg_avg
2023,KIA,0.30179999999999996,48,335,0.7894,0.8093333333333333,1.0252512456718184,0.3688,0.4206
2023,KT,0.2852,53,327,0.7712000000000001,0.7680000000000001,0.995850622406639,0.3566,0.41459999999999997
2023,LG,0.30479999999999996,46,379,0.8055999999999999,0.8186666666666667,1.0162197947699438,0.38180000000000003,0.42380000000000007
2023,NC,0.298,46,340,0.7964,0.8330000000000001,1.045956805625314,0.3718,0.42460000000000003
2023,SSG,0.27779999999999994,72,303,0.7818,0.8316666666666667,1.0637844290952503,0.34900000000000003,0.4328
2023,두산,0.2722,57,284,0.756,0.801,1.0595238095238095,0.35500000000000004,0.40099999999999997
2023,롯데,0.2814,40,275,0.7382,0.7593333333333333,1.028628194707848,0.3488,0.3894
2023,삼성,0.2856,57,333,0.7667999999999999,0.7073333333333333,0.9224482698661103,0.3564,0.4104
2023,키움,0.276,29,250,0.7487999999999999,0.7456666666666667,0.9958155270655272,0.3582000000000001,0.3906
2023,한화,0.2596,71,314,0.7466,0.798,1.068845432627913,0.348,0.39859999999999995
