season,team,prev_team_avg,prev_team_runs,prev_team_hits,prev_team_hr,prev_team_rbi,prev_team_tb,prev_team_pa,prev_team_ab,prev_team_obp,prev_team_slg,prev_team_ops,prev_team_bb,prev_team_so,prev_team_era,prev_team_whip,prev_team_runs_allowed,prev_team_er,prev_team_hr_allowed,prev_team_bb_allowed,prev_team_so_pitcher,prev_team_ip,prev_team_errors,prev_team_fpct,prev_team_dp,prev_team_pb,prev_team_sb_allowed,prev_team_cs_defense,prev_team_cs_rate,prev_team_sba,prev_team_sb,prev_team_cs,prev_team_sb_rate,prev_team_oob,prev_team_runner_pko,prev_run_differential,prev_pythagorean_win_rate,prev_k_bb_ratio,prev_iso,prev_bb_rate,prev_top5_hitter_avg,prev_top5_hitter_hr_sum,prev_top5_hitter_rbi_sum,prev_top5_hitter_ops_avg,prev_top3_hitter_ops_avg,prev_ops_concentration,prev_top5_hitter_obp_avg,prev_top5_hitter_slg_avg,prev_top5_pitcher_era_avg,prev_top5_pitcher_whip_avg,prev_top5_pitcher_ip_sum,prev_top5_pitcher_so_sum,prev_ace_era,prev_ace_era_gap
2023,KIA,0.272,720,1361,113,677,1988,5703,5000,0.349,0.398,0.747,542,983,4.2,1.42,679,597,120,526,1042,1279.6666666666667,107,0.98,111,8,64,41,39.0,137,103,34,75.2,57,5,41,0.529281498324044,1.9809885931558935,0.126,0.09503769945642644,0.2908,59,351,0.7906,0.7726666666666667,0.977316805801501,0.3678,0.42279999999999995,3.428,1.25,665.3333333333334,565,2.47,0.9579999999999997
2023,삼성,0.27,663,1358,103,627,1946,5647,5023,0.334,0.387,0.721,446,1029,4.29,1.44,695,613,129,478,971,1287.0,118,0.978,125,6,51,35,40.7,118,91,27,77.1,50,6,-32,0.47644901224157105,2.0313807531380754,0.11699999999999999,0.07897998937488933,0.2882,67,332,0.7969999999999999,0.8503333333333333,1.066917607695525,0.35740000000000005,0.4396,4.356,1.432,690.0,529,2.49,1.8659999999999997
2023,LG,0.269,715,1325,118,674,1953,5627,4927,0.346,0.396,0.742,501,924,3.33,1.27,521,476,94,451,1031,1288.0,89,0.983,139,7,113,26,18.7,148,102,46,68.9,46,10,194,0.6531841168518883,2.286031042128603,0.127,0.08903500977430247,0.2852,64,376,0.7851999999999999,0.7966666666666665,1.0146034980472065,0.3646,0.4206,3.758,1.294,665.6666666666666,531,1.48,2.278
2023,롯데,0.267,605,1320,106,570,1897,5534,4948,0.328,0.383,0.711,417,991,4.45,1.46,712,633,84,492,1199,1280.6666666666667,114,0.979,124,11,99,39,28.3,100,61,39,61.0,54,6,-107,0.4192875119276859,2.436991869918699,0.11599999999999999,0.07535236718467654,0.2908,75,340,0.7968000000000001,0.8220000000000001,1.0316265060240963,0.34819999999999995,0.4486,4.1979999999999995,1.402,672.6666666666666,589,2.31,1.8879999999999995
2023,NC,0.257,646,1260,105,613,1835,5585,4899,0.334,0.375,0.709,501,981,3.9,1.36,642,557,111,515,1168,1286.6666666666667,127,0.976,115,9,60,42,41.2,139,100,39,71.9,56,7,4,0.5031055601099484,2.267961165048544,0.118,0.08970456580125336,0.2944,65,363,0.8148,0.7999999999999999,0.9818360333824251,0.3706,0.44420000000000004,3.778,1.31,622.3333333333334,585,2.08,1.698
2023,두산,0.255,638,1249,101,592,1786,5510,4891,0.324,0.365,0.689,450,1007,4.45,1.48,721,632,117,555,977,1279.3333333333333,117,0.978,128,13,95,34,26.4,130,90,40,69.2,55,4,-83,0.4391526456895947,1.7603603603603604,0.10999999999999999,0.08166969147005444,0.27379999999999993,50,312,0.7348,0.7703333333333333,1.0483578297949554,0.3372,0.3976,4.242,1.488,669.6666666666666,536,3.1,1.142
2023,SSG,0.254,720,1245,138,682,1937,5642,4893,0.336,0.396,0.732,530,1075,3.87,1.29,622,560,130,457,1023,1301.3333333333333,109,0.98,138,4,107,31,22.5,137,98,39,71.5,42,4,98,0.572637978800023,2.238512035010941,0.14200000000000002,0.09393831974477136,0.2782,75,362,0.8182,0.7959999999999999,0.9728672696162306,0.37540000000000007,0.44279999999999997,3.1980000000000004,1.184,693.0,551,1.67,1.5280000000000005
2023,KT,0.254,631,1237,119,588,1824,5547,4864,0.33,0.375,0.705,519,1183,3.51,1.25,562,502,92,364,1074,1287.3333333333333,97,0.982,132,8,69,26,27.4,123,89,34,72.4,38,6,69,0.5576445543098437,2.9505494505494507,0.121,0.09356408869659276,0.27020000000000005,58,296,0.7384,0.722,0.9777898158179849,0.3426,0.39580000000000004,3.6,1.2879999999999998,764.0000000000001,624,1.9,1.7000000000000002
2023,키움,0.252,621,1250,94,578,1801,5655,4953,0.333,0.364,0.697,527,1032,3.79,1.34,610,546,96,490,1010,1296.3333333333333,118,0.979,134,7,85,42,33.1,83,63,20,75.9,42,8,11,0.5089351110735726,2.061224489795918,0.11199999999999999,0.0931918656056587,0.29159999999999997,63,350,0.784,0.8150000000000001,1.0395408163265307,0.3532,0.43079999999999996,3.618,1.268,714.6666666666667,569,2.01,1.608
2023,한화,0.245,564,1196,88,520,1715,5513,4878,0.319,0.352,0.671,497,1264,4.83,1.51,759,680,112,602,974,1268.3333333333333,134,0.975,111,8,121,51,29.7,142,93,49,65.5,49,6,-195,0.35574164846557227,1.6179401993355482,0.10699999999999998,0.09015055323780156,0.26839999999999997,38,262,0.7182000000000001,0.7593333333333333,1.0572728116587764,0.34639999999999993,0.3718,5.106,1.482,521.6666666666666,368,3.55,1.556
