순위,선수ID,선수명,팀명,ERA,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
15,65060,주권,KT,3.91,0,0,3,9,17,0,9,54,49,1.10
16,66064,김태오,KT,4.15,0,0,0,1,0,0,0,6,2,3.00
17,65516,배제성,KT,4.21,18,3,0,4,0,0,5,101,113,0.89
18,64047,조현우,KT,4.50,0,0,0,3,2,0,1,11,19,0.58
18,51060,지명성,KT,4.50,0,0,0,2,0,0,0,2,3,0.67
21,60559,박시영,KT,4.60,0,0,0,6,7,0,1,15,17,0.88
22,75340,전유수,KT,8.18,0,0,0,8,0,0,0,16,14,1.14
23,78517,하준호,KT,8.27,0,0,0,6,1,0,3,14,14,1.00
24,65057,이창재,KT,33.75,0,0,0,1,0,0,0,1,1,1.00
1,51668,이승재,KIA,0.00,0,0,0,0,0,0,0,0,2,0.00
1,69645,장유호,KIA,0.00,0,0,0,0,0,0,0,0,5,0.00
3,69620,김기훈,KIA,1.04,0,0,0,0,0,0,1,4,12,0.33
4,63628,고영창,KIA,1.88,0,0,0,10,0,0,1,34,22,1.55
5,52637,놀린,KIA,2.47,21,8,0,0,0,0,10,131,121,1.08
6,52606,파노니,KIA,2.72,14,3,0,0,0,0,7,77,87,0.89
7,65665,이준영,KIA,2.91,0,0,1,8,14,0,3,51,38,1.34
8,63950,장현식,KIA,3.12,0,0,2,5,29,1,5,53,58,0.91
9,66609,전상현,KIA,3.30,0,0,5,6,26,1,3,38,41,0.93
10,50662,정해영,KIA,3.38,0,0,3,47,37,3,4,54,65,0.83
13,62754,임기영,KIA,4.24,23,3,1,1,1,0,5,120,166,0.72
14,69516,김현수,KIA,4.50,0,0,0,1,0,0,1,3,1,3.00
15,68619,윤중현,KIA,5.03,0,0,3,4,5,0,3,73,52,1.40
16,61666,한승혁,KIA,5.27,16,2,2,2,1,0,13,90,68,1.32
17,63638,박준표,KIA,5.40,0,0,1,6,10,0,2,28,27,1.04
18,66630,김현준,KIA,5.52,0,0,0,7,0,0,0,14,22,0.64
19,78247,홍상삼,KIA,5.82,0,0,2,6,1,0,1,19,25,0.76
20,52645,로니,KIA,5.89,9,3,0,0,0,0,5,60,35,1.71
21,50641,장재혁,KIA,6.00,0,0,0,2,0,0,0,2,2,1.00
22,64580,김재열,KIA,6.07,0,0,1,15,7,0,7,37,51,0.73
23,68659,김유신,KIA,6.14,0,0,1,1,0,0,0,9,26,0.35
24,63894,김사윤,KIA,7.00,0,0,3,7,3,0,3,33,17,1.94
25,67640,유승철,KIA,7.58,0,0,3,6,0,0,0,17,24,0.71
26,69745,김도현,KIA,7.59,2,0,0,1,0,0,3,10,8,1.25
27,66660,남하준,KIA,8.71,0,0,1,6,1,0,1,9,14,0.64
28,52639,최지민,KIA,13.50,0,0,0,3,0,0,0,7,4,1.75
29,67606,송후섭,KIA,162.00,0,0,0,0,0,0,0,1,0,-
1,77211,이용찬,NC,2.08,0,0,3,49,26,2,3,67,52,1.29
2,65933,구창모,NC,2.10,19,11,0,0,0,0,9,108,104,1.04
3,51994,한재승,NC,2.53,0,0,0,2,2,0,1,10,9,1.11
5,76118,원종현,NC,2.98,0,0,5,11,20,0,7,77,58,1.33
6,68928,김시훈,NC,3.24,7,1,3,8,16,0,8,79,81,0.98
6,63959,임정호,NC,3.24,0,0,1,1,9,0,1,27,17,1.59
6,69969,전사민,NC,3.24,0,0,0,2,0,0,1,10,11,0.91
9,50992,김태경,NC,3.25,7,3,0,3,0,0,2,42,58,0.72
10,68900,김영규,NC,3.41,0,0,2,11,21,1,8,83,48,1.73
11,51967,파슨스,NC,3.56,8,1,0,0,0,0,3,41,41,1.00
12,60339,김건태,NC,4.42,0,0,0,2,0,0,2,9,23,0.39
13,52903,조민석,NC,4.50,0,0,0,7,1,0,1,20,9,2.22
14,69962,송명기,NC,4.51,22,4,1,2,0,0,8,78,124,0.63
15,52950,더모디,NC,4.54,8,3,0,0,0,0,3,34,44,0.77
16,68902,신민혁,NC,4.56,23,4,0,0,0,0,5,99,143,0.69
17,68639,하준영,NC,4.62,0,0,3,7,4,0,2,33,39,0.85
18,60263,이재학,NC,4.75,17,3,0,2,0,0,7,81,111,0.73
19,65949,류진욱,NC,4.86,0,0,4,16,5,0,4,47,47,1.00
20,52994,박동수,NC,5.52,0,0,0,4,0,0,2,14,12,1.17
21,69991,하준수,NC,6.00,0,0,0,1,0,0,0,3,5,0.60
22,67954,김진호,NC,6.12,0,0,4,8,3,0,2,39,45,0.87
23,51948,이용준,NC,8.59,2,0,0,2,0,0,1,25,23,1.09
24,61295,강동연,NC,10.38,0,0,0,2,0,0,1,16,5,3.20
25,50995,정구범,NC,13.50,0,0,0,1,0,0,0,1,1,1.00
26,61411,심창민,NC,14.21,0,0,1,2,2,0,0,4,7,0.57
27,65964,이우석,NC,21.60,0,0,0,1,0,0,0,4,0,-
1,50411,박주혁,삼성,1.35,0,0,0,6,0,0,0,7,9,0.78
2,50464,이승민,삼성,1.69,0,0,0,0,0,0,0,3,11,0.27
3,61365,김대우,삼성,2.08,0,0,1,1,0,0,1,2,5,0.40
5,65496,홍정우,삼성,3.04,0,0,5,4,3,0,3,23,33,0.70
7,73117,우규민,삼성,3.26,0,0,4,7,26,1,6,53,51,1.04
8,75421,오승환,삼성,3.32,0,0,6,47,39,2,4,39,75,0.52
9,67419,문용익,삼성,3.35,0,0,1,11,4,0,5,38,45,0.84
10,63960,이상민,삼성,3.68,0,0,0,6,11,0,0,31,35,0.89
12,62920,노건우,삼성,4.50,0,0,0,0,0,0,0,1,3,0.33
13,51454,이승현,삼성,4.53,0,0,2,12,17,1,2,48,36,1.33
14,60146,이승현,삼성,4.68,0,0,0,8,12,0,3,32,69,0.46
15,66451,최충연,삼성,4.70,0,0,0,13,2,0,5,36,45,0.80
16,66493,임대한,삼성,5.27,0,0,2,0,2,0,1,15,15,1.00
17,77446,백정현,삼성,5.27,24,4,0,0,0,0,10,147,141,1.04
18,77927,장필준,삼성,5.70,1,0,0,1,2,0,7,36,27,1.33
19,64464,이수민,삼성,5.79,0,0,0,0,0,0,1,5,7,0.71
20,68403,김무신,삼성,5.91,1,0,3,5,5,0,2,35,37,0.95
21,63492,이재익,삼성,5.94,0,0,3,9,10,0,4,45,29,1.55
22,68501,최하늘,삼성,6.15,5,1,0,4,0,0,2,43,34,1.26
23,61396,박정준,삼성,6.30,0,0,0,2,0,0,0,15,10,1.50
24,50449,허윤동,삼성,6.55,12,4,0,0,0,0,4,36,86,0.42
25,65844,박세웅,삼성,6.75,0,0,0,2,0,0,1,5,0,-
26,50441,황동재,삼성,7.06,13,1,0,2,0,0,5,53,83,0.64
27,68415,양창섭,삼성,8.41,6,2,0,0,0,0,2,24,24,1.00
28,52460,김서준,삼성,10.13,0,0,0,2,0,0,0,0,6,0.00
29,66492,김승현,삼성,11.25,0,0,0,1,2,0,0,6,3,2.00
1,71564,이대호,롯데,0.00,0,0,0,0,1,0,0,1,0,-
2,50558,스트레일리,롯데,2.31,11,4,0,0,0,0,7,63,58,1.09
3,63543,구승민,롯데,2.90,0,0,2,9,28,0,3,53,48,1.10
5,68585,김도규,롯데,3.71,0,0,4,11,11,1,7,50,51,0.98
7,62528,김원중,롯데,3.98,0,0,2,27,24,1,3,39,28,1.39
8,67539,나균안,롯데,3.98,13,3,0,1,5,0,8,108,105,1.03
9,50556,최준용,롯데,4.06,0,0,3,30,25,2,1,51,76,0.67
10,68556,정성종,롯데,4.15,0,0,0,4,0,0,1,7,1,7.00
11,64565,이인복,롯데,4.19,23,8,1,0,0,0,14,167,120,1.39
12,78536,김대우,롯데,4.50,0,0,0,3,1,0,0,7,13,0.54
12,65067,조무근,롯데,4.50,0,0,0,2,0,0,0,3,2,1.50
14,69539,서준원,롯데,4.80,4,2,1,6,2,0,6,74,50,1.48
15,52557,스파크맨,롯데,5.31,19,2,0,0,0,0,9,83,66,1.26
16,51586,김창훈,롯데,5.40,0,0,0,0,0,0,0,1,2,0.50
17,79358,강윤구,롯데,5.48,0,0,0,6,0,0,0,19,18,1.06
18,64596,김유영,롯데,5.65,0,0,6,7,18,0,5,64,39,1.64
19,65643,문경찬,롯데,5.80,0,0,1,18,3,0,2,25,60,0.42
20,52530,이민석,롯데,5.88,1,0,1,1,7,0,1,35,27,1.30
21,79545,진명호,롯데,6.06,0,0,0,4,0,0,2,16,17,0.94
22,51516,김진욱,롯데,6.36,12,2,0,1,0,0,0,45,40,1.13
23,67454,나원탁,롯데,9.00,0,0,0,6,0,0,0,2,8,0.25
23,52558,진승현,롯데,9.00,0,0,0,3,1,0,0,8,9,0.89
25,50036,이강준,롯데,10.24,0,0,0,4,1,0,1,17,5,3.40
26,64718,최설우,롯데,20.25,1,0,0,0,0,0,0,4,3,1.33
27,68036,최이준,롯데,23.14,0,0,0,1,1,0,0,2,2,1.00
28,68529,이승헌,롯데,54.00,1,0,0,0,0,0,0,0,1,0.00
29,50573,김민기,롯데,67.50,0,0,0,0,0,0,1,1,0,-
1,50205,박웅,두산,3.00,0,0,0,4,0,0,0,5,11,0.45
2,68242,정철원,두산,3.10,0,0,4,9,29,1,8,88,66,1.33
3,65639,박정수,두산,3.20,0,0,1,2,1,0,2,20,18,1.11
4,61643,홍건희,두산,3.48,0,0,2,38,31,1,1,68,50,1.36
5,52257,브랜든,두산,3.60,11,5,0,0,0,0,5,91,61,1.49
5,52204,이병헌,두산,3.60,0,0,0,0,0,0,0,4,6,0.67
9,67246,김명신,두산,3.62,0,0,3,11,8,0,8,86,80,1.08
10,74513,장원준,두산,3.71,0,0,0,3,4,0,4,22,17,1.29
12,78352,임창민,두산,3.95,0,0,0,10,10,0,1,35,29,1.21
13,62951,이형범,두산,4.35,0,0,0,14,1,0,4,46,30,1.53
14,77263,김강률,두산,4.38,0,0,3,17,14,0,2,25,31,0.81
15,66291,이영하,두산,4.93,20,6,0,0,0,0,10,100,100,1.00
16,51264,최승용,두산,5.30,15,1,2,2,4,0,8,93,113,0.82
17,67266,박치국,두산,5.40,0,0,1,2,2,0,1,9,11,0.82
18,50203,권휘,두산,5.79,0,0,0,1,2,0,2,10,11,0.91
19,60181,김지용,두산,6.05,0,0,1,9,1,0,1,17,27,0.63
20,76329,이현승,두산,6.23,0,0,1,0,4,0,0,7,9,0.78
21,64805,이승진,두산,6.61,0,0,3,8,3,0,2,25,38,0.66
22,68249,박신지,두산,6.71,9,1,0,2,1,0,6,66,74,0.89
23,51230,김동주,두산,7.56,0,0,0,4,0,0,1,20,20,1.00
24,51257,미란다,두산,8.22,3,0,0,0,0,0,1,4,9,0.44
25,62242,윤명준,두산,8.46,0,0,1,5,0,0,0,24,25,0.96
26,69204,전루건,두산,19.29,0,0,0,2,0,0,1,14,10,1.40
27,52206,최지강,두산,21.60,0,0,0,1,0,0,0,0,1,0.00
1,67703,박상원,한화,2.25,0,0,0,1,6,0,1,10,9,1.11
2,62611,임준섭,한화,2.45,0,0,0,1,0,0,0,2,9,0.22
3,51722,카펜터,한화,2.50,4,0,0,0,0,0,0,23,15,1.53
4,69213,윤산흠,한화,2.67,0,0,1,7,3,0,3,31,22,1.41
5,50815,킹험,한화,2.76,3,1,0,0,0,0,0,23,8,2.88
6,74857,정우람,한화,2.95,0,0,0,5,6,0,0,13,20,0.65
7,79764,장민재,한화,3.55,25,7,0,1,0,0,7,150,135,1.11
8,52720,페냐,한화,3.72,13,5,0,0,0,0,4,69,52,1.33
9,60140,신정락,한화,4.02,0,0,2,14,2,0,6,61,55,1.11
10,63961,윤호솔,한화,4.04,0,0,3,7,9,0,3,39,54,0.72
11,52707,라미레즈,한화,4.13,13,2,0,0,0,0,7,75,64,1.17
12,50705,강재민,한화,4.21,0,0,4,24,18,0,1,57,54,1.06
14,65769,김범수,한화,4.36,0,0,3,5,29,0,4,70,54,1.30
15,77318,장시환,한화,4.38,0,0,0,30,30,1,5,61,54,1.13
16,63765,김종수,한화,4.40,0,0,3,9,8,0,1,35,51,0.69
17,69762,박윤철,한화,4.59,7,0,0,2,0,0,1,40,41,0.98
18,51713,김규연,한화,5.27,0,0,0,4,0,0,1,14,17,0.82
19,66741,김재영,한화,5.40,1,0,0,6,1,0,3,38,30,1.27
20,52701,문동주,한화,5.65,4,1,0,1,3,0,5,33,14,2.36
21,51715,김기중,한화,6.00,3,0,0,0,0,0,0,13,15,0.87
22,61156,송윤준,한화,6.23,0,0,0,1,0,0,0,3,7,0.43
23,65616,이민우,한화,6.25,5,1,0,1,0,0,4,49,54,0.91
24,50726,한승주,한화,6.32,2,0,0,0,0,0,1,19,13,1.46
25,50720,남지민,한화,6.37,20,1,1,1,0,0,5,108,111,0.97
26,65707,주현상,한화,6.83,0,0,0,9,6,0,4,45,78,0.58
27,63464,윤대경,한화,7.53,14,3,1,4,3,0,4,60,103,0.58
28,64029,류희운,한화,8.49,0,0,0,4,0,0,2,7,15,0.47
29,63749,이충호,한화,9.64,0,0,1,1,0,0,1,4,6,0.67
30,68797,이승관,한화,10.13,0,0,0,2,0,0,1,4,7,0.57
31,52731,박준영,한화,10.64,2,0,0,2,0,0,1,8,14,0.57
32,65703,이도윤,한화,20.25,0,0,0,2,0,0,0,3,1,3.00
33,52715,이재민,한화,36.00,0,0,0,0,0,0,0,2,4,0.50
